path	bytes	sha256	role
docs/research/trace-v49-design-history-relation-grammar-round1/16_GRAMMAR_NATURAL_LANGUAGE_EXPLANATIONS.tsv	10575	b72026321c4a052eb14c4f90cd16ef0183d12d5111a2be66011504e22c90ab78	research
docs/research/trace-v49-design-history-relation-grammar-round1/17_FULL_VERIFICATION_MATRIX.tsv	685993	994556fa16e8ee3b729b7702ce7ba064b54948bd832754971a6a932e2380777e	research
docs/research/trace-v49-design-history-relation-grammar-round1/18_SOURCE_BREADTH_AND_CONCENTRATION.md	872	0ec159f477d9b123a456af1cf4f52cec6971944ed4e0d20326d1014024d3cc81	research
docs/research/trace-v49-design-history-relation-grammar-round1/19_GRAMMAR_SATURATION_REPORT.md	1386	6cdf4adc36add85c89a7dbce1b82835ab58f713af7c295bcb279e9a350366471	research
docs/research/trace-v49-design-history-relation-grammar-round1/20_VOCABULARY_GAP_REGISTER.tsv	1451	2ba8d342ea40d3ebdd53dcd54ad11ab90deee4823287e5067c9649e76e7073d1	research
docs/research/trace-v49-design-history-relation-grammar-round1/21_GRAMMAR_RED_TEAM.md	7585	afe0308bb65e672c36caf992b80f33d44450e86d0247c25b276448dd8a53cd2b	research
docs/research/trace-v49-design-history-relation-grammar-round1/22_IMAGE_BUILD_HANDOFF.md	759	bc15698a80b04fa900beee3ab3a3ee21fa18cf53bb4a145f73a9d1b22395081d	research
docs/research/trace-v49-design-history-relation-grammar-round1/23_REFERENCE_LIST.md	7938	8d5968067623240ec1a463f48344b54cf3e683980d6aa9f8702547e192c9b2bd	research
docs/research/trace-v49-design-history-relation-grammar-round1/24_ROUND_DECISION.md	766	5a4a25678c3266147f9c5db05e2fc869f35055b4e738c25dc8a19a495150cff0	research
scripts/trace-v49-relation-grammar/generate_round1.py	117199	a8a9132a9549f9383071467145c10142dc504712094dd93aeac21953e34910c8	support
scripts/trace-v49-relation-grammar/validate_round1.py	22999	380132e7699c76068171886dca60fcda69a308765f62b38c3c49cf9c7d06bfa9	support
