model_id	method_family	input_variant	aspect_id	leakage_dimension	probe_or_metric	k	query_count	label_count	metric_value	majority_baseline	macro_f1	cross_validation_folds	source_identity_masked	boilerplate_removed	reliable_language_labels_only	language_identity_used_as_positive_affinity	status	reason	receipt_sha256	historical_relation	semantic_relation	probability
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	SAME_SOURCE_NEIGHBOR_RATE	10	7995	15	0.727892432770482				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	9cdaa494aca9c72289f43599b3e894df8e8539f2a2a485cee1ca4f42413ce1c1	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	SAME_SOURCE_NEIGHBOR_RATE	20	7995	15	0.698286429018136				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	894bf9cb7b30929384a28962805542644356613f7502a318c464c85f415dddd7	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	SAME_SOURCE_NEIGHBOR_RATE	50	7995	15	0.657115697310819				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	df4d5c6a8658a2f9cceb94ea7dfb82fa785cf5b2660ed35cb17f7c8c619cd683	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	SOURCE	STRATIFIED_ONE_VS_REST_RIDGE_LINEAR_PROBE	0	7995	15	0.8317698561601	0.0406376811594203	0.394158587299541	2	false	false	false	false	PASS	ANALYSIS_ONLY_SOURCE_CLASSIFICATION_DIAGNOSTIC	aaed845a25322fefd0742ccdd7d5aef0b3385df69f2db175710b437be3647afe	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	REGISTERED_BOILERPLATE_REMOVED	NLP_TITLE	SOURCE	STRATIFIED_ONE_VS_REST_RIDGE_LINEAR_PROBE	0	7995						false	false	false	false	NOT_RUN	NO_APPROVED_REMOVE_FOR_NLP_INPUT_RULES; REGISTERED_BOILERPLATE_VARIANT_IS_IDENTICAL_TO_BASELINE	619cefcb50f26f427471d53ddf5eb60e998b2711141c105a2bc8fa0e52185485	false	false	false
NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_QWEN3_EMBEDDING	SOURCE_IDENTITY_MASKED	NLP_TITLE	SOURCE	STRATIFIED_ONE_VS_REST_RIDGE_LINEAR_PROBE	0	7995						true	false	false	false	NOT_RUN	NO_SHA_PINNED_SOURCE_MASKED_DENSE_REENCODING_ARTIFACT	b605eeaaf31826880abe0a2bb20b2d5f987f504c7cc3731a466d550de4e3087d	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	LANGUAGE	SAME_LANGUAGE_NEIGHBOR_RATE	20	7431	0					false	false	true	false	NOT_RUN	NO_SELECTED_LID_MODEL_OR_RELIABLE_LANGUAGE_LABEL_COHORT	31a7fd6fd8483d8a66fc25dc873cb7c10f22037949b2c30b24fa59079fc70ad0	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	10	7431	0	0.999434800161486				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	e05cb39a366d14d37d1f79698c5b7b951cf20bf036df636ee84f187298b143b6	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	20	7431	0	0.999495357287041				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	14ca8d58194d8bfd1c7ca0fdb055d6a9980d722295afbf3787794ffdec5379c1	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	50	7431	0	0.999590902974028				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	1c783c974b3f63e0c2ceeef1e20739f800bb637530543916ed5a543647cff1e8	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	CROSS_SOURCE_NEIGHBOR_RATE	10	7431	15	0.0133225676221236				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	e217a5959a6e66de8ee463c36fad91fcd637aa10d0913bee2a61ca751ba2b864	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	CROSS_SOURCE_NEIGHBOR_RATE	20	7431	15	0.0182209662225811				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	83578e39f5fb8f93bfb3865c66d2af60eff9c572dae1eae5599abaac15e5963f	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	CROSS_SOURCE_NEIGHBOR_RATE	50	7431	15	0.0256412326739335				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	fb08e5192de42a63d13780109522c177534b6906d162b6992a5d14fa25fe9651	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	MEAN_QUERY_SOURCE_HHI	10	7431	15	0.990200511371283				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	efb87a6c34e7a5e2811f4b9034c306fe96840765c04e73b1c585a1642db5e95c	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	MEAN_QUERY_SOURCE_HHI	20	7431	15	0.985107657112098				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	6fcdb64c6f099d2dff91ed7357432e40b6492955fc261e67c5cc19fc7ce15c5b	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	MEAN_QUERY_SOURCE_HHI	50	7431	15	0.981804979141435				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	56eaa8b9e4b35f016f94acd715ea82515b7cd549efd1298279f47207269b8299	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	SAME_SOURCE_NEIGHBOR_RATE	10	7431	15	0.986677432377876				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	e1d3550184cd53084a87c4365c9091098b64c7085d19dcc196dd5c599183e838	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	SAME_SOURCE_NEIGHBOR_RATE	20	7431	15	0.981779033777419				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	f9bfc023bc5e79c1efb19f612eaef8a9eeb3c3ebd1b3f298d474558b69a92f0c	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	SAME_SOURCE_NEIGHBOR_RATE	50	7431	15	0.974358767326067				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	d21850707e2048d7a0b20cae3d5ab0e6fc61346413b685fa049606fae408b550	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	SOURCE	STRATIFIED_ONE_VS_REST_RIDGE_LINEAR_PROBE	0	7431	15	0.986139146817387	0.0427334796391124	0.728215947110272	2	false	false	false	false	PASS	ANALYSIS_ONLY_SOURCE_CLASSIFICATION_DIAGNOSTIC	d5ce61416442c87fa01eb87afaecc7354a7fe640d1c08d4a65257a24b2c8a4e2	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	REGISTERED_BOILERPLATE_REMOVED	NLP_SOURCE_NARRATIVE	SOURCE	STRATIFIED_ONE_VS_REST_RIDGE_LINEAR_PROBE	0	7431						false	false	false	false	NOT_RUN	NO_APPROVED_REMOVE_FOR_NLP_INPUT_RULES; REGISTERED_BOILERPLATE_VARIANT_IS_IDENTICAL_TO_BASELINE	02f8206a26e0516db390cf9f40b3eaa96599b9d669c8463878ce5627ad058530	false	false	false
NLP-D3-SOURCE-NARRATIVE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	SOURCE_IDENTITY_MASKED	NLP_SOURCE_NARRATIVE	SOURCE	STRATIFIED_ONE_VS_REST_RIDGE_LINEAR_PROBE	0	7431						true	false	false	false	NOT_RUN	NO_SHA_PINNED_SOURCE_MASKED_DENSE_REENCODING_ARTIFACT	f1df5dd9e24bd5322ba2d4f204ceb776fa4aefeda99f7c9b4beb100f162ead73	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	LANGUAGE	SAME_LANGUAGE_NEIGHBOR_RATE	20	7838	0					false	false	true	false	NOT_RUN	NO_SELECTED_LID_MODEL_OR_RELIABLE_LANGUAGE_LABEL_COHORT	ae77775e89b8cd8426f8d608736caccb26f8e6d131fe4dd6da6e3c8440bda9fa	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	10	7838	0	0.997601428935953				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	e932e75f7a6da43c0445918ca6a6df2aa5077fcd4e31f0ccc33486be7754c0f0	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	20	7838	0	0.996414901760653				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	4a71d356c248d58c0d90af6a7c502ec065f58e09898006bb69a549a7603225c4	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	50	7838	0	0.995001275835672				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	e1a3bf25f991c10bc03a62cb2298564cbe17b5a950b337ef12010950aecb1229	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	CROSS_SOURCE_NEIGHBOR_RATE	10	7838	15	0.00271752998213837				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	a87aa0e686c5f3cbcd587fc1086737a22e4fb9d8b439a5beeafa12e18b6ffcc1	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	CROSS_SOURCE_NEIGHBOR_RATE	20	7838	15	0.00602832355192651				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	469a8f03e8a2c72e997826af55f578c1a326c1666bff1f4512b488dc249fd2a7	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	CROSS_SOURCE_NEIGHBOR_RATE	50	7838	15	0.012615463128349				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	362876ed63ac026a27a38a55c30ab3d2571c56d8e68b1690deb61fc6b7f0a536	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	MEAN_QUERY_SOURCE_HHI	10	7838	15	0.997693289104363				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	856604ef9815df724736e7266861371682dac3b4dcbe2337f5650a94284e1397	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	MEAN_QUERY_SOURCE_HHI	20	7838	15	0.994133069660628				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	e49bad868c3575b8aecfc76e8e6e4941d6c31067e8fbb9533903acb5e042e68c	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	MEAN_QUERY_SOURCE_HHI	50	7838	15	0.988676703240623				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	d5c07ee375f006129b391dcfd751c48f9cd69bcdaf1eb0899a2e7cff7d4bf7a6	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	SAME_SOURCE_NEIGHBOR_RATE	10	7838	15	0.997282470017862				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	5529ce68d483d87ffda132bc920c7fd2f0e339c3e6bdea4bc121a578bbecfb62	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	SAME_SOURCE_NEIGHBOR_RATE	20	7838	15	0.993971676448073				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	b2cea097f00acaddda51ac70fd871dc1c7f07ca2ca5a487da619a55e039ce918	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	SAME_SOURCE_NEIGHBOR_RATE	50	7838	15	0.987384536871651				false	false	false	false	PASS	NEIGHBORHOOD_SOURCE_DIAGNOSTIC	a4a2c6c4f9d2413273977abe21c00471ee0dbcb837b38b9cebc36ee3746a946f	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	SOURCE	STRATIFIED_ONE_VS_REST_RIDGE_LINEAR_PROBE	0	7838	14	0.995534575146721	0.0441256125058259	0.895287701374577	2	false	false	false	false	PASS	ANALYSIS_ONLY_SOURCE_CLASSIFICATION_DIAGNOSTIC	0ea0199e9093a6c7d96dca06ab7acc24c5efaa5f39a1a6b28d554939a751d848	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	REGISTERED_BOILERPLATE_REMOVED	NLP_SUBJECT	SOURCE	STRATIFIED_ONE_VS_REST_RIDGE_LINEAR_PROBE	0	7838						false	false	false	false	NOT_RUN	NO_APPROVED_REMOVE_FOR_NLP_INPUT_RULES; REGISTERED_BOILERPLATE_VARIANT_IS_IDENTICAL_TO_BASELINE	1de98cc0b82ca3f53c8c88f9814dbbf8faab32e791d780aeec1b4766d0b80121	false	false	false
NLP-D3-SUBJECT-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	SOURCE_IDENTITY_MASKED	NLP_SUBJECT	SOURCE	STRATIFIED_ONE_VS_REST_RIDGE_LINEAR_PROBE	0	7838						true	false	false	false	NOT_RUN	NO_SHA_PINNED_SOURCE_MASKED_DENSE_REENCODING_ARTIFACT	feb20c8267f3256e22cb71ab2f93d4e29daaee7bde9aed7212a9d5e9d3a314fb	false	false	false
NLP-D3-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	LANGUAGE	SAME_LANGUAGE_NEIGHBOR_RATE	20	7995	0					false	false	true	false	NOT_RUN	NO_SELECTED_LID_MODEL_OR_RELIABLE_LANGUAGE_LABEL_COHORT	bbd175a45f7240eb8b4c234e8e380f1fed60813171faeb6829ef230667ab4764	false	false	false
NLP-D3-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	10	7995	0	0.998599124452783				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	42e9da19c03b8636da734d74b20463a7bdd4ed27bd62f25b93bb7c45a174d55c	false	false	false
NLP-D3-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	DENSE_MULTILINGUAL_E5_INSTRUCT	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	LANGUAGE	SAME_SCRIPT_NEIGHBOR_RATE_NOT_LANGUAGE	20	7995	0	0.998599124452783				false	false	false	false	PASS_SCRIPT_ONLY	SCRIPT_IS_NOT_LANGUAGE	13728f0a2f0577e73177a0bd907fd4217e4be94680cac362bb2c2aca4ee74f5c	false	false	false
