row_type	structured_model_id	structured_variant_id	nlp_method_id	anchor_public_object_id	candidate_public_object_id	classification	anchor_count	candidate_index_sha256	structured_rank	nlp_rank	mean_top_20_jaccard	both_high_case_count	high_structured_low_nlp_case_count	low_structured_high_nlp_case_count	both_low_case_count	context_match	temporal_match	geography_match	descriptive_match	text_aspect	anchor_language_script_state	candidate_language_script_state	same_source_diagnostic	structured_nlp_fusion_selected	structured_nlp_fusion_weights_selected	historical_relation	semantic_relation	probability	status	limitation
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0017	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	15							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0018	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	16							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0019	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	17							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0020	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	4							0.5	1	1	1	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0021	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	18							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0023	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	1							1	1	1	1	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0029	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	19							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0033	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	20							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0037	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	5							1	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-CHWCONTEMP2026V1R0054	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	6							1	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-DGITRACE2026R0036	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		7						0	0	0	0	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-HISTORICALAICTRACE2026V1R0038	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		9						0.5	0	0	0.5	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-HISTORICALAICTRACE2026V1R0114	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		8						0.5	0	0	0.5	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-HISTORICALAICTRACE2026V1R0118	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		10						0.5	0	0	0.5	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-LOCTRACE2026I9859FC538D6F27	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		15						0.5	0	0	1	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-LOCTRACE2026IF841DC03EA122B	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		3						0.5	0	0	0.5	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-MODERNAPITRACE2026R0140	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		20						0	0	0	0	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-MODERNAPITRACE2026R0189	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		14						0	0	0	0	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-NBPOSTERTRACE2026V2R0202	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		12						0.5	0	0	0.5	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-NMKTRACE2026R00012	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		17						0	0	0	0	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-VAM20K-00284	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		2						0.5	0	0	1	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-VAM20K-00832	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		11						0.5	0	0	0.5	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-VAM20K-01116	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		19						0.5	0	0	0.5	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-VAM20K-02162	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		18						0.5	0	0	1	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-VAM20K-02470	LOW_STRUCTURED_HIGH_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		16						0.5	0	1	0.5	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-VAM20K-03018	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		6						0.5	0	0	0.5	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-VAM20K-03107	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		13						0.5	0	0	1	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-YALEDESIGNTRACE2026V2R0062	HIGH_NLP_OUTSIDE_STRUCTURED_RETRIEVAL	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		1						0	0	0	0	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-YALEDESIGNTRACE2026V2R0078	LOW_STRUCTURED_HIGH_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		4						0	0	1	0	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0014	SURF-YALEPRODUCTTRACE2026V3R0061	LOW_STRUCTURED_HIGH_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f		5						0	0	1	0	NLP_TITLE	Latin	Latin	false	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0002	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	13							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0003	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	14							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0005	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	15							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0006	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	16							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0008	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	17							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0010	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	18							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0011	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	19							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0012	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	1							1	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0013	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	20							0.5	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
DETAIL	M2	M2-SMOOTHED_IDF	NLP-D1-TITLE-PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	SURF-CHWCONTEMP2026V1R0019	SURF-CHWCONTEMP2026V1R0015	HIGH_STRUCTURED_LOW_NLP	24	abba30fcdded21b8f1ba6f7ec87a47b6bbd83c0d1e40d90670143fb88b83873f	2							1	1	1	0.5	NLP_TITLE	Latin	Latin	true	false	false	false	false	false	PARTIAL	Disagreement classification is diagnostic, not an error or relation; script state was not interpreted as language.
