run_id,records_csv,records_count,active_source_count,image_state_counts,summary_csv,summary_exists,report_md,report_exists,raw_dir,raw_dir_exists,raw_commit_policy,included_in_public_rebuild,stage,notes
early_region_1830_1930,data/capture_batch_early_region_1830_1930_records.csv,77,4,IMG00:10;IMG01:8;IMG02:9;IMG03:26;IMG04:24,data/capture_batch_early_region_1830_1930_source_summary.csv,true,,false,data/capture_batch_early_region_1830_1930_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
edge_rss_html_1970_2026,data/capture_batch_edge_rss_html_1970_2026_records.csv,8,1,IMG02:8,data/capture_batch_edge_rss_html_1970_2026_source_summary.csv,true,,false,data/capture_batch_edge_rss_html_1970_2026_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
edge_source_registry_context_1931_2026,data/capture_batch_edge_source_registry_context_1931_2026_records.csv,61,61,IMG02:24;IMG04:37,data/capture_batch_edge_source_registry_context_1931_2026_source_summary.csv,true,docs/capture/EDGE_SOURCE_REGISTRY_CONTEXT_CAPTURE_1931_2026.md,true,data/capture_batch_edge_source_registry_context_1931_2026_raw,true,do_not_commit_without_redaction_review,true,source_profile_or_context,Manifest row only; archive success still requires public payload inclusion and release audit.
edge_wordpress_1970_2026,data/capture_batch_edge_wordpress_1970_2026_records.csv,35,6,IMG02:34;IMG04:1,data/capture_batch_edge_wordpress_1970_2026_source_summary.csv,true,docs/capture/EDGE_WORDPRESS_CAPTURE_1970_2026.md,true,data/capture_batch_edge_wordpress_1970_2026_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
final_gap_open_source_1955_2024_v1,data/capture_batch_final_gap_open_source_1955_2024_v1_records.csv,12,12,IMG03:12,data/capture_batch_final_gap_open_source_1955_2024_v1_source_summary.csv,true,docs/capture/FINAL_GAP_OPEN_SOURCE_CAPTURE_1955_2024_v1.md,true,,false,not_present,false,capture_records_unclassified,Manifest row only; archive success still requires public payload inclusion and release audit.
gallica_image_ready_1830_1970,data/capture_batch_gallica_image_ready_1830_1970_records.csv,120,1,IMG02:7;IMG03:113,data/capture_batch_gallica_image_ready_1830_1970_source_summary.csv,true,,false,data/capture_batch_gallica_image_ready_1830_1970_raw,true,do_not_commit_without_redaction_review,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
gallica_secondary_image_ready_1830_1970,data/capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,121,1,IMG02:8;IMG03:113,data/capture_batch_gallica_secondary_image_ready_1830_1970_source_summary.csv,true,,false,data/capture_batch_gallica_secondary_image_ready_1830_1970_raw,true,do_not_commit_without_redaction_review,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
gap_noncanonical_image_text_1930_2000,data/capture_batch_gap_noncanonical_image_text_1930_2000_records.csv,58,2,IMG02:58,data/capture_batch_gap_noncanonical_image_text_1930_2000_source_summary.csv,true,,false,data/capture_batch_gap_noncanonical_image_text_1930_2000_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
gsu_contentdm_image_ready_1830_1970,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,33,1,IMG02:33,data/capture_batch_gsu_contentdm_image_ready_1830_1970_source_summary.csv,true,,false,data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw,true,do_not_commit_without_redaction_review,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
gsu_contentdm_image_ready_1971_2026,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,52,1,IMG02:52,data/capture_batch_gsu_contentdm_image_ready_1971_2026_source_summary.csv,true,,false,,false,not_present,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
image_ready_1931_1970,data/capture_batch_image_ready_1931_1970_records.csv,78,2,IMG02:74;IMG03:4,data/capture_batch_image_ready_1931_1970_source_summary.csv,true,,false,data/capture_batch_image_ready_1931_1970_raw,true,do_not_commit_without_redaction_review,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
independent_asia_1990_2026,data/capture_batch_independent_asia_1990_2026_records.csv,17,2,IMG02:16;IMG04:1,data/capture_batch_independent_asia_1990_2026_source_summary.csv,true,docs/capture/INDEPENDENT_ASIA_CAPTURE_1990_2026.md,true,data/capture_batch_independent_asia_1990_2026_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
late_period_coverage_1970_2026,data/capture_batch_late_period_coverage_1970_2026_records.csv,104,4,IMG00:1;IMG02:92;IMG03:11,data/capture_batch_late_period_coverage_1970_2026_source_summary.csv,true,,false,data/capture_batch_late_period_coverage_1970_2026_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
loc_deep_image_ready_1931_1970,data/capture_batch_loc_deep_image_ready_1931_1970_records.csv,0,0,,data/capture_batch_loc_deep_image_ready_1931_1970_source_summary.csv,true,,false,data/capture_batch_loc_deep_image_ready_1931_1970_raw,true,do_not_commit_without_redaction_review,true,empty_or_pending,Manifest row only; archive success still requires public payload inclusion and release audit.
midcentury_1930_1970,data/capture_batch_midcentury_1930_1970_records.csv,95,4,IMG00:25;IMG01:11;IMG02:8;IMG03:13;IMG04:38,data/capture_batch_midcentury_1930_1970_source_summary.csv,true,,false,data/capture_batch_midcentury_1930_1970_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
midcentury_expansion_1931_1970,data/capture_batch_midcentury_expansion_1931_1970_records.csv,68,4,IMG00:11;IMG02:50;IMG03:4;IMG04:3,data/capture_batch_midcentury_expansion_1931_1970_source_summary.csv,true,,false,data/capture_batch_midcentury_expansion_1931_1970_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
noncanonical_exact_sources_1970_2000,data/capture_batch_noncanonical_exact_sources_1970_2000_records.csv,10,4,IMG02:8;IMG04:2,data/capture_batch_noncanonical_exact_sources_1970_2000_source_summary.csv,true,,false,data/capture_batch_noncanonical_exact_sources_1970_2000_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
noncanonical_movement_commons_1930_2000,data/capture_batch_noncanonical_movement_commons_1930_2000_records.csv,7,1,IMG03:7,data/capture_batch_noncanonical_movement_commons_1930_2000_source_summary.csv,true,,false,data/capture_batch_noncanonical_movement_commons_1930_2000_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
nonmainstream_item_image_2026,data/capture_batch_nonmainstream_item_image_2026_records.csv,587,581,IMG02:587,data/capture_batch_nonmainstream_item_image_2026_source_summary.csv,true,docs/capture/NONMAINSTREAM_ITEM_IMAGE_CAPTURE_2026_v1.md,true,,false,not_present,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
nonmainstream_region_1990_2026,data/capture_batch_nonmainstream_region_1990_2026_records.csv,21,5,IMG02:15;IMG04:6,data/capture_batch_nonmainstream_region_1990_2026_source_summary.csv,true,docs/capture/NONMAINSTREAM_REGION_CAPTURE_1990_2026_v1.md,true,,false,not_present,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
nonmainstream_source_profiles_1990_2026,data/capture_batch_nonmainstream_source_profiles_1990_2026_records.csv,127,127,IMG04:127,data/capture_batch_nonmainstream_source_profiles_1990_2026_source_summary.csv,true,,false,,false,not_present,true,source_profile_or_context,Manifest row only; archive success still requires public payload inclusion and release audit.
postwar_commons_open_image_1945_2026,data/capture_batch_postwar_commons_open_image_1945_2026_records.csv,22,1,IMG03:22,data/capture_batch_postwar_commons_open_image_1945_2026_source_summary.csv,true,,false,data/capture_batch_postwar_commons_open_image_1945_2026_raw,true,do_not_commit_without_redaction_review,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
princeton_figgy_image_ready_1830_1970,data/capture_batch_princeton_figgy_image_ready_1830_1970_records.csv,41,1,IMG02:41,data/capture_batch_princeton_figgy_image_ready_1830_1970_source_summary.csv,true,,false,data/capture_batch_princeton_figgy_image_ready_1830_1970_raw,true,do_not_commit_without_redaction_review,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
protocol_item_1970_2026,data/capture_batch_protocol_item_1970_2026_records.csv,8,3,IMG02:2;IMG04:6,data/capture_batch_protocol_item_1970_2026_source_summary.csv,true,docs/capture/PROTOCOL_ITEM_CAPTURE_1970_2026.md,true,data/capture_batch_protocol_item_1970_2026_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
smithsonian_oa_image_ready_1830_1970,data/capture_batch_smithsonian_oa_image_ready_1830_1970_records.csv,12,1,IMG03:12,data/capture_batch_smithsonian_oa_image_ready_1830_1970_source_summary.csv,true,,false,data/capture_batch_smithsonian_oa_image_ready_1830_1970_raw,true,do_not_commit_without_redaction_review,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
source_breadth_1970_2026,data/capture_batch_source_breadth_1970_2026_records.csv,36,7,IMG02:22;IMG03:6;IMG04:8,data/capture_batch_source_breadth_1970_2026_source_summary.csv,true,docs/capture/SOURCE_BREADTH_CAPTURE_1970_2026.md,true,data/capture_batch_source_breadth_1970_2026_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
source_coverage_gap_1931_2026,data/capture_batch_source_coverage_gap_1931_2026_records.csv,25,6,IMG02:6;IMG04:19,data/capture_batch_source_coverage_gap_1931_2026_source_summary.csv,true,docs/capture/SOURCE_COVERAGE_GAP_CAPTURE_1931_2026.md,true,data/capture_batch_source_coverage_gap_1931_2026_raw,true,do_not_commit_without_redaction_review,true,public_surface_rebuild_input,Manifest row only; archive success still requires public payload inclusion and release audit.
wikimedia_commons_deep_image_ready_1830_1970,data/capture_batch_wikimedia_commons_deep_image_ready_1830_1970_records.csv,0,0,,data/capture_batch_wikimedia_commons_deep_image_ready_1830_1970_source_summary.csv,true,,false,data/capture_batch_wikimedia_commons_deep_image_ready_1830_1970_raw,true,do_not_commit_without_redaction_review,true,empty_or_pending,Manifest row only; archive success still requires public payload inclusion and release audit.
wikimedia_commons_image_ready_1830_1970,data/capture_batch_wikimedia_commons_image_ready_1830_1970_records.csv,104,1,IMG03:104,data/capture_batch_wikimedia_commons_image_ready_1830_1970_source_summary.csv,true,,false,data/capture_batch_wikimedia_commons_image_ready_1830_1970_raw,true,do_not_commit_without_redaction_review,true,item_image_capture,Manifest row only; archive success still requires public payload inclusion and release audit.
