path	tracked	bytes	sha256	hash_policy	detected_format	artifact_family	source_owner	context_ref	capture_policy	authority	provenance_disposition	evidence_eligibility	research_use_disposition	reason	recovery_ref
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_5.json	TRUE	309160	7b883fe0ffc0b7ca3c96586bfb8f671bda09596eb40a95645661600b928558b7	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_5.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_6.json	TRUE	322119	a61deef805a1edb4ede23e9c7584f5d8efa52548e0ad6f68bc9c02b644f8c311	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_6.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_7.json	TRUE	291604	53180779638403f62aa3c6ed23fd1fcaa81f782c56c994029e67331c47d7e53d	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_7.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_8.json	TRUE	298916	3ebc3047947d7cd3c4f594cf2930f5d0d49ce247e58593d93a302ac1cefd1047	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_8.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_9.json	TRUE	288658	8a34d656e3a40b16daa1e0d1c3e83226a01b72da70a425daadf4cab30dce71c5	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1830_1930_page_9.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1931_1970_page_1.json	TRUE	288035	09f8eadb18bbbbb6212ffeb8a684ad108fcae8824e151f77e376fe2561a844aa	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_1931_1970_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_page_1.json	TRUE	177	a2ded110cb2641d50c96116cb2b423d325f75490606925fd043dbc0cf324133f	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_advertising_records_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1830_1930_page_1.json	TRUE	362157	c80cbe8bb08d08277d2efaad22a3ddf447c1d034028d2fbed9dfbf35ea96f301	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1830_1930_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1830_1930_page_2.json	TRUE	178	fad65378af89981098f90432ff924ba4b252bbb06b457f8b2ad66456db472e17	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1830_1930_page_2.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1931_1970_page_1.json	TRUE	236895	5dfedfa8d45dfacd8f5f8f48d440ba6d96964b21a9bcb15053eaffc59a2e4469	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1931_1970_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1931_1970_page_2.json	TRUE	178	1b44a8006db7c5da3f3b0f2cfacd79d92d7322c06b96c3e795fcee182685aec7	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1931_1970_page_2.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1971_2000_page_1.json	TRUE	178	585a4960622551c1d375048d51a4c40b0fe779c3a452aac42bdd1a00a665e141	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_1971_2000_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_2001_2026_page_1.json	TRUE	177	a2ded110cb2641d50c96116cb2b423d325f75490606925fd043dbc0cf324133f	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_2001_2026_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_page_1.json	TRUE	178	36b61b62fb9adf915a50c23910bb2764bba6c3f6b359d86ed4bc40d3549c8703	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_book_cover_records_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_brochure_records_1830_1930_page_1.json	TRUE	177	80d0d32f6b5a2991cf8eb5d619ca100c7d7aefd8ee6c276df7b331516a1ca711	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_brochure_records_1830_1930_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_brochure_records_1931_1970_page_1.json	TRUE	178	d45bec675c3b585d26ce0615337388c2b6f102a62b68393f68ffe451061a4a6e	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_brochure_records_1931_1970_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_brochure_records_1971_2000_page_1.json	TRUE	177	48d6da31d7d327186ee2678682f4a0e3366688a459a14c3353349c30c4dd5884	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_brochure_records_1971_2000_page_1.json
data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_brochure_records_2001_2026_page_1.json	TRUE	177	a2ded110cb2641d50c96116cb2b423d325f75490606925fd043dbc0cf324133f	FULL_FILE_SHA256_PHASE1C	APPLICATION_JSON_VALID	CAPTURE_RUN_PROVIDER_PAYLOAD	legacy_capture_research_owner	data/capture_runs/capture_run_manifest_v1.csv#run_id=cooperhewitt_graphql_image_ready_1830_2026	do_not_commit_without_redaction_review	LEGACY_PROVIDER_RESPONSE_EVIDENCE	RUN_CONTEXT_PRESENT_ARTIFACT_RECEIPT_MISSING	HELD_UNSUPPORTED	EXCLUDED_PENDING_PROVENANCE_REVIEW	Run-level context exists, but no artifact-level source terms, request/capture, redaction, and review receipt proves evidence eligibility; Git tracking is not authority.	git:6b111a78818a9e9ef37e4909c1f288d3b844b77e:data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_brochure_records_2001_2026_page_1.json
