policy_version	missingness_version	surface_id	source_record_id	source_ordinal	json_pointer	browse_baseline_disposition	research_disposition	research_reason_code	trace_disposition	trace_reason_code	search_projection_present	candidate_trace_tier	candidate_trace_state	candidate_trace_review_state	candidate_trace_influence_state	candidate_trace_tree_id	candidate_trace_object_node_id	candidate_trace_edge_count
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0046	YRGAP-YEAR-0046	12	/surfaces/11	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-3EFAB779016FCE	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CSPTRACE2026R0102	CSPTRACE2026R0102	13	/surfaces/12	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE018	TRN-OBJ-ECA5D1D6409599	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00007	VAM20K-00007	14	/surfaces/13	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-87092A89E91A4C	11
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0057	YRGAP-YEAR-0057	15	/surfaces/14	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-BD0A6F67539A4A	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0058	YRGAP-YEAR-0058	16	/surfaces/15	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-7740E825B77ED3	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CSPTRACE2026R0111	CSPTRACE2026R0111	17	/surfaces/16	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE018	TRN-OBJ-8E1D50CC7C4FDA	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00003	VAM20K-00003	18	/surfaces/17	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-295960F6DB261B	11
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00004	VAM20K-00004	19	/surfaces/18	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-B4F2E1382A0B62	11
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0069	YRGAP-YEAR-0069	20	/surfaces/19	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-036A143D7AE4E5	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0074	YRGAP-YEAR-0074	21	/surfaces/20	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-552F4E2B2B1150	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0077	YRGAP-YEAR-0077	22	/surfaces/21	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-055345506E0BCA	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0078	YRGAP-YEAR-0078	23	/surfaces/22	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-8E7F69FBBD844F	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0079	YRGAP-YEAR-0079	24	/surfaces/23	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-ED7FA3A22CB992	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0080	YRGAP-YEAR-0080	25	/surfaces/24	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-3B4AEA8A38E320	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0081	YRGAP-YEAR-0081	26	/surfaces/25	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-EA7D15A053F69D	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0082	YRGAP-YEAR-0082	27	/surfaces/26	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-4B8708FA59FAA5	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-LOCYEAR2026V1R0002	LOCYEAR2026V1R0002	28	/surfaces/27	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE041	TRN-OBJ-CD7F76DE3A6CD5	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-LOCYEAR2026V1R0003	LOCYEAR2026V1R0003	29	/surfaces/28	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE041	TRN-OBJ-A79D640D8BC2E9	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CSPTRACE2026R0115	CSPTRACE2026R0115	30	/surfaces/29	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE018	TRN-OBJ-B7FB4AC8009BFB	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0094	YRGAP-YEAR-0094	31	/surfaces/30	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-D261AF64811080	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00005	VAM20K-00005	32	/surfaces/31	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-EEEE2310A23572	11
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0098	YRGAP-YEAR-0098	33	/surfaces/32	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-758A833F4F40AA	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0099	YRGAP-YEAR-0099	34	/surfaces/33	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-CD48267544EFF8	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0103	YRGAP-YEAR-0103	35	/surfaces/34	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-F990428E680673	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GALYEAR1817V1R0004	GALYEAR1817V1R0004	36	/surfaces/35	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted_direct_institutional_record	not_inferred	TRTREE043	TRN-OBJ-17BBBC5407FE02	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GALYEAR1817V1R0005	GALYEAR1817V1R0005	37	/surfaces/36	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted_direct_institutional_record	not_inferred	TRTREE043	TRN-OBJ-3DFB465A0E8E44	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0111	YRGAP-YEAR-0111	38	/surfaces/37	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-AF03C6E2DF08E8	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CSPTRACE2026R0076	CSPTRACE2026R0076	39	/surfaces/38	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE018	TRN-OBJ-1CDE43F5D78368	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00001	VAM20K-00001	40	/surfaces/39	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-961E5923CE5C12	10
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00010	VAM20K-00010	41	/surfaces/40	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-2D1B261C86F986	12
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00011	VAM20K-00011	42	/surfaces/41	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-B5FE18EB7C3C95	12
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CSPTRACE2026R0058	CSPTRACE2026R0058	43	/surfaces/42	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE018	TRN-OBJ-B724451B83693D	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00012	VAM20K-00012	44	/surfaces/43	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-DAE7C4CAD51B47	12
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00027	VAM20K-00027	45	/surfaces/44	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-2A1B8638C68AC0	11
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0134	YRGAP-YEAR-0134	46	/surfaces/45	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-11F1FA80C5DB49	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CSPTRACE2026R0119	CSPTRACE2026R0119	47	/surfaces/46	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE018	TRN-OBJ-6812BCB8C1104E	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0139	YRGAP-YEAR-0139	48	/surfaces/47	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-0C606A6FBF3AFB	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GALYEAR2026V1R0002	GALYEAR2026V1R0002	49	/surfaces/48	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE042	TRN-OBJ-18160A4B0C2FBC	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GALYEAR2026V1R0003	GALYEAR2026V1R0003	50	/surfaces/49	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE042	TRN-OBJ-3E5D0B2032C91E	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0156	YRGAP-YEAR-0156	51	/surfaces/50	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-A95B9BCEB6EBFC	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00037	VAM20K-00037	52	/surfaces/51	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-395C69E1E8E061	12
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00038	VAM20K-00038	53	/surfaces/52	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-D78170E3A01D79	11
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0159	YRGAP-YEAR-0159	54	/surfaces/53	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-7BF0C8761E2078	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0161	YRGAP-YEAR-0161	55	/surfaces/54	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-1875964FABE316	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00013	VAM20K-00013	56	/surfaces/55	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-482F580A775E4B	11
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-VAM20K-00014	VAM20K-00014	57	/surfaces/56	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-05FC4A843136F9	14
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-YRGAP-YEAR-0165	YRGAP-YEAR-0165	58	/surfaces/57	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-725FE6B339DBFA	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CAW2026R00088	CAW2026R00088	59	/surfaces/58	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-F64F1DC99FDF99	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CHW2026R001	CHW2026R001	60	/surfaces/59	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-8CC26BADB0DF11	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-ER1830R001-GROUP	ER1830R001-GROUP	61	/surfaces/60	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	source_verified	accepted	accepted	not_inferred	TRTREE014	TRN-OBJ-7BD2B8020841C6	9
