sha256,byte_size,file_count,paths
8f60b66f0696a8dfbba9f83cb4687e4466cd6e9257e76c14b1cac5da42fe38aa,40654,2,"[""docs/qa/screenshots/round8-mobile-trace-two-level-controls.jpg"",""docs/qa/screenshots/round9-mobile-object-current.jpg""]"
8f99f0806494baec749ae76ab120b845f3fc09d87be2470829982695cfb35d30,4246,2,"[""docs/audits/v49-phase2b-performance/evidence/P4_FRESH_A_VERIFY.json"",""docs/audits/v49-phase2b-performance/evidence/P5_FRESH_B_VERIFY.json""]"
91c058e73b5ccf2965efcf07a111917d9ee86b69ca235661b862c9693d156dd7,1285,2,"[""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/historical-boundary.sha256"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/preflight/historical-boundary.sha256""]"
92335ba0c49e28b644374841fb5e1d0d72f8f49cbbcd4a7ab5d38bcd893329f0,3272608,13,"[""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/candidate-derived-stable-ids.tsv"",""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/fresh-a-stable-ids.tsv"",""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/fresh-b-stable-ids.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/candidate-derived-stable-ids.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/fresh-a-stable-ids.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/fresh-b-stable-ids.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/reconciliation/candidate-derived-stable-ids.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/candidate-derived-stable-ids.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/fresh-a-stable-ids.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/fresh-b-stable-ids.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/candidate-derived-stable-ids.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/fresh-a-stable-ids.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/fresh-b-stable-ids.tsv""]"
a00cb215320f8ae28d46e340cfd2d64f6e02ce29fbd94c1322ade1dc5514f98b,47948,2,"[""docs/qa/screenshots/round10-mobile-global-atlas.jpg"",""docs/qa/screenshots/round11-mobile-trace-atlas-ready.png""]"
ac71de45b0142157fe3c78fe18f9134782c59c2a1618ec8fa6ecf48d0ae0e3f4,18,13,"[""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/remapped-a-b.tsv"",""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/source-mismatch-a.tsv"",""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/source-mismatch-b.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/remapped-a-b.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/source-mismatch-a.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/source-mismatch-b.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/reconciliation/remapped-a-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/remapped-a-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/source-mismatch-a.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/source-mismatch-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/remapped-a-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/source-mismatch-a.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/source-mismatch-b.tsv""]"
ae8fe8cda6d826c7f3dc6d26543371821e2f30a8700e5153b8b497fe50782468,47782,4,"[""docs/qa/screenshots/round10-mobile-menu-icon-only.jpg"",""docs/qa/screenshots/round7-mobile-icon-menu.png"",""docs/qa/screenshots/round8-mobile-menu-icon-only.jpg"",""docs/qa/screenshots/round9-mobile-menu-icon-only.jpg""]"
ba3eca4994a57b385e2ecd41025d77605a217823394999b4a0fcfa02091f6db5,167,6,"[""docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/02_P1_RIGHTS_LEAF_PRE_FIX_250.wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.wrapper.sql""]"
bc629163d755ef4d6e3a0eeae553fec2f9130aafe9fc9c7952006b58b6cd9aa5,41,2,"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/baseline/head.txt"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/baseline/release-tag-local-peeled.txt""]"
bf083a14a89d275353436f4a0ed4e3134452b285b034145e7efa3eb7bb1375ae,82,2,"[""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/performance/scale-1000-analyzed-fixture.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/performance/scale-1000-fixture.txt""]"
c42ab56bff75c923bfa861fc342e8bd526b79e921a099a114cfda528c6a6d21a,38708,2,"[""docs/qa/screenshots/round11-mobile-trace-constellation.png"",""docs/qa/screenshots/round9-mobile-evidence-dots.jpg""]"
ca19178a35ab4153b75b494963b66ce8243e1b94c173107c87b44d09db23652d,56,3,"[""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.cluster-stop.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.cluster-stop.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/p1.cluster-stop.stdout.log""]"
cb56ecb946952b6ecc2f4e3fbd841d3d0b22a5ab77f2f28cd4ae1fe5f64f4d2d,156,31,"[""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/duplicate-a.tsv"",""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/duplicate-b.tsv"",""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/missing-a.tsv"",""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/missing-b.tsv"",""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/unexpected-a.tsv"",""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/unexpected-b.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/duplicate-a.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/duplicate-b.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/missing-a.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/missing-b.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/unexpected-a.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/unexpected-b.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/reconciliation/duplicate-a.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/reconciliation/duplicate-b.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/reconciliation/missing-a.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/reconciliation/missing-b.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/reconciliation/quarantined-stable-ids.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/reconciliation/unexpected-a.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/reconciliation/unexpected-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/duplicate-a.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/duplicate-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/missing-a.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/missing-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/unexpected-a.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/final-reconciliation/unexpected-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/duplicate-a.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/duplicate-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/missing-a.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/missing-b.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/unexpected-a.tsv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/reconciliation/unexpected-b.tsv""]"
cbc8d5e8507824654458df3fe387e4bf2a59aa235f7746d210d0ef1cd7b280de,45484,3,"[""docs/qa/screenshots/round10-mobile-root.jpg"",""docs/qa/screenshots/round7-mobile-home-top-gap-fixed.png"",""docs/qa/screenshots/round9-mobile-root-before-menu.jpg""]"
d0efb4a046b062e25594882e926a1fea2248f781542ff97062d0b78004902fdb,175,5,"[""docs/audits/v49-phase2b-evidence-amendment/reproduced/07_P1_DELIVERY_PRE_FIX_50.wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.wrapper.sql""]"
dfc836e7c5035afa8fce9837251fb4a9be7db42265dee20b6866c3ac91693250,394,2,"[""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/current-leaf/current-leaf-full-a.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/current-leaf/current-leaf-full-b.txt""]"
e0c11aa006fd1148ed93ac85de38c04e05b1defb6740c0df308d2fedff66e6fd,8301,3,"[""docs/audits/v49-api-read-contract-closure/raw/fresh-c/fresh-c-permission.txt"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/fresh-d-final-permission.txt"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/fresh-d-permission.txt""]"
