path,file_type,size_bytes,blob_sha,sha256,producer,direct_consumers,transitive_consumers,audit_references,release_references,rights_sensitivity,authoritative_status,reproducible,current_runtime_required,current_api_required,current_database_required,current_test_required,action,destination_or_anchor,reason,validation_required
frontend/public/data/trace-v48/neighborhoods/022.json,.json,179573,d3659b47073188c02320ed6eb0c14287afc47474,7f5a1d8dc4853dd0a9b27710abfcc1059f40e186f87846f74bf059423935ae79,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/022.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/023.json,.json,154280,83495fd64a33a9d5f6d265eb314b65ba765e7c0a,d30686b0376e5c21079018697b4c494bf7048e0b19d04a03c6c69a6a334e6885,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/023.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/024.json,.json,146624,ccc3b29bce1269ad5048824dec95ebe4dd236663,f8bda4e12f217601ad7fbb0190d834287a83dcdf6bbdafdeabe4b43172a34947,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/024.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/025.json,.json,170855,f0fce0cae01afbfd9687b470fec879b7d9cb9045,8c9611e543da5f86f3228c630a863178e2d4eaf6ad907acceb17b0288c474bcd,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/025.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/026.json,.json,150812,4168ac74d21b14b67dcf9a53e5d975277c71c192,dc4aa6c159a94be0b3c310faa8edd940e16d4e56f095ccf3c99b562abe9220eb,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/026.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/027.json,.json,155308,91673e968718e8eb5a1fda5e0c036978ede25976,3a638414bad971cf4794c6bd5c532611b8c196633d8a89e6864b8907fe7512a5,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/027.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/028.json,.json,146193,bc9262edc76da26acc9d7eca2a9b61adb665a2a9,3e86d761fc0fa01184eec1b8376ed596541b8a3a7255de9e7479fdb51c8f4eb4,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/028.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/029.json,.json,131812,d9526a8460cc67bfed1b1e5ddcce0251dbf2ef6c,092a7d9df79370006ad69ad7d41a8cef5a0fd20eb970980cec3e3609e4064a8f,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/029.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/02a.json,.json,189340,18b82c5c68bdfb386722be8d54d08773ba112a83,5dab1259436c5f81936e857df0b976cb97d081b26680e31a932fe4b3227ef8b9,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/02a.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/02b.json,.json,170998,90fb78cada824903e23ed7ce7c5bf1497a928ba7,00f81ccfb33aea969d58a949a21155d682dd5fa81a25d3ea3b0ae2609f92244a,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/02b.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
frontend/public/data/trace-v48/neighborhoods/02c.json,.json,167468,2572d522434338263d8961e90f50dfbf2b5868e3,f356ccc5d96b3d8bd621a8e3ebc96a9e9562d5e053eae5e95b89a0d3021e52e1,[],"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/releases/v49/SOURCE_TREE_FILES.sha256""]","["".github/workflows/repository-hygiene.yml"",""PROJECT_LOG.md"",""README.md"",""docs/README.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/04_RETENTION_CLASSIFICATION.md"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json"",""docs/maintenance/DOCUMENTATION_MAP.md"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.csv"",""docs/maintenance/V49_ACTIVE_SCRIPT_ALLOWLIST.json"",""docs/releases/v49/RELEASE_INDEX.md"",""docs/releases/v49/SOURCE_TREE_FILES.sha256"",""scripts/repository/audit_repository_hygiene.py"",""scripts/repository/build_repository_closure_audit.py"",""scripts/repository/build_v49_release_documents.py""]","[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-repository-inventory.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.json""]","[""docs/releases/v49/SOURCE_TREE_FILES.sha256""]",NONE,DERIVED,False,True,False,False,False,KEEP_ACTIVE,frontend/public/data/trace-v48/neighborhoods/02c.json,"current implementation, test, CI, asset, or maintenance file",consumer graph + release anchor + final DB/API/build/hygiene gates
