model_id	base_variant_id	ablation_id	ablation_family	k	query_count	mean_top_k_overlap	minimum_top_k_overlap	mean_rank_correlation	minimum_rank_correlation	scoring_effect	learned_weights_used	historical_labels_used
M1	M1-EQUAL-FAMILY	BROAD_CONTAINER_STOP_75PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	BROAD_CONTAINER_STOP_75PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	BROAD_CONTAINER_STOP_75PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	BROAD_CONTAINER_STOP_90PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	BROAD_CONTAINER_STOP_90PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	BROAD_CONTAINER_STOP_90PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_2	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_2	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_2	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_3	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_3	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_3	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_5	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_5	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_5	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_10	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_10	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_10	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_20	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_20	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	RARE_SUPPORT_20	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_5Y	CHANGE_TEMPORAL_DECAY	10	72	0.5805555555555555	0	0.42245989762588887	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_5Y	CHANGE_TEMPORAL_DECAY	20	72	0.5805555555555555	0.1	0.3472044332660642	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_5Y	CHANGE_TEMPORAL_DECAY	50	72	0.6375	0.06	0.3140787797601196	-0.46409931167152607	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_10Y	CHANGE_TEMPORAL_DECAY	10	72	0.5638888888888889	0	0.4097108655059095	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_10Y	CHANGE_TEMPORAL_DECAY	20	72	0.5534722222222223	0.1	0.3366592662642725	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_10Y	CHANGE_TEMPORAL_DECAY	50	72	0.6144444444444445	0.06	0.2605007432842895	-0.4550573263464796	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_20Y	CHANGE_TEMPORAL_DECAY	10	72	0.5347222222222222	0	0.38289388760136395	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_20Y	CHANGE_TEMPORAL_DECAY	20	72	0.5305555555555556	0	0.2882435778326131	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_20Y	CHANGE_TEMPORAL_DECAY	50	72	0.5975	0.04	0.21264755514226946	-0.519224616839368	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_40Y	CHANGE_TEMPORAL_DECAY	10	72	0.5319444444444444	0	0.36763455499034414	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_40Y	CHANGE_TEMPORAL_DECAY	20	72	0.5243055555555556	0	0.2692723866246937	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_40Y	CHANGE_TEMPORAL_DECAY	50	72	0.5886111111111112	0.04	0.19654992181189493	-0.640970826410754	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_80Y	CHANGE_TEMPORAL_DECAY	10	72	0.5319444444444444	0	0.34425968273096363	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_80Y	CHANGE_TEMPORAL_DECAY	20	72	0.5340277777777778	0	0.26282961779088926	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	TEMPORAL_DECAY_80Y	CHANGE_TEMPORAL_DECAY	50	72	0.5972222222222222	0.04	0.20781277879723087	-0.640970826410754	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_EQUAL_FAMILY	CHANGE_FAMILY_NORMALIZATION	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_EQUAL_FAMILY	CHANGE_FAMILY_NORMALIZATION	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_EQUAL_FAMILY	CHANGE_FAMILY_NORMALIZATION	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_AVAILABILITY_NORMALIZED	CHANGE_FAMILY_NORMALIZATION	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_AVAILABILITY_NORMALIZED	CHANGE_FAMILY_NORMALIZATION	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_AVAILABILITY_NORMALIZED	CHANGE_FAMILY_NORMALIZATION	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_USER_SELECTED	CHANGE_FAMILY_NORMALIZATION	10	72	0.7875000000000001	0	0.7118540441151139	-0.6470588235294118	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_USER_SELECTED	CHANGE_FAMILY_NORMALIZATION	20	72	0.8236111111111111	0	0.6779166129789158	-0.6237623762376238	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_USER_SELECTED	CHANGE_FAMILY_NORMALIZATION	50	72	0.8558333333333333	0	0.716665872148352	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_CAPPED_FAMILY	CHANGE_FAMILY_NORMALIZATION	10	72	0.9388888888888888	0.4	0.9192124510722479	0.3212121212121212	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_CAPPED_FAMILY	CHANGE_FAMILY_NORMALIZATION	20	72	0.9409722222222222	0.3	0.9098810896992359	0.24777195281782435	DIRECT_SCORER_SENSITIVITY	false	false
M1	M1-EQUAL-FAMILY	FAMILY_NORMALIZATION_CAPPED_FAMILY	CHANGE_FAMILY_NORMALIZATION	50	72	0.9561111111111111	0.52	0.9113917347546079	-0.028291393290667884	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_CONTEXT_OUT	LEAVE_CONTEXT_OUT	10	72	0.6027777777777777	0	0.430599295503027	-0.6470588235294118	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_CONTEXT_OUT	LEAVE_CONTEXT_OUT	20	72	0.6041666666666666	0	0.3883461575373664	-0.6237623762376238	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_CONTEXT_OUT	LEAVE_CONTEXT_OUT	50	72	0.5977777777777777	0	0.36725810795294556	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_TIME_OUT	LEAVE_TIME_OUT	10	72	0.5986111111111111	0	0.2081394487219155	-0.7101152368758001	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_TIME_OUT	LEAVE_TIME_OUT	20	72	0.6861111111111111	0	0.33810402316468574	-0.6237623762376238	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_TIME_OUT	LEAVE_TIME_OUT	50	72	0.8105555555555556	0	0.5258470425976889	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_GEOGRAPHY_OUT	LEAVE_GEOGRAPHY_OUT	10	72	0.5166666666666667	0	0.3635244903083442	-0.6470588235294118	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_GEOGRAPHY_OUT	LEAVE_GEOGRAPHY_OUT	20	72	0.4659722222222222	0	0.2421307087469548	-0.6386554621848739	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_GEOGRAPHY_OUT	LEAVE_GEOGRAPHY_OUT	50	72	0.4605555555555556	0	0.15259901126575237	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_SOURCE_OUT	LEAVE_SOURCE_OUT	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_SOURCE_OUT	LEAVE_SOURCE_OUT	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_SOURCE_OUT	LEAVE_SOURCE_OUT	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_CURATION_OUT	LEAVE_CURATION_OUT	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_CURATION_OUT	LEAVE_CURATION_OUT	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_CURATION_OUT	LEAVE_CURATION_OUT	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_INTERACTIONS_OUT	LEAVE_INTERACTIONS_OUT	10	72	1	1	1	1	NOT_APPLICABLE_BASE_HAS_NO_INTERACTIONS	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_INTERACTIONS_OUT	LEAVE_INTERACTIONS_OUT	20	72	1	1	1	1	NOT_APPLICABLE_BASE_HAS_NO_INTERACTIONS	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	LEAVE_INTERACTIONS_OUT	LEAVE_INTERACTIONS_OUT	50	72	1	1	1	1	NOT_APPLICABLE_BASE_HAS_NO_INTERACTIONS	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	REMOVE_LARGEST_CURATED_CONTAINER	REMOVE_LARGEST_CURATED_CONTAINER	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	REMOVE_LARGEST_CURATED_CONTAINER	REMOVE_LARGEST_CURATED_CONTAINER	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	REMOVE_LARGEST_CURATED_CONTAINER	REMOVE_LARGEST_CURATED_CONTAINER	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	REMOVE_DOMINANT_SOURCE	REMOVE_DOMINANT_SOURCE	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	REMOVE_DOMINANT_SOURCE	REMOVE_DOMINANT_SOURCE	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	REMOVE_DOMINANT_SOURCE	REMOVE_DOMINANT_SOURCE	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_25PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_25PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_25PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_50PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_50PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_50PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_75PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_75PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_75PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_90PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_90PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	BROAD_CONTAINER_STOP_90PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_2	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_2	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_2	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_3	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
