parent_checkpoint_sha	input_ordinal	path	input_role	bytes	input_record_count	sha256	pinned_sha256	pin_match	record_sha256
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	11	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/family-evidence-disposition-tranche-a-v1.tsv	PUBLISHED_TRANCHE_A_PARENT_DISPOSITION_AUTHORITY	20571	11	5e77187942e0815a0291c24374bbc389cd09a78d9165977f5e73a63fad7fe7f0	5e77187942e0815a0291c24374bbc389cd09a78d9165977f5e73a63fad7fe7f0	true	f002cceaaeb0578f5f80f5607e7c021b94d4a50717f381cbb91485e0e96f45be
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	12	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/evidence-disposition-build-receipt-tranche-a-v1.json	PUBLISHED_TRANCHE_A_BUILD_RECEIPT	2860	1	b4cad410eee7ad36a411f4dbf68eb6cb840c308790878899e216384f4a4d89e1	b4cad410eee7ad36a411f4dbf68eb6cb840c308790878899e216384f4a4d89e1	true	15532cfa62ab2eaef4f91fd0a9fd14904ac882ba04773741232fbc7f08b87a53
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	13	scripts/trace_round16b/build_evidence_disposition_tranche_a.py	PUBLISHED_TRANCHE_A_GENERATOR_SOURCE	52363	1	d59b2434c573549cc151ac83a5f3904b6443a70bf1942e2380d510f663847501	d59b2434c573549cc151ac83a5f3904b6443a70bf1942e2380d510f663847501	true	074c1871f11353f81b8be9a4c990b4e3daca231b70dff9c93299986065a19499
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	14	data/prefreeze_candidate_v48.sqlite	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	421801984	1	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	true	5a14c27168c31841bf20eca515bd8d83405b73afdd396317991268425e242ddc
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	15	docs/audits/v49-exploration-association-calibration-round1/raw/evidence-provenance.tsv	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	34999	69	3bfc526c160909838da90db700a72c987e1b9ea80fb605358a400951c64c2d8c	3bfc526c160909838da90db700a72c987e1b9ea80fb605358a400951c64c2d8c	true	248813820a604417d430497c67f7c45d04d3a46ce44548b19c589fa4eaa5b237
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	16	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	276045	1	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	51c3e29909a8aa5226a7d18ebaef896aa52c48be6725d722c869515874c6c24d	true	94accf68ccc0c236a06f36244a767d50f0a775303bcc1a46e08698132ed73bc3
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	17	docs/research/trace-v49-design-history-relation-grammar-round1/07_GRAMMAR_ATTESTATION_REGISTRY.tsv	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	17282	30	62b56052829d23cd2cf820a232479f74cbf663d64465cdc242900e71220df2a8	62b56052829d23cd2cf820a232479f74cbf663d64465cdc242900e71220df2a8	true	9593a3ff8f9a71828fd1a3f3a7d23d69668ba6fbf88b7bd654716481a032c89c
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	18	docs/research/trace-v49-design-history-relation-grammar-round1/14_CLUSTER_EVIDENCE_HANDOFF.tsv	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	908	2	0fca1a4995577ddb3e33e1a12bebb18ccd14e74684755c26749029722dfb2ccd	0fca1a4995577ddb3e33e1a12bebb18ccd14e74684755c26749029722dfb2ccd	true	95819a68b2eb84b422433d0ba025099073fd642bc586232bedbc45d9777b355f
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	19	docs/research/trace-v49-exploration-composition-review-round1/04_COMPOSITION_EVIDENCE_REGISTRY.tsv	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	18020	29	c3d24a2a6f90d1e0b6ce7f0f483d04a752761cb3699294039c97778ed84dd714	c3d24a2a6f90d1e0b6ce7f0f483d04a752761cb3699294039c97778ed84dd714	true	bf196c67f7ff7c903b881188fc15b41ffda4072ae6a88f962451bf5d882c2a36
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	20	frontend/generated/trace-exploration-v2/production-read-model.json	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	8802929	1	53eaf59c95446eeb3781a7153183c54b3ff59fd52f21744cc917053959dfdcc9	53eaf59c95446eeb3781a7153183c54b3ff59fd52f21744cc917053959dfdcc9	true	194111693db22705309ba6ef7cb52e291eab7ab29782eb0d50eccc13c37dd70d
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	21	scripts/trace-v49-exploration-association-calibration/fixtures/nary-local-coherence-v1.json	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	4327	1	32c8fa359e6bd14d3d2e4d62c4a276a1bcfa6daee1c29e9b18bffb427f6e0e56	32c8fa359e6bd14d3d2e4d62c4a276a1bcfa6daee1c29e9b18bffb427f6e0e56	true	a0140cb9cd10d20ff2d37e7feece5fd8f7cc7392f2527f642f9f383e1ee51328
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	22	scripts/trace-v49-exploration-composition-engine/fixtures/composition-fixtures-v1.json	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	17617	1	0322c715166f4ed8cb4603a5a1f10db69512ef3f41386cec6450c6d52813badb	0322c715166f4ed8cb4603a5a1f10db69512ef3f41386cec6450c6d52813badb	true	a81c2ac58f3a634a5f9364c8b2539747a183871f742831b1979d3bd8b801ab28
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	23	scripts/trace-v49-exploration-real-database/real-composition-registry-v1.json	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	7371	1	cad6669c93a52924a17d31d07a16b1e1e5b0ffa06917f3cd467a5f2db003393f	cad6669c93a52924a17d31d07a16b1e1e5b0ffa06917f3cd467a5f2db003393f	true	c92c0d40598135ce2860e26ae3219e8c3c6c9bf3518e08c535b1b59912c50477
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	24	scripts/trace-v49-exploration-real-database/scholarly-source-additions-v1.tsv	ROW_EXACT_UPSTREAM_SOURCE_FOR_SELECTED_OCCURRENCES	2605	6	473eb44a3b43d3f63261076b13c05e09a1e8b2abb10de8cf73765b0aea597752	473eb44a3b43d3f63261076b13c05e09a1e8b2abb10de8cf73765b0aea597752	true	3fd674fb205c661469281614ba6fc8a819a4e0b4d253eacf641c1aaa7c38c4df
adf3cc7a214aa1b8fdaef75b7a9e8888c39c906e	25	scripts/trace_round16b/build_evidence_disposition_tranche_b.py	DETERMINISTIC_TRANCHE_B_GENERATOR_SOURCE	92185	1	2532c815bcca68f9c86fbef6b4dc22d7a69617a6f403deb1a303b377ff94438c	2532c815bcca68f9c86fbef6b4dc22d7a69617a6f403deb1a303b377ff94438c	true	e60c679c3e88a91e02841ea181f23659cba0d3cbc6fd8f988465ddafd34790b0
