evidence_authority_base_sha	shard_id	batch_id	batch_timestamp_utc	timestamp_capture_status	query_ordinal	query_id	service	purpose	exact_query_text	normalized_query_text	parameters_json	target_source_id	result_identity_json	stable_locators_json	access_condition	query_decision	evidence_use	rejection_reason	record_sha256
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-003	2026-08-28T08:06:20Z	EXACT_CAPTURED_UTC	11	R16B-ADAPTIVE-QUERY:88777ac98293834171814fb2ee432f10962e9535078c9721369214d9dace15fe	ROOT_WEB_SEARCH_TOOL	EXACT_CONCEPT_AND_LOCATOR_FOLLOWUP	"""Architectural Contact Zones"" negotiation adaptation rejection p. 354"	"""architectural contact zones"" negotiation adaptation rejection p. 354"	"{""query_text_exact"":""\""Architectural Contact Zones\"" negotiation adaptation rejection p. 354""}"	COMP-SRC-013	"{""doi"":""10.1080/13264826.2021.1939745"",""source_id"":""COMP-SRC-013""}"	"[""https://www.research-collection.ethz.ch/entities/publication/18f5155c-0387-40c7-8b6f-eeefe48e4bf0"",""https://www.research-collection.ethz.ch/server/api/core/bitstreams/010acf32-6fdb-45ea-8684-48e1dfec95da/content"",""https://www.tandfonline.com/doi/full/10.1080/13264826.2021.1939745""]"	PUBLIC_PUBLISHED_FULL_TEXT_REVIEWED	BOUNDARY_AND_LOCATOR_REVIEW_COMPLETED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	56e0dd265d218e8f174c0ed99d36b1a10fb81abfb05d0aa17fb2205782ea14c8
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-003	2026-08-28T08:06:20Z	EXACT_CAPTURED_UTC	12	R16B-ADAPTIVE-QUERY:5b86193e3170af642bb0b7318dd8577d7e8593c308db73d1e9defc03192fb05c	ROOT_WEB_SEARCH_TOOL	EXACT_CONCEPT_AND_LOCATOR_FOLLOWUP	"site:research-collection.ethz.ch/server/api/core/bitstreams ""rejection"" ""contact zones"""	"site:research-collection.ethz.ch/server/api/core/bitstreams ""rejection"" ""contact zones"""	"{""query_text_exact"":""site:research-collection.ethz.ch/server/api/core/bitstreams \""rejection\"" \""contact zones\""""}"	COMP-SRC-013	"{""doi"":""10.1080/13264826.2021.1939745"",""source_id"":""COMP-SRC-013""}"	"[""https://www.research-collection.ethz.ch/entities/publication/18f5155c-0387-40c7-8b6f-eeefe48e4bf0"",""https://www.research-collection.ethz.ch/server/api/core/bitstreams/010acf32-6fdb-45ea-8684-48e1dfec95da/content"",""https://www.tandfonline.com/doi/full/10.1080/13264826.2021.1939745""]"	PUBLIC_PUBLISHED_FULL_TEXT_REVIEWED	BOUNDARY_AND_LOCATOR_REVIEW_COMPLETED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	02b0dd0ee69552b3dbc4808192b8210b6d43763035f1b56c7ca06080b5e59559
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-004	2026-08-28T08:06:32Z	EXACT_CAPTURED_UTC	13	R16B-ADAPTIVE-QUERY:14178606c40da33f9688164b7468fef78c3615c27288c0349fa9881fda55b79f	ROOT_WEB_SEARCH_TOOL	GROUP_COHERENCE_AND_BOUNDARY	"""Cold War Cultural Transactions"" ""design diplomacy"" propaganda exhibition"	"""cold war cultural transactions"" ""design diplomacy"" propaganda exhibition"	"{""query_text_exact"":""\""Cold War Cultural Transactions\"" \""design diplomacy\"" propaganda exhibition""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	GROUP_BOUNDARY_REVIEW_COMPLETED_FAIL_CLOSED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	a27339027f4f8c630a7b4b5dd1d3b1413cac028b14abc0fadfc1460b0150c1f0
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-004	2026-08-28T08:06:32Z	EXACT_CAPTURED_UTC	14	R16B-ADAPTIVE-QUERY:2d4b70660c9c5e119e1a57c989f240842104f0614a22ef77a847e30308003a6f	ROOT_WEB_SEARCH_TOOL	GROUP_COHERENCE_AND_BOUNDARY	"""Cold War Cultural Transactions"" ""counter-propaganda"""	"""cold war cultural transactions"" ""counter-propaganda"""	"{""query_text_exact"":""\""Cold War Cultural Transactions\"" \""counter-propaganda\""""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	GROUP_BOUNDARY_REVIEW_COMPLETED_FAIL_CLOSED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	0c75b78f24a6c00ae04bb891dde1625fedd8bf475c9cd343dc8946c1b0ba5ec2
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-004	2026-08-28T08:06:32Z	EXACT_CAPTURED_UTC	15	R16B-ADAPTIVE-QUERY:d3b7969a827b100b129f01c55790bcab8acb399f6b8cbb38aa51fe9680cab0b7	ROOT_WEB_SEARCH_TOOL	GROUP_COHERENCE_AND_BOUNDARY	"""Cold War Cultural Transactions"" ""negotiation"" ""compromise"" p. 123"	"""cold war cultural transactions"" ""negotiation"" ""compromise"" p. 123"	"{""query_text_exact"":""\""Cold War Cultural Transactions\"" \""negotiation\"" \""compromise\"" p. 123""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	GROUP_BOUNDARY_REVIEW_COMPLETED_FAIL_CLOSED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	f8460a198a986e45cb7bcc047856ed3cff7dbacc10099d7219d3fe54ba038208
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-004	2026-08-28T08:06:32Z	EXACT_CAPTURED_UTC	16	R16B-ADAPTIVE-QUERY:f142146c42018b0d3ee99e8a6499c315270840c35955ce68487469561aa88512	ROOT_WEB_SEARCH_TOOL	GROUP_COHERENCE_AND_BOUNDARY	"""Cold War Cultural Transactions"" ""Soviet Pavilion"" Brussels Expo 58 PDF"	"""cold war cultural transactions"" ""soviet pavilion"" brussels expo 58 pdf"	"{""query_text_exact"":""\""Cold War Cultural Transactions\"" \""Soviet Pavilion\"" Brussels Expo 58 PDF""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	GROUP_BOUNDARY_REVIEW_COMPLETED_FAIL_CLOSED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	439cd5854c69d44102b869ea4487d3f843b1d7a73ef6a417e7003dbc7f3e67ae
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-005	2026-08-28T08:06:46Z	EXACT_CAPTURED_UTC	17	R16B-ADAPTIVE-QUERY:90b1e20fbc5ea681f4cb1f6b81bcf3c018b33c81de4566d10f7e332ab3206389	ROOT_WEB_SEARCH_TOOL	PROPAGANDA_FALSIFICATION	"""10.1080/17547075.2017.1333388"" propaganda"	"""10.1080/17547075.2017.1333388"" propaganda"	"{""query_text_exact"":""\""10.1080/17547075.2017.1333388\"" propaganda""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	PROPAGANDA_PARTICIPANT_NOT_ESTABLISHED_FOR_BRUSSELS_TRIAD	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	55fb0c31c905d6fae06902073f0aecc38c1ab2b578cff1d3753d7b495644ad1e
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-005	2026-08-28T08:06:46Z	EXACT_CAPTURED_UTC	18	R16B-ADAPTIVE-QUERY:895886c2538068da266f9d8f8e85dba62d1336a61e3bb09cc53359494740506d	ROOT_WEB_SEARCH_TOOL	PROPAGANDA_FALSIFICATION	"""Cold War Cultural Transactions"" propaganda USSR pavilion"	"""cold war cultural transactions"" propaganda ussr pavilion"	"{""query_text_exact"":""\""Cold War Cultural Transactions\"" propaganda USSR pavilion""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	PROPAGANDA_PARTICIPANT_NOT_ESTABLISHED_FOR_BRUSSELS_TRIAD	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	1fccb73ab6ee92423ccd6532950af7a45e746dbf4ecbe184bdbbc27eea15cd36
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-005	2026-08-28T08:06:46Z	EXACT_CAPTURED_UTC	19	R16B-ADAPTIVE-QUERY:68cb5dafdd98e7eaeed4698574936e0272f716de81b1fae7ef64617ca54a11e9	ROOT_WEB_SEARCH_TOOL	PROPAGANDA_FALSIFICATION	"""Cold War Cultural Transactions"" ""mass exhibitions"" propaganda"	"""cold war cultural transactions"" ""mass exhibitions"" propaganda"	"{""query_text_exact"":""\""Cold War Cultural Transactions\"" \""mass exhibitions\"" propaganda""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	PROPAGANDA_PARTICIPANT_NOT_ESTABLISHED_FOR_BRUSSELS_TRIAD	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	3bc18f0523624a6f11b54e1e39ddc2d5bbf2c5c13f48b9e14fbc113578a7b5be
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-005	2026-08-28T08:06:46Z	EXACT_CAPTURED_UTC	20	R16B-ADAPTIVE-QUERY:8747162d0dc0d4e42bf30381d80454ce5504c2d4a8bcf9b019e6dbdb744e3437	ROOT_WEB_SEARCH_TOOL	PROPAGANDA_FALSIFICATION	"""Cold War Cultural Transactions"" persuasion propaganda ""Expo 58"""	"""cold war cultural transactions"" persuasion propaganda ""expo 58"""	"{""query_text_exact"":""\""Cold War Cultural Transactions\"" persuasion propaganda \""Expo 58\""""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	PROPAGANDA_PARTICIPANT_NOT_ESTABLISHED_FOR_BRUSSELS_TRIAD	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	06fa22f4bacf64a990680a2a5f11afcca5d1ff78f51d4bceb6300590ade37f11
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-006	2026-08-28T08:07:25Z	EXACT_CAPTURED_UTC	21	R16B-ADAPTIVE-QUERY:a21a59563fb5ac691ae8cff4190811929024aa9f292e8fb37ff7475c879dd35f	ROOT_WEB_SEARCH_TOOL	PROFESSIONAL_EDUCATION_MECHANISM	"""Advancing a new professionalism"" ""education and training"" institutionalization"	"""advancing a new professionalism"" ""education and training"" institutionalization"	"{""query_text_exact"":""\""Advancing a new professionalism\"" \""education and training\"" institutionalization""}"	GRAM-SRC-025	"{""doi"":""10.1080/09613218.2013.843269"",""source_id"":""GRAM-SRC-025""}"	"[""https://research.manchester.ac.uk/en/publications/advancing-a-new-professionalism-professionalisation-practice-and-/"",""https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269"",""https://www.tandfonline.com/doi/pdf/10.1080/09613218.2013.843269""]"	PUBLISHER_FREE_ACCESS_FULL_TEXT_REVIEWED	NEW_SENSE_REQUIREMENT_IDENTIFIED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	a469823282999ee0ad4b238937d82ccf66494672ea138c8bbfc9e577d41bb63f
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-006	2026-08-28T08:07:25Z	EXACT_CAPTURED_UTC	22	R16B-ADAPTIVE-QUERY:30286f3ce27d60cdc7aa0ba3db9c7b4d91ec61093061ae79800981d72adbb547	ROOT_WEB_SEARCH_TOOL	PROFESSIONAL_EDUCATION_MECHANISM	"""Advancing a ‘new professionalism’"" professionalization institutionalization education training"	"""advancing a ‘new professionalism’"" professionalization institutionalization education training"	"{""query_text_exact"":""\""Advancing a ‘new professionalism’\"" professionalization institutionalization education training""}"	GRAM-SRC-025	"{""doi"":""10.1080/09613218.2013.843269"",""source_id"":""GRAM-SRC-025""}"	"[""https://research.manchester.ac.uk/en/publications/advancing-a-new-professionalism-professionalisation-practice-and-/"",""https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269"",""https://www.tandfonline.com/doi/pdf/10.1080/09613218.2013.843269""]"	PUBLISHER_FREE_ACCESS_FULL_TEXT_REVIEWED	NEW_SENSE_REQUIREMENT_IDENTIFIED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	04c213b79528d2b52555dec71cfe18f2ef03d54303c149fb0732f76ab9a02928
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-006	2026-08-28T08:07:25Z	EXACT_CAPTURED_UTC	23	R16B-ADAPTIVE-QUERY:c01a70b3db707ac8c46557d47ac2166ceb777ef5c7b0ca0825531a28b5ef637d	ROOT_WEB_SEARCH_TOOL	PROFESSIONAL_EDUCATION_MECHANISM	"""Advancing a new professionalism"" ""institutional work"" education"	"""advancing a new professionalism"" ""institutional work"" education"	"{""query_text_exact"":""\""Advancing a new professionalism\"" \""institutional work\"" education""}"	GRAM-SRC-025	"{""doi"":""10.1080/09613218.2013.843269"",""source_id"":""GRAM-SRC-025""}"	"[""https://research.manchester.ac.uk/en/publications/advancing-a-new-professionalism-professionalisation-practice-and-/"",""https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269"",""https://www.tandfonline.com/doi/pdf/10.1080/09613218.2013.843269""]"	PUBLISHER_FREE_ACCESS_FULL_TEXT_REVIEWED	NEW_SENSE_REQUIREMENT_IDENTIFIED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	a7fa6a63ec766b7e42ba4172c8776f81a99d4e7dca6bd22f89339ef3e170bd59
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-006	2026-08-28T08:07:25Z	EXACT_CAPTURED_UTC	24	R16B-ADAPTIVE-QUERY:00eb20de64e862a654baf56841db99e2123d5d8da9e294034c8c8c291e396aad	ROOT_WEB_SEARCH_TOOL	PROFESSIONAL_EDUCATION_MECHANISM	"""10.1080/09613218.2013.843269"" ""education"""	"""10.1080/09613218.2013.843269"" ""education"""	"{""query_text_exact"":""\""10.1080/09613218.2013.843269\"" \""education\""""}"	GRAM-SRC-025	"{""doi"":""10.1080/09613218.2013.843269"",""source_id"":""GRAM-SRC-025""}"	"[""https://research.manchester.ac.uk/en/publications/advancing-a-new-professionalism-professionalisation-practice-and-/"",""https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269"",""https://www.tandfonline.com/doi/pdf/10.1080/09613218.2013.843269""]"	PUBLISHER_FREE_ACCESS_FULL_TEXT_REVIEWED	NEW_SENSE_REQUIREMENT_IDENTIFIED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	2e8d8bb3101e84785bd5ee8ec1bbb74a022229277a5fcedeb771664cc0997e9a
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-007	2026-08-28T08:07:40Z	EXACT_CAPTURED_UTC	25	R16B-ADAPTIVE-QUERY:84067434288b5d74db63f9f14081227c314a91e1ad58572c977b892e15be0684	ROOT_WEB_SEARCH_TOOL	RIGHTS_AND_LICENSE	"""Advancing a new professionalism"" ""© 2013"" Bresnen"	"""advancing a new professionalism"" ""© 2013"" bresnen"	"{""query_text_exact"":""\""Advancing a new professionalism\"" \""© 2013\"" Bresnen""}"	GRAM-SRC-025	"{""doi"":""10.1080/09613218.2013.843269"",""source_id"":""GRAM-SRC-025""}"	"[""https://research.manchester.ac.uk/en/publications/advancing-a-new-professionalism-professionalisation-practice-and-/"",""https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269"",""https://www.tandfonline.com/doi/pdf/10.1080/09613218.2013.843269""]"	PUBLISHER_FREE_ACCESS_FULL_TEXT_REVIEWED	RIGHTS_CONDITION_RECORDED_FAIL_CLOSED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	0ad49e0934951206aee3f2819ebfe231e14b8ae3054027f496fc7c3e71da4a10
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-007	2026-08-28T08:07:40Z	EXACT_CAPTURED_UTC	26	R16B-ADAPTIVE-QUERY:bfe8861558b74596096b94918aa6bd3064dad9e034218b41c3ff24f5903f0597	ROOT_WEB_SEARCH_TOOL	RIGHTS_AND_LICENSE	"""10.1080/09613218.2013.843269"" license"	"""10.1080/09613218.2013.843269"" license"	"{""query_text_exact"":""\""10.1080/09613218.2013.843269\"" license""}"	GRAM-SRC-025	"{""doi"":""10.1080/09613218.2013.843269"",""source_id"":""GRAM-SRC-025""}"	"[""https://research.manchester.ac.uk/en/publications/advancing-a-new-professionalism-professionalisation-practice-and-/"",""https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269"",""https://www.tandfonline.com/doi/pdf/10.1080/09613218.2013.843269""]"	PUBLISHER_FREE_ACCESS_FULL_TEXT_REVIEWED	RIGHTS_CONDITION_RECORDED_FAIL_CLOSED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	6ac6e6fdc1ceaed1f1074a82d8575a2e07232dbeecf60fc9988887a9708e9d3b
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-007	2026-08-28T08:07:40Z	EXACT_CAPTURED_UTC	27	R16B-ADAPTIVE-QUERY:c7377e1f6b6afd8e61fc6c3e0d439fa9cff37e878cdf4d29fd91e72a1008bcd2	ROOT_WEB_SEARCH_TOOL	RIGHTS_AND_LICENSE	"site:tandfonline.com/doi/full/10.1080/09613218.2013.843269 ""Copyright"""	"site:tandfonline.com/doi/full/10.1080/09613218.2013.843269 ""copyright"""	"{""query_text_exact"":""site:tandfonline.com/doi/full/10.1080/09613218.2013.843269 \""Copyright\""""}"	GRAM-SRC-025	"{""doi"":""10.1080/09613218.2013.843269"",""source_id"":""GRAM-SRC-025""}"	"[""https://research.manchester.ac.uk/en/publications/advancing-a-new-professionalism-professionalisation-practice-and-/"",""https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269"",""https://www.tandfonline.com/doi/pdf/10.1080/09613218.2013.843269""]"	PUBLISHER_FREE_ACCESS_FULL_TEXT_REVIEWED	RIGHTS_CONDITION_RECORDED_FAIL_CLOSED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	b365c04d93d89f3fb7c6448b3930720b0e65e4bf3f39bd80ba875eb39e6151b8
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-007	2026-08-28T08:07:40Z	EXACT_CAPTURED_UTC	28	R16B-ADAPTIVE-QUERY:372dda82e8012abad80f8e70d9e7b96ae05855bde6046253c6ecb1e9b41b0ad4	ROOT_WEB_SEARCH_TOOL	RIGHTS_AND_LICENSE	"site:tandfonline.com/doi/full/10.1080/17547075.2017.1333388 ""Copyright"""	"site:tandfonline.com/doi/full/10.1080/17547075.2017.1333388 ""copyright"""	"{""query_text_exact"":""site:tandfonline.com/doi/full/10.1080/17547075.2017.1333388 \""Copyright\""""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	RIGHTS_CONDITION_RECORDED_FAIL_CLOSED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	feb68fb4fa8dfca84bac07ae099e998ecd61cbad32963de401352bb963412f3c
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-008	2026-08-28T08:09:45Z	EXACT_CAPTURED_UTC	29	R16B-ADAPTIVE-QUERY:dd23bc7aee9e45a0a69360222bf11d0495ac80b5b76b98e71250e7acb77ab303	ROOT_WEB_SEARCH_TOOL	COUNTEREVIDENCE_AND_LIMITATION	"""Introduction: Professionalization as a Focus in Interior Design History"" education institutionalization limitations"	"""introduction: professionalization as a focus in interior design history"" education institutionalization limitations"	"{""query_text_exact"":""\""Introduction: Professionalization as a Focus in Interior Design History\"" education institutionalization limitations""}"	COMP-SRC-001	"{""doi"":""10.1093/jdh/epn007"",""source_id"":""COMP-SRC-001""}"	"[""https://academic.oup.com/jdh/article/21/1/1/361205"",""https://uhra.herts.ac.uk/id/eprint/2629/"",""https://uhra.herts.ac.uk/id/eprint/2629/1/905698.pdf""]"	PUBLIC_ACCEPTED_MANUSCRIPT_REVIEWED	QUALIFICATIONS_AND_NONCLAIMS_RECORDED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	237e73ffeda0709c89323997aa9e9bcc187fa0698c077276538c5ced76c64599
