alias_id	query_id	pair_id	candidate_source_id	rank	round16a_ledger_id	doi	title	stable_url	exact_match	derivative_rule	net_new_evidence_object_count	record_sha256
R16B-R16A-QUERY-ALIAS:006d97dbfd7aeffeedb3051514fe196075303c0c3771ce37d96107077f1d9664	R16A-CROSSREF-QUERY:dc0f674d6e25d545273c3109bb2d005118500b5c621ac8939e9323849f47238b	R16A-PAIR:e888c996c166797b927a81a2cf9f5e6a867176e1802f778d292a759777c66bc1	CROSSREF:DOI:10.2307/j.ctv11qdtsh.7	3	R16A-R16A-PAIR:e888c996c166797b927a81a2cf9f5e6a867176e1802f778d292a759777c66bc1-XREF-03	10.2307/j.ctv11qdtsh.7	Design, Engineering and Gendering the Disabled Body Design, Engineering and Gendering the Disabled Body	https://doi.org/10.2307/j.ctv11qdtsh.7	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	b9180a0601129b412cf6094f8f5cbcaa79123e00bb1274761298a3cb0ad4e7fd
R16B-R16A-QUERY-ALIAS:006fbcd16320b393d5a1d7741061ccc1dce6500cfe754f3ea422013fe0610b0a	R16A-CROSSREF-QUERY:0ce1b48c0c80ec91428b9d977640483c2688c7410b0593d76d24c82061ce43a3	R16A-PAIR:0726c34ba7385282b28d1824ab7e2a22b212a6000a22bc5adefe1683b984662d	CROSSREF:DOI:10.4324/9780203133194-14	2	R16A-R16A-PAIR:0726c34ba7385282b28d1824ab7e2a22b212a6000a22bc5adefe1683b984662d-XREF-02	10.4324/9780203133194-14	Graphic Design	https://doi.org/10.4324/9780203133194-14	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	842717d5dc0dc21276689017470d4719b6456f5d7bdb64f69d30cb7e05e78d85
R16B-R16A-QUERY-ALIAS:008286b5c75074c954acdbec054bdade2600b78517aa3c6282654b2d245bb701	R16A-CROSSREF-QUERY:27d1cdffe8f52edad4f3d9243abb3db77a37102dc033a38a2f42a219b7bdaabc	R16A-PAIR:47f2ee12db7146a0ea92560327f12497bbcf91d14a0f7e0790a3c4096bc9a48d	CROSSREF:DOI:10.4324/9780203133194-14	5	R16A-R16A-PAIR:47f2ee12db7146a0ea92560327f12497bbcf91d14a0f7e0790a3c4096bc9a48d-XREF-05	10.4324/9780203133194-14	Graphic Design	https://doi.org/10.4324/9780203133194-14	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	8a704cdedb8253c1132129a72c4c0a131c280f49876a638180c916213d98a371
R16B-R16A-QUERY-ALIAS:00e9a232b2e2a69a765b5a802fda016aa26d75f901666f1d65f4477738f3fe39	R16A-CROSSREF-QUERY:7b04be4d271928f357020740732638b61f4dee232706a2dba6b64404870c20b4	R16A-PAIR:4a68b31219215a2afc91664b5b0b0d77d40dc1870d2f5da48ebe4d65402e929b	CROSSREF:DOI:10.4324/9781003194293-8	5	R16A-R16A-PAIR:4a68b31219215a2afc91664b5b0b0d77d40dc1870d2f5da48ebe4d65402e929b-XREF-05	10.4324/9781003194293-8	Reframing Modern Design as Displacement	https://doi.org/10.4324/9781003194293-8	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	fd8364a1327d70f427a36e7c53493d947a44153ccc663127b256cbbf3afe1ce7
R16B-R16A-QUERY-ALIAS:01469c509f8e90a1cc7aff4e0f46ecbd36097b3f25b6e0190e786f773afb1c4f	R16A-CROSSREF-QUERY:b319fa67eb82e63830c455ad10f3688d999d71800a8fec0c65eb573b273ada5f	R16A-PAIR:aa60ed98e9e787a39ad6b2f09dff9d849f052df8da15b15bbc2ec6579910a5ea	CROSSREF:DOI:10.1093/jdh/epp041	4	R16A-R16A-PAIR:aa60ed98e9e787a39ad6b2f09dff9d849f052df8da15b15bbc2ec6579910a5ea-XREF-04	10.1093/jdh/epp041	Designing Graphic Design History	https://doi.org/10.1093/jdh/epp041	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	0221af856eeb2f63452153a1e2916a8c1fd51d42200bd392a22c5b9ae1ddfacd
R16B-R16A-QUERY-ALIAS:0180afbc475784f1f03131ccd9620c70e852081a503bca366cfcf42ffe87bee9	R16A-CROSSREF-QUERY:507e8b7cff4cbd75f72e3fc6db547976d61a78cb85999b3741fa64e0799ef9bc	R16A-PAIR:eebc639beb212f19d583fc38338d8c51f48d51840f0cfaf625984f0342584a69	CROSSREF:DOI:10.4324/9780203133194-14	4	R16A-R16A-PAIR:eebc639beb212f19d583fc38338d8c51f48d51840f0cfaf625984f0342584a69-XREF-04	10.4324/9780203133194-14	Graphic Design	https://doi.org/10.4324/9780203133194-14	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	8228eb3d503cc41283fc9dccaa5ea91a0e10274ca86ce637ddd9a022a9c2fb48
R16B-R16A-QUERY-ALIAS:01884791f5068af678b05ce713191857765c390316e24fe29e81ce0eae81ee35	R16A-CROSSREF-QUERY:a9b9fe744dd3255a71ccd12a76dedfd6f8ada3a72bbc67e5f7da56bc47845990	R16A-PAIR:c91f02319b97d31b8d9b3a785453f6f9b6161e92f362208f69b39e36b8fa1432	CROSSREF:DOI:10.1177/146954050200200206	4	R16A-R16A-PAIR:c91f02319b97d31b8d9b3a785453f6f9b6161e92f362208f69b39e36b8fa1432-XREF-04	10.1177/146954050200200206	Book Review: An Insular Profession	https://doi.org/10.1177/146954050200200206	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	6f9b936d8a5a2462ed0e9a05b89a178cc8b5412e7a74058b4d8e5e36b49a2efa
R16B-R16A-QUERY-ALIAS:019d16f3e435d17cc46fc2aba665a77de059910cb9ef3f1a6601a0c392433ad9	R16A-CROSSREF-QUERY:46a048e78f1d00b21b4581c2d8800e27ddbfd88b5726f773d61c859deababa26	R16A-PAIR:f15ea855e0cd0d616e2cc2db6d491e270473171ad741dab6ed530bb519f49dda	CROSSREF:DOI:10.63771/gdj0101.005	4	R16A-R16A-PAIR:f15ea855e0cd0d616e2cc2db6d491e270473171ad741dab6ed530bb519f49dda-XREF-04	10.63771/gdj0101.005	The visual appeal of graphic design in advertising campaigns	https://doi.org/10.63771/gdj0101.005	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	9efce40955c4a44e5f507990241fcf1d59306fb7587d1f2c0796f058040dd9d0
R16B-R16A-QUERY-ALIAS:019f2ecdd7048c0ddc7d83ade51842571578e15711b1e24055c0bfc21dcf3967	R16A-CROSSREF-QUERY:c32f5bad1d941e7bd574d96ec0e12a6d0db8d9b6b132a4f5ad09ffd1f8890368	R16A-PAIR:ef3a34fe875e6454d8a649664201fd0647a84b5a56c127ea36184805667c36cb	CROSSREF:DOI:10.37862/aaeportal.00152.009	3	R16A-R16A-PAIR:ef3a34fe875e6454d8a649664201fd0647a84b5a56c127ea36184805667c36cb-XREF-03	10.37862/aaeportal.00152.009	6. Women in Graphic Design History	https://doi.org/10.37862/aaeportal.00152.009	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	6bb4746b3a1866c7a78d35f75ec453ddd3a9377f78d75c605f2932a73d3f3fdc
R16B-R16A-QUERY-ALIAS:01eec130249d73a8be1f76d878b78b11c6b3782b452ba95c60630bb826efd8b7	R16A-CROSSREF-QUERY:f36ee31a086676fa79d7e94639440ac5ef3ce2e65f504dbde6fd1273358c255b	R16A-PAIR:4172247222415ae5410d1a79aacda1adce34c702c9a4876f2d871ab19fe4269c	CROSSREF:DOI:10.31812/123456789/5097	5	R16A-R16A-PAIR:4172247222415ae5410d1a79aacda1adce34c702c9a4876f2d871ab19fe4269c-XREF-05	10.31812/123456789/5097	Evolution of Artistic Styles of Commertial Advertising Posters of the Context of History of Graphic Design	https://doi.org/10.31812/123456789/5097	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	b12e330d85268e15dfe9e1891bafc5db4f7d3391169c759d6d459707866587b5
R16B-R16A-QUERY-ALIAS:02312f351bc249664370440a0c7c45db5f3a9e55154c785f73472d7a0e510530	R16A-CROSSREF-QUERY:5548a4903c4ad72873c5e8f05f16c436f296f7322d10277fd659a2cb0f1e58f9	R16A-PAIR:e2357ff2bbf5697807d1f9015bb2c881eeb07d89c3fb9faba3a1f1fba3c756e6	CROSSREF:DOI:10.1093/jdh/epaa034	3	R16A-R16A-PAIR:e2357ff2bbf5697807d1f9015bb2c881eeb07d89c3fb9faba3a1f1fba3c756e6-XREF-03	10.1093/jdh/epaa034	Reading Graphic Design in Cultural Context	https://doi.org/10.1093/jdh/epaa034	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	0a556fc4e1a7187b4f9c7f55f343e259d0b77a95df2d0a44e957e242aaa86be4
R16B-R16A-QUERY-ALIAS:023793e99b8399777884aacada4d91ae174c451357631af38608449f4ec17fdf	R16A-CROSSREF-QUERY:b3edaaa1d2147b937613b0db8a8eccd1231c22c0e840cc0fce7edeadf5b5d0f7	R16A-PAIR:5323fa62063fbba9cdd90849338c476b3554177c780fcbd74e6789f42fb52b03	CROSSREF:DOI:10.1093/jdh/epw049	1	R16A-R16A-PAIR:5323fa62063fbba9cdd90849338c476b3554177c780fcbd74e6789f42fb52b03-XREF-01	10.1093/jdh/epw049	On the Outskirts: the Geography of Design and the Self-exoticization of Danish Design	https://doi.org/10.1093/jdh/epw049	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	48270055db0b1751b68ff0b4e6494a446e26143d9789bdac838f7c6aef3e84d3
R16B-R16A-QUERY-ALIAS:0282e30f16550c958cd3c6abb7c9dadf5a471253dc9748ced332124e269e7f27	R16A-CROSSREF-QUERY:04db0bd3f38caefec4f978b8c34afda1ca378932ae91dd023b41fcf88fda89df	R16A-PAIR:4b61e5f09d646aaf9ee9b4f5be7e451578338391cfb88c2660319651382e96ac	CROSSREF:DOI:10.1093/jdh/16.3.260	3	R16A-R16A-PAIR:4b61e5f09d646aaf9ee9b4f5be7e451578338391cfb88c2660319651382e96ac-XREF-03	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	67441e09cd098a94e8d4829c0daa3c01b2562fb2ddfda2165a2c88b89ac97bea
R16B-R16A-QUERY-ALIAS:0286234158a1be2bb60b02d2a25640d4cdfc9b9c56c7d5d2c8754ae9758ed9ca	R16A-CROSSREF-QUERY:0e3ff5d2e20e761ac2833fc7a20605e1da7f017218a671563b82c8721dba4e4f	R16A-PAIR:77d7512d6d110c40570c411fa25b425da21c84ecdbf696a806b66be4d57a6d86	CROSSREF:DOI:10.26887/educraf.v1i1.2197	1	R16A-R16A-PAIR:77d7512d6d110c40570c411fa25b425da21c84ecdbf696a806b66be4d57a6d86-XREF-01	10.26887/educraf.v1i1.2197	PERANCANGAN ENVIROMENTAL GRAPHIC DESIGN  UNIVERSITAS INDO GLOBAL MANDIRI PALEMBANG	https://doi.org/10.26887/educraf.v1i1.2197	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	872c571cb80cf0e863bbe8ecd2210e330939aa143150f3b68dcd0a9d5047a5a8
R16B-R16A-QUERY-ALIAS:02a2a0f5ee176bac3581cf3fb62d55355f3f97d5892309792936f9c452d1c51c	R16A-CROSSREF-QUERY:96f2ac6dc58d02a2063c04f1042c962a9db58215865d795480e189517075e423	R16A-PAIR:091ab35ed795f8e113ca5a9f2ab00d2f975cc83c5528df3dcb646eaeb9dbb1bd	CROSSREF:DOI:10.1093/jdh/16.3.260	1	R16A-R16A-PAIR:091ab35ed795f8e113ca5a9f2ab00d2f975cc83c5528df3dcb646eaeb9dbb1bd-XREF-01	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	c789de57ffcef31a3033a31ad06c67c9e92a88db58f8129b435b183b97c1b0e9
R16B-R16A-QUERY-ALIAS:02a4e016e6fecdbf32d3a3d574e1f67d252fc3a9fc2e20b4005cd9f8ad487d5f	R16A-CROSSREF-QUERY:cfd6f81100be99773e5bd06ece466df9feaff947aeef61a458ae1c2753a9b996	R16A-PAIR:7da7dfea11e8b1ff8c1bba0bc5d5f6352b22873f31f55de5bb9a6428ec83c6ad	CROSSREF:DOI:10.4324/9780240824703-7	2	R16A-R16A-PAIR:7da7dfea11e8b1ff8c1bba0bc5d5f6352b22873f31f55de5bb9a6428ec83c6ad-XREF-02	10.4324/9780240824703-7	Kinetic Images and Typography	https://doi.org/10.4324/9780240824703-7	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	975ded7465defe272b76905d8898eaa7297864ac0866661d335c42db3762f97a
R16B-R16A-QUERY-ALIAS:02bc2fece2b4a8404d8bf3e95bf3e5953bb97297bc041f8a70afca86556c73ae	R16A-CROSSREF-QUERY:93cde21018dfa9a32fb80c24c37701a205e5157c9d870687fe7c9158da1e3eae	R16A-PAIR:90621e38d2e21c589211fed4c67a34ca435047e094f9dd13688d7158dd487047	CROSSREF:DOI:10.53788/swbe0100	3	R16A-R16A-PAIR:90621e38d2e21c589211fed4c67a34ca435047e094f9dd13688d7158dd487047-XREF-03	10.53788/swbe0100	A Visual Approach to the History of Swiss Graphic Design and Typography	https://doi.org/10.53788/swbe0100	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	3ca1b165d07ec6187d514227554d4aa025ede3293fe86e1a37baac4a050f13b3
R16B-R16A-QUERY-ALIAS:02d5955d41eae55065f725c306ae99656270c7ecbc28e5da337f6353b52d4bd6	R16A-CROSSREF-QUERY:da3ff64fc0807f44ebc7dfec684cc310351154e0e19578887d62ffc72d441a99	R16A-PAIR:1589d5dc216b36d25ca10bd1e886e333b615e1ae3af5ba2d7a9c30aa99478a50	CROSSREF:DOI:10.1093/jdh/16.3.260	2	R16A-R16A-PAIR:1589d5dc216b36d25ca10bd1e886e333b615e1ae3af5ba2d7a9c30aa99478a50-XREF-02	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	cb59eb07843a85d5dd1c0dcc2138bb17dc77a7ed5569502d3982ea1270f97492
R16B-R16A-QUERY-ALIAS:02f1e4550a037e73c86c903158623e0fefc7f40a1c081e5d5eb81d2b65282dd9	R16A-CROSSREF-QUERY:e2b5468ed8c8f5162af9397efc9734c71865acf98b043ff17c3a9c25620e0528	R16A-PAIR:f3895183062d5fb62978c229f1d1eaa0a17d1418e9997e243a8b8ae538160560	CROSSREF:DOI:10.4324/9780203133194-14	3	R16A-R16A-PAIR:f3895183062d5fb62978c229f1d1eaa0a17d1418e9997e243a8b8ae538160560-XREF-03	10.4324/9780203133194-14	Graphic Design	https://doi.org/10.4324/9780203133194-14	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	eec441f43c974168a88f236d725490c5ec0f8dee1d8e2c2250ab93df29719f58
R16B-R16A-QUERY-ALIAS:030102c2c9ab187667ad28f4aca006087bee6f9a09c27915f49ecf26e6d14a2e	R16A-CROSSREF-QUERY:8b9aa5290ff55d711acc766116df5a31eb63e6cebcfa256e0d93729a1be934ad	R16A-PAIR:53d8018b848b8567ddd72944d2fd3e1d4888d4075a87afbc6453c92ddfadf62a	CROSSREF:DOI:10.4324/9780203133194-14	3	R16A-R16A-PAIR:53d8018b848b8567ddd72944d2fd3e1d4888d4075a87afbc6453c92ddfadf62a-XREF-03	10.4324/9780203133194-14	Graphic Design	https://doi.org/10.4324/9780203133194-14	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	8ae5c4904314dc1a02cb3659a756e21a08b6ac29a106ea22a66cfb72775d5fb6
R16B-R16A-QUERY-ALIAS:03268eddbcaa72a0204afb0c0526cec78d028df2d8fe71e8ed337bd49f52b75e	R16A-CROSSREF-QUERY:f8e0fb62b5e25d3f031f49bdd3a6152ecd299884810c7afff338b185c22490e4	R16A-PAIR:5841a12151ac0ce714f0b8e279e939bed009b3f2be71086cde6033cbbd11b4ea	CROSSREF:DOI:10.1093/jdh/16.3.260	5	R16A-R16A-PAIR:5841a12151ac0ce714f0b8e279e939bed009b3f2be71086cde6033cbbd11b4ea-XREF-05	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	d2bd5f37c0412c4f1926434b124651aa9f00d169a623e345bac084445b5ddbac
R16B-R16A-QUERY-ALIAS:032f4f36182c2a8e276b3c40a0cc8a02ae673671062df6a2c1a20950ba604b41	R16A-CROSSREF-QUERY:bd08becb3ef9b48c6850ca796b8f40d96d65ab95effb9e20310a168686a7c81c	R16A-PAIR:2bd53d3159bf99b5adf1adfd6dee018c53db8a2506c08a3096046cdba531189c	CROSSREF:DOI:10.37862/aaeportal.00152.009	3	R16A-R16A-PAIR:2bd53d3159bf99b5adf1adfd6dee018c53db8a2506c08a3096046cdba531189c-XREF-03	10.37862/aaeportal.00152.009	6. Women in Graphic Design History	https://doi.org/10.37862/aaeportal.00152.009	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	7bab15d19faff9fe00fc2f29cc0ffaa2d7b0769155772b08575bb55c36c5e1c5
R16B-R16A-QUERY-ALIAS:032f6d183c173f9ac60a61a67597f131641deaa430259167856a73a1a78b614d	R16A-CROSSREF-QUERY:da3ff64fc0807f44ebc7dfec684cc310351154e0e19578887d62ffc72d441a99	R16A-PAIR:1589d5dc216b36d25ca10bd1e886e333b615e1ae3af5ba2d7a9c30aa99478a50	CROSSREF:DOI:10.59236/emro.v20i8a7101	1	R16A-R16A-PAIR:1589d5dc216b36d25ca10bd1e886e333b615e1ae3af5ba2d7a9c30aa99478a50-XREF-01	10.59236/emro.v20i8a7101	Graphic Means	https://doi.org/10.59236/emro.v20i8a7101	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	130c6fd2bff7cb7e7fc1cfe1a09a14d115d8d62190ba66e3184a721a29e3fcd3
