prior_artifact_file_id	source_sha	source_tree	namespace_id	namespace_prefix	path	git_mode	git_object_type	git_blob_sha	git_blob_bytes	object_set_coverage_json	coverage_mode	reconciliation_status	required_next_action	record_sha256
R16B-PRIOR-FILE:d273f297a364549cab49b441c1f402e738edd8463e495368fcae8efb27800954	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/10_LEGACY_VALIDATOR_COMPATIBILITY.md	100644	blob	640d5fbc43bd2eac0ddec39e05ae58b26d593922	760	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	ceecf2a8ac84f8d981454beea78e01846a8dcdff7f839cab5bf364af24428d2c
R16B-PRIOR-FILE:1be7e7d21607f27e903a970e6a3ec4d66693ae3f5371a7fcb1c2681f9676d746	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/MANIFEST.tsv	100644	blob	9cdc9d00f990385c8fa75f825e233de2c9aa3620	9076	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	5e97b2aa1c44ecdbf25e265c9d8f88efdc699cfef2f142c86dfe3c7077e936fa
R16B-PRIOR-FILE:653286ab0112494fd4a614c7243a6a80d130abcc465ff5b830ddf04c9b6d5a00	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/SHA256SUMS.txt	100644	blob	2019689d449786a0117b9c4fba1d682be1f7b3cc	8807	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	6a482d8105c1698ec7fd83cc0c4958e79c647410895b8ccca01811bcbe5682cb
R16B-PRIOR-FILE:6c5884fcf3fc214f23930636e72f3f505786274456f727fff5a815634908cad8	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/composition-decision-audit.json	100644	blob	53cc61b113e2d082e65ecca173f8aed6a41a64af	219674	"[""ROUND15_SEMANTIC_IMAGE""]"	ROW_EXACT_PLUS_FILE_BOUND	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	5b3dc6736753fe9465e207c684a45ce6f5ad87984bcbf7df7d1f2a219a69ea9f
R16B-PRIOR-FILE:299f4786269aff5f92538b9a50728f5338e59dc86811d0e3919f19da04929395	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/composition-fixture-results.tsv	100644	blob	f2bcd2053aa35d6e6d74805e4c57dc7d260501b8	5851	"[""ROUND15_FIXTURE_RESULT""]"	ROW_EXACT_PLUS_FILE_BOUND	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	54be200c389650a96dc0c246b98b17a04d0666912d4f588415358b62b3cb2391
R16B-PRIOR-FILE:132939cc2a03578175007a4dc7db88883731d4fd695c2934e1b95385a8485867	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/cross-runtime-composition-audit.json	100644	blob	95fcdb59e97d70d848a4e3a21727f23fa9b17723	322	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	3632c580659a8ad3fe2890293b5a598c06a57ba60e542534bf167d110d5f86e6
R16B-PRIOR-FILE:56f1f63557dccbcd1cf08e034001d38d46617b3138ba0ad43dc9374855a3902f	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/full-validation.tsv	100644	blob	c5ddacd14396f8805fa5692626763d5532b3a102	2453	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	f4dfefec695e488d8de1ed594c838dbc604108fd6895ee58daab022dd05d6810
R16B-PRIOR-FILE:f8cf625dd3187c5fd7b871e9e3eadaa365079214d619ed55bd7362191d0a45b5	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/input-freeze.json	100644	blob	5963bc8ea4d22337d6bc7085a7619ee352d77f61	18722	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	9a8d8f5a02038efd3e32f175b15e921f881e6ace3fb1e7a82d9366bf96acc384
R16B-PRIOR-FILE:66a8ed030beee0ce12b72fd3d85693c908739e4c1400103ef40893bfd80f6548	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/quantitative-audit.json	100644	blob	d7740fb6b0f4792d53ab8c575b7fc05537032525	2879	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	ffc47daaaf2c2606b4da8276a05a06128a9bf54be1cec14973b4823dc0f9c9a1
R16B-PRIOR-FILE:79cb5a4a4b77e53f48892b6f7f7aad188d7e36c8cf6199d11727c25611b23415	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/semantic-hash-audit.json	100644	blob	a333ab954d34e5484969ef2fcdf5b7359513d73f	6910	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	4af56b242319706467b9045935d4ccc92cce07d2108129e85ce7899a69384a03
R16B-PRIOR-FILE:04e65b813d6ae34384f9a10de80f34a932c45011db0079becc035e7604ade90d	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/stress-results.tsv	100644	blob	5bb4ca6e7082f02f0cd09344981b187d6564634a	369	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	6982bfb4ebfcd6066c31a85d06422b6a05243725d29a94966529b6745221077d
R16B-PRIOR-FILE:e4e773a63723d4438fb4786920017fc8ffa25414cbee927ba90ab7de1abd2d98	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/topology-arbitration-audit.json	100644	blob	92248443737a821a01b21319f2504fca7b6c4373	6900	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	cb4293c760a8d28864461e0aab5a531caacb8c321b40a9ae1980aa54ab21057a
R16B-PRIOR-FILE:aef7ac23268cc09de2fd64ce946e782867b6f9f1093164e60e9d2aeee582c96e	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/raw/visual-leakage-audit.tsv	100644	blob	3895d5a1283b88cce5850ef2bfdb0b6c8d67d855	21593	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	474d41006db4ddaa7210e62866148cf08c1335334c387485ac8f396cbd03b0b7
R16B-PRIOR-FILE:5cee4953de1da07ede0b559b4543aa33a524e5e6a610ac934e822c078cbf4184	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/snapshots/R15-COMP-001.svg	100644	blob	f07c36ae2795e0ab7c7f682cec28bfe7961273c9	1760	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	669d3693988002e255e322fcc5750c44e9744163afda76e2528e6d7133dcd219
R16B-PRIOR-FILE:ac0d9c7f365111de410681db1920b9b762d11aa1f3e57ea12f34918e365a3f4c	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/snapshots/R15-COMP-002.svg	100644	blob	9d0ab688d7a441e52d4cedfe5321347413f86b9b	3112	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	11de061a3fd43cd3369bc8abbdbf91f0bd72ba845aa03d69a5ba9c0a96bdcdc7
R16B-PRIOR-FILE:9670922fe646b66b26c34c96068dc09aedb511b7e0ae32d04ee5b43cb12f923f	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/snapshots/R15-COMP-004.svg	100644	blob	a8b4fcfacfb65be8198d38ea3fc1a6b556ac54a0	2510	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	834015f162fefeb6c104a2d7e9a6b145f6c1647bd1d6ac0dfe79296b4cce65fa
R16B-PRIOR-FILE:b74dfdf8ea2010d7983374720be0df829bdf52b458bd0852848dbed84de5dc0c	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/snapshots/R15-COMP-009.svg	100644	blob	c2a5be85cdf5172b742e2fe57243f06f79fbc1db	2554	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	1494cc00d1cbb7437aa8935886234d446e6b59a547c9640c6e3d511f45627da3
R16B-PRIOR-FILE:b15744044316ae3fd773f8631e46aa9d24d84f822c21237b8b19ea10af44c840	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/snapshots/R15-COMP-010.svg	100644	blob	8d64fec0850e6891c016669def13594a2b56cbea	2167	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	a7b47d58df86fde6e5067affb870ce60974f698c7a2ebbc12efbe342aea0ccd2
R16B-PRIOR-FILE:cfaf4509b09ea310644cda69fa7cd1695063d60417939c912536964588094dc5	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/snapshots/R15-COMP-011.svg	100644	blob	b6aaa8c543fae0aa49db8fdd18541f353d6c1c51	2685	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	2d01afe4ef0888ba97f9567bad12bf7a5a1c16eb85f518ce3e64eec2d9385df0
R16B-PRIOR-FILE:5146937ad504bc3368c0da3171f6e217eba29b3be662987aa7726e1fd76e1892	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/snapshots/R15-COMP-018.svg	100644	blob	5308a0503d0582ac361e113a17cc93a0e5433d0b	2273	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	a31152ef24b742787d20a5aa061834138388f474a77b36c5b248625a34e4f928
R16B-PRIOR-FILE:417d9dfc64c95124554a2b1f82968c954c62f91140558d65e3db6b8011c09be9	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND15_AUDIT	docs/audits/v49-exploration-composition-engine-round1	docs/audits/v49-exploration-composition-engine-round1/snapshots/R15-COMP-020.svg	100644	blob	a50b7e32c6f563126fefc5df236d756cd7dd2e41	3289	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	31a23fbfd9b329d1ea074a080e387ea50763ec6277827dfdb3831b1a4d73421b
R16B-PRIOR-FILE:bb0e072ee8887d7f58565ff4dc8130df634946edbcd2a10cd2dd75b5fea78e71	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND16A_AUDIT	docs/audits/v49-exploration-full-space-closure-round1	docs/audits/v49-exploration-full-space-closure-round1/MANIFEST.json	100644	blob	df9e5a809580bc5a6fb0be8124bba59b05ab8593	294133	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	7884781d6550e200049488e2ed880da868d0de7e35e0c86d9699ae57f1e4d6ae
R16B-PRIOR-FILE:169ee3a7931464b8aae93203cfebda3d69f67a21352b45500775a510899c9e6b	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND16A_AUDIT	docs/audits/v49-exploration-full-space-closure-round1	docs/audits/v49-exploration-full-space-closure-round1/SHA256SUMS.txt	100644	blob	262ce33a9457f73cffb54bca345ab6f0ca294918	256468	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	fb2ef995c7247e085d8546d2b9f397d120299b6ac08020c327757715b828e275
R16B-PRIOR-FILE:f0e23b1d98ca3f00a6abbbf098c24e366619d71d8adcfc58927f3f959bf19ad6	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND16A_AUDIT	docs/audits/v49-exploration-full-space-closure-round1	docs/audits/v49-exploration-full-space-closure-round1/raw/.gitignore	100644	blob	63f1fef0e5c965b127ef226fe8a1f31ef0db844a	7	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	cc6105d8cd5309101f8e6345c90233ea696d07b7e21f654f2c8aa0ed29b09600
R16B-PRIOR-FILE:f95b3b550ce0c097804e97091440f7eb957866da39f0f0ef4a2401f33fd736f4	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND16A_AUDIT	docs/audits/v49-exploration-full-space-closure-round1	docs/audits/v49-exploration-full-space-closure-round1/raw/BRANDING_SAFE_METRICS.md	100644	blob	2dc537682605b2fa80c2d49d0429caec1929ab64	36992	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	ccc082506bc326d72f25b9b08d366f2b745c46bf3e0714107596a712a1f11b73
R16B-PRIOR-FILE:91ac8d69fd2ab40c654b287ae55c6eb265c73fa537397cdff5d7579d0c120536	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND16A_AUDIT	docs/audits/v49-exploration-full-space-closure-round1	docs/audits/v49-exploration-full-space-closure-round1/raw/active-vocabulary-v2.json	100644	blob	18fdbdfc36faf9bf6a09fc06ffd7766eba0dbfc2	32676	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	4a4afcd70e1ae8722a58d098cd91d01a699400a762d4e8563ad4c6ea2ade4f08
R16B-PRIOR-FILE:052b7968b1dc4965a8383da2706261f25c4aefbf77df5aec5c0f733693812c2d	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND16A_AUDIT	docs/audits/v49-exploration-full-space-closure-round1	docs/audits/v49-exploration-full-space-closure-round1/raw/api-functional-http-case-ledger-v2.tsv	100644	blob	ad0fc55ff4c9174c537667ed69e3e2ffa615693d	134	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	00fdd09dc0392155a3d7917681727d4258316769e8cf004c04a3576c9717acad
R16B-PRIOR-FILE:b83725bb7c0753b9376b5103cd426369a8e099e4bf9177e8c49ae21e06096e8a	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND16A_AUDIT	docs/audits/v49-exploration-full-space-closure-round1	docs/audits/v49-exploration-full-space-closure-round1/raw/api-functional-validation-v2.json	100644	blob	426b9df7d9dc4d8ea2710c0ea25e67234defb156	133	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	e36e242e11de048431aed60dab39a552106885608879a3441d0dfe4a0576db84
R16B-PRIOR-FILE:d53848375dd0317c5521a1bd271b7daa1721370cefc32f182f50080b79e658ff	5419770959bdb8998b693fb2275b47e29b92367c	977d7e8e045c71857959750b775cd4df3d036686	ROUND16A_AUDIT	docs/audits/v49-exploration-full-space-closure-round1	docs/audits/v49-exploration-full-space-closure-round1/raw/api-schema-validation-v2.json	100644	blob	d4ca1948d220dfe6837191cc5081ab4a1ac44ec0	2716	[]	FILE_BOUND_OBJECT_POLICY_RECONCILIATION_PENDING	PENDING	Preserve or explicitly supersede this source-tree artifact; where no row-level commitment exists, complete object-policy and semantic reconciliation before final closure.	b3fa555592af1d60cbfbdd77600026a0974a7c1938fe1836bc184c450ade6a18
