participant_sense_id	vocabulary_candidate_id	vocabulary_id	canonical_label	normalized_label	bounded_sense	scope_note	disposition	status	merge_target_vocabulary_id	canonical_resolution_sense_id	source_system	source_concept_ids_json	source_sense_ids_json	upstream_authority_refs_json	authority_path	authority_record_id	source_sha	crosswalk_status	crosswalk_reason	record_sha256
R16B-SENSE:6534a952e5d218b1d9ee4eb1b935ff039c35c37496884292e6eb3593e6b7d961	R16A-VOCAB-CAND:06172600909c7d437e0bc3644f31a0b7d4096212295971e1031bba8fdd4c9cb5		collective production	collective production			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:6534a952e5d218b1d9ee4eb1b935ff039c35c37496884292e6eb3593e6b7d961	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0021""]"	[]	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0021""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:06172600909c7d437e0bc3644f31a0b7d4096212295971e1031bba8fdd4c9cb5	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	71b5f45deba110df147270028588eb8425b93e17b256edfa567860dc612fe95e
R16B-SENSE:1bda7527532fb2a61db4308bbcd8218385006d740613d94efef2cc4676e7585c	R16A-VOCAB-CAND:41248ebca5a2d0403fb8ae45ce2afdb7f25213db20223ea8a60dc22c77a92fe5		coloniality	coloniality			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:1bda7527532fb2a61db4308bbcd8218385006d740613d94efef2cc4676e7585c	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0026""]"	"[""REL-CAND-0026#SENSE-A"",""R13-ANNOT-001""]"	"[""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv#GAP-006:coloniality""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:41248ebca5a2d0403fb8ae45ce2afdb7f25213db20223ea8a60dc22c77a92fe5	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	729fe067ab2afeb042060ea51a8d8cd6a3e3ebb7b84a677075f0a2072a978fde
R16B-SENSE:f1dafc6df9c9a66b0b7c19d34606a2ed638c193dc7047afb8a1f83b3d564ebc1	R16A-VOCAB-CAND:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	commodification	commodification	In design-history scholarship, commodification is used to describe design and institutions turning nature, craft, identity, or cultural material into marketable value.	In scope: historical transformation into marketable value. Out of scope: all exchange or all production.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:f1dafc6df9c9a66b0b7c19d34606a2ed638c193dc7047afb8a1f83b3d564ebc1	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0010""]"	"[""REL-CAND-0010#SENSE-A""]"	"[""R14-ASSOC-016"",""R14-ASSOC-024"",""R14-ASSOC-034"",""R14-EVID-016-01"",""R14-EVID-016-02"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	8875c7045298cb2a8dad24543bd6a8bded6b27c3772975d7196c41b8b02b80a7
R16B-SENSE:049324b7a1f8dd02995e20043357b090b2357eb23e8fe588e78928f5306a82e1	R16A-VOCAB-CAND:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829	TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829	consumer culture	consumer culture	In the governed Round 16 sources, consumer culture is bounded as follows: Historical study explicitly situating graphic design and advertising in consumer culture; vocabulary support only.	Historical study explicitly situating graphic design and advertising in consumer culture; vocabulary support only.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:049324b7a1f8dd02995e20043357b090b2357eb23e8fe588e78928f5306a82e1	ROUND16A_VOCABULARY_CENSUS_V2	[]	[]	"[""R14-ASSOC-019"",""R16-SRC-004"",""R16-SRC-004:attestation:consumer-culture"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:12c360cc0c3231a45d5841e63ee7f3377be76ee0fa28c3f4dda803186cbbc829	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	e5c6a47a95812875d3a9af0edda07d91d0eed2f7193fb3a7fc457b4410c7fad4
R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6	R16A-VOCAB-CAND:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	consumption	consumption	In governed Round 14 design-history evidence, consumption is used on this bounded basis: Independent sources explicitly locate designed mediation within consumption and reception.; The sources explicitly frame designed channels and devices between production and consumption.. Spatial association does not assert a single linear market mechanism.; The association does not make consumers passive endpoints.	Spatial association does not assert a single linear market mechanism. The association does not make consumers passive endpoints.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6	ROUND16A_VOCABULARY_CENSUS_V2	[]	[]	"[""R14-ASSOC-003"",""R14-ASSOC-004"",""R14-EVID-003-01"",""R14-EVID-003-03"",""R14-EVID-004-01"",""R14-EVID-004-02"",""R14-EVID-004-03"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	20d9246ae8dd6e4b9fdf4ca54e64217ff28f69bcc844b23eee03ff124a990289
R16B-SENSE:ffbea4357064ed41f3937f9e81c7425cc705fec020515cef904f2473a6e9302b	R16A-VOCAB-CAND:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	craft	craft	In the governed Round 16 sources, craft is bounded as follows: Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:ffbea4357064ed41f3937f9e81c7425cc705fec020515cef904f2473a6e9302b	ROUND16A_VOCABULARY_CENSUS_V2	[]	[]	"[""R14-ASSOC-020"",""R14-ASSOC-028"",""R14-EVID-020-01"",""R16-SRC-005"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	bb3e91f7461221db13bc081f38fe9638525fe5fb8b9aafa8384bf64417e94db5
R16B-SENSE:d64e354e773ad525c74ef0abf45d30833bbdfbf850a823a632965c89574c529d	R16A-VOCAB-CAND:3e66e742ae474f988ccd20b14942011c0739bddc09b41a165b3d79b0edcbb313		creative appropriation	creative appropriation			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:d64e354e773ad525c74ef0abf45d30833bbdfbf850a823a632965c89574c529d	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0017""]"	[]	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0017""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:3e66e742ae474f988ccd20b14942011c0739bddc09b41a165b3d79b0edcbb313	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	473a3b51b80d2ef7defa08df0717796f60edd9e138fbe4cd59dbe22e8d6076f9
R16B-SENSE:b942a8cc07fc6205e44e330f444a7a77175ff8c2cc49e95be2533f8b974a9c17	R16A-VOCAB-CAND:a8e665a7dfd909ff113127d139edfe4fd9d06e219735d7295dc64c3153eebeb6		cultural adaptation	cultural adaptation			MERGED_SUPERSEDED	SUPERSEDED_BY_ACTIVE_CANONICAL_LABEL	TRV:2fe1d615f7fb24b99fb828c5ceadcf06635e7fb6f47910f32d2daf1f6bd763f0	R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848	ROUND16A_VOCABULARY_CENSUS_V2	[]	"[""R13-SPLIT-003""]"	"[""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv#GAP-002:cultural adaptation""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:a8e665a7dfd909ff113127d139edfe4fd9d06e219735d7295dc64c3153eebeb6	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_MERGED_ALIAS	The superseded label keeps its own audit identity and resolves to the governed active target for association participation.	1944825a0c53455a0e37c073a13481a3330e1d9d56f5a780de9b75d613072092
R16B-SENSE:d3b8fdebdeaaee51ec2a97d37a58b8d0ba341c85c69c5e6a41cf3bea917c1e96	R16A-VOCAB-CAND:2991638a7db1b7915c777c8c2afec43d72efcaa3515f309857487fd1663b7403		cultural diplomacy	cultural diplomacy			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:d3b8fdebdeaaee51ec2a97d37a58b8d0ba341c85c69c5e6a41cf3bea917c1e96	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0030""]"	[]	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0030""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:2991638a7db1b7915c777c8c2afec43d72efcaa3515f309857487fd1663b7403	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	830f5c6512adb179a90118cee297a48897a0d99f171393b496fa81f691576d35
R16B-SENSE:e49dd7c1bc4c519c2b2b6f27fda45281c12357afea73b60459f8f35cb7334e22	R16A-VOCAB-CAND:923fdeeff375113cecc3fadb9e94375cd75e31cfbdf882a34d29efd4afb91e76		cultural mobility	cultural mobility			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:e49dd7c1bc4c519c2b2b6f27fda45281c12357afea73b60459f8f35cb7334e22	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0024""]"	"[""REL-CAND-0024#SENSE-A""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0024#SENSE-A""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:923fdeeff375113cecc3fadb9e94375cd75e31cfbdf882a34d29efd4afb91e76	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	0d352757ad3824e58b2e9f7feaed38d7f06701d52faf0af1d573d134f2d35c46
R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d	R16A-VOCAB-CAND:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	cultural negotiation	cultural negotiation	In governed design-history evidence, cultural negotiation denotes negotiation. Use requires Keraton Surakarta case; actual actors and unequal power required; specific encounter, actors, and power relation.	The phrases are not synonyms or universal connectors: transfer requires source, content, route, receiver, and receiving agency; negotiation requires actual unequal counterparts; adaptation requires source, adapter, and changed artifact; transformation requires named T0/T1 states, forces, period, and material evidence.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d	ROUND16A_VOCABULARY_CENSUS_V2	[]	"[""R13-SPLIT-002""]"	"[""COMP-EVID-014"",""COMP-EVID-015"",""R14-ASSOC-013"",""R14-ASSOC-015"",""R14-ASSOC-022"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:5660ce124250ffd0ecbcf64a7359315bd26afdb0d89c559c03a491cc2138e4ed	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	104c726b52f9ffebcdd9eb644742a8476ec02af32a5ddfec2c59bedf40338656
