object_sha	byte_size	blob_kind	introduced_after_authorized_source	alias_path_json
009400eaafd438b8f539b6c8b6fd8817d400fb22	38552	ordinary	false	"scripts/exploration-v49-nlp/lexical_common.py"
009e0d78b7272e99d9decb08479c114823406d21	97884	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/07f.json"
00a4f247bdc2501437fecad2686e8e3a0bbdd205	25764	ordinary	false	"scripts/generate_source_prospect_registry_v2.py"
00ad2d5764bec633a369624bf99fd9d12dfc0793	2091	ordinary	false	"frontend/src/components/archive/drawer/FolderTypeSpeedIndex.tsx"
00b89241639516fbbcbe28cce055b253bffcd703	661549	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/execution-events.jsonl"
00b8a17d4aa7836ecc7d03bc1905c32b1401fb83	5588	ordinary	false	"docs/capture/SHEET_TOPOLOGY_TEXT_RATIO_v1.md"
00cbef2822ced766c54498b62db624427a0acb61	133	lfs_pointer	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-fc-ff-v1.tsv"
00d24f8b94269f5bd4545ca428abbe2f68554cdc	303	ordinary	false	"docs/audits/v49-design-history-relation-grammar-round1/07_ANTI_FLATTENING_VALIDATION.md"
00db892e785be209430e42c5c185d9bd74f58570	251971	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/1bb.json"
00dfa0739bd0dc370d18a2beb8c2614bae653f43	3201	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0168-43cf7b40e525e7e3/6237c00abeed5b70c9f5c08fb74590b17c2001ba992d38d9193e85eb25168184.response.json"
00e712f593b6f9b089638c8e9e1b77072d0bb64c	1223	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787938952280-cp012-regenerate-http-artifact-canonical-tsv.meta.json"
00efcb1d3bd0eb68241f643cab050961d1347139	5443	ordinary	false	"docs/research/trace-v49-spacetime-gis-round1/01_CONTEXT_RUNTIME_REHEARSAL.md"
00f00638fe3ba5c2892b906ddeae301faff0b7e8	2047	ordinary	false	"data/capture_batch_image_ready_1931_1970_raw/met_object_79776.json"
00f00638fe3ba5c2892b906ddeae301faff0b7e8	2047	ordinary	false	"data/capture_batch_midcentury_1930_1970_raw/met_object_79776.json"
00f5e016cd1f46632f671310348f1c1ea80c186e	2841	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0163-c0f7706cffae8a99/f2d73751fdf388e009a6d9bf72e8d38b073279c8b97dbf04d5032ad73de7777a.response.json"
01088014217143dd2ed5d68ee8c2ee899f64cca2	5651	ordinary	false	"docs/capture/MAIN_SUB_TEXT_PACKET_RELATION_TINY_SEED_RESOLUTION_v1.md"
010ec67898421299fb2a0dd9a41b8146a9c930c5	4372	ordinary	false	"docs/handoff/DESIGN_REFINEMENT_PROMPT_v1.md"
0121d96064c4d96d3a3b01c18316db6fc70d657a	47508	ordinary	false	"data/source_candidate_probe_v1_raw/ESC034.html.txt"
0123c1c9ddaaee574ca9894aea3d20135b0dfc63	119871	ordinary	false	"data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0015.html.txt"
0124982001908c3153d6dfb3671a6c13e8a894b6	3487246	ordinary	false	"data/main_sheet_research_value_audit_v1.csv"
012a0bed3088165bd8101faf4aaf5ddf97ac4ef2	1061	ordinary	false	"docs/capture/LOC_MANUAL_IMG03_APPLY_POSTCHECK_v1.md"
012af0215ba0ff07704a2d7e0628a3951ebd4484	17223	ordinary	false	"frontend/src/components/archive/reader/Reader.tsx"
013d324910346562e1f0b9942960dcccf6bee320	1185	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787936488019-cp012-check-round16a-reconciliation-primary.stderr.log"
014f82d0f557513fee143f12935968cebe8c9767	746	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/commands/1787841583660-production-build-retry1.meta.json"
01623e047c528f96d7fcc66d0c529d8f51e7aaaf	41919	ordinary	false	"docs/qa/screenshots/round6-mobile-view-menu.png"
016bd57243dc9731aff0e5a8f1cd3a74c39763b0	2460	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0056-c36555188472ea52/7dabed05bdeed05af71d7024b1a3a271aafda6aa8feb4d805dec447321e52675.capture.json"
016d0b9131a87848cdf210d189c2053204625d88	11541976	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/prior-object-reconciliation-universe-v1-exports.tsv"
017037bc656e5353989b9d7a81ee610467fb4ab3	1258	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787932926489-cp011-v3-production-http-load-memory-final-governed.meta.json"
01812829433b91d72a7099c15edea86f6ebcc435	7790	ordinary	false	"data/capture_batch_source_breadth_1970_2026_raw/esc-cdm-temple_p16002coll34_7201.json"
0185229d78df31d869a264a0b871bbf11913b2e9	3859	ordinary	false	"scripts/trace-v49-exploration-inquiry-engine/tree_engine.py"
0185728ff71237dd08895111a2a68aafb9023102	214007	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/171.json"
0185d6e76693831840ab2616d5f0682346e16a49	2489	ordinary	false	"docs/capture/ITEM_CAPTURE_QUEUE_v1.md"
0187914ae6d8cd34618ac1bf70def02b83496cce	4471	ordinary	false	"docs/capture/RELEASE_SNAPSHOT_v1.md"
018d7a11713d6b8f30a3ab06aa1d2105d06edb56	54836	ordinary	true	"scripts/trace_round16b/build_adaptive_source_review_shard_2.py"
01993b08524bfa7fa6388f2c84dfa59ba2222ae6	5709	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0431-f68293128300d056/be5dd93e8a4c1ab2eedaeea5b8c5301e274f12b3d3b4a6cf4aeabf3309b1dfa5.response.json"
01a211d039311edc42ec516938d4577976971960	7401	ordinary	false	"data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_local_posters_arwg_16269.json"
01a8338ae2d69c7f85fbb9cc7550a435f1990f64	38842	ordinary	false	"data/source_probe_independent_asia_v1_raw/IAS027.html.txt"
01af4aaa2ed9ead79dd5cc1c61c381c4840da172	2439	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0141-ea6a0a2ae380c4b0/92caead40075bf38a332a4872c2a0b1dd86bd1db7029c472fe7bcd92722a563c.capture.json"
01bbd12c1a628bc163595e64f1ff0acb4798328f	679	ordinary	false	"docs/audits/v49-api-read-contract-closure/08_PAGE_BY_KEY_REPRODUCTION.md"
01c56accfcde34e03e71aa0e75d9333a2cbca612	5052	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0437-1589d5dc216b36d2/da3ff64fc0807f44ebc7dfec684cc310351154e0e19578887d62ffc72d441a99.response.json"
01c6687dadca35c2c3fee46bce6981690e40dccb	703	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787940971797-cp014-db-inspect-ipc-attachments.meta.json"
01c6dc2b3ab69e4cee43fc04d64ef575daac45cf	7858	ordinary	false	"data/capture_batch_source_breadth_1970_2026_raw/esc-cdm-smu_smucc_406.json"
01d54f1beb4663688a3e5b4adb8fe317aa33c648	904	ordinary	false	"data/capture_batch_gallica_secondary_image_ready_1830_1970_raw/gallica_catalogue_affiche_51.xml"
01dd7e686e23fd393b7c866a21e03a6c42aae3d7	5715	ordinary	false	"frontend/src/features/trace-v49/spacetime/map/SpacetimeWorkspace.module.css"
01e355453e66bfd4ffa82d18257bf0df708f954a	35897	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/final-gate-evidence.json"
01ee061a5cf6c19cadc4a4cdd4e21a604826f4ff	2457	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0002-d1be77b51a32e286/8220644a7ee6b49423ef877238b080772721ed3432a6054afbc8bf86548a0f72.capture.json"
02154d423724ded3be688c76613f3304b6d36a21	2109	ordinary	false	"data/capture_batch_image_ready_1931_1970_raw/met_object_841356.json"
02154d423724ded3be688c76613f3304b6d36a21	2109	ordinary	false	"data/capture_batch_midcentury_1930_1970_raw/met_object_841356.json"
0217e1a28582acd60c81c62d2d0dbcf3c473b564	7170	ordinary	false	"scripts/wikidata_region_geo_factcheck_v1.py"
02373bcfcc97d302e6e5784375ee640f4e2ef569	8810	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-closure-metrics-checkpoint012-v1.json"
0241c0528392bd717f73aa850684299aee0dfb02	4462	ordinary	false	"data/capture_batch_source_breadth_1970_2026_raw/esc-cdm-marquette_p16280coll10_1033.json"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.schema-hash.stdout.log"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.schema-hash.stdout.log"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.postfix.schema-hash.stdout.log"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.postfix.schema-hash.stdout.log"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.postfix.schema-hash.stdout.log"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.postfix.schema-hash.stdout.log"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.postfix.schema-hash.stdout.log"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.postfix.schema-hash.stdout.log"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.postfix.schema-hash.stdout.log"
0248a51a132e4e731f6ec04a2b5260aa9faeef26	65	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.postfix.schema-hash.stdout.log"
025081fc3aa64c2a6b1d8a1bd6aa85e64429a56f	9616	ordinary	false	"db/006_publication_surface_skeleton.sql"
0250e0ff860572fbfa6102756164f8323ca26ae8	515099	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/execution-events.jsonl"
0256defc25405fa41326f8d56248b714f7986c94	203067	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/0d0.json"
02580f76b324b413b3bac620771492fd4b59a540	18848	ordinary	false	"scripts/run_cooperhewitt_graphql_image_ready_1830_2026.py"
026021f79f13bb1d66a13ec6526dad283036a71d	39912	ordinary	false	"database/data-migrations/v48-to-v49/generate_audit.py"
0261ba3c5dc7863441e15b353bbf8dd665ee6a92	77731	ordinary	false	"scripts/generate_global_coverage_data.py"
026326619b335bcb2a7e063261cb1e35e382d5d7	8108	ordinary	false	"scripts/build_prefreeze_packet_role_applied_overrides_v1.py"
026c2c5e5aae3d68506b459434a3de897471e7b7	1927	ordinary	false	"docs/audits/v49-phase2b-performance/evidence/P0_INHERITED_AUDIT_CHECKSUMS.txt"
027d7d0caa3c55fc2508ee1dbd703270c0106593	1010	ordinary	false	"data/capture_batch_early_region_1830_1930_raw/aic_object_13606.json"
027ddf75d7d6b7ea8285b29e7df9ead4ad97d805	9816	ordinary	false	"data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_local_posters_PATCO_175903.json"
027f7d0a87a6eb61eefe8b73986cccee894119a4	4875	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/checkpoint-ledger.tsv"
02862d298d92a1d735d3fd14de6777b6c9f4aa1c	124467	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/196.json"
028d3745a8813824b9b572f80d9f22baf7000967	2442	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0217-e92ee11464fb4152/fac1fe02dcf9f9270ab9190137a13bb27d4c413d2654b714be4495ea3096aec7.capture.json"
029049f095d7d8b4b4502837fae52691d8166269	41181	ordinary	false	"docs/qa/screenshots/round8-mobile-trace-menu.jpg"
0293f3225f00540cbe6f66bc54b7a7540a4dde56	60118	ordinary	false	"data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0037.html.txt"
02a7d5e14ec8d864f8e1c16611fb1cc793ee034a	42066	ordinary	false	"docs/qa/screenshots/round6-mobile-folder-wheel.png"
02ada8237566c05609aefd845fd9be599d900294	246875	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/1cf.json"
02adf15d3b51fd85312cb8de34fdbd7db0a81b3c	52462	ordinary	false	"data/capture_batch_edge_wordpress_1970_2026_raw/another_graphic_product_identity.json"
02adf15d3b51fd85312cb8de34fdbd7db0a81b3c	52462	ordinary	false	"data/capture_batch_independent_asia_1990_2026_raw/another_graphic_product.json"
02b5d6ca1c25e3d3569c3846147a69cb9394eeef	1007	ordinary	false	"docs/audits/v49-api-read-contract-closure/19_FINAL_TREE_RERUN.md"
02b671e8f6ce8775ce575b3e87a525f0d3dc8724	406	ordinary	false	"docs/audits/v49-design-history-relation-grammar-round1/02_SOURCE_AND_ATTESTATION_VALIDATION.md"
02b7cb05bd4e453b3729e3956057c239c05d2f37	866	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787920141727-regress-source-shard2-checkpoint010.meta.json"
02bcb5f5cd91fcb471683a83c8f185cb9137085a	171085	ordinary	false	"data/capture_batch_protocol_item_1970_2026_raw/ESC017_omeka_pamphlet.json"
02bf01fccc5c1bc0ae12ed9c5953ec4f51dcee3b	258	ordinary	false	"docs/audits/v49-release-projection-snapshot-db-closure/raw/final/process/90-before-cluster-stop.json"
02c19a6efc38566422af15fc586c3ace3acd2eee	4106	ordinary	false	"docs/releases/v49/AUDIT_INDEX.md"
02c36e91942a385ea72acfac1093262dced3a929	1705	ordinary	false	"database/data-migrations/v48-to-v49/run-rehearsal.sh"
02c5e2b13720db21746be44924e43fffaec248c7	2421	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0394-650624c795924ee8/e1b8805ec7052f2f573d4382816f98d78ffa82a1986ef25b5406adf14c693d9d.capture.json"
02c648c0db65c75716b283f3dda7c456deb62b3c	732	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787905918104-git-fsck-strict-checkpoint006.meta.json"
02cb3f2e520cdfd39ca98991ad20101a15b7aae7	1664	ordinary	false	"docs/capture/COMMONS_OPEN_GLOBAL_SOUTH_IMAGE_CAPTURE_2026_v1.md"
02d152f0d4e28b29d050b3525de2ef752b97df73	2915	ordinary	false	"docs/audits/v49-exploration-composition-engine-round1/08_QUANTITATIVE_RECEIPT.md"
02e49b81e18050641729d31320754a395d4d7501	256	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787916809227-regress-tranche-b-checkpoint009.stdout.log"
02ebd59cd4016e09522d6b55c155d7d6dcfcfa3c	9702	ordinary	false	"frontend/src/features/trace-v49/context/canvas/ContextCanvasInspector.tsx"
02ef41435343e261080450313c3ad4e3d61c5f4f	6133	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/adaptive-source-review-build-receipt-shard-2-v1.json"
02f04bc6e29c6c25671587a837df88026a831434	218994	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/v3-semantic-contract-fixtures-v1.json"
02f091ff8974126b62b246913bcf2ec1d41b1458	4964	ordinary	false	"data/capture_batch_edge_wordpress_1970_2026_raw/bophana_audiovisual_resource_center_types.json"
02f6e46ee3a55de7584858eef7e9bd8a9ea4c2f6	25035	ordinary	false	"scripts/build_prefreeze_candidate_v48_trace_visualization.py"
02f8dd33f1ddc251b475153195cc53fa52d293c6	6294	ordinary	false	"data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_6a3621dc-7437-4a64-9c60-01bf3cdc084f.json"
02ff36f37834c151019b9259018dfa2cbee8406c	897	ordinary	false	"docs/audits/v49-api-read-contract-closure/raw/fresh-c/initdb.log"
0309276cf9aef81c97b1f893d12534e42236e9b9	196	ordinary	false	"frontend/src/app/cards/page.tsx"
0313c055d8a747f1a773f5757a0844013108ba71	92	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787921254702-npm-ci-checkpoint011.stdout.log"
03148878c2b5c7d0cb9602b1ddce89f2b9728453	2103	ordinary	false	"data/capture_batch_nonmainstream_region_1990_2026_source_summary.csv"
0317774032d990129da84277240fc596ad3c2d9c	21294	ordinary	false	"scripts/audit_main_sub_text_packet_relation_tiny_seed_resolution_v1.py"
0318a931c76025126ea7c5c0cca73d086b7da261	10838	ordinary	false	"scripts/repository/build_git_hygiene_ledgers.py"
032aebccd7ef4dbef22be625c8b2d01df290a935	5049	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0153-66f1ea809f5027a2/b043636339f50c3fd5730bec1db9f2f158b166b4069bb5e99bb6321e5b78d5b5.response.json"
033064060486f209b646942739d0beb92bde8c90	2195	ordinary	false	"docs/capture/FINAL_GAP_OPEN_SOURCE_CAPTURE_1955_2024_v1.md"
03363bb392580610caa1c41d87209a83f3cedc3d	847	ordinary	false	"docs/capture/PREFREEZE_CANDIDATE_v48_SEARCH_TRACE.md"
033c8e4c0337fcdbeaa6ac7e121cb0d82b0b281c	132	lfs_pointer	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/json-c50-burst.json"
033fe7df9954fb4f2a0d44a83e35252a368c502a	156292	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/0f1.json"
0347a5dff5c85cbebcb7043d784bba614ce0e667	80244	ordinary	false	"data/contemporary_source_adapter_queue_1990_2026_v2.csv"
03567e04fdf7d6584d2593c55a158561065d860d	3613	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0462-6b35281b988d8d6d/fadd55e502682440e85522826d33daa16f0b9e038e1e83bb2a7b583ed1809798.response.json"
0359f975bafeb04f638bb93e7cd891d270593b8e	400868	ordinary	false	"PROJECT_LOG.md"
0364380ded623ab287711707afa84ba8dd350dd7	14127	ordinary	false	"database/scripts/run_v49_db_closure_reconciliation.py"
0366163d6f310798537780fe1cc89b77f227dc76	2469	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0067-09108fb32fbc17ac/17e8a2b174a58ea114c81859192b08f043071153e274c20b65d3da7e1acdc3fb.capture.json"
036c421f51989b74561a9a302420b127837e592d	2840	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0305-b3d6be3af1f58bc6/93426f6aea156fd1c94f555ba98d000cac0ce46fe0da3ef4c2062fe375754b66.response.json"
037c14cc4e171bfc02e32342016b7004e067c105	46911	ordinary	false	"docs/qa/screenshots/round10-mobile-object-branch-points.jpg"
0382a2c5afc957b2ef665f729c62b5ff020b1664	5568	ordinary	false	"data/capture_batch_early_region_1830_1930_raw/vam_object_O1025941.json"
038424eb19e410c97df38a2a7af7195c52a1eec9	2810	ordinary	false	"database/data-migrations/v48-to-v49/run-rehearsal.sh"
03876cd69978f728360f5dce2158f2e7a58f7973	9945	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/repository-hygiene-final.json"
0392b02f4e753219724660e81a4e2ad8f1c6ca92	96454	ordinary	false	"data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0030.html.txt"
039421933135b202399f55f7aee94f2faacf42b3	2842	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0429-464b1eb0bd197d1b/771b1b58487a6b99252b26b8b6e6807ad01847e9c448c6ebb795f745d34dd189.response.json"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787894163648-verify-local-candidate-census-surface-and-file-coverage-final.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901584846-verify-local-candidate-census-regression-checkpoint004.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787903650245-regress-local-candidate-census-checkpoint005.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787905533713-verify-local-candidate-census-regression-checkpoint006.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787908194367-regress-local-candidate-census-checkpoint007.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787913530899-regress-local-candidate-checkpoint008-final.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787916835991-regress-local-candidate-checkpoint009.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787920070531-regress-local-candidate-checkpoint010.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787925492651-regress-local-candidate-checkpoint011.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787933060077-cp011-final-regress-local-candidate.stdout.log"
039c8e9d4ecde4f1818f28b11c6f6cb8cde6f79c	80	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787936874994-cp012-regress-local-candidate.stdout.log"
039eacbb74c85f8988b715a2d40e6525b6ba8d3f	1146	ordinary	false	"data/prefreeze_surface_role_override_summary_v1.csv"
03a0fe773f027897feba65d000db31421120c249	32518	ordinary	false	"data/regional_movements.csv"
03b422b252f94c3aa578aeb225c41e6360a7f7af	9453	ordinary	false	"docs/audits/v49-pre-migration/AUDIT_MANIFEST.json"
03cb95d06b9091345ba826863c911730e894035b	1169	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787925492734-regress-tranche-b-checkpoint011.meta.json"
03e6f67da61a9ffce831bb0872dedaa90fe60f96	875	ordinary	false	"data/source_coverage_rate_v2.csv"
03ecb246e38ddfe2b11c3773f4e0de0ca765de85	4771	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0391-73d49851436f0847/2d33ac5362d34e02a16ddfa5facf83a19a95adefe3d9c9498b38a030b5daa29c.response.json"
03ede842ac844a549982e52f21ae08662f63de4b	7092	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0383-fc80ee2f4868127e/b4c5c29b3b82f5e6cba3b62ae7fd7a160973f900d978ac817eeef4bf7dc719a5.response.json"
03eff9d605750b8b0bae66c02dba5bd5a9e11319	2439	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0354-87541014b4f29242/131aa68fb15f091d5db8dfae44fe886862d3aef18bad409e57c4ac0366d7bea1.capture.json"
03f1eb3b956b3ac20df255e25b51c3b0fc3f3c00	87098	ordinary	false	"frontend/package-lock.json"
03f382f921796ed5714de75c9d0dcb3b73db352e	77415	ordinary	false	"data/source_candidate_probe_v1_raw/ESC021.html.txt"
03f9f66991750dea2f0bec3c07526fd0df2718fd	896	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787936729811-cp012-correct-round16a-reconciliation-independent-write.meta.json"
03fc7a768e503ac7949050761b780a2fdfc657ff	424	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-build-performance-v2.json"
0400a4c8983d652acbf82618caa11156d6d51832	2193	ordinary	false	"data/source_candidate_probe_v1_raw/ESC063.html.txt"
040982adec63837f2e71b4642d36b91340daaeab	32383	ordinary	false	"frontend/qa-screenshots/round3/mobile-object-metro.png"
