prior_record_key	prior_kind	source_path	source_row_number	prior_id	prior_status	prior_record_sha256	current_disposition	successor_obligation_ids_json	successor_artifact_refs_json	closure_effect	record_sha256
R16B-PRIOR-RECORD:348a014e5a55857756158d2e7b961918e279b685df4bf2cb294a9ad50c1e6f0b	EXTERNAL_HUMAN_REVIEW_OBLIGATION	docs/research/trace-v49-exploration-composition-review-round1/16_EXTERNAL_DOMAIN_REVIEW_REGISTRY.tsv	9	REVIEW-NODE-008	"{""reviewer_answer_status"":""NOT_COMPLETED""}"	88c180253414cdef9b1254554fc80f25de2f9bfdfa5bc7c3bcf64756589caab5	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:EXTERNAL_HUMAN_AUTHORITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	273e0e21edfcefcf297a07d5b79ba250cbb995f19492b640fa02b2169ee2ebbe
R16B-PRIOR-RECORD:a8aacf93ad136ad296d43a2a3519414d4ebe886864001e9a79d0737e2cac719b	EXTERNAL_HUMAN_REVIEW_OBLIGATION	docs/research/trace-v49-exploration-composition-review-round1/16_EXTERNAL_DOMAIN_REVIEW_REGISTRY.tsv	10	REVIEW-PAIR-A	"{""reviewer_answer_status"":""NOT_COMPLETED""}"	4408532a7c3162c19ad61348aeb5197f286691a7396855eb41e8a9839162c625	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:EXTERNAL_HUMAN_AUTHORITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	713df96b227e1e47eba7132fa67febc66c1d3e0ecc469d5fff9ac6c8436486d2
R16B-PRIOR-RECORD:f0f4477843f7a5e82f5008ddb5b090228a2345d98e7327c2969f226bcf9f1f5f	EXTERNAL_HUMAN_REVIEW_OBLIGATION	docs/research/trace-v49-exploration-composition-review-round1/16_EXTERNAL_DOMAIN_REVIEW_REGISTRY.tsv	11	REVIEW-PAIR-B	"{""reviewer_answer_status"":""NOT_COMPLETED""}"	d2565ea3f72716d9e2db2b92b982613a1b577e673b138306479b7d202806e42f	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:EXTERNAL_HUMAN_AUTHORITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	add6b83fc3501602cf89967931bc8a18378269fa7ef507158417a4b729c3b246
R16B-PRIOR-RECORD:8ccf1e69da83144ed2b2a3db46c22e5cfd5bb2331604b6460b81ae772522923e	EXTERNAL_HUMAN_REVIEW_OBLIGATION	docs/research/trace-v49-exploration-composition-review-round1/16_EXTERNAL_DOMAIN_REVIEW_REGISTRY.tsv	12	REVIEW-PAIR-C	"{""reviewer_answer_status"":""NOT_COMPLETED""}"	743750286b04e7f00519cd5a9f33fe30786a941595b63c08f5f466e5e0f9470a	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:EXTERNAL_HUMAN_AUTHORITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	d46d43c767582bd9bc639ed205463bc95e68bb07397b6599805e1539bcfb2da0
R16B-PRIOR-RECORD:c3cfba352315722b2fb8aee081daa46068782d9a1a662ffb12dc8d70496cdb77	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-1-v1.tsv	2	R16B-ADAPTIVE-SOURCE-GAP:0afc59ec3c1298bc3ffbe9f912511da277e44682decc4b914bf04e5de0710823	"{""status"":""OPEN""}"	5948f6fe27c3238ee4a5dda385e5bacb0cc3156e4c19f470c58e9c4e5cd46161	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:EXTERNAL_HUMAN_AUTHORITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	193a9074c95600d5fd70f0234afb753f36d9a79830483b92e428e906df1fbb66
R16B-PRIOR-RECORD:cd04ea7d4f66be3a2fd88e826c715536cb0b01c96c07bb02b96a935c3165fe1d	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-1-v1.tsv	8	R16B-ADAPTIVE-SOURCE-GAP:17a6758a9f19605c957407617309802e0ea990701be9efd46ff4d54c3d77dd88	"{""status"":""OPEN""}"	a9c5188b90c338f00e99c073a00dc9a90379800d24cf378ef5fedbdceadb218b	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:SOURCE_BYTE_REPRODUCIBILITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	6c13ca4a77d2a0745abe63bcfd756b4f5ca0bb0ba0202d167b93111ef1a13ea4
R16B-PRIOR-RECORD:7c4cce23677f863d96b83b5fa8c0ed2bfe286700e349c9f81e64ae1e212c6322	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-1-v1.tsv	9	R16B-ADAPTIVE-SOURCE-GAP:374f75ee7c228223417b215b6157270adba2aea14e62716b8249bc80b06e046f	"{""status"":""OPEN""}"	d2d12508320b02455b034aa7c26e0178afe9233fa06e4c538681368900704fbe	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:PRODUCTION_POPULATION_AND_REACHABILITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	7bc785f0607fa95b2e4e1d7e01b34e2233bde372240b45be1fd19cd1697a2213
R16B-PRIOR-RECORD:041cf514781255db3bcc2e855591f4d675bbf707518c551947808c49b3288760	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-1-v1.tsv	6	R16B-ADAPTIVE-SOURCE-GAP:711715ff0a111db59ec0e2536b6ebcc85ab31e41e1327e325865121e92bd2f73	"{""status"":""OPEN""}"	8af3ff96a7229091a31784481e67e174d648f3771880ededed7c5435d24d26a1	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:EXTERNAL_HUMAN_AUTHORITY"",""R16B-CURRENT-OBLIGATION:SCOPE_SENSE_AND_IDENTITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	197d98ebdb80d6c992a24ae54939978e9b44d531019b135eaa5abf9738dcbe00
R16B-PRIOR-RECORD:de93c497a677516c672686b8a6884a145be9d1f968a4302f3fd2fa021ca43d14	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-1-v1.tsv	4	R16B-ADAPTIVE-SOURCE-GAP:77315c825f65f9e6a4e193ec22bbd8537c8837020de4440eb0818728d19fea8b	"{""status"":""OPEN""}"	6a0c933f64ccae942a5331df0830b6f3935de3b6018e2c8423c6b4f244c2b9fd	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:SCOPE_SENSE_AND_IDENTITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	07bcb5c163b3badacd94cb05049812d678114d61344f3e533f18e90e95025f72
R16B-PRIOR-RECORD:cea5fe99e2c23f988849b07cfca9ba5b3171f76cfff7be2dea2789a9630a9316	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-1-v1.tsv	3	R16B-ADAPTIVE-SOURCE-GAP:8d7da37424b678e4a943fe109e5d93c6dfae74684eed17ebe2ddcc88e2d87f7f	"{""status"":""OPEN""}"	a07e42ac9e90412199f162033a4045327f290d59f3f7be146c666d7a7650f613	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:RIGHTS_AND_LAWFUL_TEXT""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	150366bb2dc9ede424d8e475e40bd5566b04daa0e8c4b57360b975364a251cf4
R16B-PRIOR-RECORD:6d934e365ec11ad325d189e4bef816421b7956b73376262ecae745a9bce75c1e	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-1-v1.tsv	7	R16B-ADAPTIVE-SOURCE-GAP:ad757abca4717e8fa253c0e44971730a7ae8fc55ac2b9253d94da008707bdb79	"{""status"":""OPEN""}"	5c343e16b4ef2cc8b06099b57807df156f13e4bce92d8f7d6525e7327735d1e5	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:GLOBAL_GROUP_COHERENCE"",""R16B-CURRENT-OBLIGATION:SCOPE_SENSE_AND_IDENTITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	2e7dbc8c6029707f6c1b9f55222f064184e700a77f1911279e4a6a4e8e643fa9
R16B-PRIOR-RECORD:6483f080be8bab01cbe5e05edba0c415ce720c2d7cea5b47a060134896df9857	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-1-v1.tsv	5	R16B-ADAPTIVE-SOURCE-GAP:e49d03f04994a3c1de47c3e08ebf63c09a6929f9fd14ba511a226a4650a953bf	"{""status"":""OPEN""}"	f30f04d9998f6bcfac1646cb24c4eca830f2d522fbab99ef9bd65bcc278cc028	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:SCOPE_SENSE_AND_IDENTITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	6380875cf3e641d01df7f40e344592672869bdb7d3142c6077c64e23045dcf37
R16B-PRIOR-RECORD:a29847929eb712d6176c5404374305d5d2d03cf752ac23cd1dffedecc2b6e1dc	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-2-v1.tsv	2	R16B-GAP-S2-001	"{""status"":""OPEN_BLOCKING""}"	b84c0eddb8f394a1aee6af2169ca1d35edc460ec474917f284e2adf5b9468cd4	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:EXTERNAL_HUMAN_AUTHORITY"",""R16B-CURRENT-OBLIGATION:GLOBAL_GROUP_COHERENCE""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	8107dc402dcb78212f74379772fa5059683f1126a8ad6d0047ef08c6a905d48c
R16B-PRIOR-RECORD:af1328d2cc157e380c15e73dd637d3f40de0ed916a096c586034e935310e6da8	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-2-v1.tsv	3	R16B-GAP-S2-002	"{""status"":""OPEN_BLOCKING""}"	e557bf3b87f0f291ddabf696e84ceef04bf0af9d3531fcf4205b387947f8ddd4	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:CULTURAL_TRANSFORMATION_REAUDIT""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	52529bda05bc5e5faf3ea598d766ef90e65cef97e45fff9d893e4e8b10092400
R16B-PRIOR-RECORD:8106021c06a7e7be04cb4ff997ef145b5bb9bbf155a457a5680f4d888e43332d	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-2-v1.tsv	4	R16B-GAP-S2-003	"{""status"":""OPEN_BLOCKING""}"	04b29fb14535e242beeca9364156f2f7092ecc0b2322061f4dc43d64ec0fa424	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:ACTIVE_VOCABULARY_REACHABILITY"",""R16B-CURRENT-OBLIGATION:PRODUCTION_POPULATION_AND_REACHABILITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	73ae241536f57658db214fcbe171fb905a58e4a3b62e1615dc9b5cb0057b37ff
R16B-PRIOR-RECORD:dbc3a223b71416e07a833764f4050b1760d635cb56fc252214501977253cd2dd	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-2-v1.tsv	5	R16B-GAP-S2-004	"{""status"":""OPEN_BLOCKING""}"	3680d4acba7324a38b189229fbcddd82a526034254eaea3e202628f663d82d4c	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:RIGHTS_AND_LAWFUL_TEXT""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	8ffb7bdcbbcf2540540cb8913f2685fb33e3ba2b9718fa27a37258671729cc73
R16B-PRIOR-RECORD:5e360b1a4888efae1f0463959fb855cdfaace67f4e73d46e3d6a9c21bdc58321	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-2-v1.tsv	6	R16B-GAP-S2-005	"{""status"":""OPEN_BLOCKING""}"	41575a9d376d4110b02639fe6b0358a883060c02fb0b505e0d2cb7946ffc2197	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:CANDIDATE_UNIVERSE_AND_EXCLUSION_PROOF""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	f0f33e27236f867317bdb9b19b39e377f91d7040bec0e8deee0a3ce3397b6c39
R16B-PRIOR-RECORD:2f66d9e19b061b78bed3cbf59bfa96bc9e61c7a4b255c9d4ea62bac6fa26b2c2	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-adaptive-source-shard-2-v1.tsv	7	R16B-GAP-S2-006	"{""status"":""OPEN_BLOCKING""}"	16ba25ba9b334bab400dc9fe48e01b54a3fdaee52d97711fd914d60a90da6979	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:PRODUCTION_POPULATION_AND_REACHABILITY"",""R16B-CURRENT-OBLIGATION:ROUND16A_SEMANTIC_RECONCILIATION""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	52202525dfd4f7ecc3d1abeb785a77d0872d6b143029e8c88ae06c4095400f4d
R16B-PRIOR-RECORD:7b689c943e7dcc57d614bbc571793854a2de4126568e075d783901b2eedc6fd5	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	2	GAP-001	"{""status"":""PARTIAL_LOCAL_SURFACE_ACCOUNTING""}"	40a72e410f2c823bd495be4fb96435364c6b0a638a3ee26ba14ca393e2b1699f	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:CANDIDATE_UNIVERSE_AND_EXCLUSION_PROOF""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	7b6e3105ce492cf485d48964436574f5519a7e86203a23d66cad1c22dc217e79
R16B-PRIOR-RECORD:ce4776206d9281afe6c6bca62756090b8bc270c8d295a4e43ffa134f53f75a4a	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	3	GAP-002	"{""status"":""OPEN""}"	7c03a3c4092ff2b776bb80f18d2273b04f3361f7a72c4c610d7869491fe57bac	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:PRODUCTION_POPULATION_AND_REACHABILITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	5917204238c387160acdb9ecb3b8bdf97a8330002a37fc0686353956292fccf0
R16B-PRIOR-RECORD:a09e89e09094827334615d18e824a6140de1a538e10b8a22f4e690aeb1cf2922	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	4	GAP-003	"{""status"":""OPEN""}"	e9e9748a5a20d3f5a5e56f0b2252c8e87e90e6315ce1b9891fea578ab6ba6bb9	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:GLOBAL_GROUP_COHERENCE"",""R16B-CURRENT-OBLIGATION:ROUND16A_SEMANTIC_RECONCILIATION""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	f2f68de53e44a4b03b09c090aae1672c5b331613510bd16c7c3d67907829b321
R16B-PRIOR-RECORD:16ce354540bd88c24c4eed5e39474d2e8a712f6c7c43c543fa592470472ce3cd	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	5	GAP-004	"{""status"":""OPEN""}"	82d5d88599b4995aeddb104bfa1d16265d141f3a4810bf56ad315ed7df5f4325	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:ACTIVE_VOCABULARY_REACHABILITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	0980798c1ed6fd4d3e487a849a9b85f21de4adcd13958bf3ec0a2262014dc285
R16B-PRIOR-RECORD:7bf6e3ea6e3b5eed7294323fad41a774a6136113d70a0e19fd003caa9ad4bbe3	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	6	GAP-005	"{""status"":""OPEN""}"	5162a06d772bb0fd5536df29c793ce6a7cd2450acdc814da734c86dcf37426ea	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:EXTERNAL_HUMAN_AUTHORITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	ceb0070c44c32acbdc41121ea7611984ebd1b3791a14a8dab7f22eb0c4bbdd16
R16B-PRIOR-RECORD:8f0d7e2d90d27dd41dc1deacf37b11cee160ef6c77c74882ca456af87d417048	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	7	GAP-006	"{""status"":""METHOD_CONTROL_ADDED_REVIEW_OPEN""}"	9cb9f1ce35ef91a2bc3ecf80ff4ade77508fdd2eab529015db80f5379e9e08f9	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:RIGHTS_AND_LAWFUL_TEXT""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	9b1069f7a4725678e64bb85c2ad83fc63c012f14d94d017c1ba421410529111b
R16B-PRIOR-RECORD:165eb3f93107e8ac2bf6b948bc0a02a2fdb3dbbdba93d9384d9d2eb28ef4c2a6	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	8	GAP-007	"{""status"":""OPEN""}"	a20c3deb3cad51b1c34b642c8a6efa3a8a6b6b00a2c0fb74d0496fedf72f59ec	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:SEMANTIC_AND_PRODUCT_ARITY_BOUND""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	4cf7c9dac0a2e663cb6944d1b124c34c3a6797b452574e7f24ca6c004cf24d29
R16B-PRIOR-RECORD:af65d292aaeb7829ca830ab86b012ebc34fe902f1494b68086c8bfa8c8f2c186	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	9	GAP-008	"{""status"":""PARTIAL_LOCAL_CENSUS_VERIFIER_PASS""}"	5816c88cdb5bdcf07d78107af209e678aefb228ecf9d83303fb2ad709f6469f4	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:GLOBAL_GROUP_COHERENCE"",""R16B-CURRENT-OBLIGATION:PAIR_ASSOCIATION_REAUDIT""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	44db867f7967139f40b90c2475d4587163cb4d9ef06210a492af711cb42e0802
R16B-PRIOR-RECORD:edf1cec1f695efc8f6a9fb13936b7afe10511dd8e0ac5f8d2e558f63ab62e2cf	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	10	GAP-009	"{""status"":""OPEN""}"	67f993831bbddba5a33223a314a967e097a1739b4218d225b96dcf9c323dc7ca	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:CANDIDATE_UNIVERSE_AND_EXCLUSION_PROOF"",""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	e8f987c0b2f0e141bcf746c458d618f395e3e0aa6cd6abcc3196a14df3b5a040
R16B-PRIOR-RECORD:8f1409926695bf65a981ca282d7eccc4d8e9a2a99dab192d8655278aabfc64eb	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	11	GAP-010	"{""status"":""PARTIAL_NO_LOSS_UNIVERSE_BUILT""}"	aac61929fffba906adad741b2dbe51bbbf1be1036863a257c258ea6bb100c44d	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:PRODUCTION_POPULATION_AND_REACHABILITY"",""R16B-CURRENT-OBLIGATION:ROUND16A_SEMANTIC_RECONCILIATION""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	e8163428905e336b4d080b676d9ba99ce8a561d4eac0ccc7f7d10a570224de17
R16B-PRIOR-RECORD:793aa23d8b2a0a53dd8fde6ce0e810e354d48691ca3de2653633a968e59f2ac2	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	12	GAP-011	"{""status"":""METHOD_CONTROL_ADDED_DISCOVERY_OPEN""}"	bcd473e02f0a1eaaf8b52d56dbb767e0307cf898d81053caad409b6d2bba2860	PRESERVED_TERMINAL_CONTROL	[]	"[""COMMITTED_ROUND16B_ARTIFACTS_THROUGH_CHECKPOINT011""]"	TERMINAL_CONTROL_PRESERVED_NO_POSITIVE_CLOSURE_INFERENCE	55a501150a3c97d2bd06636cd7d86f455c34eb5301631d005e6922bf466c3e45
R16B-PRIOR-RECORD:15c2f7a8d495d19187aff0890b26af6a3be5143bff112d27e3ff03299421c5ba	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	13	GAP-012	"{""status"":""PARTIAL_LOCAL_SELECTOR_EXACT_EXCLUSIONS_OPEN""}"	458a004a6931b5ea667a74cfdd0c9c25943ac940dc87c578c1c982c87be1ff61	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:CANDIDATE_UNIVERSE_AND_EXCLUSION_PROOF""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	ad0e66198b0275086aefe5d0c0d80ea5771eea9eb5f62dfc6549fab66aa6b438
R16B-PRIOR-RECORD:f76562a5dfa03e3abcbd04b74e7a91b2d280f6766e2ad71adb9f3915332e01b6	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-checkpoint003-v1.tsv	14	GAP-013	"{""status"":""RESOLVED_VERSIONED_CROSSWALK""}"	f8c96f88b9a1244d502357f1c422c08c2e631389aceec7575fed77b3c6c06f4b	RESOLVED_BY_COMMITTED_ARTIFACT	[]	"[""COMMITTED_ROUND16B_ARTIFACTS_THROUGH_CHECKPOINT011""]"	TECHNICAL_OR_METHOD_GAP_RESOLVED_NO_CLOSURE_INFERENCE	13fc8e12b5942d0426826d6de6597510f65d016896ba18cb6981649362f96a6f
