path	head_pointer_blob_oid	lfs_oid_sha256	pointer_size	hydrated_bytes	hydrated_sha256	canonical_pointer	payload_hash_match	payload_size_match
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2-run2/png-c1-run2.json	0421e5dc6eb514194129d479798895b56c0d2316	1c803be8475fe4afa068bc66007f7ae5079c708859e11e3d502e406764022ff3	59418	59418	1c803be8475fe4afa068bc66007f7ae5079c708859e11e3d502e406764022ff3	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2-run2/png-c10-run2.json	52f02762821ee2ab9de747c9c467f9c9c8aa758e	e621055d3ab60f6af593e6017bc2a2484875f1b4541371164e8b1d05b6a33803	132887	132887	e621055d3ab60f6af593e6017bc2a2484875f1b4541371164e8b1d05b6a33803	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2-run2/png-c2-run2.json	0e5f8c52a140eb402c33783c0b6eb801d2656a68	e619acbc961fa19d02fcaab051e36b737d5ce2a9f847706ece0380d4ed691aba	126026	126026	e619acbc961fa19d02fcaab051e36b737d5ce2a9f847706ece0380d4ed691aba	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2-run2/png-c5-run2.json	31fc8e771a42c588f221ff1fb7e525c19e504aae	c4afd718d25d8df03fd0e6bad046b087453ea7251fb05f6ded235b95fb5acc8a	129789	129789	c4afd718d25d8df03fd0e6bad046b087453ea7251fb05f6ded235b95fb5acc8a	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/json-c1-warm.json	1dd2aa5cc3914c16501aab4f57ce0fe897b99623	15d51ebf4a0cd6945102a3b5a9d7d5e49f50cc9507c21f5c647131abd37b8931	19301266	19301266	15d51ebf4a0cd6945102a3b5a9d7d5e49f50cc9507c21f5c647131abd37b8931	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/json-c10.json	71436c6ff6980edd59bc846cc490f3b6e46285b3	bc833c426b6d6a18a00ae544f94a1b681eba8dad4c302201e8f86598f08e9de8	1466591	1466591	bc833c426b6d6a18a00ae544f94a1b681eba8dad4c302201e8f86598f08e9de8	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/json-c25.json	137f5ab05d927d8a7db3b1ae1088a2e3db9651ae	81602eeaa31d01a73e5ca7c2b12de1545551e9d0bdce6d7eb2019a2fefa975a8	2445446	2445446	81602eeaa31d01a73e5ca7c2b12de1545551e9d0bdce6d7eb2019a2fefa975a8	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/json-c5.json	462ac1e4af4d3c6cd8e674c20c4a23b052c30338	23f6279e58b0b268c767a9d9d49eb2b9353f4d1131e435ee44cb8d13668e3d0a	978401	978401	23f6279e58b0b268c767a9d9d49eb2b9353f4d1131e435ee44cb8d13668e3d0a	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/json-c50-burst.json	033c8e4c0337fcdbeaa6ac7e121cb0d82b0b281c	8e98dd18115562dc14050777d56b9256bf5c00161f4d32dac1945eb83d5eab8c	2445798	2445798	8e98dd18115562dc14050777d56b9256bf5c00161f4d32dac1945eb83d5eab8c	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/mixed-c25-sustained.json	9024a450a1365cf5d3e7478c26fa4fa2cd0120cf	dac188ce06cab681b9c7be2617439a161967551c123d08a33c0226c58c20968a	46331756	46331756	dac188ce06cab681b9c7be2617439a161967551c123d08a33c0226c58c20968a	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/png-c1.json	206fcf41c045705b803146f103bead893c9b125e	4f859242482b5d3483f8db670cdc0c1b206f53b32a8bc41009f941993a548285	62616	62616	4f859242482b5d3483f8db670cdc0c1b206f53b32a8bc41009f941993a548285	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/png-c10.json	88961660feead45d49bc8a3ac656c80fa4906add	ae7d1c6fa31880974abbefd2510e14543bd7476f69149898a8ac6c294c1a4809	132838	132838	ae7d1c6fa31880974abbefd2510e14543bd7476f69149898a8ac6c294c1a4809	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/png-c2.json	0437085800dfff8f04dc9b1ff696504cb67ed4da	3b29ca43e3a60f27091afa02b0ee5abc1a02699a559bd7324c2ffe0b6a0641f9	125572	125572	3b29ca43e3a60f27091afa02b0ee5abc1a02699a559bd7324c2ffe0b6a0641f9	true	true	true
docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2/png-c5.json	65cfb0b04d42cf13bd867925d2ba16f1918f5275	244ae3161c3daa9ebb3dfb6dd80fd22df0188819be49ccff0dbb57597cf59614	131144	131144	244ae3161c3daa9ebb3dfb6dd80fd22df0188819be49ccff0dbb57597cf59614	true	true	true
generated/public_surfaces_prefreeze_candidate_v48.json	6cceaed2ebc9c3cbe2c3b643d667a8128713471a	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	190067852	190067852	b16bb0158c3ea27cee2909e96631ab84f3c8f6d0356476e45e641eb27edb4f48	true	true	true
