alias_id	round16a_ledger_id	round14_evidence_id	pair_id	source_id	common_field_count	common_fields_json	exact_match	derivative_rule	net_new_evidence_object_count	record_sha256
R16B-R16A-EVIDENCE-ALIAS:542648d158a31a84b68a18f5b2237b1b5dfc16738b0ea7ade2feaf2b0ddcdf3d	R16A-R14-EVID-023-01	R14-EVID-023-01	R16A-PAIR:dae6d5bdc42db87c65a4d0a33531ff5a2a564d44a23da5ca929889a1cafc187d	COMP-SRC-017	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	3d7d7ecb718565c2e438134edd76c3baa99a3ebf5058a5e335e1a2b49822c904
R16B-R16A-EVIDENCE-ALIAS:62d33ec76f9af8e30e0335ee6b52ec92b2edea249989d83b30681576ecab1e82	R16A-R14-EVID-008-02	R14-EVID-008-02	R16A-PAIR:5841a12151ac0ce714f0b8e279e939bed009b3f2be71086cde6033cbbd11b4ea	COMP-SRC-025	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	7e101d71e8860cbd6ada9f0d8f4024ce9e966b825ae35dcf15b53e0062e52f6c
R16B-R16A-EVIDENCE-ALIAS:65bf4e32725d940412b428001e0f35e43d865e0075b102fb4a59c00e559875b0	R16A-R14-EVID-003-01	R14-EVID-003-01	R16A-PAIR:818cc370417319af9a65fec5211969862df5c48a821265533ba289932e57b18c	COMP-SRC-009	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	8ac64168adf930cb394d591467df42f500607afc92d9485e79660c824811f845
R16B-R16A-EVIDENCE-ALIAS:691d439c1a2c0c09ebf6552b9bdc6dca55e3f86d9fda0fe4f301f86940d02c81	R16A-R14-EVID-026-01	R14-EVID-026-01	R16A-PAIR:e4dd482b1640cfcb9b444d8f885574701e6114b0ca6a50ff59fc0bf8af5281ed	COMP-SRC-001	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	e2f16bbb993b8876993a7979d1cbb34d3d4493fb81c637bfb9164852bf48e91a
R16B-R16A-EVIDENCE-ALIAS:6a553a249bfc7af846a80ea56a1d4764f861a67a2607d84663f38c3314084fe2	R16A-R14-EVID-002-03	R14-EVID-002-03	R16A-PAIR:27598c04934f3d33ad80dfb1aecc18d272cf86ee7fe3a726a95aae81144dfb06	COMP-SRC-009	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	500381a4dc01e57c3e48ee998f53952b5f2fa1c316614749e0e934702bfe56cb
R16B-R16A-EVIDENCE-ALIAS:6b3eb4a298bf921360e8dfe14fc534b4e34907349bc7d07d8860ee5d98d17f6a	R16A-R14-EVID-004-03	R14-EVID-004-03	R16A-PAIR:a364e4ea20e2f9e24e1fc980dc1ab703ae69a0fc86aa626a14e45cca0ea3bbb2	COMP-SRC-010	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	7340e7116c5d90aa6b2efc725008403bb14a3ca33b2f83fdc5d6a55783c7b9b0
R16B-R16A-EVIDENCE-ALIAS:6e86addf94501e39549ecdefea743fe455afd5f5072b9e1f883126b3b3ced51f	R16A-R14-EVID-013-02	R14-EVID-013-02	R16A-PAIR:4cf124f8588611ba0a2f76bce26ab0b5890dcfcf71d9283888d62d58bcdb974a	COMP-SRC-014	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	c822420ad1fdf38ad85468eeee60035bb5f8d98dcb043caef4053b20d9674198
R16B-R16A-EVIDENCE-ALIAS:7be3cf60b038090e1e5cb60cc0e16c8f2696670eada7662f12df911798f00103	R16A-R14-EVID-015-01	R14-EVID-015-01	R16A-PAIR:591aa3897c3e0e455ef4bc05b36550f3d010af9e84be8a08c199676025fdeb04	COMP-SRC-013	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	dba1429ab1fd9df94d21c02ce618056e0fa665aa83a6c1908cceda9d7573aa1b
R16B-R16A-EVIDENCE-ALIAS:7e9b80c4885cabbc01a4f9cc5d3b0a40fa2148b0b0cf2f8fe6f56ae4c3d47a7d	R16A-R14-EVID-011-01	R14-EVID-011-01	R16A-PAIR:891e0c3d300d8c4af59fbef2f00d164ee9c22df4148122c54ed84daee1dcb37e	COMP-SRC-020	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	082fa82911ffa7749fe865692a60bd4b44ef6cdd966c09e4ee30cb1d08bd8154
R16B-R16A-EVIDENCE-ALIAS:7f04b578729b1c2a10891baa87f31bd2451be7b8e9ab3bd232d873f487c8ea5d	R16A-R14-EVID-009-01	R14-EVID-009-01	R16A-PAIR:f82795fcaba53ac0c255461d014e82b9e563362b645b4c65a58e27644e22c54c	COMP-SRC-025	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	9d9c5482e216a4435b29ad10993a567f0699ff621416f47df9c329f264fe3221
R16B-R16A-EVIDENCE-ALIAS:81013c856d3251a9c6bc6f1fe38bf8fa5f1d806e493f011d2e779f392542f856	R16A-R14-EVID-022-01	R14-EVID-022-01	R16A-PAIR:3d61d7d805faa305a676cbdac54f0ac3a84f596f18cc65a747dfe8623626db2b	COMP-SRC-011	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	7051fdc7287238240148be398bfab21aad6e1e6154423c21d27df1009b4202c5
R16B-R16A-EVIDENCE-ALIAS:8302b46a97318b246a105c316217a69d77f9087eed7395d1871217f3c6c0c0b5	R16A-R14-EVID-034-02	R14-EVID-034-02	R16A-PAIR:f5359142afc7c04e6307b8067e0d2ce9b0630699a3ab7783209027a477e374a8	COMP-SRC-002	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	a4518d2907716b3e5324c99af6c837e7dd0efb3fc7f0d1ba0e24c973091ae765
R16B-R16A-EVIDENCE-ALIAS:8f2b9d3e3a0d25b7d9b1d6bc2a078fe55601a00919d540dc6b283bc9ad881239	R16A-R14-EVID-019-01	R14-EVID-019-01	R16A-PAIR:2f2ea4ddf1a964b76fab37c87c58dcc09f56dedf86f676fc6d2c6b17d3100ca0	R14-ARC-003	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	5326debfa22b05069eeb12a0122415765378750e076083e84d078748d54c5822
R16B-R16A-EVIDENCE-ALIAS:8f565862a87d344383cfff81946f16d0ebbc8a742c977b28eb8d4a30efa78952	R16A-R14-EVID-025-02	R14-EVID-025-02	R16A-PAIR:2fb40ef64bcc18fa7dd684c792470cbe5b8a6149ae62e53f69312d9f53f8cad3	COMP-SRC-021	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	7019866ee399d4ecb81cbb00656b0e53bc4de781f91039656041cca54f13a408
R16B-R16A-EVIDENCE-ALIAS:95dee549238cf9fbbbe09f93a9032ee12cf9731d4713cbbfedcdebe76150ef82	R16A-R14-EVID-028-01	R14-EVID-028-01	R16A-PAIR:80281c11240e2664fdc3d4b0a36d6a76e0cbf2fbdd0fc71753b46528285ae31e	R14-ARC-001	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	66055428187877452cc49ecd9faab653e2fdb38581d3313c95946499656529c9
R16B-R16A-EVIDENCE-ALIAS:9d5d95a9276a4ac2b713c0e4fdf708f19037874ed586db21dba2c7debb2e94c2	R16A-R14-EVID-007-01	R14-EVID-007-01	R16A-PAIR:e153332b67669fdaa24f256bfcf61135e56eb2894e48481afc71ae4327c81422	COMP-SRC-025	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	c5a72cefd8853d9a48b188f1eee63bb78866b1bdfe080e1335c5255a86474720
R16B-R16A-EVIDENCE-ALIAS:a17e9c4f9325af9e0d9bb8c15e4df528d9b9d8fcfdaaffcd3b96df7a675e8394	R16A-R14-EVID-002-02	R14-EVID-002-02	R16A-PAIR:27598c04934f3d33ad80dfb1aecc18d272cf86ee7fe3a726a95aae81144dfb06	COMP-SRC-010	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	134e8ed6e58088fd34bf8ffc0a61219c31d5314f563433d85b15cdf97f87da99
R16B-R16A-EVIDENCE-ALIAS:a5427a765e099bce3f029a3761f7597ff7e295bb376db7276c6ca328f6108db8	R16A-R14-EVID-016-02	R14-EVID-016-02	R16A-PAIR:85e32fbf7d295e72068df767318096879ed6af2c4af16cadd1313e3fca88fa26	COMP-SRC-005	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	a9ca6db1941347906c5dcd765f0c8080d0232a35aa34b6f0aad36d993464ea48
R16B-R16A-EVIDENCE-ALIAS:a81baddc635de8d54effaf7b6ec8eb11c82631aa5a4fbc5c1d3f2f1a86268a37	R16A-R14-EVID-004-01	R14-EVID-004-01	R16A-PAIR:a364e4ea20e2f9e24e1fc980dc1ab703ae69a0fc86aa626a14e45cca0ea3bbb2	COMP-SRC-009	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	6fe6c2607efe5f098c9a2f47b05d2143dc3b75b02f4337736d794878814a8d7e
R16B-R16A-EVIDENCE-ALIAS:aa9af365c17301ee2638fc963aa47dd7c75f54a56e89c5f3d28c30bc4034dd14	R16A-R14-EVID-014-01	R14-EVID-014-01	R16A-PAIR:c58fe913fc06f2896c1022f7ccc0e9de1b0f7f1121f09c7d18162d40fe764cf9	COMP-SRC-013	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	bc7b184f33e38017d0f996608894435b9e81ace5c0cc15f0bcd60610e3a5454c
R16B-R16A-EVIDENCE-ALIAS:ad6355438178744f6a752e92b005a701cc1f12a3286d1d20455692ca284fbe4a	R16A-R14-EVID-017-03	R14-EVID-017-03	R16A-PAIR:b4f5681b10410d082921b5dfe618fe94f639c10ae3dcb51eb904a4e02db3b9bf	COMP-SRC-008	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	ab63668f090f17d900a2d43fc0ef0a5639323c21dcd695e5fc36cc2853669851
R16B-R16A-EVIDENCE-ALIAS:b0ca1ce1123cf66fff7c5c04460f822f4b7e0391226d21c94d3392886e879643	R16A-R14-EVID-012-01	R14-EVID-012-01	R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f	COMP-SRC-020	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	17be5e345046c3010cd59597b530dbfae8c1af3d639b2c97b6438e814a41e67d
R16B-R16A-EVIDENCE-ALIAS:b178296405877dcf92de35e27c8c4d7af0409d2d168b9089bc3163fead8cae0f	R16A-R14-EVID-002-01	R14-EVID-002-01	R16A-PAIR:27598c04934f3d33ad80dfb1aecc18d272cf86ee7fe3a726a95aae81144dfb06	COMP-SRC-009	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	945092c6dfcd161752a56f19e1cf3ed4b7b25ba03c3f0cb09e36b349d997f8cd
