parent_checkpoint_sha	review_tranche	family_ordinal	candidate_id	participant_set_key	trigger_occurrence_id	source_occurrence_sha256	trigger_id	trigger_class	emission_kind	source_path	input_surface_id	input_record_refs_json	source_locator	content_hashes_json	upstream_record_ids_json	upstream_source_ids_json	upstream_locators_json	occurrence_evidence_class	classification_detail	classification_reason	evidence_use_disposition	exact_group_support_status	source_text_review_status	rights_review_status	human_review_status	counterevidence_review_status	scope_split_need	product_eligibility	pair_projection_created	association_activation_created	explicit_nonclaims_json	record_sha256
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:36d649bc0fe0ea5124bc3f2036bb53427b21e2b3054e18342be9d3bc8e30a986	3e0285caa9826ce6514eb3735a246e5e9fd2a5322e02db7e421c1e9814db05e2	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-TOPOLOGIES	"[""R16A-TOPO-DCA1BE6C1FA5A4C9210A""]"		"[""dca1be6c1fa5a4c9210a11ec74bace764a95f9e24ff4152578a5b1485d25b948""]"	"[""R16A-TOPO-DCA1BE6C1FA5A4C9210A""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	35b50344b6e24f1cccb3eb32b1cfab9f3cbb329709b50cd7e3d89b82a30d17cf
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:3dee7e6d24b0e01541565a815aa31d540480d2a6f3c8bb138f871899d6eafc14	f02f7fe487e3793e4511b1672009e52067aec2feadc73b661370ba4c241d7c3c	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-BBF31442BB323BF620E9""]"		"[""aa88558e7d38bf883600d2c2ecc227cb0e2ce56abdd18a2ae453e7166c69f898""]"	"[""R16A-PCOMP-BBF31442BB323BF620E9""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	e1db673f42b7f0f76d3c1854ae56c848b366ac1f85c3175d92ce2ff353e87e2e
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:46d6c6fed1b94ab4e391f7445eb87ffb081908eed911ab86e13b94202f5739da	f6063d9029883be2b2fa6448737e0dcb0cbf561cf4dfc8d74d7f89ea3aaa7573	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-00AEE71993B93492760D""]"		"[""012c0aaf66e604cac38cdb523f1d69d2a041f5e3394ede6c8cc4dfd22b603b06""]"	"[""R16A-PCOMP-00AEE71993B93492760D""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	19a3520e4a65d08b11b9ae0360cbe070a5f3b52c5eb6ad2a48a58f407498eb21
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:4cfc9f09f61a00274c4a8b9838bc07f00ecb190c6564d019b7998a8deba04163	422b507781e0c73a400ad0691c3dfcc661dd96bd69eef096bbfc0b93bea4eaf8	TRG-004	ROUND15_COMPOSITION_FIXTURE	PRIOR_STRUCTURE_REVIEW_FAMILY	scripts/trace-v49-exploration-composition-engine/fixtures/composition-fixtures-v1.json	R16B-LOCAL-SURF-R15-FIXTURES	"[""R15-COMP-004""]"		"[""2e5256ce959e6b38710a438f633ac2e59db1d01f1a709ccee8bfab764a2b653e""]"	"[""R15-COMP-004""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	112291b69ed53afd2d1ec318dfd38da4bf66f5b03dc5bcb7d2b798b33a4366b4
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:586d3a6d5cf5a86346f09a2acc3c012995d96969344029be49a7cb358e8645a2	c8326ef43359eb79d763ea6f8a2df5bb99271d6b80b1986bb66344ed4bc0f344	TRG-004	ROUND15_COMPOSITION_FIXTURE	PRIOR_STRUCTURE_REVIEW_FAMILY	scripts/trace-v49-exploration-composition-engine/fixtures/composition-fixtures-v1.json	R16B-LOCAL-SURF-R15-FIXTURES	"[""R15-COMP-017""]"		"[""bf219dd009dee53258f773d1461b114dc56b52b43db3ff525b60663df5c7ff74""]"	"[""R15-COMP-017""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	bd71263f431731fe1bcde27cc6c7851a3d536ac3e0aab8f0180a17a6140184f5
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:58b5dbb2f897a729623f42f1e04e5c816a4a31af8fcd5eac453bcc85031c1664	c841db5e9a7b3442db0e8578d5416b07736d3797a5185bbadec7f06d88588c0e	TRG-004	ROUND16A_CONNECTED_SUBGRAPH	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-SUBGRAPHS	"[""R16A-SUBGRAPH-5864EACF9ED32676903D""]"		"[""5864eacf9ed32676903d5476b6bb67ca5c132dcdf1230d7346febb5b060e2522""]"	"[""R16A-SUBGRAPH-5864EACF9ED32676903D""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	3b549a6252e97b4f0e1db27d451c14055b2fe7d801a99bee37735d1ad990851a
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:5e3fd73dc271a70f569c0a8f42cf15541ed1857edf8c687c1ae433cc250b8d43	19dd020ef988c228f3e68080e16ecd0cc00a8ae5aed21887d4d469eaa79cb2dd	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-TOPOLOGIES	"[""R16A-TOPO-AA88558E7D38BF883600""]"		"[""aa88558e7d38bf883600d2c2ecc227cb0e2ce56abdd18a2ae453e7166c69f898""]"	"[""R16A-TOPO-AA88558E7D38BF883600""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	646e7b37bd53f7b42bd8649ef48d2f77d45b4e9095b08b57b69eb951cfc7614c
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:5e8c00dc1a507a071d5cbc17d7667e88d040705008ff161fce485fbcb2910cc3	dc1ef0d0ecb6d141284f400b88b27e9605afc21219bdc3acaf7f644d57e54a62	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-TOPOLOGIES	"[""R16A-TOPO-F9C253D359466B36EE16""]"		"[""f9c253d359466b36ee1674f795faf1eb474975edf2d43815b50c0b8eb48c3bf9""]"	"[""R16A-TOPO-F9C253D359466B36EE16""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	61cb15e2a449b48d1d3005744ce5182261ea02d56ef8eea477d32c996e5ed288
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:5e8ce92a931c30585b86ae4cd339288455d83a17b93467f2f59408941105fead	a944a4813483a1071b6271a3cc5639890bc481b002a45da93231fbe469f4926a	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-2022D6D38C3E8D946120""]"		"[""55cc88b59bc566f8befee38aa59f230be102a2e25c4db4950cb8b7c70d93c215""]"	"[""R16A-PCOMP-2022D6D38C3E8D946120""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	fcc035e3930cbc9636e5a6af9cd7585447945fa08a5fa914f77ee92974b4e7a2
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:61ad00846aeb8b4874c0462f67408059a2282c56a6253d86e80ad2a1fe0be315	081a9807c99872a1a21217652a8f94c6290fccf2118f44db824e70a268608f0f	TRG-002	ROUND10_DIRECT_PASSAGE	DIRECT_PASSAGE_REVIEW_FAMILY	docs/research/trace-v49-design-history-relation-grammar-round1/07_GRAMMAR_ATTESTATION_REGISTRY.tsv	R16B-LOCAL-SURF-R10-ATTESTATIONS	"[""GRAM-ATT-001""]"	Introduction; PCM re-evaluation	"[""a1a7afde8003fe56918e6ee2975660fd33ea0add40d682694aabc2f6a973c7f9""]"	"[""GRAM-ATT-001""]"	"[""GRAM-SRC-001""]"	"[""Introduction; PCM re-evaluation""]"	EVIDENCE_BEARING	EVIDENCE_BEARING_INPUT_NOT_YET_GOVERNED_SUPPORT	Locator-bearing or bounded upstream source record; retained only as an input to scoped governed review.	SCOPED_REVIEW_INPUT_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	BOUNDED_UPSTREAM_RECORD_PRESENT_FULL_SOURCE_TEXT_REVIEW_OPEN	OPEN_FOR_ANY_SUPPORT_USE	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	95661d9edf7a39ff47407d1deec509a906b228cca5a0b03b4db5aa7d94d7d980
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:66fbdbd1bccb2d3e6d8a509c0320b1434cba04147ada60f6e995a66b2a2dba77	13543bace45131164bf9943cad8e46ac2dac1a458492bc96bf1dbef452ed1a64	TRG-003	ROUND14_ACTIVE_PAIR_SHARED_LOCUS_BUNDLE	SOURCE_BUNDLE_REVIEW_FAMILY	docs/audits/v49-exploration-association-calibration-round1/raw/evidence-provenance.tsv	R16B-LOCAL-SURF-R14-PROVENANCE	"[""R14-EVID-002-01"",""R14-EVID-002-03"",""R14-EVID-003-01"",""R14-EVID-004-01"",""R14-EVID-004-02""]"	abstract and PCM currents	"[""7a109c0a7a487fae5e9243ca6afda5ebae7fee62748323d7a157cc6ec05e7f1c"",""7b7bc0736c53bf90a4bb2f1ece01daf21565df9ea7b66e3f5ae2604fafd6341d"",""8ad98f43dfa9e4968c3072086e30946629b9b6f030fc93ca6eee81172785ec88"",""d0ab403533b8e5f48dd4a0a55f8b0aab296415dc9b350db5748cfb51058a4c76"",""ed613a13c12acdb99fd617af10ed70a0f2d0cb9c2a1e87888bd06cd120f4f20f""]"	"[""R14-EVID-002-01"",""R14-EVID-002-03"",""R14-EVID-003-01"",""R14-EVID-004-01"",""R14-EVID-004-02""]"	"[""COMP-SRC-009""]"	"[""abstract and PCM currents""]"	EVIDENCE_BEARING	EVIDENCE_BEARING_INPUT_NOT_YET_GOVERNED_SUPPORT	Locator-bearing or bounded upstream source record; retained only as an input to scoped governed review.	SCOPED_REVIEW_INPUT_NOT_SUPPORT	NOT_GOVERNED_SUPPORT	BOUNDED_UPSTREAM_RECORD_PRESENT_FULL_SOURCE_TEXT_REVIEW_OPEN	OPEN_FOR_ANY_SUPPORT_USE	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	3246a769985a1cc0599e5af80bdec44935ad5f5969bad532b268744de5410b2e
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:6841d3f0bce1153d13aead70e969a7907aa101aad34d1ea9ff621a9818394fae	64ca7142fb34a871eeb10973a715fd591e778a91722995d4e47104bbfc6cab37	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	frontend/generated/trace-exploration-v2/production-read-model.json	R16B-LOCAL-SURF-R16A-PRODUCTION	"[""R16A-PCOMP-53015A736A6AE3EA4585""]"		"[""aa88558e7d38bf883600d2c2ecc227cb0e2ce56abdd18a2ae453e7166c69f898""]"	"[""R16A-PCOMP-53015A736A6AE3EA4585""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	e09f17852b11ea9df1ced8b959c92d169296d6ec6a3962d3a0c5d80b3939a0d5
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:6b815da116e4c885b4198447462d9ac90d0381567945f792b34090425a95ddaa	7a0ca557599bf7eee4345c70b71c620ea7565c1fcbb148b17ffa952354662fed	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-TOPOLOGIES	"[""R16A-TOPO-71C155BD05F0839E1212""]"		"[""71c155bd05f0839e12126f2d6aec669b52de86171800d50daa46416e9e1fc921""]"	"[""R16A-TOPO-71C155BD05F0839E1212""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	3fb609987dcfdb3c3fdca3a3b8ef985ec846a6f5147b8d4457a1624864dbf83d
068c92151a935cfb9e4adc36b150c6800a6de9a2	CHECKPOINT-005-EVIDENCE-TRANCHE-A	2	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-TRIGGER-OCC:702e4379f69dd7c264acb0f89704520a9b6051d95a432211641862f509935fcf	7cf49286d88de8a85e727597bf70f60226d6dbd019646b09ab018949e0a3b92e	TRG-004	ROUND16A_CONNECTED_SUBGRAPH	PRIOR_STRUCTURE_REVIEW_FAMILY	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	R16B-LOCAL-SURF-R16A-SUBGRAPHS	"[""R16A-SUBGRAPH-8626D7F8F98388E2D8B1""]"		"[""8626d7f8f98388e2d8b1b536bf1332caea5771a992f7dcc067f86a63a1ba2a93""]"	"[""R16A-SUBGRAPH-8626D7F8F98388E2D8B1""]"	[]	[]	STRUCTURAL_ECHO	STRUCTURAL_ECHO_NOT_EVIDENCE	Prior composition, topology, subgraph, fixture-derived product record, or production read-model descendant; structure is not historical evidence.	NOT_EVIDENCE_RECONCILIATION_ONLY	NOT_GOVERNED_SUPPORT	NOT_APPLICABLE_STRUCTURAL_RECORD	NOT_APPLICABLE_TO_NON_SUPPORT_CLASSIFICATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	OPEN_FOR_ANY_ASSOCIATION_ACTIVATION	PARENT_MUST_SPLIT_THREE_CONDITIONAL_SCOPED_CHILDREN	INELIGIBLE_NOT_GOVERNED_ASSOCIATION_SUPPORT	false	false	"[""the three active internal pairs do not establish group coherence"",""structural descendants are not evidence"",""no scoped child is active""]"	978c95b2f711990b432376d68c5c56039e02d6317a48e5ce1aa459f9b5c65ca6
