trigger_occurrence_id	trigger_id	trigger_class	input_surface_id	source_path	input_record_refs_json	locator	content_hashes_json	raw_participant_labels_json	raw_participant_sense_ids_json	participant_sense_ids_json	participant_set_key	scope_hypothesis_id	polarity	emission_kind	candidate_id	incidental_or_excluded_labels_json	notes	selector_version	occurrence_sha256
R16B-TRIGGER-OCC:49cb9d069aea84c9d51b82c5b1aac592d22b64e75d1f7ddbaebae7370c40eef4	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	R16B-LOCAL-SURF-R16A-TOPOLOGIES	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	"[""R16A-TOPO-3BB31598D844265BBB49""]"		"[""3bb31598d844265bbb494ad432cdc02fed1533116360d09de628649b9a0d30ae""]"	"[""trade"",""design diplomacy"",""propaganda""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	R16B-SCOPE-HYP:b2c516e6cba9f3c5fc020e0fd875da0b59f76aff015d9b03af158b758a0acba5	PAIR_DERIVED_TOPOLOGY_ONLY	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	[]	Presentation topology BINARY_CONVERGENCE is not historical group semantics.	trace-round16b-local-candidate-selector-v1	30922a8025c44e760ad0bb865d72043f83ed1a6bff9de5879c657bee1e53667f
R16B-TRIGGER-OCC:4a30e070993f4f440619bcb43e26facb8bf845e776fd1f4807cea9f6f5080572	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	R16B-LOCAL-SURF-R16A-TOPOLOGIES	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	"[""R16A-TOPO-D1C6FE941996EF0F6097""]"		"[""d1c6fe941996ef0f6097c82ff47014de2ced2a0beb667c597911e2c963365165""]"	"[""design diplomacy"",""exhibition"",""propaganda""]"	"[""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	R16B-SCOPE-HYP:a3ae6181d2d05eb8b8323646f7ce7ffd6cfa7305b63a1d99d328d4d2b3326be9	PAIR_DERIVED_TOPOLOGY_ONLY	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	[]	Presentation topology LINEAR_PATH is not historical group semantics.	trace-round16b-local-candidate-selector-v1	6f4a2af9497dbf646181c7dda569d766a21e757045305b0bdce8dd953caa9b58
R16B-TRIGGER-OCC:4a552b0837b9dc70ac753b2f548c898160a6230d19801079190a28ff8b208071	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-32701ABAECD06D3B398F""]"		"[""d1c6fe941996ef0f6097c82ff47014de2ced2a0beb667c597911e2c963365165""]"	"[""design diplomacy"",""exhibition"",""propaganda""]"	"[""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	R16B-SCOPE-HYP:341eddeedae187992fd790157c5a980003669775cd46258d80c9f8955ecc5f27	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	d0aafb20f75b6094f4c9a4cf4bca6a0ef88ae2528e0ee128c274dcb951f4cc25
R16B-TRIGGER-OCC:4a78500427266d1cb966b287072f42aa9b041973be551154a2ff489d47ca9f7d	TRG-004	ROUND15_COMPOSITION_FIXTURE	R16B-LOCAL-SURF-R15-FIXTURES	scripts/trace-v49-exploration-composition-engine/fixtures/composition-fixtures-v1.json	"[""R15-COMP-006""]"		"[""6af0caf1ddb74de11fba79f6568646e36717b6736b26df577beca91e79414c72""]"	"[""material displacement"",""supply chain"",""professionalization""]"	"[""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb"",""R16B-SENSE:aaba242b61f07fc7756aa5d54b3d132896c230e138451ec96ac3b40b8c2c3ec3""]"	"[""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb"",""R16B-SENSE:aaba242b61f07fc7756aa5d54b3d132896c230e138451ec96ac3b40b8c2c3ec3""]"	07d5c44f285178774f70755012d2745feec81d240210c340b5910a738ae0a837	R16B-SCOPE-HYP:a543c136fb65828383c5dbbdde1c795cd6ca3f8e98e59aa8f12f86296d5ce043	PRIOR_COMPOSITION_RECONCILIATION	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:07d5c44f285178774f70755012d2745feec81d240210c340b5910a738ae0a837	[]	Researcher-authored composition fixture; renderability and fixture admission are not group support.	trace-round16b-local-candidate-selector-v1	8600f5ec6d3b32b17ba3927e93a91f99057c52a1ef9a5b9e7d56d437a98b4b96
R16B-TRIGGER-OCC:4b3633a82fb5e23ad1706e555c6092c915533da4040ca62b6195a45facbb2f24	TRG-004	ROUND16_LEGACY_COMPOSITION	R16B-LOCAL-SURF-R16-COMPOSITIONS	scripts/trace-v49-exploration-real-database/real-composition-registry-v1.json	"[""R16-COMP-THEME-01""]"		"[""91c9f636257dcc0940fdce6b1afc93c1d4b18eb44cedcc21cb314319bc1a4f47""]"	"[""design diplomacy"",""exhibition"",""propaganda"",""trade""]"	"[""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-SCOPE-HYP:a0e4b4dd5f2a2557dc8e0c3223c8526356d400ce1b11bdee54a4d96518f2eb82	PRIOR_COMPOSITION_RECONCILIATION	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	[]	Legacy product composition requires independent global-coherence review.	trace-round16b-local-candidate-selector-v1	c3a03497c8617beb6468b8bf1839d5c5439a1a20e8673ee2c2ccffa8ed840f99
R16B-TRIGGER-OCC:4bb8afd942a21213f663bd004d73f3bfa54ef0b312f980d77335f609e0214772	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-9727C78F3674778FFC42""]"		"[""2b3b8d7c5af03b42652bbbaa4fc47fe1c2f88e4408a9f030bfd11d1a1cbf1616""]"	"[""adaptation"",""cultural negotiation"",""rejection""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	R16B-SCOPE-HYP:00fba3784023c1ee7436d7ebb7fa8de9eb891455fc375bb293e0a40b9f1b32b2	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	219df907c16f917ca516b4fb0b16d6acb64a0b4396ede453a73d6b89f3c2eb4a
R16B-TRIGGER-OCC:4bfdc2db99ed7ceb7fb34cd97be705ecb8c0ac006a6c96456493a5c605a4b109	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	R16B-LOCAL-SURF-R16A-TOPOLOGIES	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	"[""R16A-TOPO-2D53286ED659EACC1EA0""]"		"[""2d53286ed659eacc1ea0a2b771933697db05b3c812e6a88432101343c91e8ef7""]"	"[""trade"",""design diplomacy"",""propaganda""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	R16B-SCOPE-HYP:fa2cf1b4a536dd89ac78a4104bb08a492cfb61c235a671658450f2c6e77b8c14	PAIR_DERIVED_TOPOLOGY_ONLY	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	[]	Presentation topology BINARY_FORK is not historical group semantics.	trace-round16b-local-candidate-selector-v1	8faad6e28f6d676112b5df6cd35728f3b1d3ef33ce7ea9327f736183c60d2a89
R16B-TRIGGER-OCC:4c092749b453ee6576120fda2fc88ba3f3711430059d0df4f9b673b8253ad68b	TRG-004	ROUND16A_CONNECTED_SUBGRAPH	R16B-LOCAL-SURF-R16A-SUBGRAPHS	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	"[""R16A-SUBGRAPH-F7CE9082FC65E34BBED8""]"		"[""f7ce9082fc65e34bbed848afa166776d3095b048afaa8dbdf200b0036661cee2""]"	"[""trade"",""design diplomacy"",""exhibition"",""propaganda""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-SCOPE-HYP:dd90f14b244848ded29de7e050c5016287e2aebba43a2714e6711d3147410e33	PAIR_CONNECTIVITY_ONLY	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	[]	Connected pair graph is a trigger only; it is not group-level evidence.	trace-round16b-local-candidate-selector-v1	fba49991e0f5aec38f92817e65a6962d554f81d7be3d4bc5cfa2f63d6eb5f38e
R16B-TRIGGER-OCC:4cfc9f09f61a00274c4a8b9838bc07f00ecb190c6564d019b7998a8deba04163	TRG-004	ROUND15_COMPOSITION_FIXTURE	R16B-LOCAL-SURF-R15-FIXTURES	scripts/trace-v49-exploration-composition-engine/fixtures/composition-fixtures-v1.json	"[""R15-COMP-004""]"		"[""2e5256ce959e6b38710a438f633ac2e59db1d01f1a709ccee8bfab764a2b653e""]"	"[""production"",""mediation"",""consumption""]"	"[""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6""]"	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	R16B-SCOPE-HYP:5f839990a19ef702840ff060110e45798be03d42f875068ad26ef4f5a4cc10ee	PRIOR_COMPOSITION_RECONCILIATION	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	[]	Researcher-authored composition fixture; renderability and fixture admission are not group support.	trace-round16b-local-candidate-selector-v1	422b507781e0c73a400ad0691c3dfcc661dd96bd69eef096bbfc0b93bea4eaf8
R16B-TRIGGER-OCC:4d162efd7efa1b4af2ee4a9df76d1432fae9af7c0f1e6ca801ad87c3a8527a0b	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-CC5CE0DB07DCB0566D8A""]"		"[""66757a325d99cbd58b1470660843c11097249964345115ecd02ec0324e4d8c93""]"	"[""supply chain"",""production site"",""material displacement""]"	"[""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb"",""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64""]"	"[""R16B-SENSE:0ebc966b965fc5703be0f4bae727d337f32d83eb7db9066e926a2530dcfa0171"",""R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64"",""R16B-SENSE:697603bbe891d791295d478b3b16d10add9bdab1fd92826d63d8b630f3779cfb""]"	1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	R16B-SCOPE-HYP:767837b64beb0ddede7170008e3712e27e3f86cf021cb40b5cdcdb33a29a4d38	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	717f92ac4e97b67230e00929052cf0983f608f4210248806338c088bb65cfede
R16B-TRIGGER-OCC:4d507cb520e42772fc098dd40b515028e7b28bd08de43bcb4178db6d225ed752	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-ECCE0FD481A2C7C58502""]"		"[""7c42f9da2f984c1ecfd2afd7a6202e9690c01eaf7e4a3c00907a0050feacd839""]"	"[""design diplomacy"",""exhibition"",""propaganda""]"	"[""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	R16B-SCOPE-HYP:f447656b42f1d54a5e63adb85a1f1141168068fb7cdde405947bfd7f8bf64062	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	88e17633efccb55f9dc1763c31a666a21b3c4ee20ee9c95a04490718875b1349
R16B-TRIGGER-OCC:4dd37a5cfaa475f53c3e0c6fc0388e5c2721275c6736ce8a6338fbc7f6eae4d3	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-3F7A7C95533BFC98DCAD""]"		"[""3926ffd6932d5c12323096d4b5cb87aedda93f39b1ce1d1a039ff686d131534f""]"	"[""design education"",""institutionalization"",""professionalization""]"	"[""R16B-SENSE:9f5a38a6fb1ca9212921419af18b59d535ee2f944c89ce002dfa6db54090b9c8"",""R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb"",""R16B-SENSE:aaba242b61f07fc7756aa5d54b3d132896c230e138451ec96ac3b40b8c2c3ec3""]"	"[""R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb"",""R16B-SENSE:9f5a38a6fb1ca9212921419af18b59d535ee2f944c89ce002dfa6db54090b9c8"",""R16B-SENSE:aaba242b61f07fc7756aa5d54b3d132896c230e138451ec96ac3b40b8c2c3ec3""]"	15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249	R16B-SCOPE-HYP:335451fb376a468424f16a938138545e9042dbca349c88939765bf83bf2f7773	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	c83e91dcb874a7ee2a4dde8a84ece543efed13629cffe98b4ce91acfd7f974ba
R16B-TRIGGER-OCC:4dfc8774e100d8adeb51649e431dd4227e044bc3fb3ffcc8d68ec8fc7899c0ea	TRG-004	ROUND16A_TOPOLOGY_COMPOSITION	R16B-LOCAL-SURF-R16A-TOPOLOGIES	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	"[""R16A-TOPO-8777CA52318680854B32""]"		"[""8777ca52318680854b323c8b873c23d3d3d6df41379bf2a02b7f1e868c8faf2a""]"	"[""design diplomacy"",""exhibition"",""propaganda""]"	"[""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	R16B-SCOPE-HYP:9d0285be92cc745bf79bcba0f6087f91f80af26d6d745f0e2066ad7db910bde4	PAIR_DERIVED_TOPOLOGY_ONLY	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	[]	Presentation topology LINEAR_PATH is not historical group semantics.	trace-round16b-local-candidate-selector-v1	5eb1472971324428b964bf57d4478c388311fcde4cc1d0f66a6a09ab0086756e
R16B-TRIGGER-OCC:4e68b3362e6bbb32e06e5cd1c30f50ad1d104b524bbec6ecbecab04488a43b94	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-FE347BF663FF7F0EB064""]"		"[""0e33436025149bf94fbaca4d48bdde087b8f9806782585fd2ea2be1b4fbd8579""]"	"[""design diplomacy"",""exhibition"",""propaganda""]"	"[""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	R16B-SCOPE-HYP:507d5c808e70a31ffb7aaed519a13a1a0ff2e6527c4f0027551c52a948385c2c	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	2065024e4db4d97b150df16d4549937d921a3f02a420555eb9bc571f89830fd2
R16B-TRIGGER-OCC:5136878da5cd62f226077bf948c79dbf833a5883ed8e98adacfef60b53dc82d7	TRG-007	ROUND14_NARY_FIXTURE	R16B-LOCAL-SURF-R14-NARY	scripts/trace-v49-exploration-association-calibration/fixtures/nary-local-coherence-v1.json	"[""R14-NARY-006""]"		"[""528457afc7e542b85fddeb7a54b5970e6a45ff7a9df9d2812feeb086dc515cd7""]"	"[""imitation"",""piracy"",""cultural transformation""]"	"[""R16B-SENSE:3d5f8270a50edbaf14edbc7ae48c1cd8d230d94dbd0d1e60e116afca491720d7"",""R16B-SENSE:c6a305bac0ba3a375015fd389d830c7eb5ed46f883ed720ddfcb0dfff588055a"",""R16B-SENSE:1e7045ac788667d54d6b65cd2d78f8c378eb10d531dd198692143840ff9d766b""]"	"[""R16B-SENSE:1e7045ac788667d54d6b65cd2d78f8c378eb10d531dd198692143840ff9d766b"",""R16B-SENSE:3d5f8270a50edbaf14edbc7ae48c1cd8d230d94dbd0d1e60e116afca491720d7"",""R16B-SENSE:c6a305bac0ba3a375015fd389d830c7eb5ed46f883ed720ddfcb0dfff588055a""]"	c0a6431919578166078d9823cb9994e5819ab7d56a9bad39a0dcb45d056d892c	R16B-SCOPE-HYP:8c7fcf60e70650738e7f8b3e05d28986d42f54565fc912621d32a42bc43ec43f	SYNTHETIC_CONTROL	CONTROL_AND_REVIEW_FAMILY	R16B-LOCAL-FAMILY:c0a6431919578166078d9823cb9994e5819ab7d56a9bad39a0dcb45d056d892c	[]	Synthetic pair-binding fixture; expectedResult=PRUNED; not group evidence.	trace-round16b-local-candidate-selector-v1	1029efd039ad3af98245608a6c38436aed02f5d5afae7ec09e5959b9b11c49e8
