event_id	timestamp_utc	phase	event_class	observed_condition	corrective_action	verification_status	disposition
R16B-CP011-DIAG-011	2026-08-28T13:01:26Z	CHECKPOINT-011-DATABASE-ENVIRONMENT	HOST_SHMMNI_EXHAUSTION	Three isolated PostgreSQL initdb attempts failed before server start with could not create shared memory segment: No space left on device; shmget size was 56 bytes and the host reported the SHMMNI exhaustion hint. Roots were /private/tmp/gda-v50-r16b-db.Sqzr3w, /private/tmp/gda-v50-r16b-db.98qKvF, and /private/tmp/gda-v50-r16b-mmap.GlNIG8; the third attempt also requested mmap modes but initdb itself still hit the host limit.	Do not stop unrelated clusters; use the already-running isolated PostgreSQL 16.13 server at /private/tmp:55439 and create fresh, uniquely named databases for every replay.	PASS_FRESH_DATABASES_2309_AND_2310	PRESERVED_FROM_AGENT_TRANSCRIPT_AND_HOST_LOG_DATABASE
R16B-CP011-DIAG-012	2026-08-28T13:03:00Z	CHECKPOINT-011-DATABASE	SQL_IMPLEMENTATION_FAILURE	The first fresh v50 replay into gda_v50_round16b_contract_2303 stopped at database/functions/020_exploration_v3_integrity.sql:561 with syntax error at end of input in a CASE expression.	Assign the CASE expression to v_expected_composition_count and replay only into new fresh database identities.	PASS_SUBSEQUENT_FRESH_REPLAYS	PRESERVED_DATABASE_2303_NOT_REUSED
R16B-CP011-DIAG-013	2026-08-28T13:08:00Z	CHECKPOINT-011-DATABASE-STATIC-SCAN	COMMAND_INVOCATION_FAILURE	The first rg static scan treated a pattern beginning with --everything as a command-line flag and exited 2 with unrecognized flag.	Insert the -- option terminator before the regular expression and rerun the scan.	PASS_CORRECTED_STATIC_SCAN	PRESERVED_FROM_AGENT_TRANSCRIPT
R16B-CP011-DIAG-014	2026-08-28T13:09:00Z	CHECKPOINT-011-DATABASE-FREEZE	COMMAND_PATH_FAILURE	A resumed verification invoked nonexistent database/scripts/verify_v49_database_freeze.py and exited 2.	Invoke the governed verifier at scripts/repository/verify_v49_database_freeze.py.	PASS_CORRECTED_V49_FREEZE_VERIFIER	PRESERVED_FROM_AGENT_TRANSCRIPT
R16B-CP011-DIAG-015	2026-08-28T13:24:00Z	CHECKPOINT-011-DATABASE-INDEPENDENT-REVIEW	EXACT_PREFIX_VERIFICATION_GAP	Independent read-only review proved that the first v50 verifier pinned only FREEZE_V49.json itself while the replay duplicated a hardcoded prefix, so drift in one frozen file or sequence could escape the v50-specific gate even though the separate v49 freeze verifier currently reported zero drift.	Recompute all 126 frozen file hashes; reconstruct and verify every freeze sequence array; bind the cluster-role precondition; derive the 40-file replay prefix and four-file additive sequence from the verified manifests at execution time; document and repin the contract.	PASS_126_HASHES_40_PREFIX_FILES_4_ADDITIVE_FILES	CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-016	2026-08-28T13:31:00Z	CHECKPOINT-011-BUILD	SANDBOX_NETWORK_FAILURE	The first logged production build failed because the managed sandbox could not resolve fonts.googleapis.com for the repository's configured IBM Plex next/font assets.	Preserve the failed build evidence and rerun the identical build with approved network access; do not change application or font configuration.	PASS_PRODUCTION_BUILD_ON_APPROVED_NETWORK_RETRY	PRESERVED_IN_LOGGED_BUILD_COMMAND
R16B-CP011-DIAG-017	2026-08-28T13:44:00Z	CHECKPOINT-011-DATABASE-CATALOG	VERIFICATION_QUERY_BOUNDARY_ERROR	The first catalog probe counted all 59 non-internal triggers instead of the 25 deferred constraint triggers and counted views only in exploration_v3 plus api_v3, omitting the new audit.exploration_v3_inventory view; it therefore reported FAIL despite correct catalog state.	Separate 25 constraint triggers from 34 regular append-only triggers and count the exact audit inventory view alongside the 14 exploration/API views; rerun every privilege assertion unchanged.	PASS_34_TABLES_17_FUNCTIONS_25_CONSTRAINT_TRIGGERS_34_REGULAR_TRIGGERS_15_VIEWS	PRESERVED_IN_LOGGED_CORRECTION
R16B-CP011-DIAG-018	2026-08-28T13:50:00Z	CHECKPOINT-011-RUNTIME-ROUTE-REVIEW	CAPABILITY_ROUTE_SURFACE_GAP	Read-only route review found that the generic catch-all accepted item retrieval for all twelve collections while the governed capability list advertised item templates only for associations and compositions.	Restrict HTTP item dispatch and method recognition to the two advertised collections; retain list access for all twelve; add a fail-closed 404 ENDPOINT_NOT_FOUND test for an unadvertised scope-item path.	PASS_125_CASE_RUNTIME_SUITE	CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-019	2026-08-28T14:02:48Z	CHECKPOINT-011-REGRESSION	PROTECTED_DIFF_POLICY_TOO_BROAD	The checkpoint-011 semantic independent verifier failed because its frozen-prefix rule classified all eight governed additive v50 files beneath frozen database directories as prohibited even though all 126 exact v49 file hashes remained unchanged.	Preserve the failed logged run; enumerate the exact eleven-file additive v50 database change set including VERSION, documentation, manifest, migration, functions, views, roles, tests, and scripts; continue exact v49 hash verification; record a hash-and-size inventory of every allowed v50 file and reject every other database or protected-surface change.	CORRECTION_IMPLEMENTED_FINAL_RERUN_PENDING	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-020	2026-08-28T14:32:30Z	CHECKPOINT-011-DATABASE-INDEPENDENT-AUDIT	POST_REVIEW_CHILD_MEMBERSHIP_MUTABILITY	Append-only UPDATE and DELETE triggers did not prevent a later INSERT from changing evidence, incidence, review, realization, navigation, workflow, or export child membership after a parent had become active or final.	Add a hash-bound append-only aggregate_seal written after child completion; add BEFORE INSERT guards across every mapped child table; require seals at active/final boundaries; add exact post-seal association, composition, navigation, workflow, and export negatives.	PASS_POST_SEAL_INSERT_NEGATIVES_FIVE_AGGREGATES	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-021	2026-08-28T14:32:30Z	CHECKPOINT-011-DATABASE-INDEPENDENT-AUDIT	ISOLATED_VOCABULARY_ACTIVATION_GAP	Concept and concept-sense authority and eligibility were enforced only when an active association happened to reference them, allowing isolated ACTIVE vocabulary to escape final-authority and production non-synthetic gates.	Add independent deferred vocabulary validators: ACTIVE requires association eligibility and FINAL authority; production authority cannot be synthetic; ACTIVE senses require governed scope membership and a semantic-hash seal; add isolated negative controls.	PASS_ISOLATED_CONCEPT_AND_SENSE_NEGATIVES	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-022	2026-08-28T14:32:30Z	CHECKPOINT-011-DATABASE-INDEPENDENT-AUDIT	NONPRODUCT_COHERENCE_PARITY_GAP	The composition validator returned early for product-ineligible revisions, so a nonproduct review could self-declare COHERENT while global coherence, scope, role, configuration, bridge, or authority gates failed.	Enforce COHERENT decision parity before the product-eligibility branch and require final/pass/compatible/same-configuration/zero-bridge/final-authority facts for every coherent review; add a synthetic nonproduct corruption probe.	PASS_NONPRODUCT_COHERENCE_PARITY_NEGATIVE	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-023	2026-08-28T14:32:30Z	CHECKPOINT-011-DATABASE-INDEPENDENT-AUDIT	NAVIGATION_SEQUENCE_GAP	Navigation validation checked individual bipartite incidence steps but did not prove that successive endpoints formed one continuous path or that the last endpoint equalled the declared focus.	Derive consecutive-step continuity and terminal-focus equality from stored path rows; keep exact incidence ownership checks; seal navigation membership; add disjoint-path and wrong-terminal negatives.	PASS_CONTINUITY_AND_TERMINAL_FOCUS_NEGATIVES	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-024	2026-08-28T14:32:30Z	CHECKPOINT-011-DATABASE-INDEPENDENT-AUDIT	WORKFLOW_EXPORT_EXACTNESS_GAP	Workflow membership allowed a proper subset of state-composition realizations and trusted the stored reachable flag; export preservation compared only to that potentially incomplete workflow set.	Require exact bidirectional workflow realization and revision coverage for every state composition, recursively derive graph reachability, and require export equality with both workflow and composition realization sets plus exact projection policy; add omission and disconnected-graph probes.	PASS_EXACT_WORKFLOW_REACHABILITY_AND_EXPORT_NEGATIVES	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-025	2026-08-28T14:32:30Z	CHECKPOINT-011-DATABASE-INDEPENDENT-AUDIT	POSITIVE_API_CHILD_TRACE_GAP	Positive parent views exposed navigation states, workflows, and exports without allowlisted child rows needed to reconstruct exact paths and semantic preservation.	Add seven security-barrier child views for navigation nodes/path steps, workflow states/revisions/realizations/transitions, and export preservation; join only positive parent and active semantic views; grant SELECT only on those allowlists.	PASS_22_VIEW_ZERO_LEAK_AND_PRIVILEGE_TESTS	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-026	2026-08-28T14:32:30Z	CHECKPOINT-011-DATABASE-INDEPENDENT-AUDIT	REVISION_LINEAGE_PARENT_AND_ORDER_GAP	Single-column supersedes references permitted an association or composition revision to cite another parent's revision, and no validator required immediate monotonic predecessor numbering.	Replace both supersedes links with deferrable same-parent composite foreign keys; require revision one to have no predecessor and each later revision to cite the immediately preceding revision number; add cross-parent and nonmonotonic negatives.	PASS_ASSOCIATION_AND_COMPOSITION_LINEAGE_NEGATIVES	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-027	2026-08-28T14:32:30Z	CHECKPOINT-011-DATABASE-INDEPENDENT-AUDIT	MANIFEST_SELF_ASSERTED_EXECUTION_FACTS	The v50 manifest carried PostgreSQL version, fresh replay count, and normalized schema hash as unbound self-assertions while several static identity, order, managed-set, and zero-count fields were not recomputed.	Recompute manifest identity, verification order, exact managed file set, all object counts, v49 frozen mutation zero, replay boundary, and replacement/projection zeroes; move execution-only facts into a manifest-hashed Checkpoint 011 receipt with two replay identities, tests, fixture residue, normalized hashes, and governed command IDs.	PASS_MANIFEST_12_FILES_RECEIPT_TWO_REPLAYS_IDENTICAL_SCHEMA	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-030	2026-08-28T14:09:42Z	CHECKPOINT-011-PERFORMANCE-CORRECTION	NEXT_PRODUCTION_EAGER_ENTRY_PRELOAD	The first otherwise-passing production audit measured root HEAD at 8356.285167 ms, peak RSS 3774742528 bytes, peak heap used 1060267976 bytes, and maximum event-loop delay 8363.442175 ms. An idle no-request reproduction reached 4273930240 bytes RSS and module tracing proved that Next 15.5.18 eagerly loaded 202060066 unique server-chunk bytes after readiness, including two unrelated approximately 91 MB page chunks; the HEAD alias was not causal.	Set experimental.preloadEntriesOnStart=false; bind the built required-server-files value in the production verifier; add direct HEAD and configuration regressions; preserve the initial production receipts and commit the exact idle and module traces with their hashes; rebuild and rerun the full audit in a fresh evidence directory.	PASS_128_STATIC_CHECKS_AND_1053_PRODUCTION_CASES;HEAD_2.813459_MS;RSS_237830144;HEAP_85308416;EVENT_LOOP_MAX_132.710399_MS	CORRECTED_BEFORE_CHECKPOINT_COMMIT_OBSERVATIONAL_NO_SLO
R16B-CP011-DIAG-031	2026-08-28T14:16:49Z	CHECKPOINT-011-DATABASE-CORRECTION	EXPECTED_INTERMEDIATE_MANIFEST_DRIFT	A logged manifest probe during the active independent-audit correction failed because five managed additive SQL files had intentionally changed while their v50 manifest hashes had not yet been repinned: migration 014, functions 020, views 003, roles 008, and tests 014.	Preserve the intermediate failure; finish the integrity, API, and adversarial-test corrections; recompute every managed hash only after the final SQL state freezes; then rerun manifest verification and fresh-database replay.	FINAL_REPIN_AND_FRESH_REPLAY_PENDING	PRESERVED_EXPECTED_INTERMEDIATE_FAILURE
R16B-CP011-DIAG-032	2026-08-28T14:18:02Z	CHECKPOINT-011-DATABASE-ENVIRONMENT	HOST_SHMMNI_EXHAUSTION_REPRODUCTION	A new PostgreSQL 16 initdb attempt and an mmap-configured retry both failed during bootstrap on the host's 56-byte SysV shared-memory allocation and removed their partial directory.	Stop creating clusters; preserve both failures as one event; reuse only the established isolated PostgreSQL 16.13 data directory and unique fresh databases after a bounded supervised restart.	PASS_ALTERNATE_ESTABLISHED_CLUSTER_REPLAYS	PRESERVED_NO_PARTIAL_CLUSTER
R16B-CP011-DIAG-033	2026-08-28T14:24:00Z	CHECKPOINT-011-DATABASE-ENVIRONMENT	DETACHED_SERVER_LIFETIME_FAILURE	A pg_ctl restart reached ready but the managed command supervisor terminated the detached server when its parent command exited; an earlier stale postmaster PID was verified before correction.	Run the same established data directory in one persistent foreground session with shared_memory_type=mmap and dynamic_shared_memory_type=posix; require elevated readiness before any database operation; do not stop unrelated clusters.	PASS_PERSISTENT_POSTGRESQL_16_13_SESSION_55439	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-034	2026-08-28T14:27:18Z	CHECKPOINT-011-DATABASE-CORRECTION	COMMAND_INTERFACE_PROBE_FAILURE	A logged probe invoked the v50 manifest verifier with unsupported option --allow-pending-execution and exited 2; the documented interface names the pending-receipt mode --preflight.	Preserve the failed invocation and rerun the same manifest and pending execution receipt through --preflight.	PASS_V50_ROUND16B_PREFLIGHT_RECEIPT_PENDING_FILES_12	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-035	2026-08-28T14:28:30Z	CHECKPOINT-011-DATABASE-REPLAY	FRESH_DATABASE_OWNER_MISMATCH	The first replay attempt in fresh database gda_v50_round16b_2313 stopped at frozen migration 001 line 4 because the database defaulted to the cluster superuser owner and SET ROLE gda_v49_phase2a_schema_owner therefore lacked CREATE privilege.	Drop only the empty failed fresh database; recreate that exact disposable identity with owner gda_v49_phase2a_schema_owner; preserve the failed output and rerun the unchanged exact prefix.	PASS_CORRECTED_DATABASE_2313_REPLAY_AND_TEST	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-036	2026-08-28T14:29:00Z	CHECKPOINT-011-DATABASE-REPLAY	CORRECTED_FRESH_DATABASE_OWNERSHIP	The corrected owner precondition was applied to database 2313 and every subsequent fresh database before replay.	Complete unlogged calibration replays 2313 and 2314, then governed replay/test/dump/hash runs 2315 and 2316; require 11 schemas, zero fixture residue, and identical normalized schema hashes.	PASS_DATABASES_2315_2316_SCHEMA_0AA79FE54825	CORRECTED_AND_GOVERNED
R16B-CP011-DIAG-046	2026-08-28T14:59:33Z	CHECKPOINT-011-RUNTIME-INDEPENDENT-AUDIT	INTERACTION_DTO_AND_RELATIONAL_INTEGRITY_GAPS	Independent audit found that the v3 TypeScript interaction DTOs admitted arbitrary keys and the runtime loader did not independently enforce navigation continuity and composition membership, workflow trace exactness and graph-derived reachability, transition endpoint/realm/membership/trace semantics, or export realm and exact trace parity.	Replace the loose state, workflow, export, projection-preservation, and transition types with explicit interfaces; add fail-closed exact-key and relational validators; preserve the no-v2/no-transition contract after validating any attempted transition; add one re-signed Node and independent stdlib Python corruption probe for every new invariant.	PASS_158_STATIC_CHECKS_15_INDEPENDENT_CHECKS_42_CORRUPTION_REJECTIONS_BUILD_PASS_AFTER_PRESERVED_DNS_RETRY_GENERATED_HASHES_UNCHANGED	CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-047	2026-08-28T15:07:07Z	CHECKPOINT-011-RUNTIME-VERIFICATION-GOVERNANCE	LOGGED_INPUT_OUTPUT_BINDING_CWD_GAP	The first governed static, typecheck, and build reruns executed correctly from the frontend directory, but their repository-prefixed declared input and output paths were resolved from that working directory and therefore recorded as MISSING; the original sandbox build failure and approved-network successful retry remained preserved.	Keep every original command event; repeat the same static test, typecheck, and approved-network production build from the repository root with repository-relative declarations; require non-MISSING hashes for every declared source/generated input and both build outputs.	PASS_CORRECTION3_STATIC_158_TYPECHECK_BUILD;INPUT_HASHES_BOUND;BUILD_ID_DF81F84242B9;REQUIRED_SERVER_FILES_ABEAD20626F7	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-037	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-FINAL-AUDIT	ASSOCIATION_STABLE_IDENTITY_AND_SCOPE_REVISION_GAP	Association lineage permitted participant/sense/scope/order/role drift under one association_id, while immutable governed_scope could not express a qualification-only successor because Checkpoint 008 identity intentionally excludes context_qualifications but revision semantics includes it.	Reconstruct the exact compact-JCS CP8 identity projection in SQL; enforce association:v3 first-24 identity IDs across every revision; add a complete revision-level scope_context_qualifications snapshot with v1 source-scope parity; bind it into aggregate content and active API output; test qualification-only succession, sense drift, scope drift, order, and roles.	PASS_CP8_VECTORS_AND_REVISION_SNAPSHOT;FRESH_REPLAYS_2317_2318_PASS	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-038	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-FINAL-AUDIT	SUPERSEDED_ACTIVE_HEAD_AND_DEPENDENT_API_LEAK	Superseded ACTIVE/product revisions could remain visible and could leave partially exposed compositions, states, transitions, workflows, exports, vocabulary, or child traces after a new inactive head appeared.	Enforce a unique nonforking immediate-successor chain; define current head as no same-parent successor; require positive parent views to prove exact positive-child dependency coverage; add a complete v1-active to v2-inactive supersession fixture and exact descendant emptiness/reachability assertions.	PASS_CURRENT_HEAD_AND_DESCENDANT_CLOSURE;FRESH_REPLAYS_2317_2318_PASS	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-039	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-FINAL-AUDIT	SELF_ASSERTED_SEAL_AND_CONCURRENT_MEMBERSHIP_RACE	The prior aggregate seal echoed a parent-provided semantic hash and child/seal checks did not prove a transaction-safe complete-content boundary or protect older snapshots against a concurrent membership append.	Store a compact-JCS SHA-256 over the exact canonical parent plus all governed child rows with UTC/C normalization; make child and seal triggers share one fail-fast advisory lock plus parent row lock at READ COMMITTED; reject other isolation levels; add wrong-digest, post-seal, cross-language digest, timezone/order, and real disposable-database two-session schedules.	PASS_CANONICAL_SEAL_AND_REAL_RACE_MATRIX_2317_2318;CHECKSUMS_595EFB06AE15	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-040	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-FINAL-AUDIT	INCOMPLETE_ASSOCIATION_AND_COMPOSITION_API_PROVENANCE	The positive API lacked exact synthesis-step evidence, internal-pair incidence ownership, and composition-realization incidence rows required to reconstruct higher-order support without implicit pair projection.	Add security-barrier active synthesis-step, synthesis-evidence, internal-pair-link, and product realization-incidence views; grant only the API reader; verify exact ordered production-positive row and relationship sets through all 26 views.	PASS_26_VIEW_ALLOWLIST_AND_EXACT_FIXTURE;FRESH_REPLAYS_2317_2318_PASS	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-041	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-FINAL-AUDIT	FINAL_DECISION_EVIDENCE_AUTHORITY_AND_COHERENCE_PARITY_GAPS	Inactive/final-negative association and composition reviews could carry contradictory positive facts, production conflict resolutions could use synthetic authority, and final nonpositive production decisions could cite cross-realm or unsealed evidence.	Apply final disposition/coherence parity before lifecycle/product early returns; require every final association decision to cite same-realm rights-cleared locator-bearing sealed evidence; require all final production conflict authorities to be nonsynthetic and final; add inactive-positive/FAIL, INCOHERENT/PASS, synthetic-authority, and cross-realm negatives.	PASS_FINAL_DECISION_PARITY_AND_PROVENANCE;FRESH_REPLAYS_2317_2318_PASS	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-042	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-FINAL-AUDIT	REALM_AND_BIDIRECTIONAL_PRODUCT_DISPOSITION_GAPS	Concept-sense scopes, composition nodes, revisions, transitions, workflows, and exports did not all enforce exact parent/dependency realm equality, and false plus ELIGIBLE/path tuples could escape one-way product checks.	Enforce unconditional realm parity for sense scopes, association scopes/incidences, composition nodes/realizations, navigation, transition, workflow, state, composition, and export; enforce realm-aware product_eligible equivalence with disposition/path/reason for every product-bearing object; add isolated cross-realm and tuple negatives.	PASS_REALM_AND_PRODUCT_MATRIX;FRESH_REPLAYS_2317_2318_PASS	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-043	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-FINAL-AUDIT	ZERO_ONLY_API_TEST_ORACLE	The database suite proved only that synthetic/control records did not leak into api_v3; broken joins, wrong identifiers, missing roles, and incomplete child triples could still pass with zero rows or counts alone.	Build a rollback-only fully product-eligible PRODUCTION pair plus higher-order association, composition, navigation state, transition, workflow, and export; compare exact ordered identifiers and relationship tuples across every parent/child view; then supersede the higher-order head and prove exact dynamic contraction.	PASS_EXACT_POSITIVE_AND_SUPERSESSION_ORACLE;FRESH_REPLAYS_2317_2318_PASS	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-044	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-FINAL-AUDIT	ESTIMATED_RESIDUE_AND_UNBOUND_EXECUTION_RECEIPT	Fixture residue used pg_stat estimates and the manifest accepted unique command-ID strings without resolving ledger/meta/log hashes, command class, version, replay/test/race/schema markers, dump-to-hash path identity, or per-session race evidence.	Count every exploration_v3 table exactly; persist per-replay race session logs and a checksum ledger; resolve all receipt IDs through command-ledger/meta/stdout/stderr SHA-256; bind exact command argv/output markers, pg_dump output to schema-hash input, PostgreSQL version, and race file hashes/content.	PASS_EXACT_RESIDUE_AND_EVIDENCE_VERIFIER;FINAL_RECEIPT_AND_MANIFEST_PASS	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-045	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-FINAL-AUDIT	NAVIGATION_WORKFLOW_EXPORT_GLOBAL_TRACE_GAPS	Navigation did not derive path continuity/terminal focus, workflow could omit realizations or trust a stored reachable flag, and export could preserve only that incomplete workflow set or cross realms.	Derive contiguous terminal navigation paths, exact workflow revision/realization sets and graph reachability, exact export policy preservation, current-head references, and export-workflow-state-composition realm equality; expose exact child traces and add omission/disconnected/cross-realm negatives.	PASS_GLOBAL_TRACE_DERIVATION;FRESH_REPLAYS_2317_2318_PASS	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-048	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-CORRECTION	EMPTY_PATCH_PATH_TYPO	An intermediate apply_patch attempt used a mistyped worktree name ending in association-closure-round16b and contained no hunk, so the patch verifier rejected it before any write.	Use the exact underscore-bearing isolated worktree path and a nonempty bounded hunk; rerun the intended test assertion patch.	PASS_CORRECTED_PATCH_NO_PARTIAL_WRITE	PRESERVED_FROM_TOOL_FAILURE
R16B-CP011-DIAG-049	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-CORRECTION	STALE_PATCH_CONTEXT	A combined test-and-runner patch looked for a nonexistent DO label sealed_child_inserts_block while the actual block is sealed_membership_blocks; apply_patch rejected the entire combined patch.	Resolve the exact current label with rg; apply the SQL trigger-link assertion and shell harness as separate bounded patches.	PASS_CORRECTED_PATCHES_NO_PARTIAL_WRITE	PRESERVED_FROM_TOOL_FAILURE
