rejection_id	stable_row_locator	search_doc_id	document_type	object_or_capture_id	matched_labels_json	arity	rejection_reason	net_trigger_occurrence_count	database_sha256	record_sha256
R16B-DB-SEARCH-CONTROL:1315cc9c26dd814c0b139bb5715e1dd09fcdada6981f9ee33bf207588f366ac9	sqlite:search_documents:search_doc_id=object:SURF-CGS2026R0386	object:SURF-CGS2026R0386	active_object	SURF-CGS2026R0386	"[""exhibition"",""translation"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	c832225f3826f9ca6e1cec8a593f6993fe5e99c9f625b328d3d822e72612e7c0
R16B-DB-SEARCH-CONTROL:1521b0779e2addb17dcba2935df3067aa91975616d66ac7342bc182023daf04c	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00290	object:SURF-CAW2026R00290	active_object	SURF-CAW2026R00290	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	f4e6732e38e98c7a596841858a6c6121e725b2a6443e47de731fe0516d47ff6e
R16B-DB-SEARCH-CONTROL:16e77105446559d6badf8c461bac4b3624668ee10368dffaf5f0c6f878ec2af4	sqlite:search_documents:search_doc_id=capture:DGITRACE2026R0395	capture:DGITRACE2026R0395	capture_context_or_hold	DGITRACE2026R0395	"[""cultural transformation"",""propaganda"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	b29a6c27f1da2292b81287cec63bcd6e5d11f468eb6ed49508bad7ac82d61023
R16B-DB-SEARCH-CONTROL:180bd6e8b813430f0c42888a37a2faa40580ee06649c7d14770b2eac91cedbb7	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01820	object:SURF-CAW2026R01820	active_object	SURF-CAW2026R01820	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	d294464be386dd387f2115ef8f4a4d8282aa94e62abbcced6ad64bf7cd50a969
R16B-DB-SEARCH-CONTROL:192c484282680c871ebb639dd851cec844f29d02bc501cf00b359626dea0388e	sqlite:search_documents:search_doc_id=object:SURF-ER1830R002	object:SURF-ER1830R002	active_object	SURF-ER1830R002	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	dea9b99220922b6ede9f37f2e8faa61faac5b8489f877eba1b4522092c2111a5
R16B-DB-SEARCH-CONTROL:19773b65db01d1ba729844ea11bf5a82c6ee3890b4d431a0a9ae87a0ee7cc706	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01822	object:SURF-CAW2026R01822	active_object	SURF-CAW2026R01822	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	64d61eda8029ed45615646d7169086768774cb37fae98113f1bb9c0b4feb5b13
R16B-DB-SEARCH-CONTROL:19faa9e5b281fcc35cc0516820dc2a5ddfeaaef0cc2239dda98dfedbe2b8ab8f	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01852	object:SURF-CAW2026R01852	active_object	SURF-CAW2026R01852	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	cd286311f53fa9f96ec850f09d3347b806f700f6c970775dfd63cc5bf1ad2ed6
R16B-DB-SEARCH-CONTROL:1a465c508dcf550f20498d43e98001382d05a23fe5c4c3c09a89abfe71c50af9	sqlite:search_documents:search_doc_id=object:SURF-CCT2026R01200	object:SURF-CCT2026R01200	active_object	SURF-CCT2026R01200	"[""advertising"",""typography"",""craft""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	30bc83764b5ece77f321900b6c19868d7f25dd180f01f1e643bd961c6fdf4be2
R16B-DB-SEARCH-CONTROL:1ad48d6fedc451a36d411df6eb5f27c2bb0263d3ba4fd1eda8dbb8810c64da3c	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04296	object:SURF-CAW2026R04296	active_object	SURF-CAW2026R04296	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	81630506b020b7743ec9c6aa08874e7450832b4458778c27a89097dcfdacb0bc
R16B-DB-SEARCH-CONTROL:1cccbfd641e9acafbde6b3c4e6f22d2779aa070c9197c324ab2ffe9eeae6ee1a	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00292	object:SURF-CAW2026R00292	active_object	SURF-CAW2026R00292	"[""production"",""trade"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	87b4fc6c1da3d574375d37e70b34c2cfc9e924345ee2e11d03b9efde9110cc04
R16B-DB-SEARCH-CONTROL:1db5b139f10ee8c766d518990f1043bdf23c067837d2a833183aecc34b5c32f3	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01832	object:SURF-CAW2026R01832	active_object	SURF-CAW2026R01832	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	69eb8761d5c5af8968286db612267d15e26c1078fee497c4d1e9b73bc2ffe88d
R16B-DB-SEARCH-CONTROL:1efd5b74ed75f0d53e71eeec7d09b830660d49c6e92c43c4b75bea937de532fe	sqlite:search_documents:search_doc_id=object:SURF-CRB2026V2R0264	object:SURF-CRB2026V2R0264	active_object	SURF-CRB2026V2R0264	"[""production"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	cee2b9dd6ccc9df25a2ada6986b68268d5079b0108b6bcf0ceb11bd0e2876b5e
R16B-DB-SEARCH-CONTROL:220f30c9a3a40a1c6e109bcca0ae2e4ac4aba6a2b007e25dda4a875d2418c8ad	sqlite:search_documents:search_doc_id=object:SURF-CCE2026R00007	object:SURF-CCE2026R00007	active_object	SURF-CCE2026R00007	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	45095b418d2b590d952572a14187a81bbdf5fd277af5d26eee69cce31038fc7b
R16B-DB-SEARCH-CONTROL:2857b0a9e7d7506b61b87692d505d38439756d451e0f43e1be37bfb07447ab5a	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01916	object:SURF-CAW2026R01916	active_object	SURF-CAW2026R01916	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	20b8847bc2f70b6aa181e377a9d32e090b400a4b78f67766e719959f0c08edab
R16B-DB-SEARCH-CONTROL:28629b0cf04579cda30d7a133b21980d03063f17900932b1a51a8d372a85b53a	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04339	object:SURF-CAW2026R04339	active_object	SURF-CAW2026R04339	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	751e6ce3e1b71e4fc5453fa40514595228bced13c0659fc93947eeac980d02fe
R16B-DB-SEARCH-CONTROL:290b09bbfbebe80bd5389882ff89b954f41b53b9228705a00f1586c78b305477	sqlite:search_documents:search_doc_id=object:SURF-CGS2026R0238	object:SURF-CGS2026R0238	active_object	SURF-CGS2026R0238	"[""exhibition"",""photography"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	635df3e6965c456a76ff9fdd1731ab8956460b010a727dd3095ac47e44cc136e
R16B-DB-SEARCH-CONTROL:2b47d78c5b5e2b6ff62ec9ebe09f4587995f1d9620c56538bdb9cd2dc50d326e	sqlite:search_documents:search_doc_id=object:SURF-CCE2026R00174	object:SURF-CCE2026R00174	active_object	SURF-CCE2026R00174	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	548ca0d270b4d17d15450999d4f496b5ed7c5f2fd6033f3d8dc156a010fb0505
R16B-DB-SEARCH-CONTROL:2e53c294ddeab05b220e83f20532da6cad458b36e2eb6061831a2551e1dd7f46	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00232	object:SURF-CAW2026R00232	active_object	SURF-CAW2026R00232	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	f1f22e092350f76e2fc5ee85687987a9a27732b27248a8893c743e2ff4dd1b05
R16B-DB-SEARCH-CONTROL:38f33ad1f31af37bebec0fe7b35ad929982336a7960a8ccbcf908e41687424c0	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01914	object:SURF-CAW2026R01914	active_object	SURF-CAW2026R01914	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	90ddb2712ea886f8c54e5500be0f35dba8eec4bd0e0ab8e51a402f6071a213cd
R16B-DB-SEARCH-CONTROL:3956c08242c6993cdac2318fac3298fb537270ca8cc69899d9a2ca714e1c4c15	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04953	object:SURF-CAW2026R04953	active_object	SURF-CAW2026R04953	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	e8d65d68d696d0723af5b46d415d364b1dbcd8fa60dc3eada98cffd349aff2fe
R16B-DB-SEARCH-CONTROL:3bb0b37feca35d6a945f023690e8440e2cc4cdcb9ba2cdb5dac4f0dd2b05c280	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00283	object:SURF-CAW2026R00283	active_object	SURF-CAW2026R00283	"[""production"",""trade"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	81603a61f7ac788f301a31a17a4331a08b7abdaefb1402d51fb4eccf608da237
R16B-DB-SEARCH-CONTROL:3bc92fcb2d11f2d7b495c89ec1c9cde68a91120a7694a474e9eb8438fa23976a	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00135	object:SURF-CAW2026R00135	active_object	SURF-CAW2026R00135	"[""education"",""trade"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	a28164b551b53f7dde9d4bff1b76cc2394a3acf8f381d29604cc156a0f8979a1
R16B-DB-SEARCH-CONTROL:3d3c46b4c430ab7a3a42adfae468da048fdf4e0e95b42012baafc8c87b4e3fb3	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00627	object:SURF-CAW2026R00627	active_object	SURF-CAW2026R00627	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	b7fa0767b51e346f0e0617352813d908d534141f03a1c55dce3e1756d42cdacd
R16B-DB-SEARCH-CONTROL:3e2cc62bd606d930576e503ad182eb80838422d922d8ba0024c01c06b0d383de	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01819	object:SURF-CAW2026R01819	active_object	SURF-CAW2026R01819	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	fa33ab2446689dec319d5503d1eb8e68ec88edeb0f03c45470871370af38175f
R16B-DB-SEARCH-CONTROL:3e841b4d7f99090d79ddbc5fcd403d4a59c0bab8659ae67976b458a0c34006db	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04331	object:SURF-CAW2026R04331	active_object	SURF-CAW2026R04331	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	e0ef2c234addadcd8b75a436c7e043b580b27984a9a3318225566cc8e3154057
R16B-DB-SEARCH-CONTROL:414ba5f96f2c98d33239b921c96992d6321e28109be4ecd05fcb9d0a6660c4c2	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01926	object:SURF-CAW2026R01926	active_object	SURF-CAW2026R01926	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	4d7400a793aacc425dd7681e27a2c33498cb62cd0294700006a910e7af0cba04
R16B-DB-SEARCH-CONTROL:429bab4a348d05ebd6ee7a4087d43ee49445fba3e68631bc98ed43b43dbfbdf7	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R03682	object:SURF-CAW2026R03682	active_object	SURF-CAW2026R03682	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	d2ed19c463d6351a3791aa4d3417d170cbd5714e234410e4422106fad53f6011
R16B-DB-SEARCH-CONTROL:4325cb959792926a8143d15325128d6cdcc84d3c4949084706cb82c919a1ee36	sqlite:search_documents:search_doc_id=object:SURF-CCE2026R00028	object:SURF-CCE2026R00028	active_object	SURF-CCE2026R00028	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	138699e10e31a83bf144f352252dfaf1388890d237cf6166a6ce2663a246e89f
R16B-DB-SEARCH-CONTROL:459d4a004efc248c7c1ce5294ff3b3763e8ca20863b8a1ac35d05ecf241b9fe3	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01828	object:SURF-CAW2026R01828	active_object	SURF-CAW2026R01828	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	5b0273fdd37eb06a2b6e706fa89505adcc9a453fcac011e3b333a1f6ed0136cc
R16B-DB-SEARCH-CONTROL:463aac481d9f9063275e9a1b6764c4ac0ea1991b7db7c1c95d2e3302015c8ccb	sqlite:search_documents:search_doc_id=object:SURF-CCT2026R01509	object:SURF-CCT2026R01509	active_object	SURF-CCT2026R01509	"[""exhibition"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	94faad42a14f4457b8ec5f7f1f1f891bbbd3c1a087f7f1114800a90ffe3cc591
R16B-DB-SEARCH-CONTROL:467d63ca4faf622bc5a08dc72fb6d23d74229d8b0d59ecd371085e3f081ef9bb	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01917	object:SURF-CAW2026R01917	active_object	SURF-CAW2026R01917	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	7d3273abf7d1fe5fac25ed9d58911ddc5621ffdf4c3f3fee0e04c5c9dc74db35
R16B-DB-SEARCH-CONTROL:4683602ebe6a18dc6b4ebac9c207226a1f85e23a0cdc2aefbc069c9c8b1820a0	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R03711	object:SURF-CAW2026R03711	active_object	SURF-CAW2026R03711	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	72be50241ee9e3f9a83a39067f7c20dc11313abe3b74dba6ec40f1d9f91a4780
