input_ordinal	surface_id	legacy_surface_ledger_id	source_record_id	archive_object_id	import_disposition	reason_code	corpus_disposition	fail_closed_delta_id
39	SURF-VAM20K-00001	23e6497a-0620-576c-bbed-36f84da80b0c	583c8feb-8ed8-5329-bdcf-7b39b1a0cc5e	03bc4b22-633d-5612-b2a3-3ed3787b0e75	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
40	SURF-VAM20K-00010	79b53310-3a55-5969-92d9-298ed5271b7f	1271c9a0-3b7e-504c-9c20-65da5927932b	59cd29ff-2c11-51e5-9be2-10679b70117f	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
41	SURF-VAM20K-00011	b0cd6384-e0a1-5c7f-88bc-c7860ba51c1f	65a957cb-cd4a-5bb1-aa8b-e06dd5a1b59e	d5103f5a-b45c-5e31-8b64-1da49013634c	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
42	SURF-CSPTRACE2026R0058	946d6cae-1b69-58cc-a431-01346fbde7a9	571dd9c5-92dd-5188-b9b0-c89bf6f507b2	7f8d938d-5a34-5aa9-a150-369fd2e463b2	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	47e8f7b8-9314-56b4-b3e8-061af50a91af
43	SURF-VAM20K-00012	e74d69fa-d41b-5f19-9e6f-7c09d3ae9539	b3f8edcb-17d8-5290-80d1-1a0068dbf3b9	0c1d79e2-868b-53fc-8efb-b6456bcb062b	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
44	SURF-VAM20K-00027	c4b2bf90-8929-5276-8721-6f70bbb152e9	61332cb8-b031-5859-bbf0-36bcd7c9a127	b300cf11-e360-5c1d-baf7-84bca9afab76	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
45	SURF-YRGAP-YEAR-0134	0e6bd3ec-623c-5b52-b2b6-b9abd586a6ac	ef57269a-a5c7-535e-a132-f2959724d34e	00cfdbd1-a941-5481-8d5a-10e803b52c6d	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	a3b75569-4a2e-51b5-96d9-ac926ac5edf8
46	SURF-CSPTRACE2026R0119	34c0f6cc-d54f-5d57-9645-c094a88fa95f	ffba5262-6feb-5fc4-9ae9-afb4462c96a9	8e404ddd-0533-524c-9594-5f38ed9eec8e	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	4b8516ed-76ea-5443-a543-dd52bead38b1
47	SURF-YRGAP-YEAR-0139	2166ef55-67ba-5f5f-8852-96d274e03830	9042791b-fe30-5e98-aa33-2d021b013ea6	55d71da3-169d-559e-9846-7f8a537a9244	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	ec5360e8-ca6b-5e35-b217-bc237fab4349
48	SURF-GALYEAR2026V1R0002	81b1d5c0-4112-51d1-8f1d-71e9d608ec06	22b38647-c7fd-5b30-a23c-2254fae5124a	7799de02-7ef7-5924-9854-aa6c4dbe6361	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
49	SURF-GALYEAR2026V1R0003	d1e40718-fdf3-55a4-ab52-18f243145a0a	eb8228ba-2723-533b-8d3c-909e036372f5	ffec6ea0-b9ae-5bfd-b484-73738e70fa4f	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
50	SURF-YRGAP-YEAR-0156	3854055c-d60d-58b5-8285-06616092b0ae	50b486d0-dbab-5b8b-8cd6-9c005d69e01e	fee6302e-cddd-58de-b281-0c11f3656b2b	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	175567ed-3e33-54f6-a137-d2a80a53c26d
51	SURF-VAM20K-00037	8b51c8f5-5c94-5f63-8446-a58109ee7b93	a7db213f-46b0-5352-9c62-a70970925a11	c8a2da4d-4210-58c5-b9d9-1086a9c1430d	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
52	SURF-VAM20K-00038	a18191e6-8de2-5498-b80c-00653f7efed4	21ddc643-8713-5b9f-b6be-00f7b5994383	f8ee08fb-0076-53cf-95b3-dac49ec545b7	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
53	SURF-YRGAP-YEAR-0159	19048aa1-e726-5936-9d91-81aa7a5c5e1f	ae9af0fc-8347-5bd4-b1ac-b25688f7ea4e	4b30cb63-253b-536d-a2b5-73fc9d8bece0	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	03322439-e95e-5a79-949d-e69a47308fa3
54	SURF-YRGAP-YEAR-0161	ccc3133d-850e-547e-86c7-be36c94d48c8	f595e14c-5c8b-529f-bed6-5e181783a4b5	71199d08-b2d6-5d9f-aeb6-134181e4fcd1	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	914b945c-3db7-5e95-9e21-c21c1b42365a
55	SURF-VAM20K-00013	8137f689-5d31-5efe-aa8d-b08370d504d6	0a2cb08e-5fae-515e-b039-8abbf6392512	ffacb3b6-856d-5f74-9b62-37a33d2373af	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
56	SURF-VAM20K-00014	490b60dc-5d2d-53ab-9eb5-726aa02d1e96	54bf2b1f-4b17-55f1-bf08-a2aec086e8e4	03fca60f-dd2f-54e5-8237-140ed209fe83	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
57	SURF-YRGAP-YEAR-0165	ff0c3946-6f17-5328-8c72-0d490f9ee2da	0f835698-82ba-5fb7-9c84-0f172aae71a5	0d9bc1fe-7fff-58b4-a1e2-6de473495583	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	fa2e4fea-90bc-5885-aed9-b0db83b90304
58	SURF-CAW2026R00088	2906e673-01d4-5460-82b7-ccce199541e7	f154733f-af8d-5d68-bdba-72cce7966eda	7b61785f-d3b6-5b7a-9b9d-c6df4de30bcd	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	296b88f7-cb9a-5e43-a3b6-a856e0f8a06e
59	SURF-CHW2026R001	ec6388e0-7b97-50d5-9c11-498cbf1e4abe	f19045f7-5702-50be-ba6f-1f5a29858466	4e6300e0-90d5-5554-83cc-f262a26c2ada	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	9281cb83-011d-5af8-8fd5-d4ed94ad90ca
60	SURF-ER1830R001-GROUP	bebbe1af-671a-55f1-a158-16e48ab2f74a	8fecc9a2-d16e-5cc0-ba19-6031f1fede51	2f10adf7-a421-57f0-8dab-b46b16e0492f	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
61	SURF-GAX1970R001	bf71db06-7aa5-510d-a6e8-4c2c5918c05e	ff549bae-f57a-5345-82d3-19f2fbe038d4	c09f2d27-88a2-5c2e-a192-a7901f6b1b3b	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	7ee0dd16-9a31-5284-b349-15bc68a8b07f
62	SURF-SI1970R001	7d458425-ec13-5235-9edb-c597ae1b6f3c	94686a26-c821-57ed-83b5-4b0c3a0f19f4	0be96eac-4c6e-5efc-9c9c-474d202a32fa	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	d6ade41e-8f66-5f5b-bc58-029721fd449a
63	SURF-VAM20K-00082	6e3ab65a-3eba-544b-b52a-649d719d9e34	5265ea1b-6fe2-5707-a24a-dcecbcb2d846	5169f754-44fa-5048-b72a-10b7dc0c57a5	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
64	SURF-CAW2026R00104	b3cffba2-8f97-5c49-87f0-a369fe3e093d	28f82f01-b3eb-5f5f-acc4-624091df794d	802505f0-b3ca-5c1e-8d7f-649d9f682cc4	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	90613f8f-bf1f-5e25-b56b-adc29452bb7f
65	SURF-VAM20K-00133	4988ba67-11d1-52ed-9987-4778f2f1e314	0d14f57e-f873-5fce-882d-1a2b06031e35	65505375-0ad2-5892-92bd-0adb5ee0c22a	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
66	SURF-VAM20K-00134	7cfdaef2-b303-5579-8750-829bda55627a	3b5a5b1e-6a58-59b7-91f8-60aab8d3ab8a	ee0a204d-eea3-5478-ada4-d6e5ad17bcf0	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
67	SURF-VAM20K-00135	3a809e0c-f4e6-5d05-ad27-7f683b953d3f	b479e2e9-7371-5b21-8016-384073837c86	bd121e34-b282-5156-ac36-04f940ec7223	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
68	SURF-VAM20K-00136	1c401a5f-af29-5019-a7fa-a830220efe9f	36a33be8-501d-59cf-9833-62ca9abecd19	656cb794-404b-5e98-9d37-053db898d6a6	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
69	SURF-CCE2026R00001	65e5900e-6ae3-51b7-92e8-833feb19d532	9ba8e430-c379-51de-aaef-9105b3bc59a8	0f9fbbc4-ee76-59c3-8e60-69e2e7b9ff86	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	4150610a-1b22-5061-8fd3-58770f3aeaf1
70	SURF-CCT2026R00615	208172e1-bdb0-5781-afaf-f934d00cf89f	768d3bdd-635b-52c0-959e-84a6a0547155	e8cd3bbe-5f5c-5b29-b709-be6f2905eda1	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	b8d83f99-635c-5fca-9353-cb1e4ac74729
71	SURF-GAX1970R002	bcd7c81a-7d18-5876-b2a5-d792637e7970	baf53e88-a0c9-51ad-992a-683c4fdc6789	1365da14-6573-5139-8a5e-5c269db8d774	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	e8031344-2303-5da6-b3ef-fa86315d1c5c
72	SURF-VAM20K-00028	9d65e0b4-873a-52ee-95fc-fb94bfbe8681	ddc8362c-d058-560b-aa4b-9ddd09fb58ae	ca798b7d-5320-5717-9976-43e3295523f8	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
73	SURF-VAM20K-00029	052b8cc4-3379-5d72-a879-021c8f6cc51d	1c52c1d6-1b2f-5d0f-8b34-f748c7cacbd5	fc33e041-b8fa-5d4c-ae2b-5add6ea75112	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
74	SURF-VAM1833TRACE2026R001	3f530885-264d-5666-99dd-8b20b4a12082	46dfb584-24ff-58c7-becd-32fda0d877d5	d0ace250-551b-57b4-92f5-71a975b197c4	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
75	SURF-VAM1833TRACE2026R002	c4f92dea-f26a-5d61-8376-4ac9d9db5eff	627eaf2c-2697-5c8f-9ce9-fb84f5b4e446	2c64c44f-87db-561e-bcb8-b30505572c29	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
76	SURF-VAM1833TRACE2026R003	17b98880-e836-500b-a049-841fe46a9d51	8a48336f-8d48-5450-8a63-600889f42279	0555940f-d5e8-534d-a0fc-ca279ad5017e	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
77	SURF-CSPTRACE2026R0085	b6c8982d-10c2-53c1-8622-ba5b11171d68	acff1557-ed44-5612-b56a-4c9a12366520	a9c47fb8-a678-5ce7-a65a-0e8ce1292607	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	59f99f3f-92f2-517b-91c6-6b6ba7d1f274
78	SURF-GA1970R001	970144a1-3d50-514b-adb7-0101eea62954	7aa32c05-e643-5099-bdb6-23cac63afda8	1c83ce83-930c-5156-9dbf-b7e03bb2c9a0	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	ca410369-229e-5e8e-b777-f902c140a995
79	SURF-VAM20K-00015	623f0f6b-2945-5aac-ae75-53f22358344a	34207293-6ef0-5a84-b341-459d83ab6b62	f3a46882-647c-53a4-bfa3-bab85c1d8999	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
80	SURF-GAX1970R003	7edd9764-b194-5f66-aed6-db35b2ee1fdd	1ab88922-0397-5295-a29f-306962786a49	64b53fa8-7289-5acd-afee-01c4519d2536	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	d643591c-2795-5906-bb43-c2310134a364
81	SURF-VAM20K-00016	86d44d04-95c2-5d1c-afc1-6c54a00006b5	2d9f755d-231a-5e9d-87ac-385401069f8e	5a4a8d9e-1e70-518b-9471-ced4615e587a	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
82	SURF-VAM20K-00017	c9d5ae9c-577f-5bbe-94d0-801eb8f45aa5	56b0d0cf-d64e-5a37-9ebe-c75691ae5ec3	352bdeb3-2dd9-59c2-9622-ef7ee681a383	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
83	SURF-CAW2026R00117	877d9617-35a8-50eb-b5cc-99944fe9f776	fe217049-6a63-56a9-a052-4db75b4e951e	ede256db-a1d1-5e51-8615-85a6b964911d	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	eafa5b43-085e-54f7-9076-672cff6458d6
84	SURF-CSPTRACE2026R0088	80982a98-1338-5e53-bfa1-84feed1f781c	9e031acc-009c-5b27-bc63-9d79f653ba91	7fdf8648-ab10-5658-bc02-5484a099a86d	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	c561d248-2bca-58f1-9404-9fa515915b42
85	SURF-CSPTRACE2026R0090	7c832a2a-62ef-5c6a-9fe8-4e0d5ba5b2aa	bb4471bb-d0cf-51bb-8be3-e30c054a9b8a	fb495fbb-8d72-5b5e-a5a7-b1e0c3846045	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	2b710726-fe41-58e5-9ef6-44f4a5dc47a9
86	SURF-VAM20K-00018	306e4017-bef0-5194-9425-7579742a2f9d	1a02a3eb-a4cf-5dd7-9bc3-e047965bfd2f	d9035144-b182-52d6-a381-22f49abd0a78	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
87	SURF-VAM20K-00019	004ddb6e-a271-53cb-844a-441eb6b5899f	7392027d-fdf6-5d48-a4e4-a35b41c7af3e	ff1cdbf7-0ef4-54b3-aa3c-c7c29ec51b9a	accounted	EXPLICIT_SOURCE_VERIFIED_TIER	eligible	
88	SURF-GAX1970R004	2ebb90df-c38b-5bee-be12-56614fa741c1	dfd16e0c-8997-554a-93ca-091c63eb79fd	20f00079-192c-524f-a831-f1a46f4e9ab3	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	fb959cff-248d-528d-abd9-31c74ac96278
89	SURF-CCT2026R03606	c2e10c4b-0a28-5f77-81af-5f778735139d	0006533e-95db-5c1a-812b-dde20ac10058	a0cfca3a-27b8-5523-a217-3b13eca966db	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	98f770fe-47ae-5624-b9d3-96286bbb24cc
90	SURF-CAW2026R00134	485130b5-0b77-5fe3-bf71-99568f09e51e	3e8a04cc-8f0e-5d06-8047-571301e431c6	edb68c6b-5edd-5b2a-9e10-2348f7378a46	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	ddcea21b-e5b5-575a-b13d-e5f996210b34
91	SURF-CAW2026R00135	f352913a-ec12-5f73-9ac0-0e2c5d7b5410	c17364b0-5f04-5a38-80a1-5abab8a4b24d	9786b71d-4904-549c-a9c0-612a8c8799a1	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	324b4fd4-0a67-57df-91f9-1f75da069d5b
