surface_id,capture_id,year,period_band,five_year_bucket,region,theme,source_family,source_name,title,image_state,source_text_chars,generated_text_chars,total_text_chars,cluster_key,cluster_size,dossier_text_pages,dossier_support_pages,compound_children,anchor_strength_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,region_scarcity_score,period_value_score,editorial_need_score,overall_research_anchor_score,risk_flags,positive_flags,recommended_next_action,action_confidence,action_reason,sample_priority
SURF-ER1830R018,ER1830R018,1880,pre_1930,1880-1884,Unresolved region,Midcentury modern graphic communication,Library of Congress,Library of Congress loc.gov API,[Pearsall Photography Studio trade card],IMG04,593,2045,2638,Unresolved region|Midcentury modern graphic communication|Library of Congress|1880-1884,4,1,1,0,42,74,27,94,0,12,70,0,6,42,source_register:catalog record,,convert_to_text_or_appendix,medium,Source/register evidence should become text or appendix rather than object main.,53
SURF-CCT2026R02912,CCT2026R02912,1932,1930_1970,1930-1934,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp Iraq 1932 40f ovpt.jpg / page 154198346,Stamp Iraq 1932 40f ovpt.jpg,IMG03,164,2630,2794,Iraq|Modern typography and layout|Wikimedia Commons|1930-1934,17,1,1,0,29,16,47,58,66,62,0,0,42,29,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,164
SURF-CCT2026R03487,CCT2026R03487,1937,1930_1970,1935-1939,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Australianstamp 1442.jpg / page 12597156,Australianstamp 1442.jpg,IMG03,167,2636,2803,Australia / Indigenous|Modern typography and layout|Wikimedia Commons|1935-1939,10,1,1,0,29,16,47,58,66,62,0,0,42,29,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,164
SURF-CRB2026V3R00096,CRB2026V3R00096,2005,2000_2026,2005-2009,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Ukraine s700-701.jpg / page 40478169,Stamp of Ukraine s700-701.jpg,IMG03,169,2692,2861,Ukraine|Modern typography and layout|Wikimedia Commons|2005-2009,17,1,1,0,31,16,47,59,66,62,0,37,41,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,163
SURF-CCT2026R01288,CCT2026R01288,1900,pre_1930,1900-1904,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Korea 1900 stamp - 3 chon (jeon).jpg / page 4329240,Korea 1900 stamp - 3 chon (jeon).jpg,IMG03,173,2668,2841,Korean Peninsula|Modern typography and layout|Wikimedia Commons|1900-1904,8,1,1,0,33,17,47,59,66,62,48,0,41,33,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,163
SURF-CCT2026R02336,CCT2026R02336,1903,pre_1930,1900-1904,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Colombia 1903 15p revenue stamp.jpg / page 17800573,Colombia 1903 15p revenue stamp.jpg,IMG03,169,2721,2890,Colombia|Modern typography and layout|Wikimedia Commons|1900-1904,15,1,1,0,29,16,47,59,66,62,0,0,41,29,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,163
SURF-CCT2026R01781,CCT2026R01781,1918,pre_1930,1915-1919,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Narbut Projects of stamps UPR.jpg / page 5021403,Narbut Projects of stamps UPR.jpg,IMG03,186,2680,2866,Ukraine|Modern typography and layout|Wikimedia Commons|1915-1919,19,1,1,0,30,18,47,60,66,62,0,0,40,30,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,162
SURF-CCT2026R03335,CCT2026R03335,1920,pre_1930,1920-1924,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Aitutaki 1920 1p stamp.jpg / page 16196688,Aitutaki 1920 1p stamp.jpg,IMG03,191,2732,2923,Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1920-1924,21,1,1,0,30,19,47,60,66,62,0,0,40,30,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,162
SURF-CCT2026R03653,CCT2026R03653,1925,pre_1930,1925-1929,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Dhrangadhra state stamp.jpg / page 176686795,Dhrangadhra state stamp.jpg,IMG03,188,2586,2774,India|Modern typography and layout|Wikimedia Commons|1925-1929,18,1,1,0,31,18,47,60,66,62,14,0,40,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,162
SURF-CAW2026R01736,CAW2026R01736,1933,1930_1970,1930-1934,Lithuania,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Lithuanian postage stamps with Žemaitė, 1933.jpg / page 125378328","Lithuanian postage stamps with Žemaitė, 1933.jpg",IMG03,196,2590,2786,Lithuania|Modern typography and layout|Wikimedia Commons|1930-1934,14,1,1,0,35,19,47,61,66,62,74,0,39,35,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,161
SURF-CCT2026R02982,CCT2026R02982,1960,1930_1970,1960-1964,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp IQ 1960 30f.jpg / page 92496988,Stamp IQ 1960 30f.jpg,IMG03,197,2752,2949,Iraq|Modern typography and layout|Wikimedia Commons|1960-1964,36,1,1,0,31,19,47,61,66,62,0,0,39,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,161
SURF-CCT2026R03025,CCT2026R03025,1965,1930_1970,1965-1969,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp IQ 1965 15f.jpg / page 92317330,Stamp IQ 1965 15f.jpg,IMG03,203,2753,2956,Iraq|Modern typography and layout|Wikimedia Commons|1965-1969,41,1,1,0,31,20,47,61,66,62,0,0,39,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,161
SURF-CCT2026R02333,CCT2026R02333,1901,pre_1930,1900-1904,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Colombia Habilitacion revenue stamp 1901-02.JPG / page 22616622,Colombia Habilitacion revenue stamp 1901-02.JPG,IMG03,192,2787,2979,Colombia|Modern typography and layout|Wikimedia Commons|1900-1904,15,1,1,0,31,19,47,61,66,62,0,0,39,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,161
SURF-CCT2026R02908,CCT2026R02908,1932,1930_1970,1930-1934,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp Iraq 1932 25f ovpt.jpg / page 154198344,Stamp Iraq 1932 25f ovpt.jpg,IMG03,205,2726,2931,Iraq|Modern typography and layout|Wikimedia Commons|1930-1934,17,1,1,0,31,20,47,62,66,62,0,0,38,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,160
SURF-CCT2026R03000,CCT2026R03000,1962,1930_1970,1960-1964,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp IQ 1962 50fils.jpg / page 92580146,Stamp IQ 1962 50fils.jpg,IMG03,208,2754,2962,Iraq|Modern typography and layout|Wikimedia Commons|1960-1964,36,1,1,0,31,20,47,62,66,62,0,0,38,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,160
SURF-CCT2026R03033,CCT2026R03033,1966,1930_1970,1965-1969,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp IQ 1966 5fils.jpg / page 92456302,Stamp IQ 1966 5fils.jpg,IMG03,214,2757,2971,Iraq|Modern typography and layout|Wikimedia Commons|1965-1969,41,1,1,0,31,21,47,62,66,62,0,0,38,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,160
SURF-CCT2026R03042,CCT2026R03042,1967,1930_1970,1965-1969,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp IQ 1967 20f.jpg / page 92401697,Stamp IQ 1967 20f.jpg,IMG03,207,2744,2951,Iraq|Modern typography and layout|Wikimedia Commons|1965-1969,41,1,1,0,31,20,47,62,66,62,0,0,38,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,160
SURF-CCT2026R00831,CCT2026R00831,1991,1970_2000,1990-1994,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Russia stamp 2011 № 1542list.jpg / page 133249949,Russia stamp 2011 № 1542list.jpg,IMG03,209,2704,2913,Kazakhstan|Modern typography and layout|Wikimedia Commons|1990-1994,51,1,1,0,32,20,47,62,66,62,0,20,38,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,160
SURF-CCT2026R00967,CCT2026R00967,1997,1970_2000,1995-1999,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Kazakhstan 192.jpg / page 5293764,Stamp of Kazakhstan 192.jpg,IMG03,211,2724,2935,Kazakhstan|Modern typography and layout|Wikimedia Commons|1995-1999,172,1,1,0,32,21,47,62,66,62,0,20,38,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,160
SURF-CCT2026R03036,CCT2026R03036,1967,1930_1970,1965-1969,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp IQ 1967 100f.jpg / page 92177486,Stamp IQ 1967 100f.jpg,IMG03,221,2755,2976,Iraq|Modern typography and layout|Wikimedia Commons|1965-1969,41,1,1,0,32,22,47,63,66,62,0,0,37,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,159
SURF-CCT2026R03039,CCT2026R03039,1967,1930_1970,1965-1969,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp IQ 1967 15f.jpg / page 92177066,Stamp IQ 1967 15f.jpg,IMG03,227,2748,2975,Iraq|Modern typography and layout|Wikimedia Commons|1965-1969,41,1,1,0,32,22,47,63,66,62,0,0,37,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,159
SURF-CCT2026R01784,CCT2026R01784,1918,pre_1930,1915-1919,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of ZUPR 1918.jpg / page 5034331,Stamp of ZUPR 1918.jpg,IMG03,222,2714,2936,Ukraine|Modern typography and layout|Wikimedia Commons|1915-1919,19,1,1,0,32,22,47,63,66,62,0,0,37,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,159
SURF-CCT2026R03321,CCT2026R03321,1915,pre_1930,1915-1919,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Admiral New Zealand5.jpg / page 11225119,Admiral New Zealand5.jpg,IMG03,219,2730,2949,Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1915-1919,14,1,1,0,31,21,47,63,66,62,0,0,37,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,159
SURF-CCT2026R00413,CCT2026R00413,1966,1930_1970,1965-1969,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp-kenya1966-ant-bear.jpeg / page 69787732,Stamp-kenya1966-ant-bear.jpeg,IMG03,238,2675,2913,Kenya|Modern typography and layout|Wikimedia Commons|1965-1969,8,1,1,0,34,23,47,64,66,62,36,0,36,34,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,158
SURF-CCT2026R00419,CCT2026R00419,1966,1930_1970,1965-1969,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp-kenya1966-rhino.jpeg / page 69787925,Stamp-kenya1966-rhino.jpeg,IMG03,239,2668,2907,Kenya|Modern typography and layout|Wikimedia Commons|1965-1969,8,1,1,0,34,23,47,64,66,62,36,0,36,34,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,158
SURF-CCT2026R02529,CCT2026R02529,1936,1930_1970,1935-1939,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1936 - Colnect 437914 - Mines.jpeg / page 114987600,Stamp of Peru - 1936 - Colnect 437914 - Mines.jpeg,IMG03,237,2765,3002,Peru|Modern typography and layout|Wikimedia Commons|1935-1939,71,1,1,0,32,23,47,64,66,62,0,0,36,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,158
SURF-CCT2026R00114,CCT2026R00114,1942,1930_1970,1940-1944,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1942 - Colnect 192604 - Arms of Alger.jpeg / page 98423860,Stamp of Algeria - 1942 - Colnect 192604 - Arms of Alger.jpeg,IMG03,239,2769,3008,Algeria|Modern typography and layout|Wikimedia Commons|1940-1944,95,1,1,0,32,23,47,64,66,62,0,0,36,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,158
SURF-CCT2026R00414,CCT2026R00414,1966,1930_1970,1965-1969,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp-kenya1966-buffalo.jpeg / page 69787892,Stamp-kenya1966-buffalo.jpeg,IMG03,242,2660,2902,Kenya|Modern typography and layout|Wikimedia Commons|1965-1969,8,1,1,0,35,24,47,65,66,62,36,0,35,35,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,157
SURF-CCT2026R01171,CCT2026R01171,1946,1930_1970,1945-1949,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Chinese postage stamps on album pages.jpg / page 57401202,Chinese postage stamps on album pages.jpg,IMG03,240,2762,3002,China / Hong Kong|Modern typography and layout|Wikimedia Commons|1945-1949,14,1,1,0,35,24,47,65,66,62,48,0,35,35,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,157
SURF-CCE2026R00399,CCE2026R00399,1936,1930_1970,1935-1939,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1936 - Colnect 437888 - Number 10.jpeg / page 114987055,Stamp of Peru - 1936 - Colnect 437888 - Number 10.jpeg,IMG03,243,2545,2788,Peru|Modern typography and layout|Wikimedia Commons|1935-1939,71,1,1,0,35,24,47,65,78,62,0,0,35,35,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,157
SURF-CCT2026R00121,CCT2026R00121,1942,1930_1970,1940-1944,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1942 - Colnect 192611 - Arms of Constantine.jpeg / page 98423894,Stamp of Algeria - 1942 - Colnect 192611 - Arms of Constantine.jpeg,IMG03,245,2779,3024,Algeria|Modern typography and layout|Wikimedia Commons|1940-1944,95,1,1,0,32,24,47,65,66,62,0,0,35,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,157
SURF-CCT2026R02997,CCT2026R02997,1962,1930_1970,1960-1964,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp IQ 1962 3f.jpg / page 91833036,Stamp IQ 1962 3f.jpg,IMG03,242,2748,2990,Iraq|Modern typography and layout|Wikimedia Commons|1960-1964,36,1,1,0,32,24,47,65,66,62,0,0,35,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,157
