source_file,capture_id,surface_id,packet_id,surface_disposition_override,readiness_status,readiness_reason,source_join_status,review_decision,review_confidence,review_basis,review_lane,packet_action,packet_confidence,packet_type,relation_density,source_depth,rights_state,editorial_need,current_publication_role,recommended_role,anchor_score,year,region,theme,medium,movement,source_name,title,sample_lane,sample_key
capture_batch_early_region_1830_1930_records.csv,ER1830R050,SURF-ER1830R050,PKT01121,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,7,high,source_visible,needs_source_note,main_sheet,subsheet_candidate,79,1895,France,Midcentury modern graphic communication,Poster,,Art Institute of Chicago API,La revue blanche,apply_ready,apply_ready|support_packet_appendix_text|Art Institute of Chicago API|France|1895
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR054,SURF-DNZPOSTR054,PKT00363,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,12,medium,source_visible,needs_packet_text,main_sheet,subsheet_candidate,70,1993,Aotearoa New Zealand,Midcentury modern graphic communication,Poster,,DigitalNZ,Wellington - The Event Full Capital posters,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|1993
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR055,SURF-DNZPOSTR055,PKT00363,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,12,medium,source_visible,needs_packet_text,main_sheet,subsheet_candidate,77,1994,Aotearoa New Zealand,Travel and transport poster culture,Poster,,DigitalNZ,Absolutely Positively Wellington poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|1994
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR057,SURF-DNZPOSTR057,PKT00363,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,12,medium,source_visible,needs_packet_text,main_sheet,subsheet_candidate,73,1995,Aotearoa New Zealand,Midcentury modern graphic communication,Poster,,DigitalNZ,"He Taonga Te Reo - a celebration of Maori Language poster, Wellington Public Library",apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|1995
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR060,SURF-DNZPOSTR060,PKT00363,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,12,medium,source_visible,needs_packet_text,main_sheet,subsheet_candidate,70,1997,Aotearoa New Zealand,World War and public-information graphics,Poster,,DigitalNZ,We're Bending Over Backwards (Core Services Review) poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|1997
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR061,SURF-DNZPOSTR061,PKT00363,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,12,medium,source_visible,needs_packet_text,main_sheet,subsheet_candidate,70,1999,Aotearoa New Zealand,Midcentury modern graphic communication,Poster,,DigitalNZ,Our City: Our Future poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|1999
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR064,SURF-DNZPOSTR064,PKT01165,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,6,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,72,2009,Aotearoa New Zealand,Midcentury modern graphic communication,Graphic design object record,,DigitalNZ,Mitre Peak,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2009
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR065,SURF-DNZPOSTR065,PKT01165,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,6,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,68,2009,Aotearoa New Zealand,Midcentury modern graphic communication,Poster,,DigitalNZ,New Zealand wine poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2009
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR066,SURF-DNZPOSTR066,PKT01165,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,6,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,69,2009,Aotearoa New Zealand,Travel and transport poster culture,Graphic design object record,,DigitalNZ,Promoting tourism,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2009
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR069,SURF-DNZPOSTR069,PKT01165,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,6,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,64,2009,Aotearoa New Zealand,Midcentury modern graphic communication,Poster,,DigitalNZ,Wind farm protest poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2009
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR067,SURF-DNZPOSTR067,PKT01165,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,6,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,72,2009,Aotearoa New Zealand,Travel and transport poster culture,Poster,,DigitalNZ,Tourism poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2009
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR070,SURF-DNZPOSTR070,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,86,2010,Aotearoa New Zealand,Midcentury modern graphic communication,Poster,,DigitalNZ,100% Pure New Zealand poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2010
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR073,SURF-DNZPOSTR073,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,80,2010,Aotearoa New Zealand,Travel and transport poster culture,Poster,,DigitalNZ,Railways poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2010
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR078,SURF-DNZPOSTR078,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,86,2011,Aotearoa New Zealand,Midcentury modern graphic communication,Graphic design object record,,DigitalNZ,Methodist Māori singing troupe,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2011
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR076,SURF-DNZPOSTR076,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,86,2011,Aotearoa New Zealand,Public health and social communication,Poster,,DigitalNZ,"Dental health poster, 1950s",apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2011
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR079,SURF-DNZPOSTR079,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,86,2011,Aotearoa New Zealand,Midcentury modern graphic communication,Poster,,DigitalNZ,NZPARS poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2011
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR080,SURF-DNZPOSTR080,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,84,2011,Aotearoa New Zealand,Midcentury modern graphic communication,Graphic design object record,,DigitalNZ,Pacific cervical-screening campaign,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2011
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR075,SURF-DNZPOSTR075,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,86,2011,Aotearoa New Zealand,Public health and social communication,Poster,,DigitalNZ,Cervical screening poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2011
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR089,SURF-DNZPOSTR089,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,86,2012,Aotearoa New Zealand,Midcentury modern graphic communication,Poster,,DigitalNZ,Treaty protest posters: ‘The treaty is a fraud’,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2012
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR083,SURF-DNZPOSTR083,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,85,2012,Aotearoa New Zealand,Midcentury modern graphic communication,Poster,,DigitalNZ,"Golf tourism poster, 1930s",apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2012
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR084,SURF-DNZPOSTR084,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,76,2012,Aotearoa New Zealand,World War and public-information graphics,Poster,,DigitalNZ,Nuclear warship protests: poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2012
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR092,SURF-DNZPOSTR092,PKT00992,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,14,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,86,2014,Aotearoa New Zealand,Travel and transport poster culture,Poster,,DigitalNZ,Poster for Te Māori exhibition,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2014
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR104,SURF-DNZPOSTR104,PKT01118,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,7,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,76,2020,Aotearoa New Zealand,Postwar exhibition and cultural posters,Poster,,DigitalNZ,Poster for Max Gimblett Ocean Wheel exhibition,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2020
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR102,SURF-DNZPOSTR102,PKT01118,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,7,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,76,2020,Aotearoa New Zealand,Postwar exhibition and cultural posters,Poster,,DigitalNZ,Post Hoc exhibition poster on a poster bollard,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2020
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR099,SURF-DNZPOSTR099,PKT01118,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,7,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,76,2020,Aotearoa New Zealand,Postwar exhibition and cultural posters,Poster,,DigitalNZ,Max Gimblett Ocean Wheel exhibition poster,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2020
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR103,SURF-DNZPOSTR103,PKT01118,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,7,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,76,2020,Aotearoa New Zealand,Postwar exhibition and cultural posters,Poster,,DigitalNZ,Post Hoc exhibition poster outside the Christchurch Arts Centre,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2020
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR101,SURF-DNZPOSTR101,PKT01118,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,7,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,76,2020,Aotearoa New Zealand,World War and public-information graphics,Poster,,DigitalNZ,Post Hoc exhibition poster on Worcester Boulevard,apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2020
capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv,DNZPOSTR116,SURF-DNZPOSTR116,PKT01118,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,7,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,76,2023,Aotearoa New Zealand,Midcentury modern graphic communication,Graphic design object record,,DigitalNZ,"Pacific Sisters, SCAPE Public Art",apply_ready,apply_ready|support_packet_appendix_text|DigitalNZ|Aotearoa New Zealand|2023
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R001,SURF-GAX1970R001,PKT01220,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,demote_parallel_mains_to_subsheet_cluster,high,collection_region_decade,5,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,65,1830,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Monsieur, vous avez réclamé votre inscription...",apply_ready,apply_ready|support_packet_appendix_text|Gallica / BnF APIs|France|1830
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R002,SURF-GAX1970R002,PKT01220,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,demote_parallel_mains_to_subsheet_cluster,high,collection_region_decade,5,high,source_visible,sufficient_for_review,main_sheet,subsheet_candidate,64,1832,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,La typographie : poëme / par M. L. Pelletier,apply_ready,apply_ready|support_packet_appendix_text|Gallica / BnF APIs|France|1832
