capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date
MC1930R011,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98513179,https://www.loc.gov/pictures/item/98513179/,Exhibition - WPA Federal Art Project,,between 1936 and 1938],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,"Poster announcing WPA Federal Art Project exhibition at the Federal Art Gallery, 50 Beacon St., Boston, Mass.",Date stamped on verso: Jun 7 1938.; Work Projects Administration Poster Collection (Library of Congress).,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Art%20exhibitions--Massachusetts--Boston--1930-1940."", ""title"": ""Art exhibitions--Massachusetts--Boston--1930-1940.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3f00000/3f05000/3f05200/3f05285_150px.jpg,false,https://www.loc.gov/pictures/item/98513179/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R012,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98510115,https://www.loc.gov/pictures/item/98510115/,"Pet show WPA recreation project, Dist. No. 2 /","Gregg, Arlington",[between 1936 and 1939],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,,Animal shows--Illinois--1930-1940.; Recreation--Illinois--1930-1940.; Pets--1930-1940.; Posters--1930-1940.; Screen prints--Color--1930-1940.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48800/3b48887_150px.jpg,false,https://www.loc.gov/pictures/item/98510115/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R013,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,2010634800,https://www.loc.gov/pictures/item/2010634800/,Preliminary drawings for See American WPA poster,,c1936.,1936,,,3 items.,3 items.,iuc; minload; pp,,Collection stored on site. Containers include: 1 B size container (partial).; Creators include: Richard Halls.; Media includes: 3 Posters : original watercolor drawings; silkscreen.; This catalog record contains preliminary data.; Gift; Mrs. Richard Halls; (PR 13 CN 2000:011); export ME,,LOC search row does not expose a usable image in this capture.,,LOC search row does not expose a usable image in this capture.,IMG04,LOC search row does not expose a usable image in this capture.,IMG04: LOC search row does not expose a usable image in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010634800/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R014,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98513156,https://www.loc.gov/pictures/item/98513156/,WPA Federal Art Project exhibition - mural studies,,1936 or 1937],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,"Poster for WPA Federal Art Project exhibition of mural studies at the Federal Art Gallery 50 Beacon St., Boston, Mass.","Date stamped on verso: Mar 20 1937.; Work Projects Administration Poster Collection (Library of Congress).; Posters of the WPA / Christopher DeNoon. Los Angeles : Wheatly Press, c1987, no. 3","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Art%20exhibitions--Massachusetts--Boston--1930-1940."", ""title"": ""Art exhibitions--Massachusetts--Boston--1930-1940.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48800/3b48889_150px.jpg,false,https://www.loc.gov/pictures/item/98513156/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R015,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,2001695223,https://www.loc.gov/pictures/item/2001695223/,WPA Federal Theatre [presents] If ye break faith,"Federal Theatre Project (New York, N.Y.)",between 1936 and 1941],1936,,,1 print (poster) :,"1 print (poster) : silkscreen, color.",diof; pp; wpapos,,,Theatrical productions--New York (State)--New York--1930-1940.; Scythes--1930-1940.; Death--1930-1940.; Screen prints--Color--1930-1950.; Theatrical posters--1930-1950.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b49000/3b49000/3b49035_150px.jpg,false,https://www.loc.gov/pictures/item/2001695223/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R016,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98518022,https://www.loc.gov/pictures/item/98518022/,"WPA exhibition water colors [and] prints, Federal Art Gallery /",,between 1936 and 1938],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,,Art exhibitions--Massachusetts--Boston--1930-1940.; Printmaking--1930-1940.; Watercolors--1930-1940.; Exhibition posters--1930-1940.; Screen prints--Color--1930-1940.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3f00000/3f05000/3f05500/3f05569_150px.jpg,false,https://www.loc.gov/pictures/item/98518022/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R017,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98513298,https://www.loc.gov/pictures/item/98513298/,"WPA federal art regional exhibit, Montclair Museum Easel painting, graphic arts, poster display, index of design.","Tartaglia, Angelo",[between 1936 and 1939],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,"Poster announcing opening of regional exhibit of WPA art at the Montclair Museum, Montclair, New Jersey, showing text superimposed over palette.","Date stamped on verso: Jan 5 1939.; Work Projects Administration Poster Collection (Library of Congress).; Posters of the WPA / Christopher DeNoon. Los Angeles: Wheatly Press, c1987, no. 69","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Montclair%20Art%20Museum--Exhibitions%20%26%20displays--1930-1940."", ""title"": ""Montclair Art Museum--Exhibitions & displays--1930-1940.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Art%20exhibitions--New%20Jersey--Montclair--1930-1940."", ""title"": ""Art exhibitions--New Jersey--Montclair--1930-1940.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48800/3b48805_150px.jpg,false,https://www.loc.gov/pictures/item/98513298/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R018,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98513183,https://www.loc.gov/pictures/item/98513183/,"WPA water colors, prints exhibition, Federal Art Gallery",,1936 or 1937],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,"Poster announcing WPA exhibition of watercolors and prints at the Federal Art Gallery, 50 Beacon St., Boston, Mass.","Date stamped on verso: Nov 8 1937.; Work Projects Administration Poster Collection (Library of Congress).; Posters of the WPA / Christopher DeNoon. Los Angeles: Wheatly Press, c1987, no. 36","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Art%20exhibitions--Massachusetts--Boston--1930-1940."", ""title"": ""Art exhibitions--Massachusetts--Boston--1930-1940.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48800/3b48803_150px.jpg,false,https://www.loc.gov/pictures/item/98513183/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R019,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98513191,https://www.loc.gov/pictures/item/98513191/,"WPA women painters, Federal Art Gallery, 50 Beacon St., Boston",,between 1936 and 1938],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,"Poster for exhibition of WPA women painters at the Federal Art Gallery, 50 Beacon St., Boston, Mass., showing a woman painting outdoors.","Date stamped on verso: Feb 23 1938.; Work Projects Administration Poster Collection (Library of Congress).; Attributed to Russell W. West.; Posters of the WPA / Christopher DeNoon. Los Angeles : Wheatly Press, c1987, no. 73","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Art%20exhibitions--Massachusetts--Boston--1930-1940."", ""title"": ""Art exhibitions--Massachusetts--Boston--1930-1940.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Women--1930-1940."", ""title"": ""Women--1930-1940.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48800/3b48804_150px.jpg,false,https://www.loc.gov/pictures/item/98513191/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R020,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98514973,https://www.loc.gov/pictures/item/98514973/,"Who's who in the zoo Illustrated natural history prepared by the WPA Federal Writers Project : On sale at all book stores, zoos, and museums.",Federal Writers' Project,[1936 or 1937],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,Poster advertising WPA Federal Writers' Project illustrated guide to natural history.,"Date stamped on verso: Jun 4 1937.; Work Projects Administration Poster Collection (Library of Congress).; Attributed to Sidney Jacobson.; Posters of the WPA / Christopher DeNoon. Los Angeles : Wheatly Press, c1987, no. 255","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=American%20guide%20series."", ""title"": ""American guide series.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Apes--New%20York%20%28State%29--1930-1940."", ""title"": ""Apes--New York (State)--1930-1940.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Zoos--New%20York%20%28State%29--New%20York--1930-1940."", ""title"": ""Zoos--New York (State)--New York--1930-1940.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Books--1930-1940."", ""title"": ""Books--1930-1940.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48800/3b48858_150px.jpg,false,https://www.loc.gov/pictures/item/98514973/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
