source_file,capture_id,surface_id,packet_id,surface_disposition_override,readiness_status,readiness_reason,source_join_status,review_decision,review_confidence,review_basis,review_lane,packet_action,packet_confidence,packet_type,relation_density,source_depth,rights_state,editorial_need,current_publication_role,recommended_role,anchor_score,year,region,theme,medium,movement,source_name,title
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R013,SURF-GAX1970R013,PKT01009,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,12,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,75,1851,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Progrès de la contrefaçon, dénonciation et protestation. Les éditeurs de l'""Histoire des peintres"" à MM. les membres du Cercle de la librairie, etc. [Signé : Jules Renouard. 20 mai 1851.] - Cercle de la librairie, de l'imprimerie, de la pap"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R015,SURF-GAX1970R015,PKT01009,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,12,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,78,1854,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Traité de la typographie (2e édition corrigée et augmentée) / par Henri Fournier,..."
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R007,SURF-GA1970R007,PKT01009,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,12,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,82,1855,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Théâtre impérial de l'Opéra. Aujourd'hui mercredi 13 juin 1855, première représentation. Les Vêpres siciliennes, opéra en 5 actes : [affiche typographique]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R016,SURF-GAX1970R016,PKT01009,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,12,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,76,1856,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,Physiologie de l'Imprimerie : silhouettes typographiques...
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R009,SURF-GA1970R009,PKT01009,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,12,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,78,1857,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Des arts graphiques destinés à multiplier par l'impression, considérés sous le double point de vue historique et pratique / par J.-M.-Herman Hammann..."
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R017,SURF-GAX1970R017,PKT01009,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,12,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,78,1857,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"La Réclame : locomotive du commerce et de l'industrie : programme des théâtres, littérature, chronique, anecdotes, commerce, industrie, arts et sciences"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R018,SURF-GAX1970R018,PKT01009,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,12,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1857,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"[La réclame, comédie d'Arnould Fremy : document iconographique]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R019,SURF-GAX1970R019,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1861,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"L'Union des Arts & Métiers, entreprise d'affiches illustrées avenue de Neuilly 175...1ère série Septembre 1861 : Compagnie Française..., Infirmerie et pension d'animaux Méthode Mattéi..., Maison Sincère..., Salle d'armes Mimiague ... [placa"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R020,SURF-GAX1970R020,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,80,1861,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,Le Palais Royal et ses abords : [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R021,SURF-GAX1970R021,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, 1862. Quartier du Faubourg Montmartre. Commerce et industrie... [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R022,SURF-GAX1970R022,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,81,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, Boulevards Sébastopol et Strasbourg [...] Arts, commerce et industrie [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / Belloguet, del."
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R023,SURF-GAX1970R023,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, Quartier de la rue de Rivoli [...] Industrie, Commerce [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R024,SURF-GAX1970R024,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, industrie et commerce. Quartier des Halles Centrales [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / Donjean"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R025,SURF-GAX1970R025,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, quartier Richelieu. Principales maisons de l'industrie, principales maisons du commerce... : [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R026,SURF-GAX1970R026,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, quartier St Sulpice [...] Livres de piété, Sainteté [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R027,SURF-GAX1970R027,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,80,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, quartier de l'Hôtel de Ville et ses abords. Commerce Industrie [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R029,SURF-GAX1970R029,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,81,1862,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Paris, quartier de la Bastille : [placard d'annonces publicitaires pour différents] : [femme en vert] : [affiche] ([Variante d'image : femme en vert]) / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R030,SURF-GAX1970R030,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, quartier de la Bastille et ses abords... [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R031,SURF-GAX1970R031,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,78,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, quartier de la Place Vendôme [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R032,SURF-GAX1970R032,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,80,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, quartier du Temple [....] Commerce, industrie [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / A. Belloguet"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R033,SURF-GAX1970R033,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris. Pêche, Sport, Chasse. Industrie, commerce [...] [placard d'annonces publicitaires de différents commerces] : [affiche] / Donjean"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R034,SURF-GAX1970R034,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,78,1862,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"[Paris] Luxe, objets d'art, industrie : tapis, bronzes, meubles, cachemires, orfévrerie, critaux, bijoux [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R035,SURF-GAX1970R035,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1863,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,Arts et industrie. Fabrique parisienne [ ] [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R036,SURF-GAX1970R036,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,75,1863,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Des brevets d'invention et des modifications que réclame la loi actuelle / par René Telliez,..."
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R038,SURF-GAX1970R038,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1863,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Paris, quartier des Champs-Elysées [...] Madeleine [...] Faubourg St Honoré [...] Commerce industrie [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R039,SURF-GAX1970R039,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,80,1863,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Quartier Montmartre... [placard d'annonces publicitaires de différents commerces] : [affiche] / [non identifié] ; colorié par Charpentier, 8 rue Notre-Dame des Champs"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R040,SURF-GAX1970R040,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1863,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"[Paris], A l'armée [....] [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]"
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R041,SURF-GAX1970R041,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1863,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,[Sans titre] Ateliers de construction de machines [placard d'annonces publicitaires pour différents commerces]. : [affiche] / [non identifié]
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R042,SURF-GAX1970R042,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1863,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,[Sans titre] Presses mécaniques [ ] Machines [...] [placard d'annonces publicitaires pour différents commerces] : [affiche] / [non identifié]
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R043,SURF-GAX1970R043,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,77,1864,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,Beaux-arts : avis-réclame / [Signé : F. Destrade]
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R045,SURF-GAX1970R045,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,78,1864,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,[Paris] Aux Mères de familles [...] [placard d'annonces publicitaires pour différents commerces]... : [affiche] / [non identifié]
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R044,SURF-GAX1970R044,PKT00986,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,15,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,75,1914,France,Midcentury modern graphic communication,Poster,,Gallica / BnF APIs,L'Imprimerie (Paris. 1864)
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R046,SURF-GAX1970R046,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,79,1865,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,Photographie Bisson Jeune : [réclame]
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R047,SURF-GAX1970R047,PKT00926,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,32,high,source_visible,needs_packet_text,main_sheet,subsheet_candidate,80,1866,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"La Corbeille de mariage, Klein & fils ameublement... Au Paradis des Dames... Gustave Lecharpentier & Cie, peintres - photographes... [sur placard d'annonces publicitaires pour différents commerces] : [affiche] / non identifié"
