candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,period_start,period_end,period_bands,expected_record_types,capture_route,recommended_adapter,recommended_image_policy,text_enrichment_path,rights_posture,risk_notes,priority,inclusion_status,notes
CSS0012,Behance,Global,Platform discovery,Transnational,portfolio platform,platform,API / Static JS App,https://www.behance.net/,2005,2026,2000-2026,portfolio projects; multi-image projects,discovery signal only; creator/source verification required,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only unless creator/source permission is separately reviewed,project title/creator/date/tag signal only,portfolio copyright retained by creators,high noise; platform visibility is not license,P2,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0013,Pinterest,Global,Platform discovery,Transnational,visual bookmarking platform,platform,API / HTML,https://www.pinterest.com/,2010,2026,2000-2026,reposted visual references and outbound links,discovery signal only; original source resolution required,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; never use as rights source,outbound link/source discovery,reposted content; unreliable provenance,high duplicate/noise risk,P3,candidate_probe,"Use sparingly for source discovery, not item evidence."
CSS0014,Cargo Sites,Global,Independent web,Transnational,portfolio hosting family,platform / independent sites,Cargo / HTML,https://cargo.site/,2006,2026,2000-2026,independent portfolios; studio pages,platform-family probe; individual site review required,cargo_html_discovery_adapter,IMG00 discovery-only unless creator terms reviewed,project metadata where public and permitted,portfolio copyright retained by creators,site-specific terms vary,P2,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0015,Tumblr Design Archive Discovery,Global,Platform discovery,Transnational,blog platform,platform,API / RSS / HTML,https://www.tumblr.com/,2007,2026,2000-2026,blog posts; reposted images; tags,discovery signal only; original source resolution required,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; never treat repost as rights evidence,tag/source link discovery,mixed repost/original content,high provenance risk,P3,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0016,JAGDA,East Asia,Japan,Japan,professional association,professional association,Static JS App / HTML,https://www.jagda.or.jp/,1978,2026,1970-2000; 2000-2026,association records; events; member network,source registry + institutional context,html_source_probe_then_manual_rules,IMG04 for source registry; IMG00/IMG02 for item-level records after review,institutional description and event text,association site; item images require review,"source-level evidence, not item image authority",P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0017,Tokyo Type Directors Club,East Asia,Japan,Japan,professional association / awards,professional association,Static JS App / HTML,https://tokyotypedirectorsclub.org/,1987,2026,1970-2000; 2000-2026,awards; events; typography network,source registry and authority context,html_source_probe_then_manual_rules,IMG04 source registry; item images require rights review,source/event text extraction,association awards site with image restrictions,do not infer reuse from award display,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0018,Tokyo ADC,East Asia,Japan,Japan,professional association / awards,professional association,Static JS App / HTML,https://www.tokyoadc.com/,1952,2026,1931-1970; 1970-2000; 2000-2026,awards; annuals; association history,source registry and event context,html_source_probe_then_manual_rules,IMG04 source registry; item images require rights review,history/event text extraction,association images not automatically reusable,source-level only until item review,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0019,Ginza Graphic Gallery,East Asia,Japan,Japan,exhibition archive,gallery / institution,Static JS App / HTML,https://www.dnpfcp.jp/gallery/ggg/,1986,2026,1970-2000; 2000-2026,exhibition pages; designer names; dates,exhibition metadata and source registry,html_source_probe_then_manual_rules,IMG04/IMG00; exhibition images need record-level review,exhibition text and designer extraction,DNP/gallery content rights vary,important context but image-restricted,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0020,ddd Gallery,East Asia,Japan,Japan,exhibition archive,gallery / institution,Static JS App / HTML,https://www.dnpfcp.jp/gallery/ddd/,1991,2026,1970-2000; 2000-2026,exhibition pages; designer names; dates,exhibition metadata and source registry,html_source_probe_then_manual_rules,IMG04/IMG00; no image copy unless source permits,exhibition text extraction,DNP/gallery content rights vary,important for Osaka/Kyoto graphic design context,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0021,DNP Graphic Design Archives,East Asia,Japan,Japan,design archive,institutional archive,HTML / collection pages,https://www.dnpfcp.jp/gallery/archives/,1910,2026,1931-1970; 1970-2000; 2000-2026,graphic design collection records,source registry; item probe only after terms review,html_source_probe_then_manual_rules,IMG00/IMG02 after record review; no automatic local copy,archive description and item metadata,institutional collection rights vary,"key Japanese source, rights-sensitive",P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0022,Seoul Design Foundation / DDP,East Asia,Korea,South Korea,design institution,public design institution,Static JS App / HTML,https://www.ddp.or.kr/,2000,2026,2000-2026,exhibition/event/design program records,source registry and event text,static_js_or_html_probe,IMG04/IMG00 unless record rights reviewed,event and exhibition text extraction,institutional/event content rights vary,modern institutional source; not object archive by default,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0023,Korea Design Foundation / Design DB,East Asia,Korea,South Korea,design database / institution,public design institution,HTML / Static JS App,https://www.designdb.com/,1970,2026,1970-2000; 2000-2026,design articles; project records; policy context,source registry and text discovery,html_source_probe_then_manual_rules,IMG00/IMG04 until rights reviewed,article/source text extraction,Korean public/design database terms require review,language and script handling needed,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0024,National Library of Korea Digital Collections,East Asia,Korea,South Korea,national library digital collection,national institution,OAI-PMH / HTML,https://www.nl.go.kr/,1900,2026,1931-1970; 1970-2000; 2000-2026,books; periodicals; posters; bibliographic records,bibliographic/source metadata first,oai_pmh_or_html_adapter,IMG04 for bibliographic records; IMG02 if viewer exists,bibliographic metadata and OCR where available,national library rights vary by item,strong source for Korea but adapter must be careful,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0025,Taiwan Design Research Institute,East Asia,Taiwan,Taiwan,design institution,public design institution,Static JS App / HTML,https://www.tdri.org.tw/,2000,2026,2000-2026,design policy; exhibitions; awards,source registry and institutional context,static_js_or_html_probe,IMG04/IMG00; item image review required,text/context extraction,institutional contemporary content,"use as context, not image archive",P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0026,Taiwan Cultural Memory Bank,East Asia,Taiwan,Taiwan,cultural heritage database,public cultural platform,Static JS App / API,https://memory.culture.tw/,1895,2026,1931-1970; 1970-2000; 2000-2026,cultural objects; posters; photographs; documents,source metadata and rights-state probe,static_js_or_api_probe,IMG00/IMG02/IMG03 only by record-level rights evidence,object metadata and source descriptions,mixed public/rights states,promising but needs adapter validation,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0027,M+ Collections,East Asia,Hong Kong,Hong Kong,museum collection,museum,Static JS App / API-like,https://www.mplus.org.hk/en/collection/,1960,2026,1931-1970; 1970-2000; 2000-2026,visual culture/design collection records,metadata/source link; no image copy unless terms permit,static_js_or_api_probe,IMG02/IMG00 after record review; no automatic local copy,object metadata and curatorial text,museum image rights vary,important source for Asian modern/contemporary design,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0028,DesignSingapore Council,Southeast Asia,Singapore,Singapore,design institution,public design institution,HTML / Static JS App,https://designsingapore.org/,2003,2026,2000-2026,awards; reports; design policy; designer profiles,source registry and text enrichment,html_source_probe_then_manual_rules,IMG04/IMG00; no automatic image display,report/profile text extraction,government/public content but image rights vary,useful for contemporary Singapore context,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0029,National Library Board Singapore / BiblioAsia,Southeast Asia,Singapore,Singapore,library publication / heritage text,national institution,HTML / Search,https://biblioasia.nlb.gov.sg/,1900,2026,1931-1970; 1970-2000; 2000-2026,heritage essays; bibliographic context; print culture,text enrichment and citations,html_source_probe_then_manual_rules,IMG04/text; images only by explicit item rights,essay citation extraction,article/images rights vary,valuable text source for Singapore/Malaya design history,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0030,Roots.sg,Southeast Asia,Singapore,Singapore,heritage portal / collection,public cultural institution,Static JS App / API-like,https://www.roots.gov.sg/,1900,2026,1931-1970; 1970-2000; 2000-2026,museum objects; posters; ephemera; heritage articles,metadata and rights-state probe,static_js_or_api_probe,IMG02/IMG00; IMG03 only with explicit license,object/article metadata extraction,government heritage portal with item-level rights,promising but record-specific terms needed,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0031,Malaysian Design Archive,Southeast Asia,Malaysia,Malaysia,community/critical design archive,independent archive,HTML / Static JS App,https://www.malaysiadesignarchive.org/,1957,2026,1931-1970; 1970-2000; 2000-2026,Malaysian graphic design history; essays; records,source registry + text and link extraction,html_source_probe_then_manual_rules,IMG00/IMG02 after source review; no local image copy by default,essay and record text extraction,independent archive; rights sensitive,core Southeast Asian counter-canon source,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0032,Grafis Nusantara,Southeast Asia,Indonesia,Indonesia,graphic archive / design history,independent archive,Static JS App / HTML,https://grafisnusantara.com/,1940,2026,1931-1970; 1970-2000; 2000-2026,Indonesian graphic design records; publications; images,source registry and item metadata after rights review,static_js_or_html_probe,IMG00/IMG02 unless explicit rights evidence,archive text and source links,independent archive; image rights require care,high-priority non-Western source,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0033,IVAA Indonesian Visual Art Archive,Southeast Asia,Indonesia,Indonesia,visual art archive,independent archive,Archive / HTML,https://ivaa-online.org/,1940,2026,1931-1970; 1970-2000; 2000-2026,visual art/design-adjacent records; documents; events,source registry and relation discovery,html_source_probe_then_manual_rules,IMG00/IMG02 after record rights review,metadata and event text,visual art archive rights vary,useful for design-adjacent Indonesian networks,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0034,ASEAN Digital Library,Southeast Asia,ASEAN,Southeast Asia,regional digital library,regional library network,Search / IIIF possible,https://www.aseanlibrary.org/,1800,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,national library objects; documents; photographs; print culture,metadata/source probe by country,html_or_api_probe,IMG02/IMG00; IMG03 only with item-level license,metadata and OCR where available,country/item rights vary,macro-regional entry point for Southeast Asia,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0035,VietGD,Southeast Asia,Vietnam,Vietnam / diaspora,design history platform,independent/community,HTML / Static JS App,https://vietgd.com/,1970,2026,1970-2000; 2000-2026,Vietnamese graphic design history; articles; community projects,source discovery and text extraction,html_source_probe_then_manual_rules,IMG00 discovery-only unless source terms reviewed,article/project text extraction,independent/community rights vary,important if reachable; validate source status,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0036,Thai Graphic Design Century,Southeast Asia,Thailand,Thailand,publication / archive project,independent/research,HTML / Publication,https://thaigraphicdesignhistory.com/,1850,1960,1830-1930; 1931-1970,Thai print culture; graphic design history; bibliographic source,source registry and citation text,html_source_probe_then_manual_rules,IMG04/text unless item rights reviewed,publication metadata and citation extraction,publication/project rights vary,mostly historical but useful source context,P1,candidate_probe,Useful source family despite not being post-1990 object material.
CSS0037,Design Center of the Philippines,Southeast Asia,Philippines,Philippines,design institution,public design institution,HTML / Static JS App,https://designcenter.gov.ph/,1973,2026,1970-2000; 2000-2026,design policy; programs; awards; exhibitions,source registry and institutional context,html_source_probe_then_manual_rules,IMG04/IMG00 unless item rights reviewed,event/report text,public institution content rights vary,Philippines contemporary design context,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0038,CIViC Archive,South Asia,India,India,popular visual culture archive,independent/research archive,HTML / Search,https://civicarchives.org/,1850,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,visual culture; print ephemera; commercial/popular graphics,source registry and metadata request path,html_source_probe_then_manual_rules,IMG00/IMG02 after source terms review,record metadata and text extraction,rights/ordering model likely source-controlled,high-priority South Asian source,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0039,Priya Paul Collection,South Asia,India,India,popular visual culture collection,private collection / public platform,Google Arts / HTML,https://artsandculture.google.com/partner/priya-paul-collection,1880,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,calendar art; posters; advertisements; ephemera,source link and metadata only; platform viewer,google_arts_source_probe,IMG02 platform viewer; no local copy unless rights explicit,record metadata/context text,platform/source image rights restricted,important historical and contemporary South Asian visual culture,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0040,Tasveer Ghar,South Asia,India / South Asia,South Asia,visual culture archive,scholarly/community archive,HTML / Google Arts,https://tasveerghar.net/,1850,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,popular visual culture; essays; image collections,source registry and essay/text enrichment,html_source_probe_then_manual_rules,IMG00/IMG02; image rights must be checked per source,essay and collection metadata,mixed collection and platform rights,important scholarly bridge source,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0041,Design Dashtahjaat,South Asia,Pakistan,Pakistan,graphic design archive,independent/community,HTML / Static JS App,https://designdashtahjaat.com/,1947,2026,1931-1970; 1970-2000; 2000-2026,Pakistani graphic design; Urdu typography; visual culture,source registry and metadata/text discovery,html_source_probe_then_manual_rules,IMG00 discovery-only unless record rights reviewed,text/source extraction,independent/community rights vary,important for underrepresented Pakistan design history,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0042,SADAA,South Asia,Diaspora,South Asian diaspora,diaspora arts archive,nonprofit archive,HTML / Collection,https://www.sadaa.org/,1900,2026,1931-1970; 1970-2000; 2000-2026,artist/designer archives; oral history; documents,source registry and design-adjacent relation discovery,html_source_probe_then_manual_rules,IMG00/IMG02 after item rights review,archive description and source text,diaspora archive rights vary,useful relation/context source,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0043,Arabic Design Archive,MENA,Arab world,Egypt / Arab world,graphic design archive,independent archive,Static JS App / HTML,https://arabicdesignarchive.com/,1900,2026,1931-1970; 1970-2000; 2000-2026,Arabic graphic design records; designers; objects,source registry and item probe after rights review,static_js_or_html_probe,IMG00/IMG02; no automatic image copy,record text and relation extraction,independent archive; rights vary,core Arabic design source,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0044,Syrian Design Archive,MENA,Levant,Syria / diaspora,graphic design archive,independent archive,Static JS App / HTML,https://syriandesignarchive.com/,1900,2026,1931-1970; 1970-2000; 2000-2026,Syrian graphic design records; publications; images,source registry and item metadata after rights review,static_js_or_html_probe,IMG00/IMG02; item rights review required,archive text and source links,independent archive; cultural sensitivity,important non-Western design history source,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0045,Palestinian Museum Digital Archive,MENA,Levant,Palestine,digital archive,museum/archive,Omeka / IIIF possible,https://palarchive.org/,1900,2026,1931-1970; 1970-2000; 2000-2026,posters; documents; photographs; cultural records,metadata/source viewer; cultural sensitivity review,omeka_or_html_probe,IMG02/IMG00; respect source and cultural sensitivity policies,metadata and contextual text,cultural sensitivity + rights review needed,high-value but requires careful protocol,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0046,Arab Image Foundation,MENA,Levant,Lebanon / Arab world,photographic archive,archive,Static JS App / Collection,https://arabimagefoundation.org/,1900,2026,1931-1970; 1970-2000; 2000-2026,photographs; documents; visual culture records,source registry and contextual relation discovery,static_js_or_html_probe,IMG00/IMG02 after item rights review,metadata/context text,photographic archive rights/sensitivity,design-adjacent visual culture source,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0047,SALT Research,MENA,Turkey,Turkey,research archive,institutional archive,Archive / Search,https://archives.saltresearch.org/,1900,2026,1931-1970; 1970-2000; 2000-2026,architecture/design/visual culture archives,source metadata and record links,archive_search_probe,IMG00/IMG02 after source viewer review,metadata and finding-aid text,institutional archive rights vary,important Turkey/MENA visual culture source,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0048,ArchiveAfrica,Africa,Pan-African,Ghana / Pan-African,community visual archive,independent/community archive,Social / Static web,https://www.archiveafrica.co/,1900,2026,1931-1970; 1970-2000; 2000-2026,African visual culture; documents; photographs; design-adjacent material,source registry/contact-first; metadata only,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only until partnership/source terms,source description and contact metadata,community archive; consent and rights sensitivity,high priority but collaboration-first,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0049,African Activist Archive,Africa,Pan-African / diaspora,United States / Africa,activist archive,university/archive project,HTML / Search,https://africanactivist.msu.edu/,1950,2026,1931-1970; 1970-2000; 2000-2026,posters; flyers; movement documents,source metadata and rights-state probe,html_source_probe_then_manual_rules,IMG00/IMG02/IMG03 only by item rights evidence,document metadata and source descriptions,item rights vary,strong graphic activism source,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0050,SAHA South African History Archive,Africa,Southern Africa,South Africa,history archive,nonprofit archive,HTML / Collection,https://www.saha.org.za/,1950,2026,1931-1970; 1970-2000; 2000-2026,anti-apartheid posters; documents; photographs,source registry and item metadata after rights review,html_source_probe_then_manual_rules,IMG00/IMG02; item rights review required,collection text and metadata,political/cultural sensitivity and rights,important Southern African graphic activism source,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0051,Chimurenga Library,Africa,Pan-African,South Africa / Pan-African,publication/archive project,independent archive,Static JS App / HTML,https://chimurengalibrary.co.za/,1960,2026,1931-1970; 1970-2000; 2000-2026,periodicals; cultural publishing; visual culture,source registry and text/source discovery,static_js_or_html_probe,IMG00 discovery-only; rights and cultural review required,publication metadata and source text,independent archive/publication rights vary,important African publishing/design context,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0052,Africa Commons,Africa,Pan-African,Africa,aggregated cultural archive,commercial/academic database,Database / Search,https://africacommons.net/,1800,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,documents; photographs; collections,source discovery; access/terms review,database_source_probe,IMG00/IMG02 after subscription/source terms review,metadata/source descriptions where accessible,subscription/database rights,useful source map but not open image source,P2,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0053,Fundación IDA,Latin America,Southern Cone,Argentina,design archive,independent foundation,CollectiveAccess / HTML,https://www.fundacionida.org/,1920,2026,1931-1970; 1970-2000; 2000-2026,Argentine design records; objects; designers,source registry and API/platform probe,collectiveaccess_or_html_probe,IMG00/IMG02 after record rights review,metadata and archive text,foundation collection rights vary,core Latin American design source,P0,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0054,Diseño Nacional,Latin America,Southern Cone,Chile,graphic archive,independent archive,HTML / WordPress-like,https://www.disenonacional.cl/,1840,2000,1830-1930; 1931-1970; 1970-2000,Chilean posters; publications; advertising; symbols,source registry and metadata/item probe,html_or_wordpress_probe,IMG00/IMG02/IMG03 only by item rights evidence,record metadata and source text,archive images may not be reusable,core Chile source,P0,candidate_probe,Historical but essential coverage source; include in source scan.
CSS0055,Gráfica Latina,Latin America,Latin America,Latin America / diaspora,poster archive,independent/mobile archive,HTML / Static JS App,https://graficalatina.com/,1960,2026,1931-1970; 1970-2000; 2000-2026,Latin American and Latinx posters,source registry and item metadata after rights review,html_source_probe_then_manual_rules,IMG00/IMG02; no automatic image reuse,record/source text,poster rights vary by artist/source,strong regional poster source,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0056,La Patria,Latin America,Southern Cone,Uruguay,graphic design archive,independent archive,Static JS App / HTML,https://lapatria.uy/,1900,2026,1931-1970; 1970-2000; 2000-2026,Uruguayan graphic design; logos; posters; print,source registry and item metadata probe,static_js_or_html_probe,IMG00/IMG02 after item review,record text and source extraction,independent archive rights vary,underrepresented Uruguay source,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0057,Archivo de Ilustración Argentina,Latin America,Southern Cone,Argentina,illustration archive,independent archive,HTML / Static JS App,https://www.archivodeilustracion.com.ar/,1850,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,illustration; posters; magazine graphics; advertising,source registry and metadata/text discovery,static_js_or_html_probe,IMG00/IMG02 after item rights review,record and contextual text,illustration/design-adjacent rights vary,valuable for Argentine print culture,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0058,Memoria Chilena,Latin America,Southern Cone,Chile,national library digital project,national institution,HTML / Search,https://www.memoriachilena.gob.cl/,1800,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,books; posters; documents; visual culture,source metadata and OCR/text,html_source_probe_then_manual_rules,IMG02/IMG00; item rights review required,metadata and OCR text,national library item rights vary,strong Chilean print/design context source,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0059,Biblioteca Nacional Digital Brasil,Latin America,Brazil,Brazil,national library digital collection,national institution,Search / OAI possible,https://bndigital.bn.gov.br/,1800,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,periodicals; posters; print culture; photographs,metadata/source viewer probe,html_oai_or_search_probe,IMG02/IMG00; IMG03 only with item license,metadata/OCR text,national library rights vary,important Brazil source,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0060,Archivo Mexicano de Diseño,Latin America,Mexico,Mexico,design archive / history project,independent/research,HTML / Static JS App,https://archivomexicanodediseno.com/,1900,2026,1931-1970; 1970-2000; 2000-2026,Mexican graphic design records and context,source registry and metadata probe,static_js_or_html_probe,IMG00/IMG02 after item rights review,record and essay text,independent archive rights vary,important Mexico source if reachable,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0061,Graphic Front,Eastern Europe,Romania,Romania,graphic design archive,independent archive,Static JS App / HTML,https://www.graphicfront.ro/,1900,2026,1931-1970; 1970-2000; 2000-2026,Romanian advertising; posters; stamps; logos,source registry and item metadata probe,static_js_or_html_probe,IMG00/IMG02 after rights review,record text and tags,independent archive rights vary,important non-Western/Eastern European source,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
