source_file,capture_id,surface_id,region_folder,region_ids,geo_ids,source_place_text,decision_type,confidence,repair_basis,source_name,title
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00020,SURF-CAW2026R00020,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Bamboos, Cocoa Nut Trees and Other Vegetation in the Bath Valley, Jamaica - MN130 - Marianne North Gallery.jpg / page 164729673","Marianne North (1830-1890) - Bamboos, Cocoa Nut Trees and Other Vegetation in the Bath Valley, Jamaica - MN130 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00022,SURF-CAW2026R00022,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Banyan Tree at Passu Gulag near Diocio, Java - MN694 - Marianne North Gallery.jpg / page 164184484","Marianne North (1830-1890) - Banyan Tree at Passu Gulag near Diocio, Java - MN694 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00023,SURF-CAW2026R00023,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Blue Poppy Growing on Mount Tonglo, Sikkim-Himalaya - MN252 - Marianne North Gallery.jpg / page 164188124","Marianne North (1830-1890) - Blue Poppy Growing on Mount Tonglo, Sikkim-Himalaya - MN252 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00025,SURF-CAW2026R00025,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Cultivated Flowers, Painted in Jamaica - MN147 - Marianne North Gallery.jpg / page 164290552","Marianne North (1830-1890) - Cultivated Flowers, Painted in Jamaica - MN147 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00026,SURF-CAW2026R00026,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Cycads, Screw-Pines and Bamboos with Durban in the Distance - MN389 - Marianne North Gallery.jpg / page 164752838","Marianne North (1830-1890) - Cycads, Screw-Pines and Bamboos with Durban in the Distance - MN389 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00027,SURF-CAW2026R00027,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Exotic Flowering Plant on a Black Background* - MN853 - Marianne North Gallery.jpg / page 164623483,Marianne North (1830-1890) - Exotic Flowering Plant on a Black Background* - MN853 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00028,SURF-CAW2026R00028,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Fig-Tree Village and Its Big Godfather, Illawarra - MN788 - Marianne North Gallery.jpg / page 164848642","Marianne North (1830-1890) - Fig-Tree Village and Its Big Godfather, Illawarra - MN788 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00029,SURF-CAW2026R00029,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Fishes - MNS45 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg / page 164733100","Marianne North (1830-1890) - Fishes - MNS45 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00033,SURF-CAW2026R00033,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Foliage and Flowers of the Blue Gum, and Diamond Birds, Tasmania - MN720 - Marianne North Gallery.jpg / page 164251594","Marianne North (1830-1890) - Foliage and Flowers of the Blue Gum, and Diamond Birds, Tasmania - MN720 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00034,SURF-CAW2026R00034,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Foliage, Flowers and Seed-Vessels of a Peruvian Bark Tree - MN587 - Marianne North Gallery.jpg / page 164182942","Marianne North (1830-1890) - Foliage, Flowers and Seed-Vessels of a Peruvian Bark Tree - MN587 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00038,SURF-CAW2026R00038,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Group of Natal Flowers - MN371 - Marianne North Gallery.jpg / page 164319284,Marianne North (1830-1890) - Group of Natal Flowers - MN371 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00039,SURF-CAW2026R00039,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Himalayan Flowers Embedded in Maidenhair Fern - MN274 - Marianne North Gallery.jpg / page 164768423,Marianne North (1830-1890) - Himalayan Flowers Embedded in Maidenhair Fern - MN274 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00041,SURF-CAW2026R00041,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Java Flowers - MN664 - Marianne North Gallery.jpg / page 164307343,Marianne North (1830-1890) - Java Flowers - MN664 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00042,SURF-CAW2026R00042,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Krakatau Volcano, Ngantang, Java - MNS10 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg / page 164462133","Marianne North (1830-1890) - Krakatau Volcano, Ngantang, Java - MNS10 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00045,SURF-CAW2026R00045,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Leaf Insect - MN572 - Marianne North Gallery.jpg / page 164419946,Marianne North (1830-1890) - Leaf Insect - MN572 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00046,SURF-CAW2026R00046,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Looking Seaward from the Mouth of St John's River, Kaffraria - MN359 - Marianne North Gallery.jpg / page 164228874","Marianne North (1830-1890) - Looking Seaward from the Mouth of St John's River, Kaffraria - MN359 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00048,SURF-CAW2026R00048,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Male Inflorescence and Ripe Nuts of the Coco de Mer, Seychelles - MN475 - Marianne North Gallery.jpg / page 164661978","Marianne North (1830-1890) - Male Inflorescence and Ripe Nuts of the Coco de Mer, Seychelles - MN475 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00049,SURF-CAW2026R00049,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Moon Reflected in a Turtle Pool, Seychelles - MN481 - Marianne North Gallery.jpg / page 164187053","Marianne North (1830-1890) - Moon Reflected in a Turtle Pool, Seychelles - MN481 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00050,SURF-CAW2026R00050,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Mosque of Delhi from the Lahore Gate of the Citadel - MN321 - Marianne North Gallery.jpg / page 164799794,Marianne North (1830-1890) - Mosque of Delhi from the Lahore Gate of the Citadel - MN321 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00051,SURF-CAW2026R00051,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Mosque of Lahore from the Palace - MN323 - Marianne North Gallery.jpg / page 164901388,Marianne North (1830-1890) - Mosque of Lahore from the Palace - MN323 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00053,SURF-CAW2026R00053,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Our Camp on the Bunya Mountains, Queensland - MN768 - Marianne North Gallery.jpg / page 164321903","Marianne North (1830-1890) - Our Camp on the Bunya Mountains, Queensland - MN768 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00054,SURF-CAW2026R00054,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Palawan Trees, Sarawak, Borneo - MN565 - Marianne North Gallery.jpg / page 164808566","Marianne North (1830-1890) - Palawan Trees, Sarawak, Borneo - MN565 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00055,SURF-CAW2026R00055,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Pawan Durfur - MN663 - Marianne North Gallery.jpg / page 164364866,Marianne North (1830-1890) - Pawan Durfur - MN663 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00056,SURF-CAW2026R00056,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Rocky Landscape - MNS110 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg / page 164483685","Marianne North (1830-1890) - Rocky Landscape - MNS110 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00057,SURF-CAW2026R00057,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Scene in Dr Atherstone's Garden, Grahamstown - MN445 - Marianne North Gallery.jpg / page 164515722","Marianne North (1830-1890) - Scene in Dr Atherstone's Garden, Grahamstown - MN445 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00058,SURF-CAW2026R00058,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Sea-Shore near Valparaiso, Chile - MN24 - Marianne North Gallery.jpg / page 164676211","Marianne North (1830-1890) - Sea-Shore near Valparaiso, Chile - MN24 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00059,SURF-CAW2026R00059,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Seven Snowy Peaks Seen from the Araucaria Forest, Chili - MN6 - Marianne North Gallery.jpg / page 164309062","Marianne North (1830-1890) - Seven Snowy Peaks Seen from the Araucaria Forest, Chili - MN6 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00060,SURF-CAW2026R00060,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Some of Mrs Cameron's Models with Cocoanut and Teak Trees, Kalutara, Ceylon - MN240 - Marianne North Gallery.jpg / page 164947035","Marianne North (1830-1890) - Some of Mrs Cameron's Models with Cocoanut and Teak Trees, Kalutara, Ceylon - MN240 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00061,SURF-CAW2026R00061,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Street in Ajmere and Gate of the Daghar Mosque - MN797 - Marianne North Gallery.jpg / page 164313831,Marianne North (1830-1890) - Street in Ajmere and Gate of the Daghar Mosque - MN797 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00062,SURF-CAW2026R00062,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Strelitzia augusta at St John's, Kaffraria - MN369 - Marianne North Gallery.jpg / page 164627817","Marianne North (1830-1890) - Strelitzia augusta at St John's, Kaffraria - MN369 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00063,SURF-CAW2026R00063,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Study of Gulf Weed - MN163 - Marianne North Gallery.jpg / page 164291795,Marianne North (1830-1890) - Study of Gulf Weed - MN163 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00064,SURF-CAW2026R00064,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Study of Screw Pine - MN175 - Marianne North Gallery.jpg / page 164365073,Marianne North (1830-1890) - Study of Screw Pine - MN175 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00065,SURF-CAW2026R00065,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - Study of the 'Plant of Life' - MN182 - Marianne North Gallery.jpg / page 164817369,Marianne North (1830-1890) - Study of the 'Plant of Life' - MN182 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00066,SURF-CAW2026R00066,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Talipot Palm near the Botanic Garden, Peradeniya, Ceylon - MN284 - Marianne North Gallery.jpg / page 164676045","Marianne North (1830-1890) - Talipot Palm near the Botanic Garden, Peradeniya, Ceylon - MN284 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00067,SURF-CAW2026R00067,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - The Asoka - MN312 - Marianne North Gallery.jpg / page 164744197,Marianne North (1830-1890) - The Asoka - MN312 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00068,SURF-CAW2026R00068,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - The Canary Islands Pine at Icod, Teneriffe - MN526 - Marianne North Gallery.jpg / page 164802570","Marianne North (1830-1890) - The Canary Islands Pine at Icod, Teneriffe - MN526 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00070,SURF-CAW2026R00070,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - The Kluet Volcano from Ngantang, Java - MN804 - Marianne North Gallery.jpg / page 164654972","Marianne North (1830-1890) - The Kluet Volcano from Ngantang, Java - MN804 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00071,SURF-CAW2026R00071,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - The Soma-Lata - MN308 - Marianne North Gallery.jpg / page 164948946,Marianne North (1830-1890) - The Soma-Lata - MN308 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00072,SURF-CAW2026R00072,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - The Tapang-Tree, Sarawak, Borneo - MN530 - Marianne North Gallery.jpg / page 164097352","Marianne North (1830-1890) - The Tapang-Tree, Sarawak, Borneo - MN530 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00073,SURF-CAW2026R00073,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Three Volcanoes, from Tremangong, Java - MN802 - Marianne North Gallery.jpg / page 164688544","Marianne North (1830-1890) - Three Volcanoes, from Tremangong, Java - MN802 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00074,SURF-CAW2026R00074,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Tomb of Ali ud Deen and Neem Tree, Delhi - MN241 - Marianne North Gallery.jpg / page 164769456","Marianne North (1830-1890) - Tomb of Ali ud Deen and Neem Tree, Delhi - MN241 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00075,SURF-CAW2026R00075,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Trees near Fernshaw, Victoria - MN777 - Marianne North Gallery.jpg / page 164448555","Marianne North (1830-1890) - Trees near Fernshaw, Victoria - MN777 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00076,SURF-CAW2026R00076,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - Unidentified Plants - 2009-1-2 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg / page 164188600","Marianne North (1830-1890) - Unidentified Plants - 2009-1-2 - Royal Botanic Gardens, Kew, Library, Art ^ Archives.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00077,SURF-CAW2026R00077,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - View from the Steps of Table Mountain through a Wood of Silver Trees - MN425 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97542339","Marianne North (1830-1890) - View from the Steps of Table Mountain through a Wood of Silver Trees - MN425 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00078,SURF-CAW2026R00078,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Marianne North (1830-1890) - View in the Brisbane Botanic Garden - MN738 - Marianne North Gallery.jpg / page 164617815,Marianne North (1830-1890) - View in the Brisbane Botanic Garden - MN738 - Marianne North Gallery.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00079,SURF-CAW2026R00079,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - View near Quilpue, Chili - MN19 - Marianne North Gallery.jpg / page 164325185","Marianne North (1830-1890) - View near Quilpue, Chili - MN19 - Marianne North Gallery.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00080,SURF-CAW2026R00080,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - View of Cadle's Hotel and the Kloof Beyond near Grahamstown - MN444 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97451684","Marianne North (1830-1890) - View of Cadle's Hotel and the Kloof Beyond near Grahamstown - MN444 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00081,SURF-CAW2026R00081,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - View of Sitio del Pardo, Orotava, Teneriffe - MN513 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97432239","Marianne North (1830-1890) - View of Sitio del Pardo, Orotava, Teneriffe - MN513 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00082,SURF-CAW2026R00082,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,"Wikimedia Commons file source / Marianne North (1830-1890) - View of the Sandy River at Spanish Town, Jamaica - MN167 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg / page 97451506","Marianne North (1830-1890) - View of the Sandy River at Spanish Town, Jamaica - MN167 - Marianne North Gallery, Royal Botanic Gardens, Kew.jpg"
