surface_id,source_record_id,current_region_label,candidate_status,suggested_label,suggested_region_id,suggested_geo_id,confidence,match_field,match_count,match_evidence,title
SURF-CRG2026R0189,CRG2026R0189,Unresolved region,manual_review,South Korea,REG006,GEO038,medium_high,sourceSubjects,3,East Asia; Korea; film poster; Category:1957 in film Category:Cinema of Korea Category:Film posters of South Korea Category:Na Woon-gyu Category:PD-South Korea Category:PD-old miss,Arirang 1957 poster.jpg
SURF-CRG2026R0197,CRG2026R0197,Unresolved region,manual_review,Romania,REG002,GEO021,medium_high,placeText,7,Eastern Europe / Romania,Hamwasser cover 1903 from NLI.jpg
SURF-CRG2026R0225,CRG2026R0225,Unresolved region,low_signal_geo_review,Aotearoa New Zealand,REG015,GEO070,low,title,1,New Zealand or Ao-Tea-Roa.jpg,New Zealand or Ao-Tea-Roa.jpg
SURF-CRG2026R0230,CRG2026R0230,Unresolved region,low_signal_geo_review,Germany,REG001,GEO006,low,sourceDescription,1,"St Paul’s Cathedral (view from LWL Museum for Art and Culture ), Münster , North Rhine-Westphalia , Germany The LWL Museum of Art and Culture in Münster is one of the most importan","Münster, LWL-Museum für Kunst und Kultur, Blick auf den Dom -- 2020 -- 8290.jpg"
SURF-CRG2026R0284,CRG2026R0284,Unresolved region,manual_review,Romania,REG002,GEO021,medium_high,placeText,7,Eastern Europe / Romania,Abraham Feller.JPG
SURF-CGS2026R0029,CGS2026R0029,Unresolved region,manual_review,Bulgaria,REG002,GEO022,low,title,1,Serbian poster celebrating victory over Bulgaria in the second Balkan war.jpg,Serbian poster celebrating victory over Bulgaria in the second Balkan war.jpg
SURF-CRG2026R0295,CRG2026R0295,Unresolved region,manual_review,Romania,REG002,GEO021,medium_high,placeText,6,Eastern Europe / Romania,Ipolit Strâmbu - Doina (Eminescu) 1914.png
SURF-COM1970R022,COM1970R022,Unresolved region,low_signal_geo_review,Italy,REG001,GEO011,low,sourceDescription,1,"Advertising poster for the first Lombardy Regional Exposition for the Decorative Arts in Milan – 1919, Italy",Prima esposizione (Milan).jpg
SURF-CRG2026R0390,CRG2026R0390,Unresolved region,manual_review,Kazakhstan,REG002,GEO073,medium_high,sourceSubjects,3,Global; release gate expansion; stamp; Category:1970 all stamps of the Soviet Union Category:1970 in Kazakhstan Category:50th Anniversary of the Union Republics of the Soviet Union,The Soviet Union 1970 CPA 3866 stamp (Kazakh Soviet Socialist Republic - Established on 1920.08.26) large resolution.jpg
SURF-CRG2026R0406,CRG2026R0406,Unresolved region,low_signal_geo_review,Aotearoa New Zealand,REG015,GEO070,low,title,1,Tutira the story of a New Zealand sheep station (book cover 1921).jpg,Tutira the story of a New Zealand sheep station (book cover 1921).jpg
SURF-CHW2026R019,CHW2026R019,Unresolved region,manual_review,Spain,REG001,GEO012,medium_high,placeText,3,Spain,Torero and Bull
SURF-CRG2026R0492,CRG2026R0492,Unresolved region,manual_review,Ireland,REG001,GEO004,low,title,1,Ireland 1930 TPO +Late Fee to Dublin C1.jpeg,Ireland 1930 TPO +Late Fee to Dublin C1.jpeg
SURF-CRG2026R0493,CRG2026R0493,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,Poster for the 1927 film King of Kings . The item has no copyright markings on it as can be seen in the links above. At bottom left is Country of origin USA. At bottom right is a l,Kingofkings poster.gif
SURF-CRG2026R0490,CRG2026R0490,Unresolved region,manual_review,Romania,REG002,GEO021,medium_high,placeText,6,Eastern Europe / Romania,"Mustul care fierbe VR 10, 33.jpg"
SURF-CRG2026R0535,CRG2026R0535,Unresolved region,manual_review,Nepal,REG012,GEO092,medium_high,placeText,7,South Asia / Nepal,Buddha dharma magazine cover 1929.jpg
SURF-CRG2026R0553,CRG2026R0553,Unresolved region,low_signal_geo_review,Aotearoa New Zealand,REG015,GEO070,low,sourceDescription,1,"Rotorua. Nature's cure, for thermal waters health and recreation. Advertising poster by New Zealand Railways publicity and advertising branch produced in the 1930s.","Rotorua. Nature's cure, for thermal waters health and recreation.jpg"
SURF-CGS2026R1397,CGS2026R1397,Unresolved region,manual_review,Philippines,REG011,GEO048,medium_high,placeText,6,Southeast Asia / Philippines,Secreto de confesion.jpg
SURF-GSU1970R001,GSU1970R001,Unresolved region,manual_review,Georgia,REG002,GEO080,medium_high,placeText,8,Georgia,"Georgia Education Journal, 1931-04"
SURF-CRG2026R0588,CRG2026R0588,Unresolved region,low_signal_geo_review,Ireland,REG001,GEO004,low,title,1,Ireland 1931 Royal Dublin Society 2d.jpg,Ireland 1931 Royal Dublin Society 2d.jpg
SURF-GSU1970R002,GSU1970R002,Unresolved region,manual_review,Georgia,REG002,GEO080,medium_high,placeText,8,Georgia,"Georgia Education Journal, 1932-02"
SURF-GSU1970R003,GSU1970R003,Unresolved region,manual_review,Georgia,REG002,GEO080,medium_high,placeText,8,Georgia,"Georgia Education Journal, 1932-03"
SURF-GSU1970R004,GSU1970R004,Unresolved region,manual_review,Georgia,REG002,GEO080,medium_high,placeText,8,Georgia,"Georgia Education Journal, 1932-04"
SURF-CRG2026R0619,CRG2026R0619,Unresolved region,manual_review,Myanmar,REG011,GEO094,medium_high,sourceSubjects,3,Global; release gate expansion; film poster; Category:Film posters Category:PD-Myanmar Category:PD-old missing SDC copyright status Category:Template Unknown (source),Ngwe Pay Lo Ma Ya film poster.jpg
SURF-CRG2026R0677,CRG2026R0677,Unresolved region,manual_review,Portugal,REG001,GEO013,medium_high,sourceSubjects,3,Global; release gate expansion; book cover; Category:2018 book covers Category:2018 books from Portugal Category:Books about Madeira Category:Books about ships Category:CC-PD-Mark,"Slot Ter Hooge, Naufrágio na Baía do Guilherme - 2018 - Image 229479.jpg"
SURF-CPB2026R0001,CPB2026R0001,Unresolved region,manual_review,Portugal,REG001,GEO013,medium_high,sourceSubjects,3,Global; period balance; film poster; Category:1934 films Category:1934 films posters Category:Film posters of Portugal Category:Films of Portugal Category:PD-Portugal-URAA,1934 Gado Bravo António Lopes Ribeiro.jpg
SURF-CRG2026R0697,CRG2026R0697,Unresolved region,manual_review,Ireland,REG001,GEO004,medium_high,sourceSubjects,4,Global; release gate expansion; stamp; Category:1935 stamps of Ireland Category:Coil stamps Category:Definitive stamps of Ireland Category:Maps of Ireland on stamps Category:PD Iri,Ireland68bmint.jpg
SURF-CRG2026R0720,CRG2026R0720,Unresolved region,manual_review,Ireland,REG001,GEO004,medium_high,sourceSubjects,3,Global; release gate expansion; stamp; Category:1934 stamps of Ireland Category:Commemorative stamps of Ireland Category:Green stamps Category:Hurling in art Category:PD Irish gove,Stamp-Irl 1934 GAA Golden Jubilee.jpg
SURF-CPB2026R0002,CPB2026R0002,Unresolved region,manual_review,Portugal,REG001,GEO013,medium_high,sourceSubjects,3,Global; period balance; film poster; Category:1935 films Category:1935 films posters Category:Film posters of Portugal Category:Films of Portugal Category:PD-Portugal-URAA,1935 As Pupilas do Senhor Reitor Perdigao Queiroga.jpg
SURF-CRG2026R0733,CRG2026R0733,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,Poster for the 1935 film The Dawn Rider . There are no copyright marks. At bottom left is Made in USA #6236. At bottom right is the Tooker Litho Company logo-they printed the poste,Dawn Rider poster.jpg
SURF-CRG2026R0744,CRG2026R0744,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,Poster for the 1935 film Law of the 45s . The item has no copyright markings on it as can be seen in the links above. At lower right is Litho in USA. At lower left is M R Litho Co.,Poster of the movie The Law of 45's.jpg
SURF-CRG2026R0767,CRG2026R0767,Unresolved region,low_signal_geo_review,Trinidad and Tobago,REG004,GEO088,low,sourceDescription,1,"Trinidad and Tobago stamp featuring the ‘Discovery of Lake Asphalt by Raleigh, 1595’.",Trinidad-stamp-lake-asphalt-discovery.jpg
SURF-CRG2026R0794,CRG2026R0794,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"Film poster for After the Thin Man . The item has no copyright markings on it as can be seen in the links above. At lower left is Litho in USA-at lower right-Tooker Litho, NY-the n",Afterthethinman.jpg
SURF-CRG2026R0799,CRG2026R0799,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,Poster from the 1936 film The Devil Doll . The item has no copyright markings on it as can be seen in the links above. At lower left is the letter D and Made in USA; at lower right,Devil dollposter.jpg
SURF-CRG2026R0807,CRG2026R0807,Unresolved region,low_signal_geo_review,Aotearoa New Zealand,REG015,GEO070,low,sourceDescription,1,"Ovoline - Keeps Fresh Eggs Fresh, MADE BY OVOLINE PROPRIETARY CO. LTD. BLENHEIM, NEW ZEALAND egg preservative small circular cardboard pot with screw-on tin lid in square, printed,","Packet, food product (AM 2015.4.18-1).jpg"
SURF-CRG2026R0808,CRG2026R0808,Unresolved region,low_signal_geo_review,Aotearoa New Zealand,REG015,GEO070,low,sourceDescription,1,"Ovoline - Keeps Fresh Eggs Fresh, MADE BY OVOLINE PROPRIETARY CO. LTD. BLENHEIM, NEW ZEALAND egg preservative small circular cardboard pot with screw-on tin lid in square, printed,","Packet, food product (AM 2015.4.18-13).jpg"
SURF-CRG2026R0809,CRG2026R0809,Unresolved region,low_signal_geo_review,Aotearoa New Zealand,REG015,GEO070,low,sourceDescription,1,"Ovoline - Keeps Fresh Eggs Fresh, MADE BY OVOLINE PROPRIETARY CO. LTD. BLENHEIM, NEW ZEALAND egg preservative small circular cardboard pot with screw-on tin lid in square, printed,","Packet, food product (AM 2015.4.18-15).jpg"
SURF-CRG2026R0810,CRG2026R0810,Unresolved region,low_signal_geo_review,Aotearoa New Zealand,REG015,GEO070,low,sourceDescription,1,"Ovoline - Keeps Fresh Eggs Fresh, MADE BY OVOLINE PROPRIETARY CO. LTD. BLENHEIM, NEW ZEALAND egg preservative small circular cardboard pot with screw-on tin lid in square, printed,","Packet, food product (AM 2015.4.18-4).jpg"
SURF-CRG2026R0811,CRG2026R0811,Unresolved region,low_signal_geo_review,Aotearoa New Zealand,REG015,GEO070,low,sourceDescription,1,"Ovoline - Keeps Fresh Eggs Fresh, MADE BY OVOLINE PROPRIETARY CO. LTD. BLENHEIM, NEW ZEALAND egg preservative small circular cardboard pot with screw-on tin lid in square, printed,","Packet, food product (AM 2015.4.18-6).jpg"
SURF-CRG2026R0875,CRG2026R0875,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,Poster for the 1938 film Overland Stage Raiders . There are no copyright marks as can be seen at the links. At bottom left is Country of origin USA. At bottom right is Morgan Litho,Overlandstageraiders poster.jpg
SURF-COM1970R057,COM1970R057,Unresolved region,manual_review,Hungary,REG002,GEO020,medium_high,sourceSubjects,3,Images from Fortepan|Film posters of Hungary|Images uploaded by Fæ|PD-anon-70-EU|People of Hungary in 1938|PD-anon-80-1996|1930s posters,Poster Fortepan 18332.jpg
SURF-COM1970R058,COM1970R058,Unresolved region,manual_review,Thailand,REG011,GEO046,medium_high,sourceSubjects,3,Clothing of Thailand|Thai cultural mandates|1940s fashion|Political posters|PD-Thailand|Historical drawings of Thailand|Educational posters|1940s posters|PD-old missing SDC copyrig,Thai culture poster.PNG
SURF-CRG2026R0911,CRG2026R0911,Unresolved region,low_signal_geo_review,France,REG001,GEO005,low,sourceDescription,1,Affiche de la Confédération des évadés de France internés en Espagne (guerre 1939-1945) (ca 1975-1980),Affiche ConfédéEvadés espagne Manana.jpg
SURF-CRG2026R0919,CRG2026R0919,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"Poster for the 1939 film Lady of the Tropics . At bottom left is ""C""-for poster version ""C"" Litho in USA #(looks like) 3678. At bottom right is Tooker Litho Co. NY-they printed the",Lady of the Tropics - Film Poster.jpg
SURF-CRG2026R0937,CRG2026R0937,Unresolved region,low_signal_geo_review,France,REG001,GEO005,low,sourceDescription,1,"Royal Air Force Bomber Command, 1939-1941 Non-commissioned aircrew of No. 102 Squadron RAF Detachment walk from their Armstrong Whitworth Whitley Mark V at Villeneuve/Vertus France","Royal Air Force Bomber Command, 1939-1941 C837.jpg"
SURF-CRG2026R0938,CRG2026R0938,Unresolved region,low_signal_geo_review,France,REG001,GEO005,low,sourceDescription,1,"Royal Air Force Bomber Command, 1939-1941. Aircrew a No. 77 Squadron RAF Detachment at Villeneuve/Vertus, France, prepare to board Armstrong Whitworth Whitley Mark V, N1357 'KN-H',","Royal Air Force Bomber Command, 1939-1941. C496.jpg"
SURF-CRG2026R0939,CRG2026R0939,Unresolved region,low_signal_geo_review,France,REG001,GEO005,low,sourceDescription,1,"Royal Air Force Bomber Command, 1939-1941. One of the aircrew of an Armstrong Whitworth Whitley Mark V of a Detachment of No. 102 Squadron RAF at Villeneuve/Vertus, France, demonst","Royal Air Force Bomber Command, 1939-1941. C826.jpg"
SURF-CRG2026R0940,CRG2026R0940,Unresolved region,low_signal_geo_review,France,REG001,GEO005,low,sourceDescription,1,"Royal Air Force Bomber Command, 1939-1941. An Armstrong Whitworth Whitley Mark V of a No. 102 Squadron RAF Detachment, prepares for a night take-off from Villeneuve/Vertus, France","Royal Air Force Bomber Command, 1939-1941. C835.jpg"
SURF-CRG2026R0944,CRG2026R0944,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,medium,title,2,Stamp Irl-USA sept 39 censorHS.jpg,Stamp Irl-USA sept 39 censorHS.jpg
SURF-CRG2026R0909,CRG2026R0909,Unresolved region,manual_review,Romania,REG002,GEO021,medium_high,placeText,7,Eastern Europe / Romania,Tellurium-214886.jpg
SURF-CRG2026R0956,CRG2026R0956,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"Poster for the 1940 film 20 Mule Team . There are no copyright marks. At bottom left is ""D""-poster style D-Litho in USA #4723. At bottom right is Tooker Litho Co, NY-they printed t",20 mule team poster.jpg
SURF-CRG2026R0965,CRG2026R0965,Unresolved region,low_signal_geo_review,Germany,REG001,GEO006,low,sourceDescription,1,"This image is a cover of the first edition of The History of the Byzantine State by George Ostrogorsky, published in 1940 in Germany.","Geschichte des byzantinischen Staates, Georg Ostrogorsky (1940).png"
SURF-CRG2026R0966,CRG2026R0966,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,Poster for the 1940 film Gold Rush Maisie. . The item has no copyright markings on it as can be seen in the links above. At bottom left is Litho in USA and {looks like} #4283. At b,Gold Rush Maisie - Film Poster.jpg
SURF-CRG2026R0969,CRG2026R0969,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"Poster for the 1940 film, Keeping Company . The item has no copyright markings on it as can be seen in the links above. At bottom left is Litho in USA #{looks like) 3512; at bottom",Keeping Company FilmPoster.jpeg
SURF-COM1970R083,COM1970R083,Unresolved region,manual_review,Thailand,REG011,GEO046,medium_high,sourceSubjects,3,Clothing of Thailand|Thai cultural mandates|1940s fashion|Political posters|PD-Thailand|Historical drawings of Thailand|Educational posters|1940s posters|PD-old missing SDC copyrig,Thai Cultural Mandate Dress Code c1940 Phibunsongkhram.png
SURF-GSU1970R008,GSU1970R008,Unresolved region,manual_review,Georgia,REG002,GEO080,medium_high,placeText,3,North Carolina; West Virginia; Georgia; Southern States,"Ross correspondence, ca 1940s"
SURF-CRG2026R1013,CRG2026R1013,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"Poster for the 1941 film A Woman's Face . The item has no copyright markings on it as can be seen in the links above. At bottom is Litho in USA 6053, and Tooker Lith Co., NY--they",PosterAWomansFace.jpg
SURF-CRG2026R1020,CRG2026R1020,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"Poster for the 1941 film The Penalty . The item has no copyright markings on it as can be seen in the links above. At bottom left is made in USA, {looks like} 4870, and Tooker Lith",The Penalty (1941 film) poster.jpg
SURF-GSU1970R010,GSU1970R010,Unresolved region,manual_review,Georgia,REG002,GEO080,medium_high,placeText,8,Georgia,"Georgia Education Journal, 1942-05"
SURF-CRG2026R1062,CRG2026R1062,Unresolved region,low_signal_geo_review,United Kingdom,REG001,GEO003,medium,title,2,"The work of the Ministry of Information during the Second World War- Photographs For Publication, UK, 1942 D8987.jpg","The work of the Ministry of Information during the Second World War- Photographs For Publication, UK, 1942 D8987.jpg"
SURF-CRG2026R1069,CRG2026R1069,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,medium,title,2,1943 Irl-USA censored mourning cvr.jpg,1943 Irl-USA censored mourning cvr.jpg
SURF-CRG2026R1090,CRG2026R1090,Unresolved region,low_signal_geo_review,Belgium,REG001,GEO010,low,sourceDescription,1,"Royal Air Force- 2nd Tactical Air Force, 1943-1945. Personnel of No. 1 'M' Balloon Unit inflating M-type balloons from hydrogen cylinders by the roadside at Bunsbeek, Belgium, befo","Royal Air Force- 2nd Tactical Air Force, 1943-1945. CL1963.jpg"
SURF-GSU1970R014,GSU1970R014,Unresolved region,manual_review,Georgia,REG002,GEO080,medium_high,placeText,3,North Carolina; West Virginia; Georgia; Southern States,"The Union and Winter Soldiers: the Story of a Conspiracy Against the Schools (with an article by M. H. Ross), 1943, 1954"
SURF-CRG2026R1224,CRG2026R1224,Unresolved region,low_signal_geo_review,Canada,REG003,GEO026,medium,title,2,Trans-Canada Express film poster 1944.jpg,Trans-Canada Express film poster 1944.jpg
SURF-CRG2026R1122,CRG2026R1122,Unresolved region,manual_review,Romania,REG002,GEO021,medium_high,placeText,6,Eastern Europe / Romania,"Vrem eliberarea patrioților leaflet, 1944.png"
SURF-ESR1931R044,ESR1931R044,Unresolved region,manual_review,Vietnam,REG011,GEO047,medium_high,placeText,7,Vietnam,Dogma Collection
SURF-GSU1970R015,GSU1970R015,Unresolved region,low_signal_geo_review,Georgia,REG002,GEO080,low,title,1,"Anti-CIO political poster from Eastman, Georgia, circa 1946.","Anti-CIO political poster from Eastman, Georgia, circa 1946."
SURF-CRG2026R1282,CRG2026R1282,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1947 - Colnect 648142 - Farmer and Oxen in Rice Paddy.jpeg
SURF-CRG2026R1283,CRG2026R1283,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1947 - Colnect 772301 - Sumatran overprint.jpeg
SURF-MC1930R059,MC1930R059,Unresolved region,manual_review,Spain,REG001,GEO012,medium_high,placeText,4,Spain,Exhibition Poster
SURF-CRG2026R1312,CRG2026R1312,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 379166 - Farmer.jpeg
SURF-CRG2026R1313,CRG2026R1313,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 514437 - Locomotive and batak house.jpeg
SURF-CRG2026R1314,CRG2026R1314,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568742 - Digits in a double circle.jpeg
SURF-CRG2026R1315,CRG2026R1315,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568743 - Digits in a double circle.jpeg
SURF-CRG2026R1316,CRG2026R1316,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568745 - Digits in a double circle.jpeg
SURF-CRG2026R1317,CRG2026R1317,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568746 - Digits in a double circle.jpeg
SURF-CRG2026R1318,CRG2026R1318,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568747 - Digits in a double circle.jpeg
SURF-CRG2026R1319,CRG2026R1319,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568749 - Digits in a double circle.jpeg
SURF-CRG2026R1320,CRG2026R1320,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568750 - Digits in a double circle.jpeg
SURF-CRG2026R1321,CRG2026R1321,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568765 - Digits in a double circle.jpeg
SURF-CRG2026R1322,CRG2026R1322,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568767 - Mosque in Medan.jpeg
SURF-CRG2026R1323,CRG2026R1323,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568769 - Bannerman.jpeg
SURF-CRG2026R1324,CRG2026R1324,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568989 - Djanger Dancer from Bali.jpeg
SURF-CRG2026R1325,CRG2026R1325,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568993 - Warplane.jpeg
SURF-CRG2026R1326,CRG2026R1326,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568994 - Posudara - Watching Soldier.jpeg
SURF-CRG2026R1327,CRG2026R1327,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1948 - Colnect 568996 - Lake region.jpeg
