surface_id,capture_id,candidate_role,title,source_name,before_publication_role,after_publication_role,before_surface_type,after_surface_type,before_template_id,after_template_id,before_image_state,after_image_state,delta_status
SURF-CAW2026R02867,CAW2026R02867,card_context,Ford A5264 NLGRF photo contact sheet (1975-06-27)(Gerald Ford Library).jpg,Wikimedia Commons file source / Ford A5264 NLGRF photo contact sheet (1975-06-27)(Gerald Ford Library).jpg / page 23393482,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03041,CAW2026R03041,card_context,Ivo Andrić 1983 Yugoslavia stamp.jpg,Wikimedia Commons file source / Ivo Andrić 1983 Yugoslavia stamp.jpg / page 34326448,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R00320,CCT2026R00320,card_context,Stamp CAM 1972 40f.jpg,Wikimedia Commons file source / Stamp CAM 1972 40f.jpg / page 146814459,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03380,CAW2026R03380,card_context,Stamp of Indonesia - 1998 - Colnect 254744 - Folk Tales.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 1998 - Colnect 254744 - Folk Tales.jpeg / page 114799444,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02874,CAW2026R02874,card_context,Kissinger and Nguza Karl-I-Bond toasting (1976-04-28)(A9606 NLGRF Gerald Ford Library).jpg,Wikimedia Commons file source / Kissinger and Nguza Karl-I-Bond toasting (1976-04-28)(A9606 NLGRF Gerald Ford Library).jpg / page 82776635,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R01294,CCT2026R01294,card_context,Korea stamp type B8A.jpg,Wikimedia Commons file source / Korea stamp type B8A.jpg / page 17348630,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R00831,CCT2026R00831,card_context,Russia stamp 2011 № 1542list.jpg,Wikimedia Commons file source / Russia stamp 2011 № 1542list.jpg / page 133249949,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02880,CAW2026R02880,card_context,StampUSSR1974 4366.jpg,Wikimedia Commons file source / StampUSSR1974 4366.jpg / page 7977842,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CRG2026R2965,CRG2026R2965,card_context,Stamps 001 ua0028.jpg,Wikimedia Commons file source / Stamps 001 ua0028.jpg / page 94265589,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02885,CAW2026R02885,card_context,Ford A2204 NLGRF photo contact sheet (1974-11-29)(Gerald Ford Library).jpg,Wikimedia Commons file source / Ford A2204 NLGRF photo contact sheet (1974-11-29)(Gerald Ford Library).jpg / page 23376013,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03390,CAW2026R03390,card_context,Stamp of Azerbaijan - 1998 - Colnect 289099 - Israel 98 - World Stamp Exhibition.jpeg,Wikimedia Commons file source / Stamp of Azerbaijan - 1998 - Colnect 289099 - Israel 98 - World Stamp Exhibition.jpeg / page 98439476,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02850,CAW2026R02850,card_context,Stamp of Peru - 1971 - Colnect 352795 - Group of 77.jpeg,Wikimedia Commons file source / Stamp of Peru - 1971 - Colnect 352795 - Group of 77.jpeg / page 115009040,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R01852,CCT2026R01852,card_context,Russia stamp 1996 № 271.jpg,Wikimedia Commons file source / Russia stamp 1996 № 271.jpg / page 68417844,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03292,CAW2026R03292,card_context,19940621 200sant Latvia Postage Stamp.jpg,Wikimedia Commons file source / 19940621 200sant Latvia Postage Stamp.jpg / page 11653684,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03272,CAW2026R03272,card_context,Europa 1993 Lietuva.jpg,Wikimedia Commons file source / Europa 1993 Lietuva.jpg / page 80783546,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03127,CAW2026R03127,card_context,"Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Caesar Creek Lake's emergency spillway, Warren County, Ohio, USA) 32.jpg","Wikimedia Commons file source / Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Caesar Creek Lake's emergency spillway, Warren County, Ohio, USA)...",main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03336,CAW2026R03336,card_context,Stamp of Moldova 083 - 2.png,Wikimedia Commons file source / Stamp of Moldova 083 - 2.png / page 42470476,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03022,CAW2026R03022,card_context,The Soviet Union 1981 CPA 5170 stamp (Soviet-Mongolian Space Flight. Moment of launch rocket with Soyuz 39 spacecraft from Baikonur Cosmodrome).jpg,Wikimedia Commons file source / The Soviet Union 1981 CPA 5170 stamp (Soviet-Mongolian Space Flight. Moment of launch rocket with Soyuz 39 spacecraft from Baikonur Cosmodrome).jpg / page 104112093,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CRG2026R2112,CRG2026R2112,card_context,United States Christmas 1971 Postage Stamp First Day of Issue Cover.jpg,Wikimedia Commons file source / United States Christmas 1971 Postage Stamp First Day of Issue Cover.jpg / page 190512417,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03364,CAW2026R03364,card_context,Cantharellus cibarius. Stamp of Macedonia.jpg,Wikimedia Commons file source / Cantharellus cibarius. Stamp of Macedonia.jpg / page 76359406,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-DNZPOSTR025,DNZPOSTR025,card_context,Philitelic exhibition poster,DigitalNZ,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCE2026R00809,CCE2026R00809,card_context,Stamp 1971 NewZealand MiNr0565 pm B002.jpg,Wikimedia Commons file source / Stamp 1971 NewZealand MiNr0565 pm B002.jpg / page 116388244,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03218,CAW2026R03218,card_context,Papua New Guinea 1990 variable value stamp 00.20 Mi 1.jpg,Wikimedia Commons file source / Papua New Guinea 1990 variable value stamp 00.20 Mi 1.jpg / page 98475028,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02841,CAW2026R02841,card_context,Stamp of Ajman - 1971 - Colnect 768333 - Collie.jpeg,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 768333 - Collie.jpeg / page 115703282,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02960,CAW2026R02960,card_context,Europa 1978 Yugoslavia Series.jpg,Wikimedia Commons file source / Europa 1978 Yugoslavia Series.jpg / page 80701157,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02845,CAW2026R02845,card_context,Stamp of Ajman - 1971 - Colnect 696644 - World Jamboree 1971 with silver overprint.jpeg,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 696644 - World Jamboree 1971 with silver overprint.jpeg / page 115702479,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R03775,CCT2026R03775,card_context,Kanakadaasa postal stamp.jpg,Wikimedia Commons file source / Kanakadaasa postal stamp.jpg / page 115166431,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R03941,CCT2026R03941,card_context,Cambodia stamp type 4.jpg,Wikimedia Commons file source / Cambodia stamp type 4.jpg / page 16340178,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03080,CAW2026R03080,card_context,"Syrian postage stamp commemorating International Workers' Day, 1986.jpg","Wikimedia Commons file source / Syrian postage stamp commemorating International Workers' Day, 1986.jpg / page 175600733",main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03416,CAW2026R03416,card_context,Sc-52-1-baucau-indonesia.jpg,Wikimedia Commons file source / Sc-52-1-baucau-indonesia.jpg / page 157192828,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R00729,CCT2026R00729,card_context,"Tunisia 1992 variable value stamp 002 0,010 Mi 1.2.jpg","Wikimedia Commons file source / Tunisia 1992 variable value stamp 002 0,010 Mi 1.2.jpg / page 98504926",main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02860,CAW2026R02860,card_context,Stamp 1972 UAE-UQ MiNr1176BwBl pm B002.jpg,Wikimedia Commons file source / Stamp 1972 UAE-UQ MiNr1176BwBl pm B002.jpg / page 110302313,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02831,CAW2026R02831,card_context,Stamp of Ajman - 1971 - Colnect 852539 - Town Hall.jpeg,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 852539 - Town Hall.jpeg / page 115704353,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02947,CAW2026R02947,card_context,A postage stamp of the Yemen Arab Republic featuring its former president Ibrahim al-Hamdi.jpg,Wikimedia Commons file source / A postage stamp of the Yemen Arab Republic featuring its former president Ibrahim al-Hamdi.jpg / page 164844757,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R02875,CAW2026R02875,card_context,Ford A9592 NLGRF photo contact sheet (1976-04-27)(Gerald Ford Library).jpg,Wikimedia Commons file source / Ford A9592 NLGRF photo contact sheet (1976-04-27)(Gerald Ford Library).jpg / page 23398715,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R00770,CCT2026R00770,card_context,Zimbabwe 1985 variable value stamp 00.01 Mi 1.jpg,Wikimedia Commons file source / Zimbabwe 1985 variable value stamp 00.01 Mi 1.jpg / page 98220922,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03477,CAW2026R03477,card_context,Stamp of Albania - 2003 - Colnect 373278 - Face from Onufri poster.jpeg,Wikimedia Commons file source / Stamp of Albania - 2003 - Colnect 373278 - Face from Onufri poster.jpeg / page 98414643,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CRB2026V2R0187,CRB2026V2R0187,card_context,Stamp of Kyrgyzstan soccer.jpg,Wikimedia Commons file source / Stamp of Kyrgyzstan soccer.jpg / page 5352955,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CRB2026V2R0378,CRB2026V2R0378,card_context,Stamps 2007 Ukrposhta 876-881.jpg,Wikimedia Commons file source / Stamps 2007 Ukrposhta 876-881.jpg / page 36367663,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CRG2026R3872,CRG2026R3872,card_context,Stamp of Belarus - 2008 - Colnect 282327 - Chanterelle.jpeg,Wikimedia Commons file source / Stamp of Belarus - 2008 - Colnect 282327 - Chanterelle.jpeg / page 98455240,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CGS2026R0306,CGS2026R0306,card_context,Argentina PO-D6.jpg,Wikimedia Commons file source / Argentina PO-D6.jpg / page 7605199,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03517,CAW2026R03517,card_context,"Stamps of Latvia, 2005-13.jpg","Wikimedia Commons file source / Stamps of Latvia, 2005-13.jpg / page 11661495",main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R00513,CCT2026R00513,card_context,Sellos del Protectorado español de Marruecos.jpg,Wikimedia Commons file source / Sellos del Protectorado español de Marruecos.jpg / page 127278586,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03575,CAW2026R03575,card_context,Stamp of Moldova - 2007 - Colnect 166517 - Common Zingel Zingel zingel.jpeg,Wikimedia Commons file source / Stamp of Moldova - 2007 - Colnect 166517 - Common Zingel Zingel zingel.jpeg / page 115745248,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R03791,CCT2026R03791,card_context,Indiabundleware.jpg,Wikimedia Commons file source / Indiabundleware.jpg / page 5145787,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
