probe_id,candidate_id,source_name,macro_region,country_or_region,institution_class,institutional_level,access_family_claimed,url,http_status,final_url,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,adapter_hint,capture_priority_next,recommended_image_policy,recommended_text_policy,probe_status,failure_reason,raw_probe_path,access_date
SCP015,SEM026,dLib.si,Eastern Europe,,government,national,OAI+HTML,https://www.dlib.si/,200,https://www.dlib.si/,text/html; charset=utf-8,102642,Digitalna knjižnica Slovenije - dLib.si,,,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM026.html.txt,2026-06-01
SCP016,SEM062,NDL Digital Collections,East Asia,,government,national,IIIF+API+HTML,https://dl.ndl.go.jp/,200,https://dl.ndl.go.jp/,text/html,4357,国立国会図書館デジタルコレクション,,IIIF,IIIF:claimed,iiif_manifest_adapter,P1_adapter_candidate,IMG02_source_viewer_or_iiif_candidate,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM062.html.txt,2026-06-01
SCP017,SEM070,National Library of Korea Open API,East Asia,,government,national,API+HTML,https://www.nl.go.kr/,200,https://www.nl.go.kr/,text/html;charset=UTF-8,180000,국립중앙도서관,국립중앙도서관에 오신 것을 환영합니다,,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM070.html.txt,2026-06-01
SCP018,SEM092,National Library of Israel,Middle East and North Africa,,government,national,API+HTML,https://www.nli.org.il/,403,https://www.nli.org.il/,text/html; charset=UTF-8,5468,,,,,manual_review_or_alternate_endpoint,hold_http_error,IMG00_until_source_endpoint_verified,manual_context_only,http_error,HTTP Error 403: Forbidden,,2026-06-01
SCP019,SEM099,Trove,Oceania and Pacific,,government,national,API+HTML,https://trove.nla.gov.au/,200,https://trove.nla.gov.au/,text/html,5644,Trove,Australia’s free online research portal. Trove is a collaboration between the National Library of Australia and hundreds of Partner organisations around Australia.,,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM099.html.txt,2026-06-01
SCP020,SEM107,South Asia Open Archives,South Asia,,government,institutional,API+PDF,https://www.jstor.org/site/saoa/,403,https://www.jstor.org/site/saoa/,application/json,413,,,,,manual_review_or_alternate_endpoint,hold_http_error,IMG00_until_source_endpoint_verified,manual_context_only,http_error,HTTP Error 403: Forbidden,,2026-06-01
SCP021,SEM108,Palestinian Museum Digital Archive,Middle East and North Africa,,community,community,API+HTML,https://palarchive.org/,429,https://palarchive.org/,text/html,20000,,,,,manual_review_or_alternate_endpoint,hold_http_error,IMG00_until_source_endpoint_verified,manual_context_only,http_error,HTTP Error 429: Too Many Requests,,2026-06-01
SCP022,SEM109,Digital Library of the Caribbean,Latin America and the Caribbean,,library,institutional,HTML,https://dloc.com/,200,https://dloc.com/,text/html,1800,UF Digital Collections,,IIIF,IIIF:manifest.json,iiif_manifest_adapter,P3_manual_source_candidate,IMG02_source_viewer_or_iiif_candidate,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM109.html.txt,2026-06-01
SCP023,SEM112,M68 Ciudadanias en Movimiento,Latin America and the Caribbean,,community,community,HTML,https://m68.mx/,200,https://m68.mx/,text/html; charset=UTF-8,11242,,,,,html_text_source_adapter,P3_manual_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM112.html.txt,2026-06-01
SCP024,ESC057,Korean Film Archive,East Asia,Korea,government,national,HTML,https://www.koreafilm.or.kr/,200,https://www.koreafilm.or.kr/,text/html;charset=UTF-8,2442,한국영상자료원,,,,html_source_probe_then_manual_rules,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,metadata_plus_context,ok,,data/source_candidate_probe_v1_raw/ESC057.html.txt,2026-06-01
SCP025,ESC065,National Archives of Singapore,Southeast Asia,Singapore,government,national,HTML,https://www.nas.gov.sg/archivesonline/,202,https://www.nas.gov.sg/archivesonline/,text/html; charset=UTF-8,2184,,,,,html_source_probe_then_manual_rules,P3_manual_source_candidate,IMG00_or_IMG02_after_record_level_rights,metadata_plus_context,ok,,data/source_candidate_probe_v1_raw/ESC065.html.txt,2026-06-01
SCP026,ESC003,Biblioteca Nacional Mariano Moreno Digital,Latin America,Argentina,government,national,HTML+OAI?,https://www.bn.gov.ar/,200,https://www.bn.gov.ar/,text/html; charset=UTF-8,77815,Inicio - Biblioteca Nacional,"Biblioteca Nacional de la República Argentina, fundada en 1810 por Mariano Moreno.",IIIF,IIIF:manifest.json,iiif_manifest_adapter,P1_adapter_candidate,IMG02_source_viewer_or_iiif_candidate,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC003.html.txt,2026-06-01
SCP027,ESC006,Biblioteca Brasiliana Guita e Jose Mindlin,Latin America,Brazil,university,university,HTML+IIIF?,https://digital.bbm.usp.br/,200,https://digital.bbm.usp.br/handle/bbm/1,text/html;charset=UTF-8,37949,Biblioteca Brasiliana Guita e José Mindlin: Acervo Digital,,IIIF;DSpace,IIIF:claimed;DSpace:dspace,dspace_oai_or_rest_adapter,P1_adapter_candidate,IMG02_source_viewer_or_iiif_candidate,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC006.html.txt,2026-06-01
SCP028,ESC010,Banco de la Republica Biblioteca Virtual,Latin America,Colombia,government,national,HTML,https://www.banrepcultural.org/,200,https://validate.perfdrive.com/7ae6c71cf9a39216e0012edc82d9361f/?ssa=21b80106-b366-4fd4-8988-24bdffb7d814&ssb=71536316580&ssc=https%3A%2F%2Fwww.banrepcultural.org%2F&ssi=f310ebec-c583-4eb2-a806-cc990776b9c4&ssk=support@shieldsquare.com&ssm=68896252376875694105419431128171&ssn=cc91869656ed942079848a74631e15c90d80291a2cce-745c-4d36-8fc5ee&sso=bd0582b4-f96e9364ed62bef074c0c79d9ec0e828f8035616c12ffc8e&ssp=24526338191780251699178024355010155&ssq=65608787656776141341776567368020707712856&ssr=MTgwLjIzMy4xMjUuMTgy&sst=ModernGDHistory/0.1%20source-candidate-probe&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDAyOTFhMmNjZS03NDVjLTRkMzYtODJiNC1mOTZlOTM2NGVkNjIxLTE3ODAyNzY1NjcwNzQwLTAwMzc1NzljNTk1NWQ4MzE2NDAxMCIsInV6bXgiOiI3ZjkwMDBiZjgxYzUxZi03ZWQyLTQzMDUtYjNlZC0xNmIwNGQ0NjAyMzQxLTE3ODAyNzY1NjcwNzQwLTVhMzNiMTRhZTRhNGQ0NjMxMCIsInJkIjoiYmFucmVwY3VsdHVyYWwub3JnIn0=,text/html; charset=UTF-8,15199,Radware Bot Manager Block,,,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC010.html.txt,2026-06-01
SCP029,ESC011,Biblioteca Nacional del Peru Digital,Latin America,Peru,government,national,HTML,https://www.bnp.gob.pe/,200,https://www.gob.pe/bnp,text/html; charset=utf-8,180000,Biblioteca Nacional del Perú - BNP - Plataforma del Estado Peruano,"La Biblioteca Nacional del Perú es el centro depositario del patrimonio cultural bibliográfico, digital, documental, fílmico, fotográfico y musical...",PDF,PDF:.pdf,pdf_text_or_link_adapter,P1_adapter_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC011.html.txt,2026-06-01
SCP030,ESC015,UNAM Repositorio Institucional,Latin America,Mexico,university,university,DSpace/OAI?,https://repositorio.unam.mx/,200,https://repositorio.unam.mx/,text/html; charset=UTF-8,180000,Repositorio Institucional de la UNAM,"El Repositorio Institucional de la UNAM permite integrar, publicar y consultar los contenidos académicos que genera y custodia la Universidad",DSpace;RSS/Atom;JSON-LD,DSpace:claimed;RSS/Atom:application/rss+xml;JSON-LD:application/ld+json,dspace_oai_or_rest_adapter,P1_adapter_candidate,IMG04_text_only_until_object_images_found,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC015.html.txt,2026-06-01
SCP031,ESC016,Archivo Jose Guadalupe Posada / Museo Nacional de la Estampa,Latin America,Mexico,government,national,HTML,https://munae.inba.gob.mx/,403,https://munae.inba.gob.mx/,text/html; charset=iso-8859-1,321,,,,,manual_review_or_alternate_endpoint,hold_http_error,IMG00_until_source_endpoint_verified,manual_context_only,http_error,HTTP Error 403: Forbidden,,2026-06-01
SCP032,ESC031,Akkasah Center for Photography,Middle East and North Africa,United Arab Emirates / regional,university,university,HTML,https://akkasah.org/,,,,,,,,,manual_review_or_alternate_endpoint,hold_probe_failed,IMG00_until_source_endpoint_verified,manual_context_only,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,,2026-06-01
SCP033,ESC034,Ataturk Library Digital Archive,Middle East and North Africa,Turkey,municipal,municipal,HTML,https://ataturkkitapligi.ibb.gov.tr/,200,https://ataturkkitapligi.ibb.gov.tr/tr/Anasayfa,text/html; charset=utf-8,47660,Atatürk Kitaplığı,İBB Taksim Atatürk Kitaplığı web sitesi,JSON-LD,JSON-LD:application/ld+json,html_jsonld_adapter,P1_adapter_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC034.html.txt,2026-06-01
SCP034,ESC052,Kyoto University Rare Materials Digital Archive,East Asia,Japan,university,university,IIIF+HTML,https://rmda.kulib.kyoto-u.ac.jp/,200,https://rmda.kulib.kyoto-u.ac.jp/,text/html; charset=UTF-8,65184,トップページ | 京都大学貴重資料デジタルアーカイブ,,IIIF;JSON-LD,IIIF:iiif;JSON-LD:schema.org,iiif_manifest_adapter,P1_adapter_candidate,IMG02_source_viewer_or_iiif_candidate,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC052.html.txt,2026-06-01
SCP035,ESC059,HKUL Digital Initiatives,East Asia,Hong Kong,university,university,HTML,https://digitalrepository.lib.hku.hk/,200,https://digitalrepository.lib.hku.hk/,text/html; charset=utf-8,125050,Digital Repository@HKUL Menu,DigitalRepository@HKUL is a gateway for the discovery of digitized materials from HKUL and individuals/organizations that have participated in partner projects with the Libraries. This platform provides open or restricted access to a wide…,ArchiveSpace/EAD,ArchiveSpace/EAD:archivesspace,html_text_source_adapter,P1_adapter_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC059.html.txt,2026-06-01
SCP036,ESC063,BookSG,Southeast Asia,Singapore,government,national,HTML,https://eresources.nlb.gov.sg/printheritage/,202,https://eresources.nlb.gov.sg/printheritage/,text/html; charset=UTF-8,2192,,,,,html_text_source_adapter,P3_manual_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC063.html.txt,2026-06-01
SCP037,ESC070,Ateneo Rizal Library Digital Archives,Southeast Asia,Philippines,university,university,HTML,https://rizal.library.ateneo.edu/,200,https://rizal.library.ateneo.edu/,text/html; charset=UTF-8,38932,Home | Rizal Library,,RSS/Atom;JSON-LD,RSS/Atom:application/rss+xml;JSON-LD:schema.org,html_jsonld_adapter,P1_adapter_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC070.html.txt,2026-06-01
SCP038,ESC077,Slovak Digital Library,Eastern Europe,Slovakia,government,national,KRAMERIUS+HTML,https://dikda.snk.sk/,200,https://dikda.snk.sk/,text/html,6688,DIKDA | Digitálna knižnica SNK,,Kramerius,Kramerius:claimed,kramerius_adapter,P1_adapter_candidate,IMG02_source_viewer_or_iiif_candidate,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC077.html.txt,2026-06-01
SCP039,ESC078,dLib.si Digital Library of Slovenia,Eastern Europe,Slovenia,government,national,HTML+OAI?,https://www.dlib.si/,200,https://www.dlib.si/,text/html; charset=utf-8,102642,Digitalna knjižnica Slovenije - dLib.si,,,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC078.html.txt,2026-06-01
SCP040,ESC083,DIGAR Estonian Articles and Digital Archive,Eastern Europe,Estonia,government,national,HTML+API?,https://www.digar.ee/,200,https://www.digar.ee/arhiiv,text/html; charset=utf-8,26755,DIGAR,,JSON-LD,JSON-LD:schema.org,html_jsonld_adapter,P1_adapter_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC083.html.txt,2026-06-01
SCP041,ESC084,Latvian National Digital Library,Eastern Europe,Latvia,government,national,HTML,https://www.lndb.lv/,,,,,,,,,manual_review_or_alternate_endpoint,hold_probe_failed,IMG00_until_source_endpoint_verified,manual_context_only,failed,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.lndb.lv'. (_ssl.c:1028)>",,2026-06-01
SCP042,ESC091,State Library Victoria,Oceania and Pacific,Australia,government,state/provincial,HTML+API?,https://www.slv.vic.gov.au/,200,https://www.slv.vic.gov.au/,text/html; charset=UTF-8,105751,State Library Victoria,"Discover State Library Victoria – explore a world of information and stories, and enjoy free tours, exhibitions, events and family fun.",,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC091.html.txt,2026-06-01
SCP043,ESC092,State Library of Queensland,Oceania and Pacific,Australia,government,state/provincial,HTML,https://www.slq.qld.gov.au/,200,https://www.slq.qld.gov.au/,text/html; charset=utf-8,180000,State Library of Queensland,You can access State Library collections online for free. Plan your visit here and discover what's on at Brisbane's largest research library. We acknowledge Aboriginal and Torres Strait Islander peoples and their continuing connection to…,,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/ESC092.html.txt,2026-06-01
SCP044,ESC094,Hocken Collections,Oceania and Pacific,Aotearoa New Zealand,university,university,HTML,https://www.otago.ac.nz/library/hocken,403,https://www.otago.ac.nz/library/hocken,text/html; charset=UTF-8,7358,,,,,manual_review_or_alternate_endpoint,hold_http_error,IMG00_until_source_endpoint_verified,manual_context_only,http_error,HTTP Error 403: Forbidden,,2026-06-01
SCP045,SEM023,Szukaj w Archiwach,Eastern Europe,,government,national,HTML,https://www.szukajwarchiwach.gov.pl/,200,https://www.szukajwarchiwach.gov.pl/,text/html,845,,,,,html_text_source_adapter,P3_manual_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM023.html.txt,2026-06-01
SCP046,SEM024,Czech Digital Library,Eastern Europe,,government,national,KRAMERIUS+HTML,https://ceskadigitalniknihovna.cz/,200,https://ceskadigitalniknihovna.cz/,text/html; charset=UTF-8,6685,Digitální knihovna Kramerius,,Kramerius,Kramerius:kramerius,kramerius_adapter,P1_adapter_candidate,IMG02_source_viewer_or_iiif_candidate,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM024.html.txt,2026-06-01
SCP047,SEM027,DIGAR,Eastern Europe,,government,national,HTML,https://www.digar.ee/,200,https://www.digar.ee/arhiiv,text/html; charset=utf-8,26755,DIGAR,,JSON-LD,JSON-LD:schema.org,html_jsonld_adapter,P1_adapter_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM027.html.txt,2026-06-01
SCP048,SEM029,Slovakiana,Eastern Europe,,government,national,HTML,https://www.slovakiana.sk/,200,https://slovakiana.sk/,text/html,2448,Slovakiana,,IIIF,IIIF:manifest.json,iiif_manifest_adapter,P1_adapter_candidate,IMG02_source_viewer_or_iiif_candidate,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM029.html.txt,2026-06-01
SCP049,SEM031,ePaveldas,Eastern Europe,,government,national,HTML,https://www.epaveldas.lt/,200,https://www.epaveldas.lt/,text/html; charset=UTF-8,26959,Pagrindinis | epaveldas.lt,Atraskite Lietuvos kultūros paveldo objektus,,,html_text_source_adapter,P2_html_source_candidate,IMG03_only_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM031.html.txt,2026-06-01
SCP050,SEM047,BNDigital,Latin America,,government,national,HTML,https://bndigital.bn.gov.br/,200,https://bndigital.bn.gov.br/,text/html; charset=UTF-8,23604,BNDigital,BNDigital,,,html_text_source_adapter,P2_html_source_candidate,IMG03_only_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM047.html.txt,2026-06-01
SCP051,SEM050,Biblioteca Nacional Digital de Chile,Latin America,,government,national,HTML,https://www.bibliotecanacionaldigital.gob.cl/,200,https://www.bibliotecanacionaldigital.gob.cl/bnd/612/w3-channel.html,text/html; charset=UTF-8,25368,Biblioteca Nacional Digital de Chile,"Biblioteca Nacional Digital de Chile (BNd) es la plataforma que reúne todos los servicios y colecciones digitales de la Biblioteca Nacional de Chile, permitiendo la consulta remota de sus contenidos, el depósito de obras de creación, la…",,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM050.html.txt,2026-06-01
SCP052,SEM085,National Library of India,South Asia,,government,national,HTML,https://www.nationallibrary.gov.in/,200,https://nationallibrary.gov.in/,text/html; charset=UTF-8,136639,National Library of India,"National Library, Govt. of India",PDF,PDF:.pdf,pdf_text_or_link_adapter,P1_adapter_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM085.html.txt,2026-06-01
SCP053,SEM086,National Digital Library of India,South Asia,,government,national,HTML,https://ndl.iitkgp.ac.in/,200,https://ndl.iitkgp.ac.in/,text/html; charset=UTF-8,99087,National Digital Library of India (NDLI),National Digital Library of India (NDLI) is a virtual repository of learning resources which is not just a repository with search/browse facilities but provides a host of services for the learner community. It is sponsored and mentored by…,JSON-LD;PDF,JSON-LD:application/ld+json;PDF:.pdf,html_jsonld_adapter,P1_adapter_candidate,IMG04_text_only_until_object_images_found,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM086.html.txt,2026-06-01
SCP054,SEM087,NID Archives and institutional publications,South Asia,,university,institutional,HTML+PDF,https://www.nid.edu/,200,https://www.nid.edu/home,text/html; charset=UTF-8,30707,National Institute of Design,National Institute of Design,PDF,PDF:.pdf,pdf_text_or_link_adapter,P1_adapter_candidate,IMG04_text_only_until_object_images_found,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM087.html.txt,2026-06-01
SCP055,SEM091,Bibliotheca Alexandrina Digital Assets Repository,Middle East and North Africa,,library,institutional,HTML,https://dar.bibalex.org/,200,https://dar.bibalex.org/en/landingPage/landingPage.aspx,text/html; charset=utf-8,39660,DAR,,IIIF,IIIF:manifest.json,iiif_manifest_adapter,P3_manual_source_candidate,IMG02_source_viewer_or_iiif_candidate,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM091.html.txt,2026-06-01
SCP056,SEM097,Wits Historical Papers / Medu Art Ensemble resources,Africa,,university,university,HTML,https://www.wits.ac.za/,200,https://www.wits.ac.za/,text/html; charset=UTF-8,33564,Home - Wits University,"Explore Wits University's world-class programmes, research, and vibrant campus life.",,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM097.html.txt,2026-06-01
SCP057,SEM115,African Activist Archive,Africa,,community,community,HTML,https://africanactivist.msu.edu/,200,https://africanactivist.msu.edu/,text/html,10910,African Activist Archive - Home,,,,html_text_source_adapter,P2_html_source_candidate,IMG00_or_IMG02_after_record_level_rights,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM115.html.txt,2026-06-01
SCP058,SEM116,National Repository of Nigeria,Africa,,government,national,API+PDF,https://nigeriareposit.nln.gov.ng/,200,https://nigeriareposit.nln.gov.ng/,text/html; charset=utf-8,180000,National Repository :: Home,,IIIF;OAI-PMH;DSpace;RSS/Atom;PDF,IIIF:iiif;OAI-PMH:oai-pmh;DSpace:dspace;RSS/Atom:application/rss+xml;PDF:claimed,dspace_oai_or_rest_adapter,P1_adapter_candidate,IMG04_text_only_until_object_images_found,extract_source_text_or_context,ok,,data/source_candidate_probe_v1_raw/SEM116.html.txt,2026-06-01
