surface_id,source_record_id,current_region_label,suggested_split_label,period_basis,match_evidence,title
SURF-CGS2026R0922,CGS2026R0922,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; Category:Artworks without Wikidata item Category:Media ","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 4).jpg"
SURF-CGS2026R0923,CGS2026R0923,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 20, Ed. 1 Thursday, August 6, 1846 - DPLA - 40e190bb52a02698153f2715760568d6 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, M","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 20, Ed. 1 Thursday, August 6, 1846 - DPLA - 40e190bb52a02698153f2715760568d6 (page 2).jpg"
SURF-CGS2026R0924,CGS2026R0924,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 21, Ed. 1 Sunday, August 9, 1846 - DPLA - 64bd9858b086edef9645abe4a8702c8c (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, Mex","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 21, Ed. 1 Sunday, August 9, 1846 - DPLA - 64bd9858b086edef9645abe4a8702c8c (page 4).jpg"
SURF-CGS2026R0925,CGS2026R0925,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 3).jpg"
SURF-CGS2026R0926,CGS2026R0926,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 4).jpg"
SURF-CGS2026R0927,CGS2026R0927,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 23, Ed. 1 Friday, August 14, 1846 - DPLA - e7f03e30a4892d891999c694d6f52fce (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, Me","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 23, Ed. 1 Friday, August 14, 1846 - DPLA - e7f03e30a4892d891999c694d6f52fce (page 4).jpg"
SURF-CGS2026R0928,CGS2026R0928,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, ","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 1).jpg"
SURF-CGS2026R0929,CGS2026R0929,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, ","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 2).jpg"
SURF-CGS2026R0930,CGS2026R0930,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 1).jpg"
SURF-CGS2026R0931,CGS2026R0931,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 3).jpg"
SURF-CGS2026R0932,CGS2026R0932,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, ","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 1).jpg"
SURF-CGS2026R0933,CGS2026R0933,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, ","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 3).jpg"
SURF-CGS2026R0934,CGS2026R0934,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, ","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 4).jpg"
SURF-CGS2026R0935,CGS2026R0935,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 30, Ed. 1 Saturday, September 5, 1846 - DPLA - eca242d0410fbbec028e79a79c5c962a (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 30, Ed. 1 Saturday, September 5, 1846 - DPLA - eca242d0410fbbec028e79a79c5c962a (page 2).jpg"
SURF-CGS2026R0936,CGS2026R0936,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 31, Ed. 1 Wednesday, September 9, 1846 - DPLA - 30191beb3a4afb843adcc2ad33885418 (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 31, Ed. 1 Wednesday, September 9, 1846 - DPLA - 30191beb3a4afb843adcc2ad33885418 (page 3).jpg"
SURF-CGS2026R0937,CGS2026R0937,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 1).jpg"
SURF-CGS2026R0938,CGS2026R0938,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 3).jpg"
SURF-CGS2026R0939,CGS2026R0939,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 5).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 5).jpg"
SURF-CGS2026R0940,CGS2026R0940,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 6).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 32, Ed. 1 Saturday, September 12, 1846 - DPLA - 141b2df806503cc7d80a620202183e9c (page 6).jpg"
SURF-CGS2026R0941,CGS2026R0941,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulip","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 1).jpg"
SURF-CGS2026R0942,CGS2026R0942,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulip","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 2).jpg"
SURF-CGS2026R0943,CGS2026R0943,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 34, Ed. 1 Saturday, September 19, 1846 - DPLA - baea3409997e8544468dc166110c2eac (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; Category:Artworks without Wikidata item Category:","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 34, Ed. 1 Saturday, September 19, 1846 - DPLA - baea3409997e8544468dc166110c2eac (page 2).jpg"
SURF-CGS2026R0944,CGS2026R0944,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 35, Ed. 1 Wednesday, September 23, 1846 - DPLA - a25099e3995a82feac5d2eec5ec8cfcc (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulip","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 35, Ed. 1 Wednesday, September 23, 1846 - DPLA - a25099e3995a82feac5d2eec5ec8cfcc (page 1).jpg"
SURF-CGS2026R0945,CGS2026R0945,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 36, Ed. 1 Saturday, September 26, 1846 - DPLA - 9013e0288e7ace38f116d05859562b6e (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 36, Ed. 1 Saturday, September 26, 1846 - DPLA - 9013e0288e7ace38f116d05859562b6e (page 1).jpg"
SURF-CGS2026R0946,CGS2026R0946,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, ","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 3).jpg"
SURF-CGS2026R0947,CGS2026R0947,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, ","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 4).jpg"
SURF-CGS2026R0948,CGS2026R0948,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Tuesday, September 29, 1846 - DPLA - 3aca2ab93ccf22b99bf4032ee469df93 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Tuesday, September 29, 1846 - DPLA - 3aca2ab93ccf22b99bf4032ee469df93 (page 2).jpg"
SURF-CGS2026R0949,CGS2026R0949,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 38, Ed. 1 Sunday, October 4, 1846 - DPLA - 96673017bdd556786581a4ad3c2903b1 (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, Me","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 38, Ed. 1 Sunday, October 4, 1846 - DPLA - 96673017bdd556786581a4ad3c2903b1 (page 3).jpg"
SURF-CGS2026R0950,CGS2026R0950,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 39, Ed. 1 Wednesday, October 7, 1846 - DPLA - bd410de780faadf2284bfae26fe17f64 (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 39, Ed. 1 Wednesday, October 7, 1846 - DPLA - bd410de780faadf2284bfae26fe17f64 (page 4).jpg"
SURF-CGS2026R0951,CGS2026R0951,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 40, Ed. 1 Saturday, October 10, 1846 - DPLA - 83214294aebb3cb05d0639c1ad294888 (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 40, Ed. 1 Saturday, October 10, 1846 - DPLA - 83214294aebb3cb05d0639c1ad294888 (page 4).jpg"
SURF-CGS2026R0952,CGS2026R0952,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 2).jpg"
SURF-CGS2026R0953,CGS2026R0953,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 4).jpg"
SURF-CGS2026R0954,CGS2026R0954,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 45, Ed. 1 Wednesday, October 28, 1846 - DPLA - 578cb9977ed95021a2a7da8612a24e1a (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 45, Ed. 1 Wednesday, October 28, 1846 - DPLA - 578cb9977ed95021a2a7da8612a24e1a (page 1).jpg"
SURF-CGS2026R0955,CGS2026R0955,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 46, Ed. 1 Saturday, October 31, 1846 - DPLA - f863cf3e9c56f7689f8da3469c882807 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 46, Ed. 1 Saturday, October 31, 1846 - DPLA - f863cf3e9c56f7689f8da3469c882807 (page 2).jpg"
SURF-CGS2026R0956,CGS2026R0956,United States,Mexico; United States military occupation context,1846 in 1846-1848,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 3).jpg"
