batch,path,bytes,sha256,lfs_status,role
D_evidence_and_validation,data/capture_batch_trace_first_aic_geographic_balance_v47_raw/polish_poster.json,61214,b20a896421a64e25f1ee310e7667a44f03bea6df4edde3caf3416d7be2afaf9d,regular_git,evidence_or_validation
D_evidence_and_validation,data/capture_batch_trace_first_aic_geographic_balance_v47_raw/south_african_poster.json,60914,471ef1815f9765adc7005243d3d366480cfa61a6efcfdffb27f0e7f425eca167,regular_git,evidence_or_validation
D_evidence_and_validation,data/capture_batch_trace_first_aic_geographic_balance_v47_raw/turkish_poster.json,60658,b96975de2025515862ec87062804b46148fcca6fbec7059e3decb58c4b7f285a,regular_git,evidence_or_validation
D_evidence_and_validation,data/capture_batch_trace_first_aic_geographic_balance_v47_raw/ukrainian_poster.json,61435,944a32825f93971f03d35c6dad6323080c228e9815460579072f72f0b6f84fcd,regular_git,evidence_or_validation
D_evidence_and_validation,data/capture_batch_trace_first_aic_geographic_balance_v47_raw/yugoslav_poster.json,61479,5b8b93b769e8381bb7266364d0fae55a7bd7440ab0a53507ed54fbb4576e3997,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/2005682800.json,8679,f75e1e624467d03a767e9ba6c4036a9633d0bf68efc23320793e0575b37cd3da,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/2008677258.json,7846,b23069fdf0827722570cb116a78c505897d780e40389036c3a70d51d3f0b640e,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/2018750887.json,7486,7743f67fd69f280a55b5e83066c71f2e8a539e47c0223d6612fbf98723a61d35,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/92510123.json,7918,9bbda4d7af6d3816d6320f738e813c4d4af3cc503e25f586beadf8c665e77d45,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98508979.json,7723,efdaaaf2518eace2322a015ae635099eb458ab9d3896c9a55e3507e955bd53f4,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98510115.json,7155,825c351f0bfaab58577331cc5aa2df4c6382f9e7f7ae222fe3cea0b790ebfd4f,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98513156.json,6789,42fb7e457953cd0f456cde36e9cc14dc660ad0bb88b3d46c1dc9a63f2d13623d,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98513179.json,6704,400bc1691a134378a7d3e2abb6d67e593e76419c8d55b4b3760ec6d3a8b7db7e,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98513183.json,6801,95c3ba6eb486f82a2980d13a50dedd0d42704e26e402df1c48ebff2b9d97fbfc,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98513191.json,7091,bcee5d350e0d30e4fd993f3ded8937b4312cb26c2a807b5074c752a7885ae1d6,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98513244.json,7220,47163ad4344b9f755427d1e07d04d87f53c8fd6e35c39ba5dcdbb192ec5cf630,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98513249.json,7220,1d8227f7b00c591ce8d67bbd05ac611cb2bfdd64c9b40b8ec4ed02dc94329c90,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98513298.json,7310,c6f607144883f97bfdc2cce02ceff7dbb5e8644118ea65f61193199741c1870e,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98514973.json,7942,df46be0cede4ffae179202d29e5af1c3e6af0f6abd8abd91956b1ec6982547a5,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98515019.json,6804,cff892536053428d8deb791ff802d3fd5e53656880fc86b65a03f2854eddb303,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98515024.json,8099,939c3d33bab8823bf3ba77de98dca33586eee7e5bf44b2e3bb5baaae71a58d5b,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98515025.json,8055,e353c9f8cee7ee6754261d3719b89017685028f81dae7341596aafe1cc73c66e,regular_git,evidence_or_validation
D_evidence_and_validation,data/prefreeze_candidate_v48_loc_geo_repair_raw/98517082.json,6867,ef195815923ab7cce65c6db1e8250eff8c87ba7dcaa47f0f6999b0dea36bd0f0,regular_git,evidence_or_validation
