surface_id,source_name,region,trace_state,trace_tier,tree_id,declared_edge_count,found_edge_count,object_node_gate,subject_anchor_gate,evidence_return_gate,source_root_gate,branch_class,status,note
SURF-CCT2026R01885,Colnect via Wikimedia Commons,Latin America / Caribbean / Bolivia,accepted,source_verified,TRTREE016,5,5,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01886,Colnect via Wikimedia Commons,Latin America / Caribbean / Bolivia,accepted,source_verified,TRTREE016,5,5,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01887,Colnect via Wikimedia Commons,Latin America / Caribbean / Bolivia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01888,Colnect via Wikimedia Commons,Latin America / Caribbean / Bolivia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01889,Colnect via Wikimedia Commons,Latin America / Caribbean / Bolivia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01890,Colnect via Wikimedia Commons,Latin America / Caribbean / Bolivia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01891,Colnect via Wikimedia Commons,Latin America / Caribbean / Bolivia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01892,Colnect via Wikimedia Commons,Latin America / Caribbean / Bolivia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0908,repository.ubn.ru.nl via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-GA1970R003,Gallica / BnF APIs,France,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-GAX1970R007,Gallica / BnF APIs,France,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-GAX1970R009,Gallica / BnF APIs,France,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-GA1970R004,Gallica / BnF APIs,France,accepted,metadata_supported,TRTREE017,7,7,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0909,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0910,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0911,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0912,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0913,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0914,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0915,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0916,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0917,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0918,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0919,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0920,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0921,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0922,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0923,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0924,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0925,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0926,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0927,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0928,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0929,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0930,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0931,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0932,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0933,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0934,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0935,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0936,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0937,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0938,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0939,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0940,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0941,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0942,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0943,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0944,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0945,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0946,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0947,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0948,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0949,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0950,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0951,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0952,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0953,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0954,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0955,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0956,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0957,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0958,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0959,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0960,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0961,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0962,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0963,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0964,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0965,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0966,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0967,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0968,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0969,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0970,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0971,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0972,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0973,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0974,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0975,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0976,Digital Public Library of America via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
