source_file,capture_id,priority,action_type,risk_flags,year,region,image_state,title,source_name,recommendation
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00613,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1890,Latin America / Caribbean / El Salvador,IMG03,El Salvador 1892 11c Seebeck essay blue.jpg,Wikimedia Commons file source / El Salvador 1892 11c Seebeck essay blue.jpg / page 79544542,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00614,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1890,Latin America / Caribbean / El Salvador,IMG03,El Salvador 1892 11c Seebeck essay pair orange brown.jpg,Wikimedia Commons file source / El Salvador 1892 11c Seebeck essay pair orange brown.jpg / page 79544530,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00615,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1890,Latin America / Caribbean / El Salvador,IMG03,El Salvador 1892 1p Seebeck essay pair green.jpg,Wikimedia Commons file source / El Salvador 1892 1p Seebeck essay pair green.jpg / page 79544541,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00616,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1890,Latin America / Caribbean / El Salvador,IMG03,El Salvador 1892 20c Seebeck essay red.jpg,Wikimedia Commons file source / El Salvador 1892 20c Seebeck essay red.jpg / page 79544531,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00617,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1890,Latin America / Caribbean / El Salvador,IMG03,El Salvador 1892 25c Seebeck essay orange.jpg,Wikimedia Commons file source / El Salvador 1892 25c Seebeck essay orange.jpg / page 79544534,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00618,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1890,Latin America / Caribbean / El Salvador,IMG03,El Salvador 1892 2c Seebeck essay pair dark brown.jpg,Wikimedia Commons file source / El Salvador 1892 2c Seebeck essay pair dark brown.jpg / page 79544529,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00619,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1890,Latin America / Caribbean / El Salvador,IMG03,El Salvador 1892 50c Seebeck essay pair blue.jpg,Wikimedia Commons file source / El Salvador 1892 50c Seebeck essay pair blue.jpg / page 79544535,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00620,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1890,Latin America / Caribbean / El Salvador,IMG03,El Salvador 1892 50c Seebeck essay yellow.jpg,Wikimedia Commons file source / El Salvador 1892 50c Seebeck essay yellow.jpg / page 79544536,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00723,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1896,Latin America / Caribbean / Haiti,IMG03,HTI 1960 MiNr0635 pm B002.jpg,Wikimedia Commons file source / HTI 1960 MiNr0635 pm B002.jpg / page 67105550,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00763,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1898,Southeast Asia / Timor-Leste,IMG03,Portuguese Timor 1898 Mi 52 stamp (Departure at Belem 07.07.1497).jpg,Wikimedia Commons file source / Portuguese Timor 1898 Mi 52 stamp (Departure at Belem 07.07.1497).jpg / page 114246930,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00968,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,1905,Latin America / Caribbean / Barbados,IMG03,Olive Blossom Barbados stamp 1905 for Wiki.jpg,Wikimedia Commons file source / Olive Blossom Barbados stamp 1905 for Wiki.jpg / page 118415441,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01044,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,1906,South Asia / India,IMG03,A poster inside the victoria memorial hall.jpg,Wikimedia Commons file source / A poster inside the victoria memorial hall.jpg / page 116926145,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01154,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1913,Eastern Europe / Caucasus / Moldova,IMG03,Stamp of Moldova - 2013 - Colnect 461454 - First Electric Tram in Chișinău - 100th Anniversary 1913 20.jpeg,Wikimedia Commons file source / Stamp of Moldova - 2013 - Colnect 461454 - First Electric Tram in Chișinău - 100th Anniversary 1913 20.jpeg / page 115755020,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01182,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster,1914,Latin America / Caribbean / Bolivia,IMG03,"Emblemas de la libertad y de la humanidad La Cruz Roja, Madre de todas las naciones. LCCN00651573.jpg","Wikimedia Commons file source / Emblemas de la libertad y de la humanidad La Cruz Roja, Madre de todas las naciones. LCCN00651573.jpg / page 66408388",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01183,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; duplicate_source_or_work_variant,1914,Latin America / Caribbean / Bolivia,IMG03,"Emblemas de la libertad y de la humanidad La Cruz Roja, Madre de todas las naciones. LCCN00651573.tif","Wikimedia Commons file source / Emblemas de la libertad y de la humanidad La Cruz Roja, Madre de todas las naciones. LCCN00651573.tif / page 66408397",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01185,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster,1914,Latin America / Caribbean / Panama,IMG03,"Emblemas de la libertad y de la humanidad La Cruz Roja, Madre de todas las naciones. LCCN00651571.tif","Wikimedia Commons file source / Emblemas de la libertad y de la humanidad La Cruz Roja, Madre de todas las naciones. LCCN00651571.tif / page 66408372",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01191,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1914,Oceania / Pacific / Aotearoa New Zealand,IMG03,"Fund for the Relief of all British Prisoners of War, 978630-001.jpg","Wikimedia Commons file source / Fund for the Relief of all British Prisoners of War, 978630-001.jpg / page 168603428",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01217,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1915,Oceania / Pacific / Aotearoa New Zealand,IMG03,"Answer the call right quickly, 976556-001.jpg","Wikimedia Commons file source / Answer the call right quickly, 976556-001.jpg / page 168603059",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01219,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1915,Oceania / Pacific / Aotearoa New Zealand,IMG03,"Each recruit brings peace nearer, 978650-001.jpg","Wikimedia Commons file source / Each recruit brings peace nearer, 978650-001.jpg / page 168602991",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01220,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1915,Oceania / Pacific / Aotearoa New Zealand,IMG03,"Let there not be a man or a woman among us.., 978652-001.jpg","Wikimedia Commons file source / Let there not be a man or a woman among us.., 978652-001.jpg / page 168602881",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01221,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1915,Oceania / Pacific / Aotearoa New Zealand,IMG03,"Remember the Lusitania, 976497-001.jpg","Wikimedia Commons file source / Remember the Lusitania, 976497-001.jpg / page 168601980",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01222,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1915,Oceania / Pacific / Aotearoa New Zealand,IMG03,"Why not join the Army, 976554-001.jpg","Wikimedia Commons file source / Why not join the Army, 976554-001.jpg / page 168603091",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01224,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1915,South Asia / Sri Lanka,IMG03,"New Zealand Stationary Hospital 1915-1917, 978649-001.jpg","Wikimedia Commons file source / New Zealand Stationary Hospital 1915-1917, 978649-001.jpg / page 168602263",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01225,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1915,Southeast Asia / Philippines,IMG03,1915 Book Cover of Ang Buhok ni Ester (Aurelio Tolentino) (cropped).jpg,Wikimedia Commons file source / 1915 Book Cover of Ang Buhok ni Ester (Aurelio Tolentino) (cropped).jpg / page 145357249,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01238,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1916,Oceania / Pacific / Aotearoa New Zealand,IMG03,"To New Zealand's manhood, 978813-001.jpg","Wikimedia Commons file source / To New Zealand's manhood, 978813-001.jpg / page 168603491",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01254,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1917,Eastern Europe / Caucasus / Latvia,IMG03,Postal cover of the USSR. Lenin. 1917 7-XI 1964.png,Wikimedia Commons file source / Postal cover of the USSR. Lenin. 1917 7-XI 1964.png / page 67066497,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01268,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster,1917,Latin America / Caribbean / Panama,IMG03,Winter in Panama with the U.S. Army LCCN00651594.jpg,Wikimedia Commons file source / Winter in Panama with the U.S. Army LCCN00651594.jpg / page 31718507,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01274,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1917,Oceania / Pacific / Aotearoa New Zealand,IMG03,"Food and the War, 976480-001.jpg","Wikimedia Commons file source / Food and the War, 976480-001.jpg / page 168602895",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01275,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1917,Oceania / Pacific / Aotearoa New Zealand,IMG03,"L'Italia, 976491-001.jpg","Wikimedia Commons file source / L'Italia, 976491-001.jpg / page 168602148",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01276,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1917,Oceania / Pacific / Aotearoa New Zealand,IMG03,"Save the products of the land -- Eat more fish, 978635-001.jpg","Wikimedia Commons file source / Save the products of the land -- Eat more fish, 978635-001.jpg / page 168603191",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01277,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1917,Oceania / Pacific / Aotearoa New Zealand,IMG03,"We risk our lives to bring you food, 978643-001.jpg","Wikimedia Commons file source / We risk our lives to bring you food, 978643-001.jpg / page 168602718",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01324,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1918,Oceania / Pacific / Aotearoa New Zealand,IMG03,"4E Emprunt, 976518-001.jpg","Wikimedia Commons file source / 4E Emprunt, 976518-001.jpg / page 168601526",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01326,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 1).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 1).jpg / page 120707810,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01327,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 10).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 10).jpg / page 120707864,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01328,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 11).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 11).jpg / page 120707871,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01329,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 12).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 12).jpg / page 120707878,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01330,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 13).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 13).jpg / page 120707884,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01331,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 14).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 14).jpg / page 120707890,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01332,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 15).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 15).jpg / page 120707897,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01333,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 16).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 16).jpg / page 120707905,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01334,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 17).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 17).jpg / page 120707910,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01335,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 18).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 18).jpg / page 120707917,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01336,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 19).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 19).jpg / page 120707924,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01337,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 2).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 2).jpg / page 120707814,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01338,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 20).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 20).jpg / page 120707930,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01339,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 21).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 21).jpg / page 120707938,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01340,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 22).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 22).jpg / page 120707944,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01341,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 23).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 23).jpg / page 120707951,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01342,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 24).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 24).jpg / page 120707957,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01343,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 25).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 25).jpg / page 120707963,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R01344,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1919,Africa / Angola,IMG03,Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 26).jpg,Wikimedia Commons file source / Fifty years of successful business of J. Stiefel's Son - DPLA - 2f906d8f6cae32a001944f407453f591 (page 26).jpg / page 120707971,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
