capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date,image_expectation,parser_status,display_mode,ocr_or_excerpt,source_description_raw,editorial_summary,historical_context_note,classification_rationale,uncertainty_note,citation_basis
DNZ1970R011,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=5&and%5Bcategory%5D%5B%5D=Images,captured,6335127,https://paperspast.natlib.govt.nz/newspapers/OW18791220.2.48.1,"Untitled Illustration (Otago Witness, 20 December 1879)",,20-12-1879; 1879-12-20T00:00:00.000Z; 1879-12-20T00:00:00.000Z; 2012-04-20T20:03:23.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMjAuMS4xOSZjcm9wPTExMSwyNzAsODg1LDM1NCZ3aWR0aD04MDAmY29sb3I9MzImZXh0PWdpZiZrZXk=,false,https://paperspast.natlib.govt.nz/newspapers/OW18791220.2.48.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_5.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 20 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 20 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791220.2.48.1. Accessed 2026-05-31."
DNZ1970R012,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=4&and%5Bcategory%5D%5B%5D=Images,captured,6340902,https://paperspast.natlib.govt.nz/newspapers/OW18791227.2.52.1,"Untitled Illustration (Otago Witness, 27 December 1879)",,27-12-1879; 1879-12-27T00:00:00.000Z; 1879-12-27T00:00:00.000Z; 2012-04-20T20:17:15.000+12:00,1879,1879,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg3OTEyMjcuMS4yMyZjcm9wPTEwMjYsMTkxMyw4NzAsMjg2JndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/OW18791227.2.52.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_4.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 27 December 1879) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 27 December 1879). https://paperspast.natlib.govt.nz/newspapers/OW18791227.2.52.1. Accessed 2026-05-31."
DNZ1970R013,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=6&and%5Bcategory%5D%5B%5D=Images,captured,6350592,https://paperspast.natlib.govt.nz/newspapers/OW18800103.2.70.2.1,"Untitled Illustration (Otago Witness, 03 January 1880)",,03-01-1880; 1880-01-03T00:00:00.000Z; 1880-01-03T00:00:00.000Z; 2012-04-20T20:40:57.000+12:00,1880,1880,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg4MDAxMDMuMS4yMCZjcm9wPTM4MDcsMjQ2NCw5MDcsMjU4JndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/OW18800103.2.70.2.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_6.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 03 January 1880) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 03 January 1880). https://paperspast.natlib.govt.nz/newspapers/OW18800103.2.70.2.1. Accessed 2026-05-31."
DNZ1970R014,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=3&and%5Bcategory%5D%5B%5D=Images,captured,6345998,https://paperspast.natlib.govt.nz/newspapers/OW18800724.2.93.1,"Untitled Illustration (Otago Witness, 24 July 1880)",,24-07-1880; 1880-07-24T00:00:00.000Z; 1880-07-24T00:00:00.000Z; 2012-04-20T20:29:06.000+12:00,1880,1880,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg4MDA3MjQuMS4yMyZjcm9wPTI5MzgsMzA2MiwyNjksNTE5JndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/OW18800724.2.93.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_3.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 24 July 1880) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 24 July 1880). https://paperspast.natlib.govt.nz/newspapers/OW18800724.2.93.1. Accessed 2026-05-31."
DNZ1970R015,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,10173299,https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.194.3.2,"Untitled Illustration (Otago Witness, 20 April 1893)",,20-04-1893; 1893-04-20T00:00:00.000Z; 1893-04-20T00:00:00.000Z; 2012-04-20T18:26:49.000+12:00,1893,1893,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg5MzA0MjAuMS4zOCZjcm9wPTM5NDEsMTczOCw4MzMsMjI1JndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.194.3.2,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 20 April 1893) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 20 April 1893). https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.194.3.2. Accessed 2026-05-31."
DNZ1970R016,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,10173485,https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.203.1,"Untitled Illustration (Otago Witness, 20 April 1893)",,20-04-1893; 1893-04-20T00:00:00.000Z; 1893-04-20T00:00:00.000Z; 2012-04-20T18:26:52.000+12:00,1893,1893,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg5MzA0MjAuMS4zOSZjcm9wPTEwODksNDA3OCwyMzcsNTAwJndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.203.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 20 April 1893) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 20 April 1893). https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.203.1. Accessed 2026-05-31."
DNZ1970R017,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,10173527,https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.204.1,"Untitled Illustration (Otago Witness, 20 April 1893)",,20-04-1893; 1893-04-20T00:00:00.000Z; 1893-04-20T00:00:00.000Z; 2012-04-20T18:27:21.000+12:00,1893,1893,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg5MzA0MjAuMS4zOSZjcm9wPTEzMzMsNDE3MSwyMiwyNSZ3aWR0aD04MDAmY29sb3I9MzImZXh0PWdpZiZrZXk=,false,https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.204.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 20 April 1893) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 20 April 1893). https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.204.1. Accessed 2026-05-31."
DNZ1970R018,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=3&and%5Bcategory%5D%5B%5D=Images,captured,10173287,https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.194.3.1,"Untitled Illustration (Otago Witness, 20 April 1893)",,20-04-1893; 1893-04-20T00:00:00.000Z; 1893-04-20T00:00:00.000Z; 2012-04-20T18:26:49.000+12:00,1893,1893,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Otago Witness;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPU9XMTg5MzA0MjAuMS4zOCZjcm9wPTM5NDQsMjAwOSw4MzMsMjIwJndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.194.3.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_3.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Otago Witness, 20 April 1893) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Otago Witness, 20 April 1893). https://paperspast.natlib.govt.nz/newspapers/OW18930420.2.194.3.1. Accessed 2026-05-31."
DNZ1970R019,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=4&and%5Bcategory%5D%5B%5D=Images,captured,6326026,https://paperspast.natlib.govt.nz/newspapers/TO19020906.2.21.1,"Untitled Illustration (Observer, 06 September 1902)",,06-09-1902; 1902-09-06T00:00:00.000Z; 1902-09-06T00:00:00.000Z; 2012-04-20T19:41:02.000+12:00,1902,1902,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Observer;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPVRPMTkwMjA5MDYuMS4xMyZjcm9wPTI1MSwxMDAsNDg3MCwzMzgxJndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/TO19020906.2.21.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_4.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Observer, 06 September 1902) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Observer, 06 September 1902). https://paperspast.natlib.govt.nz/newspapers/TO19020906.2.21.1. Accessed 2026-05-31."
DNZ1970R020,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=3&and%5Bcategory%5D%5B%5D=Images,captured,6340220,https://paperspast.natlib.govt.nz/newspapers/TO19021011.2.2.1,"Untitled Illustration (Observer, 11 October 1902)",,11-10-1902; 1902-10-11T00:00:00.000Z; 1902-10-11T00:00:00.000Z; 2012-04-20T20:15:30.000+12:00,1902,1902,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Observer;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPVRPMTkwMjEwMTEuMS4xJmNyb3A9MTU1LDE2ODEsMzEzMywzNTQxJndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/TO19021011.2.2.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_3.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Observer, 11 October 1902) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Observer, 11 October 1902). https://paperspast.natlib.govt.nz/newspapers/TO19021011.2.2.1. Accessed 2026-05-31."
DNZ1970R021,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=4&and%5Bcategory%5D%5B%5D=Images,captured,6340672,https://paperspast.natlib.govt.nz/newspapers/TO19021011.2.9.1,"Untitled Illustration (Observer, 11 October 1902)",,11-10-1902; 1902-10-11T00:00:00.000Z; 1902-10-11T00:00:00.000Z; 2012-04-20T20:17:12.000+12:00,1902,1902,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Observer;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPVRPMTkwMjEwMTEuMS40JmNyb3A9OTY4LDI2MTIsMTc0MywyODg4JndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/TO19021011.2.9.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_4.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Observer, 11 October 1902) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Observer, 11 October 1902). https://paperspast.natlib.govt.nz/newspapers/TO19021011.2.9.1. Accessed 2026-05-31."
DNZ1970R022,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=4&and%5Bcategory%5D%5B%5D=Images,captured,6340926,https://paperspast.natlib.govt.nz/newspapers/TO19021011.2.12.1,"Untitled Illustration (Observer, 11 October 1902)",,11-10-1902; 1902-10-11T00:00:00.000Z; 1902-10-11T00:00:00.000Z; 2012-04-20T20:17:15.000+12:00,1902,1902,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Observer;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPVRPMTkwMjEwMTEuMS41JmNyb3A9Mjk2LDI1NDAsMjI3NSwzMDA0JndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/TO19021011.2.12.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_4.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Observer, 11 October 1902) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Observer, 11 October 1902). https://paperspast.natlib.govt.nz/newspapers/TO19021011.2.12.1. Accessed 2026-05-31."
DNZ1970R023,DNZ01,digitalnz_newspaper_advertisements,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=advertisements&per_page=100&page=1&and%5Bcategory%5D%5B%5D=Images,captured,6331067,https://paperspast.natlib.govt.nz/newspapers/TO19020920.2.2.1,"Untitled Illustration (Observer, 20 September 1902)",,20-09-1902; 1902-09-20T00:00:00.000Z; 1902-09-20T00:00:00.000Z; 2012-04-20T19:53:07.000+12:00,1902,1902,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Observer;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPVRPMTkwMjA5MjAuMS4xJmNyb3A9MTYzLDE2MDksMzMyOSwzNzM1JndpZHRoPTgwMCZjb2xvcj0zMiZleHQ9Z2lmJmtleQ==,false,https://paperspast.natlib.govt.nz/newspapers/TO19020920.2.2.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_newspaper_advertisements_1.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Observer, 20 September 1902) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Observer, 20 September 1902). https://paperspast.natlib.govt.nz/newspapers/TO19020920.2.2.1. Accessed 2026-05-31."
DNZ1970R024,DNZ02,digitalnz_poster_records,SRC011,DigitalNZ,https://api.digitalnz.org/v3/records.json?search_text=poster&per_page=100&page=3&and%5Bcategory%5D%5B%5D=Images,captured,6331506,https://paperspast.natlib.govt.nz/newspapers/TO19020920.2.8.1,"Untitled Illustration (Observer, 20 September 1902)",,20-09-1902; 1902-09-20T00:00:00.000Z; 1902-09-20T00:00:00.000Z; 2012-04-20T19:55:30.000+12:00,1902,1902,Aotearoa New Zealand,Images,; ; Unknown,Papers Past,; ;,National Library of New Zealand; Observer;,natlib:online_item,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03,DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,IMG03: DigitalNZ record exposes an image URL with no-known-copyright-restrictions or full share/modify/commercial usage signals.,high,true,Open image candidate; retain DigitalNZ and partner source links.,open_image_frame,http://paperspast.natlib.govt.nz/imageserver/newspapers/b2lkPVRPMTkwMjA5MjAuMS40JmNyb3A9MTAyMywyOTAzLDE3MDIsMjU1MiZ3aWR0aD04MDAmY29sb3I9MzImZXh0PWdpZiZrZXk=,false,https://paperspast.natlib.govt.nz/newspapers/TO19020920.2.8.1,false,,data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_3.json,2026-05-31,expected,ok,open_image_frame,; ;,; ;,"Untitled Illustration (Observer, 20 September 1902) is indexed from DigitalNZ. ; ;","Captured through DigitalNZ to expand beyond museum-object APIs into periodical, newspaper, advertising, and public visual communication records from Aotearoa New Zealand.","Provisional folders derive from DigitalNZ title, collection, category, date, and subject metadata.",,"DigitalNZ. Untitled Illustration (Observer, 20 September 1902). https://paperspast.natlib.govt.nz/newspapers/TO19020920.2.8.1. Accessed 2026-05-31."
