review_type,source_file,capture_id,surface_id,year,region,image_state,source_name,title,source_url,review_class,suggested_action,evidence
source_visible_gap,capture_batch_001_records.csv,ECAP043,SURF-ECAP043,,Poland,IMG04,Library of Congress loc.gov API,[Polish posters: Ramayana exhibition poster by Stasis; Gamelan exhibition poster by Jerzy Czerniawski; Indonesia exhibition poster by Maria Janiga],https://www.loc.gov/pictures/item/2010633735/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_001_records.csv,ECAP044,SURF-ECAP044,,United States,IMG04,Library of Congress loc.gov API,"Production. The first of a series of production posters designed by the Office of Emergency Management for display in defense plants throughout the United States. The poster was designed for the OEM by Jean Carlu, eminent poster artist and graphic design exper",https://www.loc.gov/pictures/item/2017689463/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_001_records.csv,ECAP045,SURF-ECAP045,,United States,IMG04,Library of Congress loc.gov API,"Poster. Men working together. A defense production poster for display in industrial plants throughout the nation. The poster, which measures 30 x 40 inches was designed and distributed by the Division of Information of the Office of War Information (OWI). The",https://www.loc.gov/pictures/item/2017699400/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_001_records.csv,ECAP050,SURF-ECAP050,,United States,IMG04,Library of Congress loc.gov API,[Lewis Newton collection of African American posters],https://www.loc.gov/pictures/item/2018649993/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_early_region_1830_1880_records.csv,ER1830R004,SURF-ER1830R004,1863,Unresolved region,IMG04,Library of Congress loc.gov API,[Trade card for McKay Iron and Locomotive Works and an Arkansas railroad],https://www.loc.gov/pictures/item/2010646699/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_early_region_1830_1880_records.csv,ER1830R008,SURF-ER1830R008,1869,Unresolved region,IMG04,Library of Congress loc.gov API,Gardner's photographic advertising card,https://www.loc.gov/pictures/item/2007675841/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_early_region_1830_1880_records.csv,ER1830R018,SURF-ER1830R018,1880,Unresolved region,IMG04,Library of Congress loc.gov API,[Pearsall Photography Studio trade card],https://www.loc.gov/pictures/item/2010635174/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R024,SURF-ER1830R024,1884,Unresolved region,IMG04,Library of Congress loc.gov API,Pluto,https://www.loc.gov/pictures/item/2010645617/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R029,SURF-ER1830R029,1889,Unresolved region,IMG04,Library of Congress loc.gov API,[Liebig's Extract of Meat Company trade card sets],https://www.loc.gov/pictures/item/2010646974/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R052,SURF-ER1830R052,1895,United States,IMG00,Art Institute of Chicago API,The Modern Poster,https://www.artic.edu/artworks/55093,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R062,SURF-ER1830R062,1900,Unresolved region,IMG04,Library of Congress loc.gov API,"Moore, crayon artist and photographer",https://www.loc.gov/pictures/item/2010645616/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R063,SURF-ER1830R063,1902,Unresolved region,IMG04,Library of Congress loc.gov API,[Liebig Company trade cards],https://www.loc.gov/pictures/item/2020633675/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Library of Congress loc.gov API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R064,SURF-ER1830R064,1918,United States,IMG00,Art Institute of Chicago API,Tell that to the Marines!,https://www.artic.edu/artworks/7772,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R065,SURF-ER1830R065,1918,France,IMG00,Art Institute of Chicago API,To the Amputees—Join the Workforce,https://www.artic.edu/artworks/7933,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R066,SURF-ER1830R066,1918,United States,IMG00,Art Institute of Chicago API,Buy a Little Present for the Kaiser,https://www.artic.edu/artworks/7962,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R068,SURF-ER1830R068,1918,United States,IMG00,Art Institute of Chicago API,Invest in the Victory Liberty Loan,https://www.artic.edu/artworks/7974,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R069,SURF-ER1830R069,1918,United States,IMG00,Art Institute of Chicago API,Keep These Off the U.S.A.,https://www.artic.edu/artworks/7955,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R071,SURF-ER1830R071,1929,United States,IMG00,Art Institute of Chicago API,Art Institute by the Elevated Lines,https://www.artic.edu/artworks/184018,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R073,SURF-ER1830R073,1922,United Kingdom,IMG00,Art Institute of Chicago API,Ascot By Motor Bus,https://www.artic.edu/artworks/13935,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R075,SURF-ER1830R075,1924,United Kingdom,IMG00,Art Institute of Chicago API,Rich repose of Autumn,https://www.artic.edu/artworks/14941,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_early_region_1830_1930_records.csv,ER1830R076,SURF-ER1830R076,1929,United Kingdom,IMG00,Art Institute of Chicago API,The Centenary of the Omnibus,https://www.artic.edu/artworks/3178,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R001,SURF-ESR1931R001,,United States,IMG04,African Activist Archive,African Activist Archive - Home,https://africanactivist.msu.edu/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; African Activist Archive
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R002,SURF-ESR1931R002,,South Africa,IMG04,UWC Robben Island Mayibuye Archives,mayibuyearchives.org,https://mayibuyearchives.org/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; UWC Robben Island Mayibuye Archives
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R003,SURF-ESR1931R003,,Japan,IMG04,Center for Contemporary Graphic Art,CCGA現代グラフィックアートセンター,https://www.dnpfcp.jp/gallery/ccga/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Center for Contemporary Graphic Art
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R004,SURF-ESR1931R004,2000,Korean Peninsula,IMG04,DDP Seoul,DDP - 메인페이지 > DDP(KOR),https://ddp.or.kr/?menuno=228,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; DDP Seoul
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R007,SURF-ESR1931R007,1986,Japan,IMG04,Ginza Graphic Gallery,ギンザ・グラフィック・ギャラリー,https://www.dnpfcp.jp/gallery/ggg/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Ginza Graphic Gallery
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R008,SURF-ESR1931R008,,China / Hong Kong,IMG04,Hong Kong Heritage Project,Hong Kong Heritage Project,https://www.hongkongheritage.org/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Hong Kong Heritage Project
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R011,SURF-ESR1931R011,,Korean Peninsula,IMG04,Korean Film Archive,한국영상자료원,https://www.koreafilm.or.kr/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Korean Film Archive
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R012,SURF-ESR1931R012,1991,Japan,IMG04,Kyoto ddd gallery,京都dddギャラリー,https://www.dnpfcp.jp/gallery/ddd/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Kyoto ddd gallery
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R015,SURF-ESR1931R015,,Taiwan,IMG04,National Taiwan Museum of Fine Arts,國立臺灣美術館,https://www.ntmofa.gov.tw/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; National Taiwan Museum of Fine Arts
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R018,SURF-ESR1931R018,2000,Korean Peninsula,IMG04,Seoul Design Foundation,서울디자인재단 - 메인페이지 | 서울디자인재단,https://seouldesign.or.kr/?menuno=150,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Seoul Design Foundation
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R019,SURF-ESR1931R019,,China / Hong Kong,IMG04,Shanghai Library,首页 - 上海图书馆,https://www.library.sh.cn/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Shanghai Library
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R021,SURF-ESR1931R021,1952,Japan,IMG04,Tokyo ADC,ADC,https://www.tokyoadc.com/new/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Tokyo ADC
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R023,SURF-ESR1931R023,,Czech and Slovak contexts,IMG04,Kramerius Registry,Registr Krameriů,https://registr.digitalniknihovna.cz/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Kramerius Registry
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R024,SURF-ESR1931R024,,Ukraine,IMG04,Ukrainian Liberation Movement Archive,Електронний архів українського визвольного руху,https://avr.org.ua/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Ukrainian Liberation Movement Archive
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R028,SURF-ESR1931R028,,Chile,IMG04,Memoria Chilena,Memoria Chilena: Portal,https://www.memoriachilena.gob.cl/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Memoria Chilena
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R031,SURF-ESR1931R031,,India,IMG04,Design in India / India Design Council references,India Design Council – Promoting Design Excellence in India,https://www.indiadesigncouncil.org/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Design in India / India Design Council references
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R032,SURF-ESR1931R032,,Nepal,IMG04,Madan Puraskar Pustakalaya,Madan Puraskar Pustakalaya,https://madanpuraskar.org/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Madan Puraskar Pustakalaya
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R033,SURF-ESR1931R033,,South Asia,IMG04,NID Archives and institutional publications,National Institute of Design,https://www.nid.edu/home,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; NID Archives and institutional publications
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R034,SURF-ESR1931R034,,India,IMG04,National Digital Library of India,National Digital Library of India (NDLI),https://ndl.iitkgp.ac.in/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; National Digital Library of India
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R035,SURF-ESR1931R035,,India,IMG04,National Library of India,National Library of India,https://nationallibrary.gov.in/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; National Library of India
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R036,SURF-ESR1931R036,,India,IMG04,Roja Muthiah Research Library,Roja Muthiah Library | Preserving Tamil Heritage,https://www.rmrl.in/en,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Roja Muthiah Research Library
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R037,SURF-ESR1931R037,,Philippines,IMG04,Ateneo Rizal Library Digital Archives,Home | Rizal Library,https://rizal.library.ateneo.edu/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Ateneo Rizal Library Digital Archives
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R039,SURF-ESR1931R039,,Singapore,IMG04,BookSG / Print Heritage,BookSG / Print Heritage,https://eresources.nlb.gov.sg/printheritage/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; BookSG / Print Heritage
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R041,SURF-ESR1931R041,1973,Philippines,IMG04,Design Center Philippines,Design Center of the Philippines,https://www.designcenter.gov.ph/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Design Center Philippines
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R042,SURF-ESR1931R042,2003,Singapore,IMG04,DesignSingapore Council,DesignSingapore Council,https://designsingapore.org/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; DesignSingapore Council
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R043,SURF-ESR1931R043,,Southeast Asia,IMG04,Digital Library of Lao Manuscripts,Digital Library of Lao Manuscripts - CrossAsia Digital,https://digital.crossasia.org/digital-library-of-lao-manuscripts/?lang=en,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Digital Library of Lao Manuscripts
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R045,SURF-ESR1931R045,,Thailand,IMG04,Fine Arts Department Thailand,๓ มิถุนายน ๒๕๖๙,https://www.finearts.go.th/main,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Fine Arts Department Thailand
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R046,SURF-ESR1931R046,,Indonesia,IMG04,Grafis Nusantara,Home - Grafis Nusantara,https://grafisnusantara.com/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Grafis Nusantara
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R047,SURF-ESR1931R047,,Indonesia,IMG04,Indonesian Visual Art Archive,Situs Sedang Dalam Pengembangan,https://archive.ivaa-online.org/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Indonesian Visual Art Archive
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R048,SURF-ESR1931R048,,Indonesia,IMG04,Khastara Perpusnas Indonesia,Khastara Perpusnas,https://khastara.perpusnas.go.id/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Khastara Perpusnas Indonesia
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R050,SURF-ESR1931R050,,Singapore,IMG04,National Archives of Singapore,National Archives of Singapore,https://www.nas.gov.sg/archivesonline/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; National Archives of Singapore
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R052,SURF-ESR1931R052,,Vietnam,IMG04,National Library of Vietnam,THƯ VIỆN QUỐC GIA VIỆT NAM,https://nlv.gov.vn/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; National Library of Vietnam
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R053,SURF-ESR1931R053,,Philippines,IMG04,National Library of the Philippines,"National Library of the Philippines – The National Library of the Philippines (NLP) is the repository of the printed and recorded cultural heritage of the country and other intellectual, literary resources and informatio",https://web.nlp.gov.ph/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; National Library of the Philippines
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R054,SURF-ESR1931R054,,Singapore,IMG04,NewspaperSG,NewspaperSG,https://eresources.nlb.gov.sg/newspapers/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; NewspaperSG
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R055,SURF-ESR1931R055,,Singapore,IMG00,Roots.sg,Roots,https://www.roots.gov.sg/,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Roots.sg
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R057,SURF-ESR1931R057,,Thailand,IMG04,Thai Poster Archive,Thai Poster Archive,https://thaiposterarchive.com/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Thai Poster Archive
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R059,SURF-ESR1931R059,1990,Vietnam,IMG04,VietGD,Vietnamese Graphic Design,https://vietgd.com/,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; VietGD
source_visible_gap,capture_batch_edge_source_registry_context_1931_2026_records.csv,ESR1931R060,SURF-ESR1931R060,,Vietnam,IMG04,Vietnam National Archives,Trang chủ - Cổng thông tin điện tử Cục Văn thư và Lưu trữ nhà nước,https://luutru.gov.vn/home.htm,source_registry_context_page,Keep as source registry/context material; do not count as image-bearing object until item records are captured.,IMG04; Vietnam National Archives
source_visible_gap,capture_batch_edge_wordpress_1970_2026_records.csv,EW1970R009,SURF-EW1970R009,2015,China / Hong Kong,IMG04,Bophana Audiovisual Resource Center,“Archives at Risk: Protecting the World’s Identities – Memories of Indochina”,https://bophana.org/archives-at-risk-protecting-the-worlds-identities-memories-of-indochina/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; Bophana Audiovisual Resource Center
source_visible_gap,capture_batch_image_ready_1931_1970_records.csv,IR1970R044,SURF-IR1970R044,1950,Unresolved region,IMG00,Wellcome Collection Catalogue API,Thoracoplasty and apicolysis for pulmonary tuberculosis.,https://wellcomecollection.org/works/zjfcsnmm,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Wellcome Collection Catalogue API
source_visible_gap,capture_batch_image_ready_1931_1970_records.csv,IR1970R047,SURF-IR1970R047,1953,United Kingdom,IMG00,Wellcome Collection Catalogue API,Onwards to victory.,https://wellcomecollection.org/works/am4wbft7,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Wellcome Collection Catalogue API
source_visible_gap,capture_batch_image_ready_1931_1970_records.csv,IR1970R060,SURF-IR1970R060,1962,United Kingdom,IMG00,Wellcome Collection Catalogue API,Answer to emergency.,https://wellcomecollection.org/works/at5srwdn,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Wellcome Collection Catalogue API
source_visible_gap,capture_batch_independent_asia_1990_2026_records.csv,IAC1990R002,SURF-IAC1990R002,2022,Malaysia,IMG04,Malaysia Design Archive,Bringing Down A Dictator,https://search.malaysiadesignarchive.org/item/bringing-down-a-dictator/,registry_or_archive_landing_page,Keep as context source or split into item-level captures before publication.,IMG04; Malaysia Design Archive
source_visible_gap,capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R008,SURF-LPC2026R008,1984,Aotearoa New Zealand,IMG00,Te Papa Collections Online,"Poster, ""We begin bombing in five minutes""",https://collections.tepapa.govt.nz/object/1391406,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Te Papa Collections Online
source_visible_gap,capture_batch_midcentury_1930_1970_records.csv,MC1930R001,SURF-MC1930R001,1931,United Kingdom,IMG00,Art Institute of Chicago API,Come Out at Easter,https://www.artic.edu/artworks/8878,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_midcentury_1930_1970_records.csv,MC1930R002,SURF-MC1930R002,1931,United Kingdom,IMG04,V&A Collections API,For Speed & Comfort Travel by Rail,https://collections.vam.ac.uk/item/O587474/,text_only_item_or_collection,"Review whether this should stay IMG04 text sheet, become card/support, or receive an item-image recapture.",IMG04; V&A Collections API
source_visible_gap,capture_batch_midcentury_1930_1970_records.csv,MC1930R003,SURF-MC1930R003,1931,United Kingdom,IMG00,Art Institute of Chicago API,No. 2 Spring,https://www.artic.edu/artworks/8872,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
source_visible_gap,capture_batch_midcentury_1930_1970_records.csv,MC1930R004,SURF-MC1930R004,1931,United Kingdom,IMG00,Art Institute of Chicago API,Whitsuntide in the Countryside,https://www.artic.edu/artworks/8867,image_missing_or_parser_gap,Recapture/probe image metadata or keep as text/card until source image evidence is visible.,IMG00; Art Institute of Chicago API
