surface_id,source_record_id,source_record_url,title,best_image_state,weighted_gap_points,local_record_found,local_capture_id,local_record_file,local_image_state,local_rights_review_required,local_rights_text_excerpt,raw_record_found,raw_rights_uri,raw_rights_text_excerpt,raw_rights_signal,rights_signal,future_action,upgrade_recommendation,automatic_upgrade_allowed,iiif_or_viewer_available,image_url_detected_excerpt
SURF-GSU2026R024,PATCO:121742,https://digitalcollections.library.gsu.edu/digital/collection/PATCO/id/121742,"Eastern Region Public Relations Program Facility Manual, 1979",IMG02,0.45,true,GSU2026R024,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/PATCO/id/121742,https://digitalcollections.library.gsu.edu/iiif/2/PATCO:121742/full/full/0/default.jpg
SURF-GSU2026R006,AFLCIO:99083,https://digitalcollections.library.gsu.edu/digital/collection/AFLCIO/id/99083,Equal Employment Opportunity Commission,IMG02,0.45,true,GSU2026R006,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,http://rightsstatements.org/vocab/InC-EDU/1.0,,raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/AFLCIO/id/99083,https://digitalcollections.library.gsu.edu/iiif/2/AFLCIO:99083/full/full/0/default.jpg
SURF-GSU2026R010,PATCO:127291,https://digitalcollections.library.gsu.edu/digital/collection/PATCO/id/127291,"Executive Board Memoranda, 1971-1972",IMG02,0.45,true,GSU2026R010,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/PATCO/id/127291,https://digitalcollections.library.gsu.edu/iiif/2/PATCO:127291/full/full/0/default.jpg
SURF-GSU2026R022,PATCO:82361,https://digitalcollections.library.gsu.edu/digital/collection/PATCO/id/82361,"Fair Labor Standards Act, General Correspondence, 1977-1980",IMG02,0.45,true,GSU2026R022,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/PATCO/id/82361,https://digitalcollections.library.gsu.edu/iiif/2/PATCO:82361/full/full/0/default.jpg
SURF-GSU2026R023,gpc:11892,https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/11892,"Focus, 1977-03-03",IMG02,0.45,true,GSU2026R023,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"Copyright to this item is owned by Georgia State University. Georgia State University has made this item available under a Creative Commons Attribution 4.0 International License. For more information, see...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/11892,https://digitalcollections.library.gsu.edu/iiif/2/gpc:11892/full/full/0/default.jpg
SURF-GSU2026R031,gae:3971,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/3971,"GAE Update, 1982-04",IMG02,0.45,true,GSU2026R031,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/3971,https://digitalcollections.library.gsu.edu/iiif/2/gae:3971/full/full/0/default.jpg
SURF-GSU2026R018,gawl:639,https://digitalcollections.library.gsu.edu/digital/collection/gawl/id/639,"Georgia Association for Women Lawyers scrapbook, 1970s-2000s",IMG02,0.45,true,GSU2026R018,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,http://rightsstatements.org/vocab/InC-EDU/1.0/,"These materials, gathered by the donor from many sources, have been digitized for preservation purposes and are being made available on the Internet for scholarship, educational, and personal use only. These materials document a thematic...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gawl/id/639,https://digitalcollections.library.gsu.edu/iiif/2/gawl:639/full/full/0/default.jpg
SURF-GSU1970R001,gae:14225,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/14225,"Georgia Education Journal, 1931-04",IMG02,0.45,true,GSU1970R001,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/14225,https://digitalcollections.library.gsu.edu/iiif/2/gae:14225/full/full/0/default.jpg
SURF-GSU1970R002,gae:18473,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/18473,"Georgia Education Journal, 1932-02",IMG02,0.45,true,GSU1970R002,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/18473,https://digitalcollections.library.gsu.edu/iiif/2/gae:18473/full/full/0/default.jpg
SURF-GSU1970R003,gae:17969,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/17969,"Georgia Education Journal, 1932-03",IMG02,0.45,true,GSU1970R003,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/17969,https://digitalcollections.library.gsu.edu/iiif/2/gae:17969/full/full/0/default.jpg
SURF-GSU1970R004,gae:17667,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/17667,"Georgia Education Journal, 1932-04",IMG02,0.45,true,GSU1970R004,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/17667,https://digitalcollections.library.gsu.edu/iiif/2/gae:17667/full/full/0/default.jpg
SURF-GSU1970R010,gae:19446,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/19446,"Georgia Education Journal, 1942-05",IMG02,0.45,true,GSU1970R010,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/19446,https://digitalcollections.library.gsu.edu/iiif/2/gae:19446/full/full/0/default.jpg
SURF-GSU1970R019,gae:8258,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/8258,"Georgia Education Journal, 1952-04",IMG02,0.45,true,GSU1970R019,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gae/id/8258,https://digitalcollections.library.gsu.edu/iiif/2/gae:8258/full/full/0/default.jpg
SURF-GSU1970R028,signal:10378,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/10378,"Georgia State College Signal, 1968-10-10",IMG02,0.45,true,GSU1970R028,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/10378,https://digitalcollections.library.gsu.edu/iiif/2/signal:10378/full/full/0/default.jpg
SURF-GSU1970R021,signal:2622,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/2622,"Georgia State Signal, 1960-02-02",IMG02,0.45,true,GSU1970R021,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/2622,https://digitalcollections.library.gsu.edu/iiif/2/signal:2622/full/full/0/default.jpg
SURF-GSU2026R047,signal:45927,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/45927,"Georgia State University Signal, 2002-10-15",IMG02,0.45,true,GSU2026R047,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/45927,https://digitalcollections.library.gsu.edu/iiif/2/signal:45927/full/full/0/default.jpg
SURF-GSU1970R030,GSB:532,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/532,"Great Speckled Bird v. 1 no. 32 [33] (February 7, 1969)",IMG02,0.45,true,GSU1970R030,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/532,https://digitalcollections.library.gsu.edu/iiif/2/GSB:532/full/full/0/default.jpg
SURF-GSU1970R029,GSB:10114,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/10114,"Great Speckled Bird v. 1 no. 4 (April 26, 1968)",IMG02,0.45,true,GSU1970R029,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/10114,https://digitalcollections.library.gsu.edu/iiif/2/GSB:10114/full/full/0/default.jpg
SURF-GSU1970R031,GSB:1093,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/1093,"Great Speckled Bird v. 2 no. 23 (August 18, 1969)",IMG02,0.45,true,GSU1970R031,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/1093,https://digitalcollections.library.gsu.edu/iiif/2/GSB:1093/full/full/0/default.jpg
SURF-GSU1970R032,GSB:1511,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/1511,"Great Speckled Bird v. 2 no. 39 (December 8, 1969)",IMG02,0.45,true,GSU1970R032,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/1511,https://digitalcollections.library.gsu.edu/iiif/2/GSB:1511/full/full/0/default.jpg
SURF-GSU1970R033,GSB:1903,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/1903,"Great Speckled Bird v. 3 no. 18 (May 4, 1970)",IMG02,0.45,true,GSU1970R033,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/1903,https://digitalcollections.library.gsu.edu/iiif/2/GSB:1903/full/full/0/default.jpg
SURF-GSU2026R013,GSB:4724,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/4724,"Great Speckled Bird v. 5 no. 26 (July 3, 1972)",IMG02,0.45,true,GSU2026R013,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/4724,https://digitalcollections.library.gsu.edu/iiif/2/GSB:4724/full/full/0/default.jpg
SURF-GSU2026R039,lgbtq:2085,https://digitalcollections.library.gsu.edu/digital/collection/lgbtq/id/2085,"HIV prescription medication, flyers, newspaper clippings, and information, 1987-1989",IMG02,0.45,true,GSU2026R039,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/lgbtq/id/2085,https://digitalcollections.library.gsu.edu/iiif/2/lgbtq:2085/full/full/0/default.jpg
SURF-GSU2026R049,IAM:85082,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/85082,"IAM Journal, 2008, Summer",IMG02,0.45,true,GSU2026R049,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/85082,https://digitalcollections.library.gsu.edu/iiif/2/IAM:85082/full/full/0/default.jpg
