input_file,capture_id,source_id,source_name,source_identifier,source_record_url,source_title,date_start,date_end,image_presence_code,decision,score,design_score,provenance_score,risk_score,source_family,positive_signals,negative_signals,reason
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R018,SRC138,Te Papa Collections Online,1409774,https://collections.tepapa.govt.nz/object/1409774,"Poster, 'He's back.....hide your wallets!'",1988,1988,IMG02,include_candidate,14,8,6,0,institutional_api,poster; posters; campaign; protest; collections; museum; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R019,SRC138,Te Papa Collections Online,1392615,https://collections.tepapa.govt.nz/object/1392615,"Poster, 'It's that nice Mr Tizard'",1988,1988,IMG02,include_candidate,11,5,6,0,institutional_api,poster; campaign; protest; collections; museum; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R020,SRC138,Te Papa Collections Online,1392638,https://collections.tepapa.govt.nz/object/1392638,"Poster, 'say NO to frigates'",1988,1988,IMG02,include_candidate,11,5,6,0,institutional_api,poster; campaign; protest; collections; museum; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R021,SRC138,Te Papa Collections Online,1392636,https://collections.tepapa.govt.nz/object/1392636,"Poster, 'Use Your Vote'",1989,1989,IMG02,include_candidate,11,5,6,0,institutional_api,poster; campaign; protest; collections; museum; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R022,SRC012,Wikimedia Commons,36159885,https://commons.wikimedia.org/wiki/File:A_man_with_his_wife_and_two_sons_with_a_message_about_the_Wellcome_L0052387.jpg,A man with his wife and two sons with a message about the Wellcome L0052387.jpg,1991,1991,IMG03,include_candidate,15,9,6,0,institutional_api,advertising; flyer; poster; posters; activist; aids; campaign; public health; collection; collections; item; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R023,SRC012,Wikimedia Commons,36160121,"https://commons.wikimedia.org/wiki/File:A_coffee_jug,_a_fork,_the_receiving_end_of_a_phone,_a_tab_Wellcome_L0052393.jpg","A coffee jug, a fork, the receiving end of a phone, a tab Wellcome L0052393.jpg",1993,1993,IMG03,include_candidate,15,9,6,0,institutional_api,advertising; flyer; poster; posters; activist; aids; campaign; public health; collection; collections; item; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R024,SRC012,Wikimedia Commons,36160152,https://commons.wikimedia.org/wiki/File:A_man_in_a_white_shirt_puts_his_hand_on_the_suit_of_another_Wellcome_L0052394.jpg,A man in a white shirt puts his hand on the suit of another Wellcome L0052394.jpg,1993,1993,IMG03,include_candidate,15,9,6,0,institutional_api,advertising; flyer; poster; posters; activist; aids; campaign; public health; collection; collections; item; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R025,SRC136,NAIDOC Poster Gallery,naidoc-2001,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2001-poster,NAIDOC 2001 Poster,2001,2001,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R026,SRC136,NAIDOC Poster Gallery,naidoc-2002,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2002-poster,NAIDOC 2002 Poster,2002,2002,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R027,SRC136,NAIDOC Poster Gallery,naidoc-2003,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2003-poster,NAIDOC 2003 Poster,2003,2003,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R028,SRC136,NAIDOC Poster Gallery,naidoc-2004,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2004-poster,NAIDOC 2004 Poster,2004,2004,IMG02,include_candidate,13,8,5,0,other,poster; posters; community; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R029,SRC136,NAIDOC Poster Gallery,naidoc-2005,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2005-poster,NAIDOC 2005 Poster,2005,2005,IMG02,include_candidate,13,8,5,0,other,poster; posters; environment; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R030,SRC043,Internet Archive / text and periodical collections,revolutionart_issue_2,https://archive.org/details/revolutionart_issue_2,REVOLUTIONART issue 2 - international pdf magazine of graphics arts,2006,2006,IMG02,include_candidate,15,9,6,0,institutional_api,graphic design; magazine; periodical; zine; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R031,SRC043,Internet Archive / text and periodical collections,revolutionart_issue_3,https://archive.org/details/revolutionart_issue_3,REVOLUTIONART issue 3 - international pdf magazine of graphics arts,2006,2006,IMG02,include_candidate,15,9,6,0,institutional_api,graphic design; magazine; periodical; zine; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R032,SRC136,NAIDOC Poster Gallery,naidoc-2006,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2006-poster,NAIDOC 2006 Poster,2006,2006,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R033,SRC043,Internet Archive / text and periodical collections,designevaluation25clin,https://archive.org/details/designevaluation25clin,Design and evaluation of computer/human interfaces : issues for librarians and information scientists,2007,2007,IMG02,include_candidate,15,9,6,0,institutional_api,interface design; periodical; visual communication; archive; catalog; collections; library; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R034,SRC043,Internet Archive / text and periodical collections,revolutionart_issue_4,https://archive.org/details/revolutionart_issue_4,REVOLUTIONART issue 4 (DIRT) - international pdf magazine of graphics arts,2007,2007,IMG02,include_candidate,15,9,6,0,institutional_api,magazine; periodical; zine; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R035,SRC136,NAIDOC Poster Gallery,naidoc-2007,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2007-poster,NAIDOC 2007 Poster,2007,2007,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R036,SRC136,NAIDOC Poster Gallery,naidoc-2008,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2008-poster,NAIDOC 2008 Poster,2008,2008,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R037,SRC012,Wikimedia Commons,152317678,https://commons.wikimedia.org/wiki/File:28_%D0%9F%D0%BE%D1%81%D1%82%D0%B5%D1%80_%D0%B7%D0%B0_%D0%BF%D1%80%D0%BE%D1%82%D0%B5%D1%81%D0%BD%D0%B8%D0%BE%D1%82_%D0%BC%D0%B0%D1%80%D1%88_%E2%80%9E%D0%95%D0%B4%D0%B5%D0%BD_%D0%BA%D0%B5_%D0%BC%D0%BE%D1%80%D0%B0_%D0%B4%D0%B0_%D1%81%D0%B8_%D0%BE%D0%B4%D0%B8%E2%80%9C.jpg,28 Постер за протесниот марш „Еден ке мора да си оди“.jpg,2008,2008,IMG03,include_candidate,12,8,4,0,institutional_api,flyer; poster; climate; nuclear; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R038,SRC136,NAIDOC Poster Gallery,naidoc-2009,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2009-poster,NAIDOC 2009 Poster,2009,2009,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R039,SRC136,NAIDOC Poster Gallery,naidoc-2010,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2010-poster,NAIDOC 2010 Poster,2010,2010,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R040,SRC043,Internet Archive / text and periodical collections,1991-08-compute-magazine,https://archive.org/details/1991-08-compute-magazine,Compute! Magazine Issue 132,2011,2011,IMG02,include_candidate,12,6,6,0,institutional_api,magazine; periodical; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R041,SRC043,Internet Archive / text and periodical collections,1992-04-compute-magazine,https://archive.org/details/1992-04-compute-magazine,Compute! Magazine Issue 139,2011,2011,IMG02,include_candidate,12,6,6,0,institutional_api,magazine; periodical; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R042,SRC043,Internet Archive / text and periodical collections,1993-01-compute-magazine,https://archive.org/details/1993-01-compute-magazine,Compute! Magazine Issue 148,2011,2011,IMG02,include_candidate,15,9,6,0,institutional_api,font; magazine; periodical; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R043,SRC043,Internet Archive / text and periodical collections,1993-04-compute-magazine,https://archive.org/details/1993-04-compute-magazine,Compute! Magazine Issue 151,2011,2011,IMG02,include_candidate,10,6,6,2,institutional_api,magazine; periodical; archive; collections; object; record,shop,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R044,SRC043,Internet Archive / text and periodical collections,1993-07-compute-magazine,https://archive.org/details/1993-07-compute-magazine,Compute! Magazine Issue 154,2011,2011,IMG02,include_candidate,12,6,6,0,institutional_api,magazine; periodical; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R045,SRC043,Internet Archive / text and periodical collections,1993-10-compute-magazine,https://archive.org/details/1993-10-compute-magazine,Compute! Magazine Issue 157,2011,2011,IMG02,include_candidate,12,6,6,0,institutional_api,magazine; periodical; archive; catalog; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R046,SRC043,Internet Archive / text and periodical collections,1993-11-compute-magazine,https://archive.org/details/1993-11-compute-magazine,Compute! Magazine Issue 158,2011,2011,IMG02,include_candidate,12,6,6,0,institutional_api,magazine; periodical; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R047,SRC043,Internet Archive / text and periodical collections,1993-12-compute-magazine,https://archive.org/details/1993-12-compute-magazine,Compute! Magazine Issue 159,2011,2011,IMG02,include_candidate,15,9,6,0,institutional_api,cover; magazine; periodical; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R048,SRC043,Internet Archive / text and periodical collections,designing-for-emotion,https://archive.org/details/designing-for-emotion,Designing for emotion,2011,2011,IMG02,include_candidate,15,9,6,0,institutional_api,interface design; periodical; visual communication; web design; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R049,SRC136,NAIDOC Poster Gallery,naidoc-2011,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2011-poster,NAIDOC 2011 Poster,2011,2011,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R050,SRC138,Te Papa Collections Online,1493462,https://collections.tepapa.govt.nz/object/1493462,Queer our Schools poster,2011,2011,IMG02,include_candidate,11,5,6,0,institutional_api,poster; protest; queer; collections; museum; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R051,SRC043,Internet Archive / text and periodical collections,graphicdesignfor00whit,https://archive.org/details/graphicdesignfor00whit,Graphic design for the electronic age,2012,2012,IMG02,include_candidate,15,9,6,0,institutional_api,graphic design; periodical; typography; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R052,SRC043,Internet Archive / text and periodical collections,MaximumRocknrollNo.166march1997,https://archive.org/details/MaximumRocknrollNo.166march1997,Maximum Rocknroll 166 (1997 Mar),2012,2012,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; periodical; poster; zine; punk; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R053,SRC043,Internet Archive / text and periodical collections,MaximumRocknrollNo.198nov1999,https://archive.org/details/MaximumRocknrollNo.198nov1999,Maximum Rocknroll 198 (1999 Nov),2012,2012,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; periodical; poster; zine; political; punk; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R054,SRC043,Internet Archive / text and periodical collections,koleksizine,https://archive.org/details/koleksizine,Koleksi Zine Punk Rock,2013,2013,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; periodical; poster; zine; punk; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R055,SRC136,NAIDOC Poster Gallery,naidoc-2013,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2013-poster,NAIDOC 2013 Poster,2013,2013,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R056,SRC043,Internet Archive / text and periodical collections,AnActivistsGuideToBasicFirstAid,https://archive.org/details/AnActivistsGuideToBasicFirstAid,An Activist's Guide to Basic First Aid,2014,2014,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; periodical; poster; zine; activist; protest; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R057,SRC043,Internet Archive / text and periodical collections,Future.Sex.Issue.05,https://archive.org/details/Future.Sex.Issue.05,Future Sex - Issue 05,2014,2014,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; magazine; periodical; poster; zine; liberation; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R058,SRC043,Internet Archive / text and periodical collections,pdfy-Cj2ZiIXHRr7NZ6Ro,https://archive.org/details/pdfy-Cj2ZiIXHRr7NZ6Ro,HTML5 and CSS3 Responsive Web Design Cookbook.pdf (PDFy mirror),2014,2014,IMG02,include_candidate,15,9,6,0,institutional_api,interface design; periodical; visual communication; web design; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R059,SRC043,Internet Archive / text and periodical collections,satoArtOfComputerDesigning,https://archive.org/details/satoArtOfComputerDesigning,The Art Of Computer Designing: A Black and White Approach,2014,2014,IMG02,include_candidate,12,6,6,0,institutional_api,graphic design; periodical; archive; collection; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R060,SRC136,NAIDOC Poster Gallery,naidoc-2014,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2014-poster,NAIDOC 2014 Poster,2014,2014,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R061,SRC043,Internet Archive / text and periodical collections,Design_Elements_Understanding_the_rules_and_knowing_when_to_break_them_2nd_Editi,https://archive.org/details/Design_Elements_Understanding_the_rules_and_knowing_when_to_break_them_2nd_Editi,Design elements : a graphic style manual : understanding the rules and knowing when to break them,2015,2015,IMG02,include_candidate,15,9,6,0,institutional_api,graphic design; layout; manual; periodical; typography; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R062,SRC136,NAIDOC Poster Gallery,naidoc-2015,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2015-poster,NAIDOC 2015 Poster,2015,2015,IMG02,include_candidate,14,9,5,0,other,graphic design; poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R063,SRC043,Internet Archive / text and periodical collections,DesignPlexMagazineNo.12GraphicsGoAroundTheWorldWideWeb,https://archive.org/details/DesignPlexMagazineNo.12GraphicsGoAroundTheWorldWideWeb,Design Plex Magazine No. 12 - Feature: Graphics Go Around The World (Wide Web) (December 1999),2016,2016,IMG02,include_candidate,15,9,6,0,institutional_api,graphic design; interface design; magazine; periodical; visual communication; web design; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R064,SRC043,Internet Archive / text and periodical collections,Future.Sex.Issue.02,https://archive.org/details/Future.Sex.Issue.02,Future Sex - Issue 02,2016,2016,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; magazine; periodical; poster; zine; liberation; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R065,SRC043,Internet Archive / text and periodical collections,Future.Sex.Issue.03,https://archive.org/details/Future.Sex.Issue.03,Future Sex - Issue 03,2016,2016,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; magazine; periodical; poster; zine; liberation; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R066,SRC043,Internet Archive / text and periodical collections,Future.Sex.Issue.01,https://archive.org/details/Future.Sex.Issue.01,Future Sex Issue 1,2016,2016,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; magazine; periodical; poster; zine; liberation; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R067,SRC043,Internet Archive / text and periodical collections,Future.Sex.Issue.04,https://archive.org/details/Future.Sex.Issue.04,Future Sex Issue 4,2016,2016,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; magazine; periodical; poster; zine; liberation; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R068,SRC043,Internet Archive / text and periodical collections,Future.Sex.Issue.06,https://archive.org/details/Future.Sex.Issue.06,Future Sex Issue 6,2016,2016,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; magazine; periodical; poster; zine; liberation; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R069,SRC043,Internet Archive / text and periodical collections,Future.Sex.Issue.07,https://archive.org/details/Future.Sex.Issue.07,Future Sex Issue 7,2016,2016,IMG02,include_candidate,15,9,6,0,institutional_api,flyer; magazine; periodical; poster; zine; liberation; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R070,SRC136,NAIDOC Poster Gallery,naidoc-2016,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2016-poster,NAIDOC 2016 Poster,2016,2016,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R071,SRC043,Internet Archive / text and periodical collections,2017BlenderBasics,https://archive.org/details/2017BlenderBasics,Blender Basics: Classroom Tutorial Book,2017,2017,IMG02,include_candidate,15,9,6,0,institutional_api,booklet; cover; graphic design; periodical; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R072,SRC043,Internet Archive / text and periodical collections,CDVD1105,https://archive.org/details/CDVD1105,CHIP CD-ROM Romania November 2005,2018,2018,IMG02,include_candidate,15,9,6,0,institutional_api,cover; interface design; magazine; periodical; visual communication; archive; collections; object; record,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R073,SRC043,Internet Archive / text and periodical collections,graphicdesignsol0000land,https://archive.org/details/graphicdesignsol0000land,Graphic design solutions,2018,2018,IMG02,include_candidate,13,9,6,2,institutional_api,graphic design; interface design; periodical; visual communication; archive; collections; object; record,job,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R074,SRC136,NAIDOC Poster Gallery,naidoc-2018,https://www.naidoc.org.au/posters/poster-gallery/naidoc-2018-poster,NAIDOC 2018 poster,2018,2018,IMG02,include_candidate,12,7,5,0,other,poster; posters; indigenous; item; object,,has graphic-design object language and sufficient source/provenance signal
capture_batch_late_period_coverage_1970_2026_records.csv,LPC2026R075,SRC138,Te Papa Collections Online,1725973,https://collections.tepapa.govt.nz/object/1725973,Indigenous Genders Are Real poster,2018,2018,IMG02,include_candidate,11,5,6,0,institutional_api,poster; indigenous; protest; collections; museum; object; record,,has graphic-design object language and sufficient source/provenance signal
