capture_id,source_id,source_name,source_identifier,source_record_url,source_title,macro_region,country_or_region,image_presence_code,image_url_detected,quality_score,design_signal_score,design_signal_terms,authority_score,authority_tier,authority_terms,text_evidence_chars,risk_flags,surface_readiness,recommended_action,rights_boundary
NMIIC2026R0011,NMSS2026R0414,"""Vuk Karadžić"" National Library in Modriča",Q31185127,https://www.facebook.com/people/Biblioteka-Vuk-Karad%C5%BEi%C4%87-Modri%C4%8Da/100054402524382/?sk=about,Biblioteka Vuk Karadžić Modriča,Eastern Europe,Caucasus,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/307569565_588175079672571_8827645248857516582_n.jpg?stp=dst-jpg_tt6&cstp=mx301x290&ctp=s301x290&_nc_cat=106&ccb=1-7&_nc_sid=3ab345&_nc_ohc=b3RuQtalO7YQ7kNvwHZjiPx&_nc_oc=AdrWLlFDpQNh6CjRVmjp4zVLHklR5B-ATeqlFBH5NPMltW73Dmy-1IIxwlc2nbquupY&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=m16nRBTQEULvc2U7rJGoQg&_nc_ss=7b20f&oh=00_Af_BLjNYrk3eiQN_4J4byQU2zOLVDY4d_71ZWuTUwsHCEA&oe=6A28A296,6,0,,4,national_library,library; national library,751,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0012,NMSS2026R0369,Nunya Library,Q117357523,https://htu.edu.gh/,HTU - Ho Technical University,Africa,Ghana,IMG02,https://htu.edu.gh/wp-content/uploads/2025/01/media-01.png,7,0,,3,university,library; university,880,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0013,NMSS2026R0245,Cafesjian Center for the Arts,Q4503989,https://cmf.am/en,Cafesjian Center for the Arts – Cafesjian Center for the Arts,Eastern Europe,Caucasus,IMG02,https://cmf.am/img/og-image.png,4,0,,2,cultural_center,cultural center,643,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0014,NMSS2026R0638,Gacko National Library,Q25462395,https://sr-rs.facebook.com/narodnabibliotekagacko,Narodna biblioteka Gacko | Gacko,Eastern Europe,Caucasus,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/308598669_459509949565930_3357411903414833902_n.jpg?stp=dst-jpg_tt6&cstp=mx275x183&ctp=s275x183&_nc_cat=104&ccb=1-7&_nc_sid=3ab345&_nc_ohc=qo9O7FFeUbUQ7kNvwGu8yzt&_nc_oc=AdpGc9teGF2pZdU5x0kI5KZ6pByzCVCXM-ejdq2KU-ohHPQffqCm_lzBp3C-GiuKu5E&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=bZxFCgR_Nw7rsKENXXyndQ&_nc_ss=7b20f&oh=00_Af_Dwj4OFsw_PurenxvKH7Hn4HLnb6Hs__uCtD3MNR-V1A&oe=6A28A5EF,6,0,,4,national_library,library; national library,714,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0015,NMSS2026R0041,Anibal Bergallo Museum,Q84530187,https://www.facebook.com/people/Museo-Historico-An%C3%ADbal-Bergallo/100057236568572/,"Museo Historico ""Aníbal Bergallo""",Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/300386544_555262703058277_6781049356558761637_n.jpg?stp=dst-jpg_tt6&cstp=mx552x560&ctp=s552x560&_nc_cat=100&ccb=1-7&_nc_sid=3ab345&_nc_ohc=cPo4wWqzNeYQ7kNvwHbCvrz&_nc_oc=AdrKS-3NqzJ3Fii9pFvqmQRnC3y6fSuWCtd_HZUJxaBwUhbsXyCJoRE8FclPgnqFjJw&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=pirc5RBHdDtnS49Y8kI_KQ&_nc_ss=7b20f&oh=00_Af9XrPr1PJbBpSnVIyqag0tjZVQCfrPHM4Mp-M2ivcgArQ&oe=6A289FD9,5,0,,3,museum,museum,772,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0016,NMSS2026R0050,Anibal Cambas Regional Museum,Q21631260,https://es-la.facebook.com/museoacambas/,"Museo Regional ""Aníbal Cambas"" | Posadas",Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/298875083_488556303275145_1998730515100709370_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x2048&ctp=s720x720&_nc_cat=100&ccb=1-7&_nc_sid=3ab345&_nc_ohc=KKp7pkfWLJsQ7kNvwHS-zws&_nc_oc=AdrqNiiHYzSellpmMGDenattpuh6J1nPSjStCd6S-Bd6-3DGTu59LcI07JOT_0w-NLk&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=g5bA2eKYXSS6EoOXrpa9cQ&_nc_ss=7b20f&oh=00_Af9j6qIU4BopmWBvmkBrCpnYNhES7udiRxzm1ZUWcaS7Jw&oe=6A28CDB1,5,0,,3,museum,museum,754,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0017,NMSS2026R0148,Biblioteca Central y Centro de Documentación Perito Francisco P. Moreno,Q17622823,https://www.argentina.gob.ar/parquesnacionales/biblioteca,Biblioteca Central y Centro de Documentación Perito Francisco P. Moreno | Argentina.gob.ar,Latin America,Caribbean,IMG02,https://www.argentina.gob.ar/sites/default/files/argentina-fb.png,7,3,grafico,2,library,library,1161,overbroad_country_or_region,manual_review_before_surface,review design relevance and geography before any rebuild,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0018,NMSS2026R0155,Arruabarrena Palace Municipal Regional Museum,Q84523334,https://www.facebook.com/people/Museo-Regional-Palacio-Arruabarrena/100071003670660/,Museo Regional Palacio Arruabarrena | Concordia,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/499064496_720362183673898_3626961405978104513_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x2048&ctp=s720x720&_nc_cat=110&ccb=1-7&_nc_sid=3ab345&_nc_ohc=lYUuatUQfYwQ7kNvwGDEMuU&_nc_oc=Adp9RIXHynzBYBc_dXZtfpKuk81dImzRCsExdANUM2mTQNUMuQ0rsBsdt4gNGjjAVnQ&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=80Vp1Bk0RUCcRjZbKn7_0A&_nc_ss=7b20f&oh=00_Af_6ED5oR01CS5YZ6OFplZHW5hU8waJkwEvcCTp10Vf0cA&oe=6A28D2FA,5,0,,3,museum,museum,841,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0019,NMSS2026R0658,Alexander Nevsky Cathedral,Q43282,https://www.cathedral.bg/,Начало : ПКСХП “Св. Александър Невски“,Eastern Europe,Caucasus,IMG02,https://cathedral.bg/pic/pages/2019-07/80/gals/nevski.jpg,5,0,,3,museum,museum,587,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0020,NMSS2026R0162,Bariloche Paleontological Association,Q16533398,https://es-la.facebook.com/museopalentologico/,Museo Paleontológico Bariloche | San Carlos de Bariloche,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/292199231_429617159174021_6211624815510402272_n.jpg?stp=dst-jpg_tt6&cstp=mx720x719&ctp=s720x719&_nc_cat=103&ccb=1-7&_nc_sid=3ab345&_nc_ohc=pSYnjrKVsX4Q7kNvwFQOGUJ&_nc_oc=AdrSck-k1lCE6VKGsx9NvfJxFe71IHLwCb0xLS82IlpAac6GQtgSzT2hlzpAn46DzFA&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=0pOq0tBbR8UYyvm0JaZsPA&_nc_ss=7b20f&oh=00_Af-JLe4KFaC1AOOXyxpzsf0l41IcGIjcpUIwA3nuLp_Wkw&oe=6A28B774,5,0,,3,museum,museum,805,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0021,NMSS2026R0172,Carnacini House Museum,Q6033199,https://es-la.facebook.com/casacarnacini/,Museo Casa Carnacini | Villa Ballester,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/464338492_945376134284820_7389761812279700597_n.jpg?stp=dst-jpg_tt6&cstp=mx1472x1487&ctp=s720x720&_nc_cat=107&ccb=1-7&_nc_sid=3ab345&_nc_ohc=oMwWxVfIR8AQ7kNvwG3KuYX&_nc_oc=AdoUfsnhObrblvDdSo9nIhEc9iKoL3d4v-fjoBn1ejZM0K1Vci241wBW8mO--0yQWLw&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=FePonSaSegoTKQaKNHR3_w&_nc_ss=7b20f&oh=00_Af-aD6zCSQgK6R4J2MOsqWF9NxSeMR-EoKgfVXfdw5P3Tw&oe=6A28C94F,5,0,,3,museum,museum,735,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0022,NMSS2026R0698,Georgia State Silk Museum,Q20570861,http://www.silkmuseum.ge/,აბრეშუმის სახელმწიფო მუზეუმი,Eastern Europe,Caucasus,IMG02,http://www.silkmuseum.ge/storage/seo_image/1436/dJM59OGzSWMUNOmFFziiYCufOPD98XAh3viqO96H.png,5,0,,3,museum,museum,656,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0023,NMSS2026R0199,Castro Barros Historical Museum,Q84526773,https://es-la.facebook.com/museochuquis/,Museo Castro Barros | Chuquis,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/306947822_179338661276847_7246336370411567084_n.jpg?stp=dst-jpg_tt6&cstp=mx327x327&ctp=s327x327&_nc_cat=109&ccb=1-7&_nc_sid=3ab345&_nc_ohc=P5E7wJ88BJIQ7kNvwHAuDZl&_nc_oc=AdoVJ9_Q-rY5fu6p-umk00pyUs5rv6JG27qV3iW3YJHPykkoZi3xFZ1R2-SHuRBiW70&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=7x_0BXpo3fp4orOKaNtOGw&_nc_ss=7b20f&oh=00_Af-8LHrNBi-ivtlyb_s9dRxr1bUzYws78kzGkfAOWN8qVA&oe=6A28D5A8,5,0,,3,museum,museum,735,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0024,NMSS2026R0226,Contemporary Art Museum,Q84529932,https://es-la.facebook.com/museo.d.contemporaneo/,Museo De Arte Contemporáneo | Santa Fe,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/301858797_944933573117300_1913801028082761066_n.png?stp=dst-png&cstp=mx1259x1259&ctp=s720x720&_nc_cat=107&ccb=1-7&_nc_sid=3ab345&_nc_ohc=1EHgIKdGAFwQ7kNvwHlaZf5&_nc_oc=AdojV8jsCep6fSLEid9xb1jZ2n3QeHjLpnbWItQ22_m_6weBJUZx8e0BEtkdg_FEr7M&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=ZyOMIjOrbzcR23vqhv-GqA&_nc_ss=7b20f&oh=00_Af9JOSIODP8KgozovZX7uOBfhJSSVK_KM5S4_IcMNOqMMw&oe=6A28A957,5,0,,3,museum,museum,748,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0025,NMSS2026R0266,Falkland Islands Museum and National Trust,Q5431956,https://falklands-museum.com/,"FIMNT - Museum, Falkland Islands, Social History",Latin America,Caribbean,IMG02,https://img1.wsimg.com/isteam/ip/bd135d69-a18b-4e97-83aa-fb61086f9ec1/DSCN2336.JPG,5,0,,3,museum,museum,765,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0026,NMSS2026R0248,Emilio Azzarini Museum of Musical Instruments,Q6034170,https://es-la.facebook.com/museoazzarini/,"Museo Musical de La Plata ""Dr. Emilio Azzarini"" | La Plata",Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/309194939_500202872114530_8433862231371216983_n.jpg?stp=dst-jpg_tt6&cstp=mx346x346&ctp=s346x346&_nc_cat=109&ccb=1-7&_nc_sid=3ab345&_nc_ohc=szQH_-bb9yoQ7kNvwGOj3U9&_nc_oc=Adola55z94-etVZvMu6N-GzI49FxuFPPY9F7OjvgejiwW-lcbhcVuZBnB3A29kJUXs8&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=8cY40LSkALka1Yk2H5ZBPg&_nc_ss=7b20f&oh=00_Af__d6U8kpThzjvCoGqySBgVdmuuAjih8GZYdAV3-WgTCQ&oe=6A28C524,5,0,,3,museum,museum,824,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0027,NMSS2026R0782,ASTRA National Museum Complex,Q12053061,https://muzeulastra.ro/,Complexul Național Muzeal ASTRA | Muzeul ASTRA,Eastern Europe,Caucasus,IMG02,https://muzeulastra.ro/wp-content/uploads/2023/05/2.png,6,0,,4,national_museum,museum; national museum,734,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0028,NMSS2026R0258,Estación Hidrobiológica de Puerto Quequén,Q121073992,https://www.facebook.com/people/Estaci%C3%B3n-Hidrobiol%C3%B3gica-de-Puerto-Quequ%C3%A9n/100063728026667/,Estación Hidrobiológica de Puerto Quequén | Puerto de Quequén,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/450429560_1040813114719613_1446708744583532135_n.jpg?stp=dst-jpg_tt6&cstp=mx343x346&ctp=s343x346&_nc_cat=101&ccb=1-7&_nc_sid=3ab345&_nc_ohc=HX_GIUXW9uAQ7kNvwEwXd2H&_nc_oc=AdplEa42stOcIuOe0H6WW4l2u0dHGdKNQ_OuoXAaRFxm6vyBk05B_r6ADUZDCDCiJBI&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=-vo8kM0k6i04y0iXh9iz-A&_nc_ss=7b20f&oh=00_Af9Aj4NMxNtAHrD95ebSFCjBvVhdz6NjjG-y2OUzO5iiwg&oe=6A28B092,5,0,,3,museum,museum,885,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0029,NMSS2026R0315,Junín Historical Museum,Q9046837,https://es-la.facebook.com/archivohistoricojunin,Museo y Archivo Histórico - Gobierno de Junín | Junín,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/278357951_364910945664439_745965723168987486_n.jpg?stp=dst-jpg_tt6&cstp=mx1800x1800&ctp=s720x720&_nc_cat=100&ccb=1-7&_nc_sid=3ab345&_nc_ohc=RvIGXtbornYQ7kNvwF6_DAx&_nc_oc=AdpJ_gAI1TIl2fQF2UsRXDRRoLFIAZmGy0d6K2E0CIXkDTSYJ4iCjhh8ohO38KGYlHo&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=0gCynajHIL6DempdtEXiSg&_nc_ss=7b20f&oh=00_Af_Pm0Kuw6Bau-xhS_fYyRH8LqOBoaFGJsCPPR--ixcDCQ&oe=6A28BF55,5,0,,3,museum,museum,777,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0030,NMSS2026R0322,Landing Museum,Q6034422,https://es-la.facebook.com/museo.deldesembarco/,Museo del Desembarco | Puerto Madryn,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/307761597_398286135837863_233583524394962701_n.jpg?stp=dst-jpg_tt6&cstp=mx1032x581&ctp=s1032x581&_nc_cat=105&ccb=1-7&_nc_sid=3ab345&_nc_ohc=CUy0RTF1cT4Q7kNvwHvJDgT&_nc_oc=Ado1HHevDJxx39ABN6_moT6MflyRUo5wMwaQFPaWOJgDOpubIQ0enpeVc17eH_36u-4&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=EsjBziJZvpwwXS9hzM-djA&_nc_ss=7b20f&oh=00_Af9bw7ooU-FxkLzo9q-5inDzAhATjpvHYIC8vV9ayGIyJg&oe=6A28D647,5,0,,3,museum,museum,724,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0031,NMSS2026R0323,Laureano Brizuela Art Museum,Q25407293,https://es-la.facebook.com/museobellasartes.brizuela/,Museo Bellas Artes Laureano Brizuela | San Fernando del Valle de Catamarca,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/305402399_577699920815317_2048950696542119569_n.jpg?stp=dst-jpg_tt6&cstp=mx181x174&ctp=s181x174&_nc_cat=108&ccb=1-7&_nc_sid=3ab345&_nc_ohc=COjod4c14qEQ7kNvwGg3l0h&_nc_oc=AdrMkE_yCilVqGB2mlJqRxbM2nCNTnoONL9sA5ls-pMSCnot8f7zcgQ5hCO_nPAEZJk&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=_lI5lRLp3vuNsvWjmkIzsQ&_nc_ss=7b20f&oh=00_Af9P1UzTDT0vJhg_pa_89JkZ0AY5Ubs4UQ4mfRGVZCftxw&oe=6A28A058,5,0,,3,museum,museum,832,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0032,NMSS2026R0348,Museo De Los Asentamientos,Q84522701,https://es-la.facebook.com/MuseoDeLosAsentamientos,Museo de los Asentamientos | Federación,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/186411252_167374038716455_8505410350690606222_n.jpg?stp=dst-jpg_tt6&cstp=mx825x825&ctp=s720x720&_nc_cat=111&ccb=1-7&_nc_sid=3ab345&_nc_ohc=jUy1UNa-LnwQ7kNvwGR-QhR&_nc_oc=Ado2G2VNPbD0tOXBJxvsh47ht-ao4qFq0xFhL3pGlR7y0ME3O8F4n1GZZ3K9DnyfLBw&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=hMCbfziGOwFPpDrNtyv4qA&_nc_ss=7b20f&oh=00_Af-rMQ-slM9hxKtt09WtwnhGKzxLznGpYSd6mIFCr3JW9w&oe=6A28AEA9,5,0,,3,museum,museum,755,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
