source_id,source_name,macro_region,country_or_region,captured_records,image_states,next_item_capture_priority,notes
NMSS2026R0331,Adam Mickiewicz Museum,MENA,Turkey,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0596,Afriart Gallery,Africa,Uganda,1,IMG02:1,registry=v4; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0552,Afronova,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0261,Aishti Foundation,MENA,Lebanon,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0356,Akbank Sanat,MENA,Turkey,1,IMG02:1,registry=v3; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0355,Akenten Appiah-Menka University of Skills Training and Entrepreneurial Development,Africa,Ghana,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0450,Al Qarara Cultural Museum,MENA,Palestine,1,IMG02:1,registry=v1; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0010,Al-Maktaba Al-Shamela Al-Djazairiyya,Africa,Algeria,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0126,Al-Rawdha Al-Haidarya Library,MENA,Iraq,1,IMG02:1,registry=v1; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0553,Albany Museum,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0658,Alexander Nevsky Cathedral,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0239,Alianza Francesa Sucre,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0396,Aliwal Arts Centre,Southeast Asia,Singapore,1,IMG02:1,registry=v1; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0035,Alliance Française de Dhaka,South Asia,Bangladesh,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0213,Alliance Française de Karachi,South Asia,Pakistan,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0659,Alliance française Stara Zagora,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0169,Alsharekh Archive,MENA,Kuwait,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0454,Alwaraq,MENA,United Arab Emirates,1,IMG02:1,registry=v2; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0985,Amadeo León Collection,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0268,Ameen Rihani Museum,MENA,Lebanon,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0817,American corner in Novi Sad,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0032,Andrés Guacurarí Historical-Archaeological Museum,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0488,Angels and Muse,Africa,Nigeria,1,IMG02:1,registry=v4; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0554,Anglo-Boer War Museum,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0041,Anibal Bergallo Museum,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0050,Anibal Cambas Regional Museum,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0376,Ankara University School of Pharmacy Museum,MENA,Turkey,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0555,Ann Bryant Art Gallery,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0494,Apparte del Arte,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0182,Aram Khachaturian Museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0232,Archaeological Museum of Matrouh,Africa,Egypt,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0738,Archaeological Museum of North Macedonia,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0818,Archaeological Museum of Đerdap,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0662,"Archaeological museum, Plovdiv",Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0821,Archive of Vojvodina,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0824,Archive of the Serbian Orthodox Church,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0425,Archivo Histórico del Departamento del Atlántico,Latin America,Caribbean,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0974,Archivo Zitarrosa,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0109,Argentina Data Portal,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=twitter:image:src; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0125,Argentine Olympic Committee Museum,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0189,Armenian Center for Contemporary Experimental Art,Eastern Europe,Caucasus,1,IMG02:1,registry=v1; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0155,Arruabarrena Palace Municipal Regional Museum,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0787,Art Museum in Piatra Neamț,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0403,Art Plural Gallery,Southeast Asia,Singapore,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0827,Art55 gallery in Niš,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0410,ArtScience Museum,Southeast Asia,Singapore,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0348,Artemartis,Africa,Ghana,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0666,Asenovgrad history museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0422,Asian Film Archive,Southeast Asia,Singapore,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0975,Atchugarry Museum of Contemporary Art,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0557,August House,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0828,Automobile museum in Belgrade,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0291,Ayala Museum,Southeast Asia,Philippines,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0421,Ayyam Gallery,MENA,Syria,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0238,Aznavour Center,Eastern Europe,Caucasus,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0011,Azret-Sultan,Central Asia,Kazakhstan,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0427,Baan Kudichin Museum,Southeast Asia,Thailand,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0315,Baku Museum of Miniature Books,Eastern Europe,Caucasus,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0431,Bangkok Doll Museum,Southeast Asia,Thailand,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0230,Bangkok National Museum,Southeast Asia,Thailand,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0162,Bariloche Paleontological Association,Latin America,Caribbean,1,IMG02:1,registry=v1; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0558,Bartolomeu Dias Museum Complex,Africa,South Africa,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0832,Bačka Palanka City Museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0872,Bee-Farming Museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0833,Beer Museum in Zrenjanin,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0282,Beirut Art Center,MENA,Lebanon,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0075,Beitou Hot Spring Museum,East Asia,Taiwan,1,IMG02:1,registry=v1; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0834,Belgrade City Library,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0937,Belmond Andean Explorer,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0669,Belogradchik Fortress,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 manual item capture,source-hosted image route captured; no image binary downloaded
NMSS2026R0670,Belogradchik History Museum,Eastern Europe,Caucasus,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0083,Beneficial Microbes Museum and Tourism Factory,East Asia,Taiwan,2,IMG02:2,registry=v1; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0892,Biblioteca - Mediateca del Centro Cultural del España en Guatemala,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0148,Biblioteca Central y Centro de Documentación Perito Francisco P. Moreno,Latin America,Caribbean,1,IMG02:1,registry=v2; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0521,Biblioteca Departamental Jorge Garcés Borrero,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0172,Biblioteca Max Von Buch,Latin America,Caribbean,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0978,Biblioteca Nuestros Hijos,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0178,Biblioteca Pedagógica Eudoro Díaz,Latin America,Caribbean,1,IMG02:1,registry=v3; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0495,Biblioteca Pedro Mir,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0437,Biblioteca Pública Barrial Fernando Gómez Martinez,Latin America,Caribbean,1,IMG02:1,registry=v2; image_basis=og:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0461,Biblioteca Pública Municipal Domingo Sabio,Latin America,Caribbean,1,IMG02:1,registry=v2; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0465,Biblioteca Pública Municipal Donaldo Ortiz Sierra,Latin America,Caribbean,1,IMG02:1,registry=v2; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0469,Biblioteca Pública Municipal Dr. HermesDuarte Arias- Municipio de Vetas,Latin America,Caribbean,1,IMG02:1,registry=v2; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0472,Biblioteca Pública Municipal Eduardo Cote Lamus,Latin America,Caribbean,1,IMG02:1,registry=v2; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0483,Biblioteca Pública Municipal Eladio Segundo Sarmiento Garavito,Latin America,Caribbean,1,IMG02:1,registry=v3; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0489,Biblioteca Pública Municipal Eulises Rivera,Latin America,Caribbean,1,IMG02:1,registry=v3; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0491,Biblioteca Pública Municipal Ezequiel Oviedo Nieto,Latin America,Caribbean,1,IMG02:1,registry=v3; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0495,Biblioteca Pública Municipal Fernando Díaz Herazo De Galeras,Latin America,Caribbean,1,IMG02:1,registry=v3; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0497,Biblioteca Pública Municipal Fernando Enrique Mancilla Silva,Latin America,Caribbean,1,IMG02:1,registry=v3; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0479,Biblioteca Pública Municipal Francisco Antonio Gómez García,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0483,Biblioteca Pública Municipal Gabriel García Marquez,Latin America,Caribbean,1,IMG02:1,registry=v4; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0539,Biblioteca Pública Municipal German Guzmán Campos,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0540,Biblioteca Pública Municipal Gilma Castellanos,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0541,Biblioteca Pública Municipal Gregorio Gutiérrez Gónzalez,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0542,Biblioteca Pública Municipal Guillermo Salamanca Pacheco,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0543,Biblioteca Pública Municipal Helcías Martán Góngora,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0552,Biblioteca Pública Municipal José Concepción Machado Ruiz,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0555,Biblioteca Pública Municipal José Francisco Rojas Guerra,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0556,Biblioteca Pública Municipal José Félix Yela Mejía,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0557,Biblioteca Pública Municipal José Gustavo Pava Peña,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0558,Biblioteca Pública Municipal José Lorenzo Celedon Benjumea,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0559,Biblioteca Pública Municipal Juan Crisostomo de Echavarria,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0560,Biblioteca Pública Municipal Juan De Jesús Wilches,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0562,Biblioteca Pública Municipal La Cacica María,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0565,Biblioteca Pública Municipal Luis Carlos Loucurture Daza,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0566,Biblioteca Pública Municipal Luis Eduardo Paéz Courvel,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0567,Biblioteca Pública Municipal Luis José Barros Quintero,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0569,Biblioteca Pública Municipal Luruaco,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0570,Biblioteca Pública Municipal Madre Laura Montoya Upegui,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0571,Biblioteca Pública Municipal Mamá Yeya,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0576,Biblioteca Pública Municipal Miguel Ángel López Hernández,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0577,Biblioteca Pública Municipal Milcíades Mariela Del Nilo,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=jsonld:image; priority=P1 item/source adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0579,Biblioteca Pública Municipal Monseñor José Joaquin Salcedo Guarin,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0580,Biblioteca Pública Municipal Monseñor Juan José Díaz Plata,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0585,Biblioteca Pública Municipal Pedro Medina Avendaño,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0587,Biblioteca Pública Municipal Placido Hernández,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0589,Biblioteca Pública Municipal Prado Tolima,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0590,Biblioteca Pública Municipal Rafael Antonio Ariza Ariza,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0593,Biblioteca Pública Municipal Salón Wilches,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0594,Biblioteca Pública Municipal Samuel Coneo Ayola,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0595,Biblioteca Pública Municipal San Cayetano,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0597,Biblioteca Pública Municipal Santa Ana,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0600,Biblioteca Pública Municipal Senderos del Saber,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0603,Biblioteca Pública Municipal Tiberio Venegas Pinzón,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0604,Biblioteca Pública Municipal Tulio Manuel Castro Gil,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0606,Biblioteca Pública Municipal de Buesaco,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0608,Biblioteca Pública Municipal de La Salina,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P2 source enrichment,source-hosted image route captured; no image binary downloaded
NMSS2026R0610,Biblioteca Pública Municipal de Macanal,Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
NMSS2026R0611,"Biblioteca Pública Municipal de Malambo ""Pedro Dionicio Narvaez Miranda""",Latin America,Caribbean,1,IMG02:1,registry=v5; image_basis=og:image; priority=P0 item/image adapter,source-hosted image route captured; no image binary downloaded
