plan_id,surface_id,source_record_id,current_label,suggested_label,suggested_region_id,suggested_geo_id,action_status,action_type,pre_apply_check,source_family,source_family_cluster_size,same_title_cluster_size,years_found,risk_flags,place_text,source_subjects,source_name,title,evidence
RG-CLEAN-ACT-0011,SURF-CGS2026R0199,CGS2026R0199,Brazil,Argentina,REG004,GEO031,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Brazil,wikimedia_commons,84,1,1954,,Latin America / Argentina,Latin America; Argentina; stamp;,Wikimedia Commons file source / Stamp of Brazil - 1954 - Colnect 192288 - Apolonia Pinto actress.jpeg / page 98466974,Stamp of Brazil - 1954 - Colnect 192288 - Apolonia Pinto actress.jpeg,Latin America / Argentina Latin America; Argentina; stamp;
RG-CLEAN-ACT-0012,SURF-CGS2026R0235,CGS2026R0235,United Kingdom,Argentina,REG004,GEO031,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1965,,Latin America / Argentina,Latin America; Argentina; stamp;,Wikimedia Commons file source / Stamp of Ajman - 1965 - Colnect 679409 - Stamp of Tuscany - Elizabeth catalogue of 1965.jpeg / page 115652909,Stamp of Ajman - 1965 - Colnect 679409 - Stamp of Tuscany - Elizabeth catalogue of 1965.jpeg,Latin America / Argentina Latin America; Argentina; stamp;
RG-CLEAN-ACT-0013,SURF-CGS2026R0327,CGS2026R0327,France,Argentina,REG004,GEO031,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1901,,Latin America / Argentina,Latin America; Argentina; poster;,Wikimedia Commons file source / El perfume... La rose Jacqueminot Coty - affiche - Leonetto Cappiello - btv1b9003913z.jpg / page 154283053,El perfume... La rose Jacqueminot Coty - affiche - Leonetto Cappiello - btv1b9003913z.jpg,Latin America / Argentina Latin America; Argentina; poster;
RG-CLEAN-ACT-0014,SURF-CGS2026R0330,CGS2026R0330,France,Argentina,REG004,GEO031,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1927,,Latin America / Argentina,Latin America; Argentina; advertising;,Wikimedia Commons file source / Establ. Musical Neumann florida 415... - affiche - Achille Mauzan - btv1b9005159t (cropped).jpg / page 185590994,Establ. Musical Neumann florida 415... - affiche - Achille Mauzan - btv1b9005159t (cropped).jpg,Latin America / Argentina Latin America; Argentina; advertising;
RG-CLEAN-ACT-0015,SURF-CGS2026R0331,CGS2026R0331,France,Argentina,REG004,GEO031,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1927,,Latin America / Argentina,Latin America; Argentina; advertising;,Wikimedia Commons file source / Establ. Musical Neumann florida 415... - affiche - Achille Mauzan - btv1b9005159t.jpg / page 154650570,Establ. Musical Neumann florida 415... - affiche - Achille Mauzan - btv1b9005159t.jpg,Latin America / Argentina Latin America; Argentina; advertising;
RG-CLEAN-ACT-0016,SURF-CGS2026R0341,CGS2026R0341,France,Argentina,REG004,GEO031,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1885,,Latin America / Argentina,Latin America; Argentina; advertising;,Wikimedia Commons file source / Je ne fume que le Nil - affiche - non identifié - btv1b9013845v.jpg / page 154363799,Je ne fume que le Nil - affiche - non identifié - btv1b9013845v.jpg,Latin America / Argentina Latin America; Argentina; advertising;
RG-CLEAN-ACT-0017,SURF-NMIIC2026R0262,NMIIC2026R0262,United States,Argentina,REG004,GEO031,spot_check_before_apply,region_geo_relabel_dry_run,missing_year,museum_api,1,1,,,Latin America / Caribbean / Argentina,Latin America / Caribbean; Argentina; museum; RSS/Atom;JSON-LD;WordPress REST,Museum of Latin American Art of Buenos Aires,Museo de Arte Latinoamericano de Buenos Aires Malba,Latin America / Caribbean / Argentina Latin America / Caribbean; Argentina; museum; RSS/Atom;JSON-LD;WordPress REST
RG-CLEAN-ACT-0018,SURF-CGS2026R0377,CGS2026R0377,United Kingdom,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1867,,Latin America / Brazil,Latin America; Brazil; book cover;,"Wikimedia Commons file source / Memoria historica do Templo de S. Fidelis sobre a sua fundac¸a~o ate´ nossos dias. (Rio de Janeiro- Typ. do Apostolo.-Seminario de S. Jose´, 1867.) - Upper cover (c129m3).jpg / page 432383","Memoria historica do Templo de S. Fidelis sobre a sua fundac¸a~o ate´ nossos dias. (Rio de Janeiro- Typ. do Apostolo.-Seminario de S. Jose´, 1867.) - Upper cover (c129m3).jpg",Latin America / Brazil Latin America; Brazil; book cover;
RG-CLEAN-ACT-0019,SURF-CGS2026R0386,CGS2026R0386,Germany,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1883; 2021,,Latin America / Brazil,Latin America; Brazil; book cover;,Wikimedia Commons file source / Das Programm der NSDAP und seine weltanschaulichen Grundgedanken Gottfried Feder Verlag Frz. Eher Nachf München 1930s German Nazi Party program book cover swastika (HL-senteret Holocaust e,"Das Programm der NSDAP und seine weltanschaulichen Grundgedanken Gottfried Feder Verlag Frz. Eher Nachf München 1930s German Nazi Party program book cover swastika (HL-senteret Holocaust exhibition Oslo, Norway 2021) A.jpg",Latin America / Brazil Latin America; Brazil; book cover;
RG-CLEAN-ACT-0020,SURF-CGS2026R0387,CGS2026R0387,Germany,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1883; 2021,,Latin America / Brazil,Latin America; Brazil; book cover;,Wikimedia Commons file source / Das Programm der NSDAP und seine weltanschaulichen Grundgedanken Gottfried Feder Verlag Frz. Eher Nachf München 1930s German Nazi Party program book cover swastika (HL-senteret Holocaust e,"Das Programm der NSDAP und seine weltanschaulichen Grundgedanken Gottfried Feder Verlag Frz. Eher Nachf München 1930s German Nazi Party program book cover swastika (HL-senteret Holocaust exhibition Oslo, Norway 2021).jpg",Latin America / Brazil Latin America; Brazil; book cover;
RG-CLEAN-ACT-0021,SURF-CGS2026R0393,CGS2026R0393,France,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1905,,Latin America / Brazil,Latin America; Brazil; poster;,Wikimedia Commons file source / Cândido de Faria - Les apaches de Paris.jpg / page 164936203,Cândido de Faria - Les apaches de Paris.jpg,Latin America / Brazil Latin America; Brazil; poster;
RG-CLEAN-ACT-0022,SURF-CGS2026R0397,CGS2026R0397,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1907; 1935,,Latin America / Brazil,Latin America; Brazil; magazine cover;,Wikimedia Commons file source / KRIEGSKUNST im Wort und Bild Heft 8 Mai 1935 Sturmfuhrer Horst Wessel SA-Manner marschieren Wehrmacht magazine cover Nazi Germany Propaganda watercolour illustration Sturmabteilung brownsh,KRIEGSKUNST im Wort und Bild Heft 8 Mai 1935 Sturmfuhrer Horst Wessel SA-Manner marschieren Wehrmacht magazine cover Nazi Germany Propaganda watercolour illustration Sturmabteilung brownshirts Unidentified artist No known copyright.jpg,Latin America / Brazil Latin America; Brazil; magazine cover;
RG-CLEAN-ACT-0023,SURF-CGS2026R0404,CGS2026R0404,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1918; 1933,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / 1933 Unser der Sieg! Heil Hitler! Sturmabteilung SA Braunhemden SA-Mann Plakat Postkarte Nazi Germany propaganda poster postcard Color drawing of brownshirts uniforms 1918-33 Swastika flag,1933 Unser der Sieg! Heil Hitler! Sturmabteilung SA Braunhemden SA-Mann Plakat Postkarte Nazi Germany propaganda poster postcard Color drawing of brownshirts uniforms 1918-33 Swastika flag salute Unidentified artist No known copyright.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0024,SURF-CGS2026R0417,CGS2026R0417,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1930; 1933,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Ludwig HOHLWEIN Studenten seid Propgandisten des Führers Hoch- u. Fachschulen bekennen sich am 29. März zur deutschen Freiheitsbewegung Plakat NSDAP Propaganda Poster Student organisation,Ludwig HOHLWEIN Studenten seid Propgandisten des Führers Hoch- u. Fachschulen bekennen sich am 29. März zur deutschen Freiheitsbewegung Plakat NSDAP Propaganda Poster Student organisation Nazi Germany 1933 No known copyright restric.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0025,SURF-CGS2026R0418,CGS2026R0418,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1930; 1933,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Ludwig HOHLWEIN Studenten seid Propgandisten des Führers Hoch- u. Fachschulen bekennen sich am 29. März zur deutschen Freiheitsbewegung Plakat NSDAP Propaganda Poster Student organisation,Ludwig HOHLWEIN Studenten seid Propgandisten des Führers Hoch- u. Fachschulen bekennen sich am 29. März zur deutschen Freiheitsbewegung Plakat NSDAP Propaganda Poster Student organisation Nazi Germany 1933 Public domain.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0026,SURF-CGS2026R0422,CGS2026R0422,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1932,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Das dritte Reich? Nein! (The Third Reich? No!) Rx Mar Political Anti-Nazi poster Germany Reichspräsidentenwahl 1932 SPD Skeleton Swastika cap Hitler salute Library of Congress Public domai,Das dritte Reich? Nein! (The Third Reich? No!) Rx Mar Political Anti-Nazi poster Germany Reichspräsidentenwahl 1932 SPD Skeleton Swastika cap Hitler salute Library of Congress Public domain.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0027,SURF-CGS2026R0423,CGS2026R0423,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1932,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Ludwig Hohlwein München ARBEIT BROT DRUM LISTE 1 NSDAP Bayern SA-Mann 1932 Propganda Plakat Election poster Bavaria Germany No known copyright restrictions p01g3tkv.jpg / page 98071251,Ludwig Hohlwein München ARBEIT BROT DRUM LISTE 1 NSDAP Bayern SA-Mann 1932 Propganda Plakat Election poster Bavaria Germany No known copyright restrictions p01g3tkv.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0028,SURF-CGS2026R0428,CGS2026R0428,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1933; 1936,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Die Wehrmacht - Fahnen Flaggen u Standarten der deutschen Wehrmacht - Reichskriegsflagge Infanterie Kavalerie Kriegsmarine Luftwaffe Soldatenbund - Nazi Germany Armed forces Flags Colours,Die Wehrmacht - Fahnen Flaggen u Standarten der deutschen Wehrmacht - Reichskriegsflagge Infanterie Kavalerie Kriegsmarine Luftwaffe Soldatenbund - Nazi Germany Armed forces Flags Colours swastika poster ca. 1936-38 No known copyright.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0029,SURF-CGS2026R0429,CGS2026R0429,Germany,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1933; 1934,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Ludwig HOHLWEIN Reichsberufs-Wettkampf der deutschen Jugend vom 9. bis 15. April 1934 Plakat Hitlerjugend HJ NSDAP Propaganda München Chromo Kunstanstalt Aquarell Hitler Youth Sports Nazi,Ludwig HOHLWEIN Reichsberufs-Wettkampf der deutschen Jugend vom 9. bis 15. April 1934 Plakat Hitlerjugend HJ NSDAP Propaganda München Chromo Kunstanstalt Aquarell Hitler Youth Sports Nazi Poster No copyright restrictions galleria.thul.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0030,SURF-CGS2026R0430,CGS2026R0430,Germany,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1933; 1934,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Ludwig HOHLWEIN Reichsberufs-Wettkampf der deutschen Jugend vom 9. bis 15. April 1934 Plakat Hitlerjugend HJ NSDAP Propaganda Stadtarchiv München Chromo Kunstanstalt Aquarell Poster Hitler,Ludwig HOHLWEIN Reichsberufs-Wettkampf der deutschen Jugend vom 9. bis 15. April 1934 Plakat Hitlerjugend HJ NSDAP Propaganda Stadtarchiv München Chromo Kunstanstalt Aquarell Poster Hitler Youth No known copyright boy restriction DE-1.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0031,SURF-CGS2026R0432,CGS2026R0432,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1934,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,"Wikimedia Commons file source / Ludwig HOHLWEIN Nicht spenden, opfern! (Don’t Give, Sacrifice) Herm. Sonntag & Co. München NSDAP Propaganda Plakat Kleinplakat Color Lithograph Poster ca 1934 42 x 30 cm Nazi Germany art.f","Ludwig HOHLWEIN Nicht spenden, opfern! (Don’t Give, Sacrifice) Herm. Sonntag & Co. München NSDAP Propaganda Plakat Kleinplakat Color Lithograph Poster ca 1934 42 x 30 cm Nazi Germany art.famsf.org 0306201809210037. No known copyrig.jpg",Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0032,SURF-CGS2026R0433,CGS2026R0433,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1935; 1936,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Die Wehrmacht - Uniformen der deutschen Luftwaffe Dienstgradabzeichen - Tafel I Buchstaben Schulterklappen Kragenspiegel Waffenfarben - Nazi Germany Air force rank insignia Letters Corps c,Die Wehrmacht - Uniformen der deutschen Luftwaffe Dienstgradabzeichen - Tafel I Buchstaben Schulterklappen Kragenspiegel Waffenfarben - Nazi Germany Air force rank insignia Letters Corps colours poster ca. 1936-38 No known copyright.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0033,SURF-CGS2026R0434,CGS2026R0434,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1935; 1936,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Die Wehrmacht - Uniformen der deutschen Luftwaffe Dienstgradabzeichen usw. Tafel II - Schulterklappen Kragenspiegel Besondere Dienststellungen Tatigkeitsabz. - Nazi Germany Air force rank,Die Wehrmacht - Uniformen der deutschen Luftwaffe Dienstgradabzeichen usw. Tafel II - Schulterklappen Kragenspiegel Besondere Dienststellungen Tatigkeitsabz. - Nazi Germany Air force rank insignia chart poster ca. 1936-38 No known copyr.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0034,SURF-CGS2026R0435,CGS2026R0435,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1935; 1936,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Die Wehrmacht - Uniformen des deutschen Heeres Dienstgradabzeichen usw. Tafel 2 - Schulterklappen Kragenpatten Dienststellungs-Abzeichen Achselband Schutzenabz. - Nazi Germany army rank in,Die Wehrmacht - Uniformen des deutschen Heeres Dienstgradabzeichen usw. Tafel 2 - Schulterklappen Kragenpatten Dienststellungs-Abzeichen Achselband Schutzenabz. - Nazi Germany army rank insignia poster ca. 1936-38 No known copyright.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0035,SURF-CGS2026R0436,CGS2026R0436,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1935; 1936,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Die Wehrmacht - Uniformen des deutschen Heeres Dienstgradabzeichen usw. Tafel I - Kragenpatten Schulterstucke Buchstaben Waffenfarben - Nazi Germany Army Rank insignia Letters Corps colour,Die Wehrmacht - Uniformen des deutschen Heeres Dienstgradabzeichen usw. Tafel I - Kragenpatten Schulterstucke Buchstaben Waffenfarben - Nazi Germany Army Rank insignia Letters Corps colours Poster ca. 1936-38 No known copyright.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0036,SURF-CGS2026R0438,CGS2026R0438,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1935; 2021,,Latin America / Brazil,Latin America; Brazil; magazine cover;,Wikimedia Commons file source / Volk und Rasse Heft 7 Heuert Juli 1935 illustrierte Monatsschrift. People and Race Nazi Germany Third Reich propaganda magazine cover photo Reichsarbeitsdienst RAD Labour Service members (,Volk und Rasse Heft 7 Heuert Juli 1935 illustrierte Monatsschrift. People and Race Nazi Germany Third Reich propaganda magazine cover photo Reichsarbeitsdienst RAD Labour Service members (Holocaust exhibition HL-senteret Oslo 2021 A.jpg,Latin America / Brazil Latin America; Brazil; magazine cover;
RG-CLEAN-ACT-0037,SURF-CGS2026R0439,CGS2026R0439,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1935; 2021,,Latin America / Brazil,Latin America; Brazil; magazine cover;,Wikimedia Commons file source / Volk und Rasse Heft 7 Heuert Juli 1935 illustrierte Monatsschrift. People and Race Nazi Germany Third Reich propaganda magazine cover photo Reichsarbeitsdienst RAD Labour Service members (,Volk und Rasse Heft 7 Heuert Juli 1935 illustrierte Monatsschrift. People and Race Nazi Germany Third Reich propaganda magazine cover photo Reichsarbeitsdienst RAD Labour Service members (Holocaust exhibition HL-senteret Oslo 2021 B.jpg,Latin America / Brazil Latin America; Brazil; magazine cover;
RG-CLEAN-ACT-0038,SURF-CGS2026R0441,CGS2026R0441,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1936,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Die Wehrmacht - Uniformen der deutschen Kriegsmarine Dienstgradabzeichen usw. - Epauletten Schulterstucke Armelstreifen Laufbahnabzeichen - Nazi Germany navy rank insignia shoulder boards,Die Wehrmacht - Uniformen der deutschen Kriegsmarine Dienstgradabzeichen usw. - Epauletten Schulterstucke Armelstreifen Laufbahnabzeichen - Nazi Germany navy rank insignia shoulder boards stripes chart poster ca. 1936-38 No known copyri.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-CLEAN-ACT-0039,SURF-CGS2026R0450,CGS2026R0450,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,1938,,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Wikimedia Commons file source / Nazi Germany uniforms etc. Waffen SS camouflage MP40 Panzerfaust Propaganda posters Stahlhelm Visor caps equipment KdF Wagen VW Police Gendarmerie board game Reichsadler Eagle-and-swastika,Nazi Germany uniforms etc. Waffen SS camouflage MP40 Panzerfaust Propaganda posters Stahlhelm Visor caps equipment KdF Wagen VW Police Gendarmerie board game Reichsadler Eagle-and-swastika etc. Lofoten Krigsminnemuseum Norway IMG 7888.jpg,Latin America / Brazil Latin America; Brazil; propaganda poster;
