cluster_key,candidate_rank,surface_id,capture_id,year,title,region,theme,source_family,source_name,image_state,proposed_relation_role,recommended_next_action,anchor_review_score,anchor_strength_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,editorial_need_score,risk_flags,positive_flags,candidate_use,manual_check
Albania|Modern typography and layout|Wikimedia Commons|1970-1974,1,SURF-CAW2026R02861,CAW2026R02861,1973,Stamp of Albania - 1973 - Colnect 354061 - Flowering cacti.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 1973 - Colnect 354061 - Flowering cacti.jpeg / page 98406190,IMG03,card_context_candidate,downgrade_to_card_candidate,-1.4,52,78,12,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|1975-1979,1,SURF-CAW2026R02901,CAW2026R02901,1975,Stamp of Albania - 1975 - Colnect 355479 - Adhering an Illegal Poster.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 1975 - Colnect 355479 - Adhering an Illegal Poster.jpeg / page 98407048,IMG03,card_context_candidate,downgrade_to_card_candidate,-4.3,51,80,0,100,78,74,0,weak_context:anniversary; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; poster; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|1980-1984,1,SURF-CAW2026R03050,CAW2026R03050,1984,Albania 1984-06-12 15q stamp - UEFA Euro 1984.jpg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Albania 1984-06-12 15q stamp - UEFA Euro 1984.jpg / page 10962267,IMG03,card_context_candidate,downgrade_to_card_candidate,-3.4,50,80,0,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|1985-1989,1,SURF-CAW2026R03103,CAW2026R03103,1988,Stamp of Albania - 1988 - Colnect 366177 - 2 - Flowers - back.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 1988 - Colnect 366177 - 2 - Flowers - back.jpeg / page 98409865,IMG03,card_context_candidate,downgrade_to_card_candidate,-3.25,50,77,5,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|1985-1989,2,SURF-CAW2026R03102,CAW2026R03102,1988,Stamp of Albania - 1988 - Colnect 366177 - 1 - Flowers.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 1988 - Colnect 366177 - 1 - Flowers.jpeg / page 98409862,IMG03,card_context_candidate,downgrade_to_card_candidate,-3.45,50,76,5,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|1990-1994,1,SURF-CAW2026R03244,CAW2026R03244,1992,Stamp of Albania - 1992 - Colnect 367852 - CEPT Emblem with Label II.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 1992 - Colnect 367852 - CEPT Emblem with Label II.jpeg / page 98410937,IMG03,card_context_candidate,downgrade_to_card_candidate,-1.3,52,80,10,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|1990-1994,2,SURF-CAW2026R03243,CAW2026R03243,1992,Stamp of Albania - 1992 - Colnect 367851 - CEPT Emblem with Label I.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 1992 - Colnect 367851 - CEPT Emblem with Label I.jpeg / page 98410931,IMG03,card_context_candidate,downgrade_to_card_candidate,-1.3,52,80,10,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|1990-1994,3,SURF-CAW2026R03268,CAW2026R03268,1993,Stamp of Albania - 1993 - Colnect 369475 - The green stone painting by Edi Hila.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 1993 - Colnect 369475 - The green stone painting by Edi Hila.jpeg / page 98410847,IMG03,card_context_candidate,downgrade_to_card_candidate,-19.7,34,30,10,70,66,62,30,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|2000-2004,1,SURF-CAW2026R03476,CAW2026R03476,2003,Stamp of Albania - 2003 - Colnect 155646 - Face from Onufri poster.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 2003 - Colnect 155646 - Face from Onufri poster.jpeg / page 98414341,IMG03,card_context_candidate,downgrade_to_card_candidate,4.7,58,80,22,100,78,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; poster; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|2000-2004,2,SURF-CAW2026R03425,CAW2026R03425,2000,Stamp of Albania - 2000 - Colnect 370820 - Grand Prix Race Car - label.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 2000 - Colnect 370820 - Grand Prix Race Car - label.jpeg / page 98412887,IMG03,card_context_candidate,downgrade_to_card_candidate,-1.3,52,80,10,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|2000-2004,3,SURF-CAW2026R03477,CAW2026R03477,2003,Stamp of Albania - 2003 - Colnect 373278 - Face from Onufri poster.jpeg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 2003 - Colnect 373278 - Face from Onufri poster.jpeg / page 98414643,IMG03,card_context_candidate,downgrade_to_card_candidate,-13.1,41,29,10,69,90,62,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,catalogue; design; graphic; poster; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Albania|Modern typography and layout|Wikimedia Commons|2010-2014,1,SURF-CAW2026R03704,CAW2026R03704,2010,Out-of-albania-book-cover.jpg,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Out-of-albania-book-cover.jpg / page 20918024,IMG03,manual_relation_review,keep_main_anchor,90.8,62,80,0,100,78,8,0,commons_file_source,book cover; design; graphic; visual communication,top_anchor_review_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1830-1834,1,SURF-CAW2026R00097,CAW2026R00097,1830,"Licenced victuallers (BM 1868,0808.12294).jpg",Middle East and North Africa,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Licenced victuallers (BM 1868,0808.12294).jpg / page 90355887",IMG03,manual_relation_review,keep_main_anchor,94.35,60,80,5,100,95,8,0,commons_file_source,advertisement; advertising; design; graphic; magazine; print; visual communication,top_anchor_review_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1830-1834,2,SURF-CAW2026R00096,CAW2026R00096,1830,"Licenced victuallers (BM 1868,0808.12294 1).jpg",Middle East and North Africa,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Licenced victuallers (BM 1868,0808.12294 1).jpg / page 90355904",IMG03,manual_relation_review,keep_main_anchor,94.35,60,80,5,100,95,8,0,commons_file_source,advertisement; advertising; design; graphic; magazine; print; visual communication,secondary_anchor_review_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1895-1899,1,SURF-CCT2026R00003,CCT2026R00003,1899,Stamp of Algeria - 1899 - Colnect 757146 - Apport A La Gare - Bluish Paper.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1899 - Colnect 757146 - Apport A La Gare - Bluish Paper.jpeg / page 98422147,IMG03,card_context_candidate,downgrade_to_card_candidate,1.4,50,80,32,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1895-1899,2,SURF-CCT2026R00005,CCT2026R00005,1899,Stamp of Algeria - 1899 - Colnect 757149 - 2 - Livraison Par Expres - back.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1899 - Colnect 757149 - 2 - Livraison Par Expres - back.jpeg / page 98422161,IMG03,card_context_candidate,downgrade_to_card_candidate,-1.3,47,80,20,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1895-1899,3,SURF-CCT2026R00004,CCT2026R00004,1899,Stamp of Algeria - 1899 - Colnect 757149 - 1 - Livraison Par Expres.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1899 - Colnect 757149 - 1 - Livraison Par Expres.jpeg / page 98422154,IMG03,card_context_candidate,downgrade_to_card_candidate,-1.3,47,80,20,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1895-1899,4,SURF-CCT2026R00002,CCT2026R00002,1899,Stamp of Algeria - 1899 - Colnect 757143 - 2 - Valeur Declaree Type II - Yellowish Paper - back.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1899 - Colnect 757143 - 2 - Valeur Declaree Type II - Yellowish Paper - back.jpeg / page 98422142,IMG03,card_context_candidate,downgrade_to_card_candidate,-1.3,47,80,20,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1895-1899,5,SURF-CCT2026R00001,CCT2026R00001,1899,Stamp of Algeria - 1899 - Colnect 757143 - 1 - Valeur Declaree Type II - Yellowish Paper.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1899 - Colnect 757143 - 1 - Valeur Declaree Type II - Yellowish Paper.jpeg / page 98422134,IMG03,card_context_candidate,downgrade_to_card_candidate,-1.3,47,80,20,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1900-1904,1,SURF-CCT2026R00006,CCT2026R00006,1900,30c French telephone stamp used Algeria.JPG,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / 30c French telephone stamp used Algeria.JPG / page 23284555,IMG03,card_context_candidate,downgrade_to_card_candidate,-23.55,26,21,17,63,66,62,37,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1900-1904,2,SURF-CCT2026R00007,CCT2026R00007,1900,40c French telephone stamp used Algeria.JPG,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / 40c French telephone stamp used Algeria.JPG / page 23284569,IMG03,card_context_candidate,downgrade_to_card_candidate,-25.95,24,21,5,63,66,62,37,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1905-1909,1,SURF-CCT2026R00009,CCT2026R00009,1908,"French telephone stamp used in Tizi Ouzou, Algeria 1908.jpg",Middle East and North Africa,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / French telephone stamp used in Tizi Ouzou, Algeria 1908.jpg / page 23240152",IMG03,card_context_candidate,downgrade_to_card_candidate,-4.15,45,80,5,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1905-1909,2,SURF-CCT2026R00008,CCT2026R00008,1907,French telephone stamps used in Algeria 1907 and 1908.jpg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / French telephone stamps used in Algeria 1907 and 1908.jpg / page 21363534,IMG03,card_context_candidate,downgrade_to_card_candidate,-7.85,41,70,5,95,66,62,5,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1910-1914,1,SURF-CCT2026R00012,CCT2026R00012,1912,Stamp of Algeria - 1912 - Colnect 757144 - 2 - Valeur Declaree Type III - Yellowish Paper - back.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1912 - Colnect 757144 - 2 - Valeur Declaree Type III - Yellowish Paper - back.jpeg / page 98422175,IMG03,card_context_candidate,downgrade_to_card_candidate,2.15,50,80,37,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1910-1914,2,SURF-CCT2026R00015,CCT2026R00015,1912,Stamp of Algeria - 1912 - Colnect 757150 - 2 - Livraison Par Expres - back.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1912 - Colnect 757150 - 2 - Livraison Par Expres - back.jpeg / page 98422187,IMG03,card_context_candidate,downgrade_to_card_candidate,-0.25,48,80,25,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1910-1914,3,SURF-CCT2026R00014,CCT2026R00014,1912,Stamp of Algeria - 1912 - Colnect 757150 - 1 - Livraison Par Expres.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1912 - Colnect 757150 - 1 - Livraison Par Expres.jpeg / page 98422181,IMG03,card_context_candidate,downgrade_to_card_candidate,-0.25,48,80,25,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1910-1914,4,SURF-CCT2026R00013,CCT2026R00013,1912,Stamp of Algeria - 1912 - Colnect 757148 - Apport A La Gare - Bluish Paper.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1912 - Colnect 757148 - Apport A La Gare - Bluish Paper.jpeg / page 98422180,IMG03,card_context_candidate,downgrade_to_card_candidate,-0.25,48,80,25,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1910-1914,5,SURF-CCT2026R00011,CCT2026R00011,1912,Stamp of Algeria - 1912 - Colnect 757144 - 1 - Valeur Declaree Type III - Yellowish Paper.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1912 - Colnect 757144 - 1 - Valeur Declaree Type III - Yellowish Paper.jpeg / page 98422168,IMG03,card_context_candidate,downgrade_to_card_candidate,-0.25,48,80,25,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1915-1919,1,SURF-CAW2026R01318,CAW2026R01318,1918,Compagnie Algerienne - DPLA - fe5303a6e7c43274fc04df7668fc1564.jpg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Compagnie Algerienne - DPLA - fe5303a6e7c43274fc04df7668fc1564.jpg / page 177203250,IMG03,sub_under_packet_candidate,downgrade_to_sub_candidate,80.95,63,79,47,100,78,8,0,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1915-1919,2,SURF-CAW2026R01319,CAW2026R01319,1918,Compagnie Algerienne. Souscrivez. Emprunt de la Libération LCCN99613541.jpg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Compagnie Algerienne. Souscrivez. Emprunt de la Libération LCCN99613541.jpg / page 66425881,IMG03,packet_member_review,packet_anchor_review,77.15,54,48,35,85,90,8,15,commons_file_source,design; graphic; poster; print; visual communication,secondary_anchor_review_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1915-1919,3,SURF-CCT2026R00019,CCT2026R00019,1918,Stamp of Algeria - 1918 - Colnect 757141 - 2 - Valeur Declaree Type I - Yellowish Paper - back.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1918 - Colnect 757141 - 2 - Valeur Declaree Type I - Yellowish Paper - back.jpeg / page 98422204,IMG03,card_context_candidate,downgrade_to_card_candidate,4.25,52,80,47,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1915-1919,4,SURF-CCT2026R00020,CCT2026R00020,1918,Stamp of Algeria - 1918 - Colnect 851766 - Type Recouvrements Overprinted in Violet.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1918 - Colnect 851766 - Type Recouvrements Overprinted in Violet.jpeg / page 98422213,IMG03,card_context_candidate,downgrade_to_card_candidate,1.85,50,80,35,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1915-1919,5,SURF-CCT2026R00018,CCT2026R00018,1918,Stamp of Algeria - 1918 - Colnect 757141 - 1 - Valeur Declaree Type I - Yellowish Paper.jpeg,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1918 - Colnect 757141 - 1 - Valeur Declaree Type I - Yellowish Paper.jpeg / page 98422202,IMG03,card_context_candidate,downgrade_to_card_candidate,1.85,50,80,35,100,66,62,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,candidate only; do not apply role automatically
