source_file,capture_id,surface_id,year,current_region,place_text,source_subjects,source_name,title,source_url,suggested_region_label,suggested_region_ids,suggested_geo_ids,decision_type,confidence,evidence_field,evidence_value,guardrail
capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,GSU1970R027,SURF-GSU1970R027,1966,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),"College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Universities and colleges; Georgia State College (Atlanta, Ga.); Georgia State University;; Atlanta (Ga.); Fulton County (Ga.)",Georgia State University Library Digital Collections / CONTENTdm,"The Georgia State College Signal, 1966-04-28",https://digitalcollections.library.gsu.edu/digital/collection/signal/id/3856,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,"Atlanta (Ga.); Fulton County (Ga.) College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Universities and colleges; Georgia State College (Atlanta, Ga.); Georg","Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,GSU1970R028,SURF-GSU1970R028,1968,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),"College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Universities and colleges; Georgia State College (Atlanta, Ga.); Georgia State University;; Atlanta (Ga.); Fulton County (Ga.)",Georgia State University Library Digital Collections / CONTENTdm,"Georgia State College Signal, 1968-10-10",https://digitalcollections.library.gsu.edu/digital/collection/signal/id/10378,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,"Atlanta (Ga.); Fulton County (Ga.) College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Universities and colleges; Georgia State College (Atlanta, Ga.); Georg","Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,GSU1970R029,SURF-GSU1970R029,1968,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Great Speckled Bird v. 1 no. 4 (April 26, 1968)",https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/10114,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); Fulton County (Ga.) Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.) Great Speckled Bird v. 1 no.,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,GSU1970R030,SURF-GSU1970R030,1969,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Great Speckled Bird v. 1 no. 32 [33] (February 7, 1969)",https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/532,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); Fulton County (Ga.) Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.) Great Speckled Bird v. 1 no.,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,GSU1970R031,SURF-GSU1970R031,1969,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Great Speckled Bird v. 2 no. 23 (August 18, 1969)",https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/1093,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); Fulton County (Ga.) Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.) Great Speckled Bird v. 2 no.,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,GSU1970R032,SURF-GSU1970R032,1969,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Great Speckled Bird v. 2 no. 39 (December 8, 1969)",https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/1511,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); Fulton County (Ga.) Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.) Great Speckled Bird v. 2 no.,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,GSU1970R033,SURF-GSU1970R033,1970,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Great Speckled Bird v. 3 no. 18 (May 4, 1970)",https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/1903,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); Fulton County (Ga.) Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.) Great Speckled Bird v. 3 no.,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R011,SURF-GSU2026R011,1971,Unresolved region,Clarkston (Ga.); DeKalb County (Ga.),Universities and colleges; College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Georgia Perimeter College; DeKalb College; Clarkston (Ga.); DeKalb County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Open Door, 1971-03",https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/9099,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Clarkston (Ga.); DeKalb County (Ga.) Universities and colleges; College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Georgia Perimeter College; DeKalb College,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R012,SURF-GSU2026R012,1971,Unresolved region,Atlanta (Ga.); Fulton County (Ga.);,"Posters; Patriotism; Recruiting and enlistment; Uncle Sam (Symbolic character);; Posters; Patriotism; Recruiting and enlistment; Uncle Sam (Symbolic character);; Flagg, James Montgomery, 1877-1960;; Atlanta (Ga.); Fulton County (Ga.);",Georgia State University Library Digital Collections / CONTENTdm,"Walter Botts with the famous Uncle Sam poster he posed for, 1971",https://digitalcollections.library.gsu.edu/digital/collection/ajc/id/12490,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,"Atlanta (Ga.); Fulton County (Ga.); Posters; Patriotism; Recruiting and enlistment; Uncle Sam (Symbolic character);; Posters; Patriotism; Recruiting and enlistment; Uncle Sam (Symbolic character);; Flagg, James Montgomer","Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R013,SURF-GSU2026R013,1972,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Great Speckled Bird v. 5 no. 26 (July 3, 1972)",https://digitalcollections.library.gsu.edu/digital/collection/GSB/id/4724,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); Fulton County (Ga.) Social movements; Underground newspapers; Political ethics; Social movements; Underground newspapers; Political ethics; ; Atlanta (Ga.); Fulton County (Ga.) Great Speckled Bird v. 5 no.,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R014,SURF-GSU2026R014,1972,Unresolved region,Puerto Rico,Music festivals; Concerts;; Music festivals; Concerts;; ; Puerto Rico,Georgia State University Library Digital Collections / CONTENTdm,"Poster: Mar y Sol; Easter in the Caribbean with Music and Friends, The First International Puerto<br>Rican Pop Festival, April 1-3, 1972",https://digitalcollections.library.gsu.edu/digital/collection/popmusic/id/10760,Puerto Rico,REG003,,auto_specific_uncontrolled_candidate,medium,local_marker,"Puerto Rico Music festivals; Concerts;; Music festivals; Concerts;; ; Puerto Rico Poster: Mar y Sol; Easter in the Caribbean with Music and Friends, The First International Puerto<br>Rican Pop Festival, April 1-3, 1972 G",Puerto Rico is explicit but not yet represented in geographies.csv; keep as folder label and retain North America ref.
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R017,SURF-GSU2026R017,1975,Unresolved region,Atlanta (Ga.); Cobb County (Ga.),Local transit; Drama; Music; Books; Art; Schools; Baseball; Finance; Grocers;; Local transit; Drama; Music; Books; Art; Schools; Baseball; Finance; Grocers;; ; Atlanta (Ga.); Cobb County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Creative Loafing, 1975-07-12",https://digitalcollections.library.gsu.edu/digital/collection/CLATL/id/7094,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); Cobb County (Ga.) Local transit; Drama; Music; Books; Art; Schools; Baseball; Finance; Grocers;; Local transit; Drama; Music; Books; Art; Schools; Baseball; Finance; Grocers;; ; Atlanta (Ga.); Cobb County ,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R021,SURF-GSU2026R021,1975,Unresolved region,Washington (State),Aircraft industry--Employees--Labor unions; Aerospace industries--Employees--Labor unions; Machinists--Labor unions; Aircraft industry--Employees--Labor unions; Aerospace industries--Employees--Labor unions; Machinists--Labor unions; International Association,Georgia State University Library Digital Collections / CONTENTdm,"The 751 Aero Mechanic, 1975-09-04",https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/113115,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Washington (State) Aircraft industry--Employees--Labor unions; Aerospace industries--Employees--Labor unions; Machinists--Labor unions; Aircraft industry--Employees--Labor unions; Aerospace industries--Employees--Labor u,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R001,SURF-GSU2026R001,1976,Unresolved region,Atlanta (Ga.);Fulton County (Ga.),Photographers; Photographers; Lane Brothers Commercial Photographers; Atlanta (Ga.);Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Inventory of unscanned negatives in the Lane Brothers photographic collection, Corporate bodies series (number 5 of 6",https://digitalcollections.library.gsu.edu/digital/collection/lane/id/11520,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,"Atlanta (Ga.);Fulton County (Ga.) Photographers; Photographers; Lane Brothers Commercial Photographers; Atlanta (Ga.);Fulton County (Ga.) Inventory of unscanned negatives in the Lane Brothers photographic collection, Cor","Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R002,SURF-GSU2026R002,1976,Unresolved region,Atlanta (Ga.);Fulton County (Ga.),Photographers; Photographers; Lane Brothers Commercial Photographers; Atlanta (Ga.);Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Inventory of unscanned negatives in the Lane Brothers photographic collection, Things series (number 2 of 2)",https://digitalcollections.library.gsu.edu/digital/collection/lane/id/11552,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,"Atlanta (Ga.);Fulton County (Ga.) Photographers; Photographers; Lane Brothers Commercial Photographers; Atlanta (Ga.);Fulton County (Ga.) Inventory of unscanned negatives in the Lane Brothers photographic collection, Thi","Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R023,SURF-GSU2026R023,1977,Unresolved region,Decatur (Ga.); DeKalb County (Ga.),Universities and colleges; College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Georgia Perimeter College; DeKalb Community College; Decatur (Ga.); DeKalb County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Focus, 1977-03-03",https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/11892,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Decatur (Ga.); DeKalb County (Ga.) Universities and colleges; College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Georgia Perimeter College; DeKalb Community,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R025,SURF-GSU2026R025,1979,Unresolved region,Atlanta (Ga.); Fulton County (Ga.);,"Biomass energy--Congresses and conventions--Posters; Biomass energy--Congresses and conventions--Posters; Chambers, Anne Cox, 1919-; Busbee, George, 1927-2004;; Atlanta (Ga.); Fulton County (Ga.);",Georgia State University Library Digital Collections / CONTENTdm,"Otto Kleiman and Anne Cox Chambers presenting Georgia Governor Busbee with a Bio-Energy '80, World Congress poster, Atlanta, Georgia, November 27, 1979.",https://digitalcollections.library.gsu.edu/digital/collection/ajc/id/2520,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,"Atlanta (Ga.); Fulton County (Ga.); Biomass energy--Congresses and conventions--Posters; Biomass energy--Congresses and conventions--Posters; Chambers, Anne Cox, 1919-; Busbee, George, 1927-2004;; Atlanta (Ga.); Fulton C","Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R003,SURF-GSU2026R003,1981,Unresolved region,Southern States,"Authors, American; Journalism; Labor unions; Civil rights; Authors, American; Journalism; Labor unions; Civil rights; Kennedy, Stetson; Southern States",Georgia State University Library Digital Collections / CONTENTdm,"Biographical information, 1939-1981; undated",https://digitalcollections.library.gsu.edu/digital/collection/SKennedy/id/335,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,"Southern States Authors, American; Journalism; Labor unions; Civil rights; Authors, American; Journalism; Labor unions; Civil rights; Kennedy, Stetson; Southern States Biographical information, 1939-1981; undated Georgia","Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R028,SURF-GSU2026R028,1981,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Universities and colleges; Georgia State University;; Atlanta (Ga.); Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"The Georgia State University Signal, 1981-04-28",https://digitalcollections.library.gsu.edu/digital/collection/signal/id/14482,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); Fulton County (Ga.) College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Universities and colleges; Georgia State University;; Atlanta (Ga.); F,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R037,SURF-GSU2026R037,1986,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),College yearbooks; College yearbooks; Georgia State University; Atlanta (Ga.); Fulton County (Ga.),Georgia State University Library Digital Collections / CONTENTdm,"Rampway, 1986",https://digitalcollections.library.gsu.edu/digital/collection/yearbooks/id/10916,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,"Atlanta (Ga.); Fulton County (Ga.) College yearbooks; College yearbooks; Georgia State University; Atlanta (Ga.); Fulton County (Ga.) Rampway, 1986 Georgia State University Library Digital Collections / CONTENTdm https:/","Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R038,SURF-GSU2026R038,1986,Unresolved region,Atlanta (Ga.);,; Unitarian Universalists--Periodicals; Gay men--Religious life--Periodicals; Lesbians--Religious life--Periodicals;; ; Unitarian Universalists--Periodicals; Gay men--Religious life--Periodicals; Lesbians--Religious life--Periodicals;; ; Atlanta (Ga.);,Georgia State University Library Digital Collections / CONTENTdm,"Unitarian Universalist Lesbian and Gay Community Newsletters, 1986",https://digitalcollections.library.gsu.edu/digital/collection/lgbtq/id/1107,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); ; Unitarian Universalists--Periodicals; Gay men--Religious life--Periodicals; Lesbians--Religious life--Periodicals;; ; Unitarian Universalists--Periodicals; Gay men--Religious life--Periodicals; Lesbians-,"Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R033,SURF-GSU2026R033,1988,Unresolved region,Atlanta (Ga.),"Elections; Labor unions; Civil rights;; Elections; Labor unions; Civil rights;; Dukakis, Michael S. (Michael Stanley), 1933-; Bentsen, Lloyd; Mondale, Walter F., 1928-2021; Ferraro, Geraldine; King, Martin Luther, Jr., 1929-1968; Mays, Benjamin E. (Benjamin El",Georgia State University Library Digital Collections / CONTENTdm,Posters and Calendar of Atlanta Black History,https://digitalcollections.library.gsu.edu/digital/collection/AFLCIO/id/137824,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,"Atlanta (Ga.) Elections; Labor unions; Civil rights;; Elections; Labor unions; Civil rights;; Dukakis, Michael S. (Michael Stanley), 1933-; Bentsen, Lloyd; Mondale, Walter F., 1928-2021; Ferraro, Geraldine; King, Martin ","Exact controlled geography match; geography only, no rights or image-state upgrade."
capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,GSU2026R039,SURF-GSU2026R039,1989,Unresolved region,Atlanta (Ga.); Fulton County (Ga.),AIDS (Disease); AIDS (Disease)--Prevention; AIDS (Disease)--Government policy; AIDS (Disease)--Patients; AIDS (Disease)--Treatment; Gay men; Protest movements; AIDS (Disease); AIDS (Disease)--Prevention; AIDS (Disease)--Government policy; AIDS (Disease)--Patie,Georgia State University Library Digital Collections / CONTENTdm,"HIV prescription medication, flyers, newspaper clippings, and information, 1987-1989",https://digitalcollections.library.gsu.edu/digital/collection/lgbtq/id/2085,United States,REG003,GEO025,auto_apply_candidate,medium,local_marker,Atlanta (Ga.); Fulton County (Ga.) AIDS (Disease); AIDS (Disease)--Prevention; AIDS (Disease)--Government policy; AIDS (Disease)--Patients; AIDS (Disease)--Treatment; Gay men; Protest movements; AIDS (Disease); AIDS (Dis,"Exact controlled geography match; geography only, no rights or image-state upgrade."
