surface_id,source_record_id,source_record_url,title,best_image_state,repair_family,weighted_gap_points,local_record_found,local_capture_id,local_record_file,local_image_state,local_rights_review_required,object_raw_found,object_image_resolution,object_image_copyright_excerpt,object_image_signal,rights_signal,future_action,upgrade_recommendation,automatic_upgrade_allowed,image_url_detected_excerpt,rights_basis_excerpt,review_note_excerpt
SURF-IR1970R031,O696525,https://collections.vam.ac.uk/item/O696525/,Poster advertising an exhibition of the artist's work,IMG02,img02_open_rights_review,0.45,true,IR1970R031,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,true,low,"© Victoria and Albert Museum, London",object_image_copyright_metadata_present,blocked_by_object_image_copyright_metadata,keep_img02_or_img04_pending_open_item_evidence,no_upgrade,false,"https://framemark.vam.ac.uk/collections/2019LJ5703/full/!100,100/0/default.jpg",V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,Source-hosted viewer candidate; keep source return visible.
SURF-ER1830R060,O16718,https://collections.vam.ac.uk/item/O16718/,Queen Victoria,IMG02,img02_open_rights_review,0.45,true,ER1830R060,data/capture_batch_early_region_1830_1930_records.csv,IMG02,true,true,low,"© Victoria and Albert Museum, London",object_image_copyright_metadata_present,blocked_by_object_image_copyright_metadata,keep_img02_or_img04_pending_open_item_evidence,no_upgrade,false,"https://framemark.vam.ac.uk/collections/2006AM1977/full/!100,100/0/default.jpg",V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,Source-hosted viewer candidate; keep source return visible.
SURF-IR1970R012,O550556,https://collections.vam.ac.uk/item/O550556/,Shop Early Travel Early Post Early,IMG02,img02_open_rights_review,0.45,true,IR1970R012,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,true,low,"©Victoria and Albert Museum, London",object_image_copyright_metadata_present,blocked_by_object_image_copyright_metadata,keep_img02_or_img04_pending_open_item_evidence,no_upgrade,false,"https://framemark.vam.ac.uk/collections/2014HJ0001/full/!100,100/0/default.jpg",V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,Source-hosted viewer candidate; keep source return visible.
SURF-IR1970R028,O105504,https://collections.vam.ac.uk/item/O105504/,The Royal Navy at Work Exhibition,IMG02,img02_open_rights_review,0.45,true,IR1970R028,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,true,high,"©Victoria and Albert Museum, London/Image courtesy Ministry of Information; ©Victoria and Albert Museum, London/Image courtesy Ministry of Information; ©Victoria and Albert Museum, London",object_image_copyright_metadata_present,blocked_by_object_image_copyright_metadata,keep_img02_or_img04_pending_open_item_evidence,no_upgrade,false,"https://framemark.vam.ac.uk/collections/2012FE8079/full/!100,100/0/default.jpg",V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,Source-hosted viewer candidate; keep source return visible.
SURF-MC1930R094,O1275009,https://collections.vam.ac.uk/item/O1275009/,There flows from Latin America,IMG02,img02_open_rights_review,0.45,true,ECAP028,data/capture_batch_001_records.csv,IMG02,true,true,low,"©Victoria and Albert Museum, London; ©Victoria and Albert Museum, London",object_image_copyright_metadata_present,blocked_by_object_image_copyright_metadata,keep_img02_or_img04_pending_open_item_evidence,no_upgrade,false,"https://framemark.vam.ac.uk/collections/2014GW4708/full/!100,100/0/default.jpg",V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,"Treat as source-hosted viewer candidate, not as reusable local image."
SURF-ER1830R002,O89238,https://collections.vam.ac.uk/item/O89238/,"Trade card for C. & J. Lintelo Brothers, Gold and Silversmiths",IMG02,img02_open_rights_review,0.45,true,ER1830R002,data/capture_batch_early_region_1830_1880_records.csv,IMG02,true,true,high,"© Victoria and Albert Museum, London",object_image_copyright_metadata_present,blocked_by_object_image_copyright_metadata,keep_img02_or_img04_pending_open_item_evidence,no_upgrade,false,"https://framemark.vam.ac.uk/collections/2012FV6323/full/!100,100/0/default.jpg",V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,Source-hosted viewer candidate; keep source return visible.
SURF-ER1830R001-GROUP,O693551,https://collections.vam.ac.uk/item/O693551/,"Trade card grouped records, 1830-1922",IMG02,img02_open_rights_review,0.45,true,ER1830R001,data/capture_batch_early_region_1830_1880_records.csv,IMG02,true,true,high,"© Victoria and Albert Museum, London",object_image_copyright_metadata_present,blocked_by_object_image_copyright_metadata,keep_img02_or_img04_pending_open_item_evidence,no_upgrade,false,"https://framemark.vam.ac.uk/collections/2012FV6222/full/!100,100/0/default.jpg",V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,Source-hosted viewer candidate; keep source return visible.
SURF-MC1930R030,O555939,https://collections.vam.ac.uk/item/O555939/,W.T.A. Summer Holidays,IMG02,img02_open_rights_review,0.45,true,MC1930R030,data/capture_batch_midcentury_1930_1970_records.csv,IMG02,true,true,low,"©Victoria and Albert Museum, London",object_image_copyright_metadata_present,blocked_by_object_image_copyright_metadata,keep_img02_or_img04_pending_open_item_evidence,no_upgrade,false,"https://framemark.vam.ac.uk/collections/2015HJ8008/full/!100,100/0/default.jpg",V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,Source-hosted viewer candidate; keep source return visible.
SURF-MC1930R090,O1023214,https://collections.vam.ac.uk/item/O1023214/,Wanted Good Men,IMG02,img02_open_rights_review,0.45,true,MC1930R090,data/capture_batch_midcentury_1930_1970_records.csv,IMG02,true,true,low,"© Victoria and Albert Museum, London",object_image_copyright_metadata_present,blocked_by_object_image_copyright_metadata,keep_img02_or_img04_pending_open_item_evidence,no_upgrade,false,"https://framemark.vam.ac.uk/collections/2016JG7036/full/!100,100/0/default.jpg",V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,Source-hosted viewer candidate; keep source return visible.
SURF-MC1930R080,O1023219,https://collections.vam.ac.uk/item/O1023219/,A Trip to Middle Earth,IMG04,img04_text_state_review,1.00,true,MC1930R080,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-COMPOUND-ARUNDEL-SOCIETY-CHROMOLITHOGRAPH-COPIES,O1026162,https://collections.vam.ac.uk/item/O1026162/,Arundel Society chromolithograph copy series,IMG04,img04_visual_record_search,1.00,true,ER1830R006,data/capture_batch_early_region_1830_1880_records.csv,IMG04,false,true,high,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R005,O743577,https://collections.vam.ac.uk/item/O743577/,Breakfast in Peace if you Travel by Southern Electric,IMG04,img04_text_state_review,1.00,true,MC1930R005,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R091,O1257696,https://collections.vam.ac.uk/item/O1257696/,Dionne Warwick,IMG04,img04_text_state_review,1.00,true,MC1930R091,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R083,O199702,https://collections.vam.ac.uk/item/O199702/,Flower Love,IMG04,img04_text_state_review,1.00,true,MC1930R083,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R002,O587474,https://collections.vam.ac.uk/item/O587474/,For Speed & Comfort Travel by Rail,IMG04,img04_text_state_review,1.00,true,MC1930R002,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R084,O199710,https://collections.vam.ac.uk/item/O199710/,Hookah Love,IMG04,img04_text_state_review,1.00,true,MC1930R084,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-COMPOUND-HUNTLEY-PALMERS-TRADE-CARDS,O545339,https://collections.vam.ac.uk/item/O545339/,Huntley & Palmers trade-card series,IMG04,img04_visual_record_search,1.00,true,ER1830R031,data/capture_batch_early_region_1830_1930_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R060,O114860,https://collections.vam.ac.uk/item/O114860/,"Mysterious, Colourful, Exotic Mexico",IMG04,img04_text_state_review,1.00,true,MC1930R060,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R088,O201369,https://collections.vam.ac.uk/item/O201369/,Poster,IMG04,img04_text_state_review,1.00,true,MC1930R088,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R070,O195242,https://collections.vam.ac.uk/item/O195242/,Poster advertising which posters were for sale,IMG04,img04_text_state_review,1.00,true,MC1930R070,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R087,O693294,https://collections.vam.ac.uk/item/O693294/,Presented in San Francisco by Bill Graham...,IMG04,img04_text_state_review,1.00,true,MC1930R087,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R027,O1036199,https://collections.vam.ac.uk/item/O1036199/,Season Tickets From This Station,IMG04,img04_text_state_review,1.00,true,MC1930R027,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,high,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R079,O693304,https://collections.vam.ac.uk/item/O693304/,Toulouse-Lautrec,IMG04,img04_text_state_review,1.00,true,MC1930R079,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R065,O696519,https://collections.vam.ac.uk/item/O696519/,Travel Shop Post Early,IMG04,img04_text_state_review,1.00,true,MC1930R065,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R066,O1034418,https://collections.vam.ac.uk/item/O1034418/,Travel Shop Post Early,IMG04,img04_text_state_review,1.00,true,MC1930R066,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R067,O578579,https://collections.vam.ac.uk/item/O578579/,Travel in rail comfort...,IMG04,img04_text_state_review,1.00,true,MC1930R067,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R028,O590954,https://collections.vam.ac.uk/item/O590954/,Travels in time on your doorstop,IMG04,img04_text_state_review,1.00,true,MC1930R028,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
SURF-MC1930R068,O550920,https://collections.vam.ac.uk/item/O550920/,"Viaggio in treno, viaggio sereno",IMG04,img04_text_state_review,1.00,true,MC1930R068,data/capture_batch_midcentury_1930_1970_records.csv,IMG04,false,true,low,,object_image_metadata_without_open_rights,no_source_visible_image_in_public_record,vam_visual_member_or_item_probe_required,source_visible_repair_needed,false,,V&A row does not expose image metadata in this capture.,Render as text/source page without image frame.
