cluster_key,seed_lane,recommended_next_artifact,manual_decision_needed,sandbox_allowed_after_review,packet_scale,anchor_review_lane,region,theme,source_family,five_year_bucket,actual_year_span,sub_candidate_count,card_candidate_count,candidate_count_written,top_candidate_surface_id,top_candidate_title,top_anchor_review_score,top_candidate_role,top_candidate_risk_flags,candidate_surface_ids,candidate_titles,seed_reason
Nigeria|Modern typography and layout|Wikimedia Commons|1945-1949,anchor_then_cover_seed,"normal-main anchor confirmation sheet, then cover/editorial outline",confirm whether top candidate can carry normal-main status,true,large,sub_rich_anchor_candidate_review,Nigeria,Modern typography and layout,Wikimedia Commons,1945-1949,1945-1948,21,3,5,SURF-CAW2026R02234,A 1948 advertisement for The Hercules Cycle & Motor Co. Ltd.jpg,69.95,packet_member_review,commons_file_source,SURF-CAW2026R02234; SURF-CAW2026R02237; SURF-CAW2026R02238; SURF-CAW2026R02236; SURF-CAW2026R02222,A 1948 advertisement for The Hercules Cycle & Motor Co. Ltd.jpg | A 1948 photograph of Mr. Z. Ade Thani.jpg | A 1955 Advertisement of Germolene Aseptic Ointment.jpg | A 1948 advertisement for Yeast-Vite Tonic Tablets.jpg | A 1948 Advertisement of Capstan Magnums Cigarette.jpg,sub-rich cluster has enough member structure for a reviewed packet seed
North Macedonia|Modern typography and layout|Wikimedia Commons|1920-1924,anchor_then_cover_seed,"normal-main anchor confirmation sheet, then cover/editorial outline",confirm whether top candidate can carry normal-main status,true,medium,sub_rich_anchor_candidate_review,North Macedonia,Modern typography and layout,Wikimedia Commons,1920-1924,1920-1922,7,0,5,SURF-CAW2026R01502,Vasil Dimitroff Add.jpg,69.7,packet_member_review,commons_file_source,SURF-CAW2026R01502; SURF-CAW2026R01428; SURF-CAW2026R01429; SURF-CAW2026R01485; SURF-CAW2026R01427,"Vasil Dimitroff Add.jpg | Ivan Hristov - Gugovo, Voden.png | Vasil D. Papunchiev of Zarovo, Macedonia, 1920.png | Poster za pretstava vo Skpje, 1921.jpg | Dimo Kovatcheff from Voden Macedonia 1920.jpg",sub-rich cluster has enough member structure for a reviewed packet seed
Singapore|Modern typography and layout|Wikimedia Commons|2020-2024,anchor_then_cover_seed,"normal-main anchor confirmation sheet, then cover/editorial outline",confirm whether top candidate can carry normal-main status,true,medium,sub_rich_anchor_candidate_review,Singapore,Modern typography and layout,Wikimedia Commons,2020-2024,2023-2023,8,0,5,SURF-CAW2026R04817,WikiSG 20230817 Poster Category 2C8A6563 Edited.jpg,69.65,packet_member_review,commons_file_source,SURF-CAW2026R04817; SURF-CAW2026R04815; SURF-CAW2026R04814; SURF-CAW2026R04813; SURF-CAW2026R04812,WikiSG 20230817 Poster Category 2C8A6563 Edited.jpg | WikiSG 20230817 Poster Category 2C8A6549 Edited.jpg | WikiSG 20230817 Poster Category 2C8A6521 Edited.jpg | WikiSG 20230817 Poster Category 2C8A6515 Edited.jpg | WikiSG 20230817 Poster Category 2C8A6415 Edited.jpg,sub-rich cluster has enough member structure for a reviewed packet seed
India|Modern typography and layout|Wikimedia Commons|1955-1959,anchor_then_cover_seed,"normal-main anchor confirmation sheet, then cover/editorial outline",confirm whether top candidate can carry normal-main status,true,large,sub_rich_anchor_candidate_review,India,Modern typography and layout,Wikimedia Commons,1955-1959,1955-1958,8,9,5,SURF-CCT2026R03753,Asai anna arumai-thambi 1955 tamil film poster.jpg,69.55,packet_member_review,commons_file_source,SURF-CCT2026R03753; SURF-CCT2026R03764; SURF-CAW2026R02534; SURF-CAW2026R02476; SURF-CAW2026R02475,Asai anna arumai-thambi 1955 tamil film poster.jpg | AmarDeep - film poster.jpg | Sati Anasuya (1957 film).jpg | Brihatpingal cover page.jpg | Anarkali (1955 film).jpg,sub-rich cluster has enough member structure for a reviewed packet seed
Global / transnational|Modern typography and layout|Another Graphic|2025-2029,anchor_then_cover_seed,"normal-main anchor confirmation sheet, then cover/editorial outline",confirm whether top candidate can carry normal-main status,true,medium,sub_rich_anchor_candidate_review,Global / transnational,Modern typography and layout,Another Graphic,2025-2029,2026-2026,7,0,5,SURF-ERS1970R003,Flóki Sigurjónsson - Another Graphic,68.9,packet_member_review,,SURF-ERS1970R003; SURF-ERS1970R001; SURF-ERS1970R006; SURF-ERS1970R004; SURF-ERS1970R002,Flóki Sigurjónsson - Another Graphic | Darius Ou - Another Graphic | Juhyeok Kim - Another Graphic | Hans Frauchiger - Another Graphic | Elena Byalaya - Another Graphic,sub-rich cluster has enough member structure for a reviewed packet seed
Azerbaijan|Modern typography and layout|Wikimedia Commons|1935-1939,anchor_then_cover_seed,"normal-main anchor confirmation sheet, then cover/editorial outline",confirm whether top candidate can carry normal-main status,true,large,sub_rich_anchor_candidate_review,Azerbaijan,Modern typography and layout,Wikimedia Commons,1935-1939,1935-1939,17,0,5,SURF-CCT2026R01419,Leyli and Majnun poster 1935-1936.jpg,66.65,packet_member_review,commons_file_source,SURF-CCT2026R01419; SURF-CAW2026R01892; SURF-CAW2026R01890; SURF-CAW2026R01869; SURF-CAW2026R01868,Leyli and Majnun poster 1935-1936.jpg | Poster of Azerbaijan 1939. Science and humanities.jpg | Poster of Azerbaijan 1939. Local elections.jpg | Poster of Azerbaijan 1938. Planned economy.jpg | Poster of Azerbaijan 1938. Krasnaya Armiya.jpg,sub-rich cluster has enough member structure for a reviewed packet seed
Brazil|Modern typography and layout|Wikimedia Commons|1935-1939,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,Brazil,Modern typography and layout,Wikimedia Commons,1935-1939,1935-1938,4,5,5,SURF-CGS2026R0440,Aloalocarnaval 1936.jpg,95.75,manual_relation_review,commons_file_source,SURF-CGS2026R0440; SURF-CGS2026R0437; SURF-CGS2026R0659; SURF-CGS2026R0451; SURF-CGS2026R0447,"Aloalocarnaval 1936.jpg | Stefan Zweig, Maria Stuart 1935.jpg | O Descobrimento do Brasil - Poster.png | Poster Terere.jpg | 01 PAN - IV - nº 144.png",medium packet has plausible anchor signal but needs manual confirmation first
Peru|Modern typography and layout|Wikimedia Commons|1925-1929,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,Peru,Modern typography and layout,Wikimedia Commons,1925-1929,1925-1929,3,8,5,SURF-CRB2026V2R0428,El Peru Cover Page.jpg,95.75,manual_relation_review,commons_file_source,SURF-CRB2026V2R0428; SURF-CRB2026V2R0427; SURF-CAW2026R01626; SURF-CGS2026R1329; SURF-CCE2026R00278,"El Peru Cover Page.jpg | Theatre Magazine cover 1925-09 Hilda Ferguson.jpg | Beckmann - Tiedemann, 0301.jpg | Luis Pardo (1927) - poster.jpg | Stamp of Peru - 1927 - Colnect 429347 - Morro of Arica.jpeg",medium packet has plausible anchor signal but needs manual confirmation first
Nigeria|Modern typography and layout|Wikimedia Commons|1950-1954,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,Nigeria,Modern typography and layout,Wikimedia Commons,1950-1954,1950-1954,4,6,5,SURF-CAW2026R02431,Advertisement for Mentholatum 1954.png,81.95,sub_under_packet_candidate,commons_file_source,SURF-CAW2026R02431; SURF-CRB2026V2R0043; SURF-CAW2026R02432; SURF-CAW2026R02292; SURF-CRB2026V2R0047,Advertisement for Mentholatum 1954.png | Front Cover of Ògbójú Ọdẹ nínú Igbó Irúnmọlẹ̀ by D.O. Fágúnwà.png | An Advertisement of PHOSFERINE TONIC WINE.png | Arte Yorubá - Exu 02.jpg | Stamp of Indonesia - 1954 - Colnect 260899 - Menangkabu boy and girl performing Umbrella Dance.jpeg,medium packet has plausible anchor signal but needs manual confirmation first
Argentina|Modern typography and layout|Wikimedia Commons|1970-1974,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,Argentina,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,3,5,5,SURF-CGS2026R0242,Cuarteto Zupay - Juglares - 1970.jpg,78.95,sub_under_packet_candidate,commons_file_source,SURF-CGS2026R0242; SURF-CGS2026R0243; SURF-CGS2026R0315; SURF-CGS2026R0246; SURF-CPT2026R00005,Cuarteto Zupay - Juglares - 1970.jpg | Juan Lamaglia y Sra - 1970.jpg | Carlitos bala papanoel tvguia.jpg | Ford A0936 NLGRF photo contact sheet (1974-09-19)(Gerald Ford Library) (cropped).jpg | Stamp 1972ARG MiNi1094Y mt B002a.jpg,medium packet has plausible anchor signal but needs manual confirmation first
China / Hong Kong|Modern typography and layout|Wikimedia Commons|1970-1974,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,China / Hong Kong,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,4,4,5,SURF-CAW2026R02878,Doo Doo Doo Doo Doo (Heartbreaker).jpg,74.55,packet_member_review,commons_file_source,SURF-CAW2026R02878; SURF-CAW2026R02853; SURF-CAW2026R02854; SURF-CRG2026R2651; SURF-CCT2026R01185,Doo Doo Doo Doo Doo (Heartbreaker).jpg | Changes Billboard Advertisement (cropped).jpg | Roberta Flack - Cash Box 1972.png | Magazine - Hong Kong Entertainment Magazine 1974.jpg | Tian'anmen Square on Stamps of China Post 1971 14.jpeg,medium packet has plausible anchor signal but needs manual confirmation first
Mexico|Modern typography and layout|Wikimedia Commons|1970-1974,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,Mexico,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,4,7,5,SURF-CGS2026R1213,El bueno para nada 1973 theatrical release poster.JPG,74.15,packet_member_review,commons_file_source,SURF-CGS2026R1213; SURF-CGS2026R1212; SURF-CGS2026R1275; SURF-CGS2026R1214; SURF-CPB2026R0047,"El bueno para nada 1973 theatrical release poster.JPG | Gladys Arista in Inca Kola photography, 1970s.jpg | Gladys Arista (cropped).jpg | Black Music July 1974 cover.jpg | Stamp of Albania - 1970 - Colnect 352320 - Aztec Stadium Mexico City.jpeg",medium packet has plausible anchor signal but needs manual confirmation first
Mexico|Modern typography and layout|Wikimedia Commons|1965-1969,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,Mexico,Modern typography and layout,Wikimedia Commons,1965-1969,1965-1968,3,6,5,SURF-CGS2026R1210,A&M Records Publicity 1965.jpg,69.65,packet_member_review,commons_file_source,SURF-CGS2026R1210; SURF-CGS2026R1271; SURF-CGS2026R1256; SURF-CAW2026R02746; SURF-CAW2026R02749,A&M Records Publicity 1965.jpg | Elvis Presley - How Great Thou Art ad.jpg | Bobbie Gentry - Ode to Billie Joe (Capitol Records publicity).jpg | Stamp of Indonesia - 1968 - Colnect 259771 - Weightlifting.jpeg | Stamp of Indonesia - 1968 - Colnect 259774 - Basketball.jpeg,medium packet has plausible anchor signal but needs manual confirmation first
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1930-1934,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,Aotearoa New Zealand,Modern typography and layout,Wikimedia Commons,1930-1934,1930-1933,3,5,5,SURF-CAW2026R01667,MA I144858 TePapa Hypogastrura-omnigra full.jpg,68.95,packet_member_review,commons_file_source,SURF-CAW2026R01667; SURF-CAW2026R01668; SURF-CAW2026R01741; SURF-CCE2026R00322; SURF-CCE2026R00323,MA I144858 TePapa Hypogastrura-omnigra full.jpg | MA I291059 TePapa Nestrius-bifurcus-Kuschel full.jpg | MA I291808 TePapa Sericospilus-intermediatus full.jpg | Cook-islands-invertedcenter.jpg | Timbre NZ AvenementG6 1p 1937.jpg,medium packet has plausible anchor signal but needs manual confirmation first
Latin America|Modern typography and layout|Wikimedia Commons|1960-1964,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,Latin America,Modern typography and layout,Wikimedia Commons,1960-1964,1960-1964,5,3,5,SURF-CAW2026R02595,Advertisement - San Juan Intercontinental 01.jpg,68.25,packet_member_review,commons_file_source,SURF-CAW2026R02595; SURF-CAW2026R02649; SURF-CAW2026R02580; SURF-CCE2026R00624; SURF-CCE2026R00625,Advertisement - San Juan Intercontinental 01.jpg | John James Audubon - Black Cocks - 1964.147 - Fogg Museum.jpg | Advertisement for La Mallorquina.jpg | Advertisement - Caribe Hilton.jpg | Advertisement - Hotel Normandie.jpg,medium packet has plausible anchor signal but needs manual confirmation first
Brazil|Modern typography and layout|Wikimedia Commons|1945-1949,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,Brazil,Modern typography and layout,Wikimedia Commons,1945-1949,1946-1948,3,6,5,SURF-CCE2026R00527,"KLM advertisement for Brazil, 1947.jpg",67.75,packet_member_review,commons_file_source,SURF-CCE2026R00527; SURF-CGS2026R0469; SURF-CGS2026R0470; SURF-CCT2026R02232; SURF-CCT2026R02231,"KLM advertisement for Brazil, 1947.jpg | Poster promocional de Querida Susana (1947).jpg | Inconfidência Mineira (Cover) 1948.jpg | Stamp of Brazil - 1948 - Colnect 303259 - Dutra President.jpeg | Stamp of Brazil - 1947 - Colnect 303261 - Children s Week.jpeg",medium packet has plausible anchor signal but needs manual confirmation first
United States|Travel and transport poster culture|Georgia State CONTENTdm|1965-1969,anchor_confirmation_seed,normal-main anchor confirmation sheet,confirm anchor and decide whether this remains standalone or joins a larger packet,false,medium,sub_rich_anchor_candidate_review,United States,Travel and transport poster culture,Georgia State CONTENTdm,1965-1969,1966-1969,6,0,5,SURF-GSU1970R028,"Georgia State College Signal, 1968-10-10",67.25,packet_member_review,,SURF-GSU1970R028; SURF-GSU1970R027; SURF-GSU1970R031; SURF-GSU1970R029; SURF-GSU1970R032,"Georgia State College Signal, 1968-10-10 | The Georgia State College Signal, 1966-04-28 | Great Speckled Bird v. 2 no. 23 (August 18, 1969) | Great Speckled Bird v. 1 no. 4 (April 26, 1968) | Great Speckled Bird v. 2 no. 39 (December 8, 1969)",medium packet has plausible anchor signal but needs manual confirmation first
Argentina|Modern typography and layout|Wikimedia Commons|1900-1904,card_pressure_anchor_review,anchor confirmation plus card/support pruning list,separate candidate subs from support cards before cover/editorial work,false,large,sub_rich_anchor_candidate_review,Argentina,Modern typography and layout,Wikimedia Commons,1900-1904,1900-1904,3,14,5,SURF-CGS2026R0075,"Women in 1900 art, Almanaque Sud-Americano para 1900 book cover detail, from- BaANH49565 Almanaque Sud-Americano (1900) (page 1 crop) (cropped).jpg",99.05,manual_relation_review,commons_file_source,SURF-CGS2026R0075; SURF-CGS2026R0314; SURF-CGS2026R0058; SURF-CGS2026R0060; SURF-CGS2026R0059,"Women in 1900 art, Almanaque Sud-Americano para 1900 book cover detail, from- BaANH49565 Almanaque Sud-Americano (1900) (page 1 crop) (cropped).jpg | Cappiello Jacqueminot.jpg | Almanaque Sud-Americano para 1900 book cover detail, from- BaANH49565 Almanaque Sud-Americano (1900) (page 1 crop).jpg | Detail, Brasserie Fontaine poster Artigue (cropped).jpg | Brasserie Fontaine poster Artigue (cropped).jpg",card pressure is too high for immediate cover/editorial seeding
Brazil|Modern typography and layout|Wikimedia Commons|1940-1944,card_pressure_anchor_review,anchor confirmation plus card/support pruning list,separate candidate subs from support cards before cover/editorial work,false,large,sub_rich_anchor_candidate_review,Brazil,Modern typography and layout,Wikimedia Commons,1940-1944,1940-1944,3,16,5,SURF-CCE2026R00431,Biscoitos Aymore (Jornal do Brasil - 1940).png,99.05,manual_relation_review,commons_file_source,SURF-CCE2026R00431; SURF-CGS2026R0465; SURF-CAW2026R01938; SURF-CGS2026R0463; SURF-CCT2026R02220,"Biscoitos Aymore (Jornal do Brasil - 1940).png | Stefan Zweig, Die Welt von gestern 1942.jpg | LATI - Rio.jpg | Die Kunst im Deutschen Reich - May 1942 cover.jpg | Stamp of Brazil - 1943 - Colnect 303281 - Centurry Postal Stamp.jpeg",card pressure is too high for immediate cover/editorial seeding
Latin America|Modern typography and layout|Wikimedia Commons|1890-1894,card_pressure_anchor_review,anchor confirmation plus card/support pruning list,separate candidate subs from support cards before cover/editorial work,false,large,sub_rich_anchor_candidate_review,Latin America,Modern typography and layout,Wikimedia Commons,1890-1894,1890-1894,5,25,5,SURF-CAW2026R00594,Bierstadt Albert Island of New Providence.jpg,95.75,manual_relation_review,commons_file_source,SURF-CAW2026R00594; SURF-CCT2026R02419; SURF-CAW2026R00649; SURF-CAW2026R00641; SURF-CAW2026R00676,Bierstadt Albert Island of New Providence.jpg | Cumanda (second edition cover).jpg | Cándido Lopez - Soldados paraguayos heridos prisioneros de la batalla de Yatay - Google Art Project.jpg | Advertentie in het dagblad Suriname - koloniaal nieuws- en advertentieblad van 10 februari 1891.png | Ilustracion Puertorriqueña - Advertisement (1894).jpg,card pressure is too high for immediate cover/editorial seeding
Brazil|Modern typography and layout|Wikimedia Commons|1925-1929,card_pressure_anchor_review,anchor confirmation plus card/support pruning list,separate candidate subs from support cards before cover/editorial work,false,large,sub_rich_anchor_candidate_review,Brazil,Modern typography and layout,Wikimedia Commons,1925-1929,1925-1929,6,39,5,SURF-CGS2026R0415,AcabaramSeOsOtariosAd1.jpg,84.45,sub_under_packet_candidate,commons_file_source,SURF-CGS2026R0415; SURF-CGS2026R0413; SURF-CGS2026R0416; SURF-CAW2026R01562; SURF-CAW2026R01561,"AcabaramSeOsOtariosAd1.jpg | Mickey Mouse Color Stock Poster (Celebrity Productions era, 1928).jpg | Olympio Guilherme 1932 Fome.png | Through the Brazilian Wilderness (1925) Cover.jpg | Through the Brazilian Wilderness (1925) - cover.png",card pressure is too high for immediate cover/editorial seeding
