cluster_key,anchor_review_lane,recommended_next_step,manual_review_priority,can_seed_anchor_review,candidate_count_written,packet_scale,packet_relation_lane,packet_confidence,region,theme,source_family,five_year_bucket,actual_year_span,cluster_size,role_rows,anchor_candidate_count,sub_candidate_count,card_candidate_count,appendix_candidate_count,top_candidate_surface_id,top_candidate_title,top_anchor_review_score,top_candidate_role,top_candidate_risk_flags,blocking_reason
Peru|Modern typography and layout|Wikimedia Commons|1925-1929,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Peru,Modern typography and layout,Wikimedia Commons,1925-1929,1925-1929,12,12,0,3,8,0,SURF-CRB2026V2R0428,El Peru Cover Page.jpg,95.75,manual_relation_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Argentina|Modern typography and layout|Wikimedia Commons|1945-1949,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,large,packet_parentage_review,medium,Argentina,Modern typography and layout,Wikimedia Commons,1945-1949,1945-1948,11,11,0,11,0,0,SURF-CGS2026R0185,Las seis suegras de Barba Azul 1945.jpg,71.25,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Mexico|Modern typography and layout|Wikimedia Commons|1970-1974,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Mexico,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,11,11,0,4,7,0,SURF-CGS2026R1213,El bueno para nada 1973 theatrical release poster.JPG,74.15,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Mexico|Modern typography and layout|Wikimedia Commons|1980-1984,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,large,packet_parentage_review,medium,Mexico,Modern typography and layout,Wikimedia Commons,1980-1984,1983-1984,11,11,0,11,0,0,SURF-CCR2026R0015,"Catherine Oxenberg ""Dynasty"" (1984 ABC press photo).jpg",69.65,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Brazil|Modern typography and layout|Wikimedia Commons|1935-1939,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Brazil,Modern typography and layout,Wikimedia Commons,1935-1939,1935-1938,10,10,0,4,5,0,SURF-CGS2026R0440,Aloalocarnaval 1936.jpg,95.75,manual_relation_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
India|Modern typography and layout|Wikimedia Commons|1960-1964,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,India,Modern typography and layout,Wikimedia Commons,1960-1964,1960-1962,10,10,0,9,1,0,SURF-CAW2026R02612,Pelli tambulam poster.jpg,71.65,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Nigeria|Modern typography and layout|Wikimedia Commons|1950-1954,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Nigeria,Modern typography and layout,Wikimedia Commons,1950-1954,1950-1954,10,10,0,4,6,0,SURF-CAW2026R02431,Advertisement for Mentholatum 1954.png,81.95,sub_under_packet_candidate,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Brazil|Modern typography and layout|Wikimedia Commons|1945-1949,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Brazil,Modern typography and layout,Wikimedia Commons,1945-1949,1946-1948,9,9,0,3,6,0,SURF-CCE2026R00527,"KLM advertisement for Brazil, 1947.jpg",67.75,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Mexico|Modern typography and layout|Wikimedia Commons|1965-1969,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Mexico,Modern typography and layout,Wikimedia Commons,1965-1969,1965-1968,9,9,0,3,6,0,SURF-CGS2026R1210,A&M Records Publicity 1965.jpg,69.65,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1930-1934,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Aotearoa New Zealand,Modern typography and layout,Wikimedia Commons,1930-1934,1930-1933,8,8,0,3,5,0,SURF-CAW2026R01667,MA I144858 TePapa Hypogastrura-omnigra full.jpg,68.95,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1950-1954,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Aotearoa New Zealand,Modern typography and layout,Wikimedia Commons,1950-1954,1950-1952,8,8,0,8,0,0,SURF-CAW2026R02312,Model truck (AM 2007.17.15-3).jpg,71.55,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1925-1929,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Aotearoa New Zealand,Travel and transport poster culture,Wikimedia Commons,1925-1929,1925-1929,8,8,0,8,0,0,SURF-CCT2026R03356,New Zealand Railways - Brochure of Freight by Rail - Freights 1928 (10469465326).jpg,71.65,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Argentina|Modern typography and layout|Wikimedia Commons|1970-1974,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Argentina,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,8,8,0,3,5,0,SURF-CGS2026R0242,Cuarteto Zupay - Juglares - 1970.jpg,78.95,sub_under_packet_candidate,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
China / Hong Kong|Modern typography and layout|Wikimedia Commons|1970-1974,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,China / Hong Kong,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,8,8,0,4,4,0,SURF-CAW2026R02878,Doo Doo Doo Doo Doo (Heartbreaker).jpg,74.55,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Latin America|Modern typography and layout|Wikimedia Commons|1960-1964,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Latin America,Modern typography and layout,Wikimedia Commons,1960-1964,1960-1964,8,8,0,5,3,0,SURF-CAW2026R02595,Advertisement - San Juan Intercontinental 01.jpg,68.25,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Singapore|Modern typography and layout|Wikimedia Commons|2020-2024,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Singapore,Modern typography and layout,Wikimedia Commons,2020-2024,2023-2023,8,8,0,8,0,0,SURF-CAW2026R04817,WikiSG 20230817 Poster Category 2C8A6563 Edited.jpg,69.65,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Aotearoa New Zealand|Travel and transport poster culture|Wikimedia Commons|1935-1939,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Aotearoa New Zealand,Travel and transport poster culture,Wikimedia Commons,1935-1939,1935-1939,7,7,0,7,0,0,SURF-CCT2026R03379,"New Zealand Railway poster - 'Get in the Queue', Queenstown c.1935 (10468985865) (cropped).jpg",70.5,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
Global / transnational|Modern typography and layout|Another Graphic|2025-2029,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Global / transnational,Modern typography and layout,Another Graphic,2025-2029,2026-2026,7,7,0,7,0,0,SURF-ERS1970R003,Flóki Sigurjónsson - Another Graphic,68.9,packet_member_review,,sub-rich parentage cluster has a plausible top anchor candidate
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2020-2024,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Malaysia,Midcentury modern graphic communication,Malaysia Design Archive,2020-2024,2022-2022,7,7,0,7,0,0,SURF-IAC1990R006,In Solidarity With UK Students,62.9,packet_member_review,,sub-rich parentage cluster has a plausible top anchor candidate
North Macedonia|Modern typography and layout|Wikimedia Commons|1920-1924,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,North Macedonia,Modern typography and layout,Wikimedia Commons,1920-1924,1920-1922,7,7,0,7,0,0,SURF-CAW2026R01502,Vasil Dimitroff Add.jpg,69.7,packet_member_review,commons_file_source,sub-rich parentage cluster has a plausible top anchor candidate
United States|Travel and transport poster culture|Georgia State CONTENTdm|1965-1969,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,United States,Travel and transport poster culture,Georgia State CONTENTdm,1965-1969,1966-1969,6,6,0,6,0,0,SURF-GSU1970R028,"Georgia State College Signal, 1968-10-10",67.25,packet_member_review,,sub-rich parentage cluster has a plausible top anchor candidate
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1980-1984,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Australia / Indigenous,Postwar exhibition and cultural posters,NAIDOC Poster Gallery,1980-1984,1980-1984,5,5,0,5,0,0,SURF-GAPIT2026R026,NAIDOC 1981 Poster,62.1,packet_member_review,,sub-rich parentage cluster has a plausible top anchor candidate
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000-2004,sub_rich_anchor_candidate_review,manually_test_top_candidate_as_normal_main_anchor,high,true,5,medium,packet_parentage_review,medium,Australia / Indigenous,Postwar exhibition and cultural posters,NAIDOC Poster Gallery,2000-2004,2000-2004,5,5,0,5,0,0,SURF-LPC2026R027,NAIDOC 2003 Poster,60.7,packet_member_review,,sub-rich parentage cluster has a plausible top anchor candidate
Turkey|World War and public-information graphics|Wikimedia Commons|1985-1989,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Turkey,World War and public-information graphics,Wikimedia Commons,1985-1989,1988-1988,53,53,0,0,53,0,SURF-CAW2026R03150,"Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Flat Fork, Warren County, Ohio, USA) 10.jpg",19.95,card_context_candidate,non_design_drift:bivalve; non_design_drift:fossil; non_design_drift:limestone; non_design_drift:ordovician; non_design_drift:specimen; commons_file_source,card-heavy cluster has no stable normal-main anchor
Bolivia|Modern typography and layout|Wikimedia Commons|1930-1934,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Bolivia,Modern typography and layout,Wikimedia Commons,1930-1934,1930-1931,37,37,0,1,35,0,SURF-CAW2026R01654,Jarosite-202065.jpg,95.75,manual_relation_review,commons_file_source,card-heavy cluster has no stable normal-main anchor
Brazil|Modern typography and layout|Wikimedia Commons|1980-1984,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Brazil,Modern typography and layout,Wikimedia Commons,1980-1984,1980-1983,34,34,0,1,33,0,SURF-CCT2026R02282,Cartaz Lula governador em 1982.jpg,64.95,sub_under_packet_candidate,commons_file_source,card-heavy cluster has no stable normal-main anchor
Algeria|Modern typography and layout|Wikimedia Commons|1945-1949,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Algeria,Modern typography and layout,Wikimedia Commons,1945-1949,1945-1949,31,31,0,0,31,0,SURF-CCT2026R00212,Stamp of Algeria - 1947 - Colnect 211708 - Poste Aerienne Airmail.jpeg,4.25,card_context_candidate,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,card-heavy cluster has no stable normal-main anchor
Iraq|Modern typography and layout|Wikimedia Commons|1955-1959,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Iraq,Modern typography and layout,Wikimedia Commons,1955-1959,1956-1959,31,31,0,0,31,0,SURF-CCT2026R02974,Stamp Iraq 1959 10fils.jpg,3.35,card_context_candidate,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,card-heavy cluster has no stable normal-main anchor
Peru|Modern typography and layout|Wikimedia Commons|1970-1974,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,packet_parentage_review,medium,Peru,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1972,31,31,0,2,29,0,SURF-CGS2026R1357,Inca Kola 1971 Advertisement Gladys Arista.png,81.55,sub_under_packet_candidate,commons_file_source,card-heavy cluster has no stable normal-main anchor
Bolivia|Modern typography and layout|Wikimedia Commons|1940-1944,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Bolivia,Modern typography and layout,Wikimedia Commons,1940-1944,1940-1944,29,29,0,1,28,0,SURF-CAW2026R02138,Historia de la Literatura Boliviana - Enrique Finot Oliva.png,62.15,sub_under_packet_candidate,commons_file_source,card-heavy cluster has no stable normal-main anchor
Italy|Modern typography and layout|Wikimedia Commons|1930-1934,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Italy,Modern typography and layout,Wikimedia Commons,1930-1934,1930-1934,28,28,0,0,28,0,SURF-CRG2026R0546,ITA 1930 MiNr0327 pm B002.jpg,10.55,card_context_candidate,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,card-heavy cluster has no stable normal-main anchor
Iraq|Modern typography and layout|Wikimedia Commons|1915-1919,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Iraq,Modern typography and layout,Wikimedia Commons,1915-1919,1917-1919,27,27,0,0,27,0,SURF-CCT2026R02892,Stamp Mesopotamia 1918 2r.jpg,4.25,card_context_candidate,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,card-heavy cluster has no stable normal-main anchor
Kazakhstan|Modern typography and layout|Wikimedia Commons|2000-2004,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Kazakhstan,Modern typography and layout,Wikimedia Commons,2000-2004,2000-2004,27,27,0,0,27,0,SURF-CCT2026R01054,Stamp of Kazakhstan 397-398.jpg,4.85,card_context_candidate,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,card-heavy cluster has no stable normal-main anchor
Lithuania|Modern typography and layout|Wikimedia Commons|1920-1924,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Lithuania,Modern typography and layout,Wikimedia Commons,1920-1924,1920-1924,25,25,0,0,25,0,SURF-CAW2026R01413,Central Lithuania 1920 MiNr 003B B002.png,-0.95,card_context_candidate,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,card-heavy cluster has no stable normal-main anchor
Mexico|Modern typography and layout|Wikimedia Commons|1885-1889,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Mexico,Modern typography and layout,Wikimedia Commons,1885-1889,1885-1888,24,24,0,1,23,0,SURF-CGS2026R1139,Cinco Escenas Infantiles C. Bouret book 1886 cover.png,58.75,sub_under_packet_candidate,commons_file_source,card-heavy cluster has no stable normal-main anchor
Peru|Modern typography and layout|Wikimedia Commons|1965-1969,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Peru,Modern typography and layout,Wikimedia Commons,1965-1969,1965-1969,24,24,0,0,24,0,SURF-CCE2026R00671,Stamp of Peru - 1968 - Colnect 386638 - Pro Journalists.jpeg,10.55,card_context_candidate,stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,card-heavy cluster has no stable normal-main anchor
Peru|Modern typography and layout|Wikimedia Commons|1905-1909,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Peru,Modern typography and layout,Wikimedia Commons,1905-1909,1905-1909,23,23,0,1,20,0,SURF-CRB2026V2R0425,"Ludwig Hohlwein, Direct China Cotton Importers 1909, poster, 81,7 by 58.7 cm.jpg",95.75,manual_relation_review,commons_file_source,card-heavy cluster has no stable normal-main anchor
Philippines|Modern typography and layout|Wikimedia Commons|1990-1994,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Philippines,Modern typography and layout,Wikimedia Commons,1990-1994,1991-1994,22,22,0,1,21,0,SURF-CRB2026V3R00487,Union Obrera Democratica.jpg,71.55,packet_member_review,commons_file_source,card-heavy cluster has no stable normal-main anchor
Brazil|Modern typography and layout|Wikimedia Commons|1970-1974,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Brazil,Modern typography and layout,Wikimedia Commons,1970-1974,1970-1974,21,21,0,1,20,0,SURF-CCE2026R00817,Phono 73.png,61.75,packet_member_review,commons_file_source,card-heavy cluster has no stable normal-main anchor
Brazil|Modern typography and layout|Wikimedia Commons|1975-1979,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,packet_parentage_review,medium,Brazil,Modern typography and layout,Wikimedia Commons,1975-1979,1975-1979,21,21,0,2,19,0,SURF-CGS2026R0483,Ilsa she wolf of ss poster 02.jpg,84.75,sub_under_packet_candidate,commons_file_source,card-heavy cluster has no stable normal-main anchor
Argentina|Modern typography and layout|Wikimedia Commons|1910-1914,card_heavy_support_pool,keep_as_card_or_appendix_support_until_stronger_anchor_exists,medium,false,5,large,card_context_cluster,medium,Argentina,Modern typography and layout,Wikimedia Commons,1910-1914,1912-1914,20,20,0,1,19,0,SURF-CGS2026R0111,Portada de Los invertidos.png,62.95,packet_member_review,commons_file_source,card-heavy cluster has no stable normal-main anchor
