source_family,family_class,signal_name,signal_scope,required_evidence,blocked_actions,risk_level,audit_priority,why_this_family
Internet Archive,library_archive_or_aggregator,scan_or_publication_host_signal,audit_signal_only,"publication title, archive item id, page/volume relation, source-side metadata, and object-level design relevance",Do not let hosting source alone define a packet; avoid global/transnational packeting without region resolution. No rights/image-state/source-authority upgrade is permitted.,high,P0,50 role rows; primary blocker=missing_member_or_sub; status=tiny_seed_after_manual_resolution
Asian Film Archive,design_or_cultural_institution,editorial_project_or_event_signal,audit_signal_only,"project/studio/exhibition/event context, curatorial text, creator relation, date span, and repeated title/project markers","Do not make event photos, interviews, profiles, or thin posts into packet members without design-object evidence. No rights/image-state/source-authority upgrade is permitted.",high,P1,7 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Design Reviewed,design_or_cultural_institution,editorial_project_or_event_signal,audit_signal_only,"project/studio/exhibition/event context, curatorial text, creator relation, date span, and repeated title/project markers","Do not make event photos, interviews, profiles, or thin posts into packet members without design-object evidence. No rights/image-state/source-authority upgrade is permitted.",high,P1,6 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Princeton Figgy,library_archive_or_aggregator,library_archive_series_signal,audit_signal_only,"collection/series id, bibliographic hierarchy, source-side relation text, date/place, and object type",Do not infer packet parentage from library platform alone. No rights/image-state/source-authority upgrade is permitted.,high,P1,6 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Art Institute of Chicago API,museum_or_collection_api,collection_api_object_signal,audit_signal_only,"institution object id, collection/department, object type, date/place, maker, and source description",Do not convert museum/API siblings into sub sheets unless an anchor work or project relation is explicit. No rights/image-state/source-authority upgrade is permitted.,high,P1,5 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Cleveland Museum Open Access API,museum_or_collection_api,collection_api_object_signal,audit_signal_only,"institution object id, collection/department, object type, date/place, maker, and source description",Do not convert museum/API siblings into sub sheets unless an anchor work or project relation is explicit. No rights/image-state/source-authority upgrade is permitted.,high,P1,5 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Los Angeles Public Library Tessa / CONTENTdm,library_archive_or_aggregator,collection_record_series_signal,audit_signal_only,"CONTENTdm collection name, object type, place/date metadata, and repeated source collection identifiers",Do not collapse same-platform records into packets unless collection/series membership is explicit. No rights/image-state/source-authority upgrade is permitted.,high,P1,5 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Indian Memory Project,design_or_cultural_institution,editorial_project_or_event_signal,audit_signal_only,"project/studio/exhibition/event context, curatorial text, creator relation, date span, and repeated title/project markers","Do not make event photos, interviews, profiles, or thin posts into packet members without design-object evidence. No rights/image-state/source-authority upgrade is permitted.",high,P2,4 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Barjeel Art Foundation,design_or_cultural_institution,manual_source_family_signal,audit_signal_only,"source-specific record structure, explicit relation text, date/place, and object type",No automatic role upgrade until this family has a reviewed relation rule. No rights/image-state/source-authority upgrade is permitted.,medium,P2,3 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Desain Grafis Indonesia,design_or_cultural_institution,editorial_project_or_event_signal,audit_signal_only,"project/studio/exhibition/event context, curatorial text, creator relation, date span, and repeated title/project markers","Do not make event photos, interviews, profiles, or thin posts into packet members without design-object evidence. No rights/image-state/source-authority upgrade is permitted.",high,P2,3 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
V&A Collections API,other_non_commons,collection_api_object_signal,audit_signal_only,"institution object id, collection/department, object type, date/place, maker, and source description",Do not convert museum/API siblings into sub sheets unless an anchor work or project relation is explicit. No rights/image-state/source-authority upgrade is permitted.,high,P2,2 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Auckland Libraries Heritage Collections / CONTENTdm,design_or_cultural_institution,collection_record_series_signal,audit_signal_only,"CONTENTdm collection name, object type, place/date metadata, and repeated source collection identifiers",Do not collapse same-platform records into packets unless collection/series membership is explicit. No rights/image-state/source-authority upgrade is permitted.,high,P2,1 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Chinese Posters,design_or_cultural_institution,manual_source_family_signal,audit_signal_only,"source-specific record structure, explicit relation text, date/place, and object type",No automatic role upgrade until this family has a reviewed relation rule. No rights/image-state/source-authority upgrade is permitted.,medium,P2,1 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
SMU Libraries Digital Collections / CONTENTdm,library_archive_or_aggregator,collection_record_series_signal,audit_signal_only,"CONTENTdm collection name, object type, place/date metadata, and repeated source collection identifiers",Do not collapse same-platform records into packets unless collection/series membership is explicit. No rights/image-state/source-authority upgrade is permitted.,high,P2,1 role rows; primary blocker=lane_not_strong; status=improve_design_object_and_cluster_confidence
Letterform Archive,design_or_cultural_institution,editorial_project_or_event_signal,audit_signal_only,"project/studio/exhibition/event context, curatorial text, creator relation, date span, and repeated title/project markers","Do not make event photos, interviews, profiles, or thin posts into packet members without design-object evidence. No rights/image-state/source-authority upgrade is permitted.",high,P1,7 role rows; primary blocker=lane_not_strong; status=manual_source_family_review
African Digital Heritage,design_or_cultural_institution,manual_source_family_signal,audit_signal_only,"source-specific record structure, explicit relation text, date/place, and object type",No automatic role upgrade until this family has a reviewed relation rule. No rights/image-state/source-authority upgrade is permitted.,medium,P2,3 role rows; primary blocker=lane_not_strong; status=manual_source_family_review
GALA Queer Archive,design_or_cultural_institution,editorial_project_or_event_signal,audit_signal_only,"project/studio/exhibition/event context, curatorial text, creator relation, date span, and repeated title/project markers","Do not make event photos, interviews, profiles, or thin posts into packet members without design-object evidence. No rights/image-state/source-authority upgrade is permitted.",high,P2,1 role rows; primary blocker=lane_not_strong; status=manual_source_family_review
