source_file,capture_id,surface_id,surface_disposition_override,review_class,decision_type,confidence,override_basis,source_name,title,override_source,packet_id
capture_batch_001_records.csv,ECAP045,SURF-ECAP045,support_packet_appendix_text,text_only_item_or_collection,apply_subsheet_demotion,medium,text_only_item_or_collection,Library of Congress loc.gov API,"Poster. Men working together. A defense production poster for display in industrial plants throughout the nation. The poster, which measures 30 x 40 inches was designed and distributed by the Division of Information of the Office of War Information (OWI). The",surface_role_override_v1,
capture_batch_001_records.csv,ECAP050,SURF-ECAP050,support_packet_appendix_text,text_only_item_or_collection,apply_subsheet_demotion,medium,text_only_item_or_collection,Library of Congress loc.gov API,[Lewis Newton collection of African American posters],surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00088,SURF-CAW2026R00088,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: postage,Wikimedia Commons file source / Bosnia and Herzegovina postage stamp collection (1830-1910).jpg / page 42867544,Bosnia and Herzegovina postage stamp collection (1830-1910).jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00093,SURF-CAW2026R00093,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Nouvelles des missions du Paraguay -Twy16 - IMG 2752.jpg / page 181056569,Nouvelles des missions du Paraguay -Twy16 - IMG 2752.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00104,SURF-CAW2026R00104,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: postage,"Wikimedia Commons file source / 'King George' (KIng George Tupou I of Tonga, c. 1797 - 1893) RMG PZ8795.tiff / page 62627461","'King George' (KIng George Tupou I of Tonga, c. 1797 - 1893) RMG PZ8795.tiff",surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00137,SURF-CAW2026R00137,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / La Toilette d'Esther.jpg / page 53578790,La Toilette d'Esther.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00139,SURF-CAW2026R00139,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / C188b175 11.jpg / page 175570524,C188b175 11.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00153,SURF-CAW2026R00153,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / C188a816 06.jpg / page 175665055,C188a816 06.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00167,SURF-CAW2026R00167,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / Kolomyja 1871 Kolomyia.jpg / page 22549640,Kolomyja 1871 Kolomyia.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00186,SURF-CAW2026R00186,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,"Wikimedia Commons file source / 'Saint Isidore the Laborer' by unknown Peruvian painter, c. 1850, Lowe Art Museum.JPG / page 37661048","'Saint Isidore the Laborer' by unknown Peruvian painter, c. 1850, Lowe Art Museum.JPG",surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00200,SURF-CAW2026R00200,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Postage,Wikimedia Commons file source / Britishguiana1852-1cent.jpg / page 2819668,Britishguiana1852-1cent.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00213,SURF-CAW2026R00213,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,"Wikimedia Commons file source / Frederic Edwin Church - Tequendama Falls, Near Bogota, New Granada.jpg / page 6447810","Frederic Edwin Church - Tequendama Falls, Near Bogota, New Granada.jpg",surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00215,SURF-CAW2026R00215,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / C188a815 01.jpg / page 175426882,C188a815 01.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00225,SURF-CAW2026R00225,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / C188a713 07.jpg / page 159690681,C188a713 07.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00226,SURF-CAW2026R00226,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / Sissek 1859 Sisak.jpg / page 22464581,Sissek 1859 Sisak.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00227,SURF-CAW2026R00227,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / 1859 Frek 2kr Transylvania.jpg / page 25102167,1859 Frek 2kr Transylvania.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00229,SURF-CAW2026R00229,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Centinela a caballo - Ulpiano Checa.JPG / page 7891902,Centinela a caballo - Ulpiano Checa.JPG,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00245,SURF-CAW2026R00245,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,"Wikimedia Commons file source / ARKIVET Peace and Human Rights Centre Kristiansand Norway. Museum WWII Exhibition. Gestapo office during Nazi Germany occupation. Kontoret. Door, desk made 1935, National swastika flag,...","ARKIVET Peace and Human Rights Centre Kristiansand Norway. Museum WWII Exhibition. Gestapo office during Nazi Germany occupation. Kontoret. Door, desk made 1935, National swastika flag, etc (2023) IMG 3538.jpg",surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00246,SURF-CAW2026R00246,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / ARKIVET Peace and Human Rights Centre Kristiansand Norway. Museum WWII Exhibition. Gestapo office. 3-rotor Enigma cipher machine 1936. During occupation by Nazi Germany. Desk 1935 Hitler...,ARKIVET Peace and Human Rights Centre Kristiansand Norway. Museum WWII Exhibition. Gestapo office. 3-rotor Enigma cipher machine 1936. During occupation by Nazi Germany. Desk 1935 Hitler poster by Knirr National swastika flag (2023) B.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00249,SURF-CAW2026R00249,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1863 LV 2soldi JBRAILA MiLV14.jpg / page 31583895,1863 LV 2soldi JBRAILA MiLV14.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00251,SURF-CAW2026R00251,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1863 LV 15soldi Alexandrien MiLV18.jpg / page 31583896,1863 LV 15soldi Alexandrien MiLV18.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00252,SURF-CAW2026R00252,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / C188b177 10.jpg / page 175845101,C188b177 10.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00253,SURF-CAW2026R00253,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Senate House University of Madras Chennai India.jpg / page 138292658,Senate House University of Madras Chennai India.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00256,SURF-CAW2026R00256,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1864 LV 15soldi BucarestRec LV27.jpg / page 31583897,1864 LV 15soldi BucarestRec LV27.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00259,SURF-CAW2026R00259,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1864 KK 15soldi Jaffa MiV23.jpg / page 31620605,1864 KK 15soldi Jaffa MiV23.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00261,SURF-CAW2026R00261,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1864 LV 10soldi Lloyd A Costantinopoli MiV22.jpg / page 31508886,1864 LV 10soldi Lloyd A Costantinopoli MiV22.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00305,SURF-CAW2026R00305,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / 1867 Newspaper Ferchenbauer type IIa Tolmein.jpg / page 27230689,1867 Newspaper Ferchenbauer type IIa Tolmein.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00312,SURF-CAW2026R00312,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / 1869 Marees Philippus und Kaemmerer anagoria.JPG / page 18727914,1869 Marees Philippus und Kaemmerer anagoria.JPG,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00320,SURF-CAW2026R00320,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,"Wikimedia Commons file source / 'California Pepper Tree' by Edward Edmondson, Jr., Dayton Art Institute.JPG / page 21666167","'California Pepper Tree' by Edward Edmondson, Jr., Dayton Art Institute.JPG",surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00322,SURF-CAW2026R00322,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Pacific States Telephone Bldg-4.jpg / page 28516108,Pacific States Telephone Bldg-4.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00328,SURF-CAW2026R00328,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1872 2piastre Egypte Cairo T III Yv18 SG32.jpg / page 63067263,1872 2piastre Egypte Cairo T III Yv18 SG32.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00334,SURF-CAW2026R00334,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / 1874ca Trifail 5kr Trbovlje.jpg / page 29862634,1874ca Trifail 5kr Trbovlje.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00335,SURF-CAW2026R00335,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / 1883 Schönstein 10kr Sostanj.jpg / page 29862635,1883 Schönstein 10kr Sostanj.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00338,SURF-CAW2026R00338,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / Nowoselitza 1874 Bucovina (Ukraine).jpg / page 22609901,Nowoselitza 1874 Bucovina (Ukraine).jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00361,SURF-CAW2026R00361,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1879 B-H 10kr litho Mi5I.jpg / page 30801052,1879 B-H 10kr litho Mi5I.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00362,SURF-CAW2026R00362,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1879 B-H 3kr litho Mi3I.jpg / page 30801051,1879 B-H 3kr litho Mi3I.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00363,SURF-CAW2026R00363,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1884 B-H 10kr Sarajevo Mi5I.jpg / page 30914816,1884 B-H 10kr Sarajevo Mi5I.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00364,SURF-CAW2026R00364,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / Bosnia 1879 1kr Steindruck.jpg / page 24801430,Bosnia 1879 1kr Steindruck.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00365,SURF-CAW2026R00365,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / Bosnia 1879 25kr Steindruck.jpg / page 24801429,Bosnia 1879 25kr Steindruck.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00391,SURF-CAW2026R00391,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1885 Paraguay 2Centavos Mi16y.jpg / page 33214819,1885 Paraguay 2Centavos Mi16y.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00429,SURF-CAW2026R00429,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / 1882 Bosnie 25kr Banjaluka.jpg / page 26931264,1882 Bosnie 25kr Banjaluka.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00454,SURF-CAW2026R00454,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / Thai stamp 1st sio.jpg / page 213515,Thai stamp 1st sio.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00495,SURF-CAW2026R00495,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Sud Afrikanischer Volks-kalender 1887 cover.jpg / page 137948460,Sud Afrikanischer Volks-kalender 1887 cover.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00498,SURF-CAW2026R00498,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1887 Guatemala 2C Yv45.jpg / page 31900873,1887 Guatemala 2C Yv45.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00513,SURF-CAW2026R00513,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,"Wikimedia Commons file source / 'Saltimbanques' by Emile Bernard, 1887.JPG / page 65560868","'Saltimbanques' by Emile Bernard, 1887.JPG",surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00565,SURF-CAW2026R00565,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Endymion.jpeg / page 26893447,Endymion.jpeg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00590,SURF-CAW2026R00590,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / PM 110502 Liebig Chromos.jpg / page 69124801,PM 110502 Liebig Chromos.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00593,SURF-CAW2026R00593,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: postage,Wikimedia Commons file source / Tschernembl 1897 Cernomiel.jpg / page 22312422,Tschernembl 1897 Cernomiel.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00632,SURF-CAW2026R00632,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Affichette en français pour le souvenir du massacre de Wounded knee.jpg / page 111723836,Affichette en français pour le souvenir du massacre de Wounded knee.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00650,SURF-CAW2026R00650,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1892 Uruguay CINCO 7c Mi84.jpg / page 32451258,1892 Uruguay CINCO 7c Mi84.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00671,SURF-CAW2026R00671,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Korea Review 1920 cover.png / page 131489907,Korea Review 1920 cover.png,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00672,SURF-CAW2026R00672,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1894 B-H 1kr typo M1II.jpg / page 30801053,1894 B-H 1kr typo M1II.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00673,SURF-CAW2026R00673,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1896 B-H 1kr Konjica Mi1IIL.jpg / page 31016048,1896 B-H 1kr Konjica Mi1IIL.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00674,SURF-CAW2026R00674,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Wikimedia Commons file source / 1896 Bosnie 20kr-Bos.Gradiska.jpg / page 26704001,1896 Bosnie 20kr-Bos.Gradiska.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00736,SURF-CAW2026R00736,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / Bosnia 1897 20kr Buchdruck.jpg / page 24801428,Bosnia 1897 20kr Buchdruck.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00740,SURF-CAW2026R00740,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Poetas jóvenes de América (1930) Guillén Paredes.png / page 112661671,Poetas jóvenes de América (1930) Guillén Paredes.png,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00743,SURF-CAW2026R00743,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,"Wikimedia Commons file source / Alfons mucha, bleu deschamps, 1897 (richard fuxa fundation) 01.jpg / page 51187838","Alfons mucha, bleu deschamps, 1897 (richard fuxa fundation) 01.jpg",surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00750,SURF-CAW2026R00750,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / Bosnia 1898 2kr Buchdruck.jpg / page 24801431,Bosnia 1898 2kr Buchdruck.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00774,SURF-CAW2026R00774,card,weak_context_or_profile_image,apply_card_demotion,high,weak_context_or_profile_image: Own work,Wikimedia Commons file source / Tehran Bank poster.jpg / page 26188841,Tehran Bank poster.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00807,SURF-CAW2026R00807,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1900 B-H 10h Mi15.jpg / page 30812937,1900 B-H 10h Mi15.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00808,SURF-CAW2026R00808,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1900 B-H 1K Mi21.jpg / page 31014768,1900 B-H 1K Mi21.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00809,SURF-CAW2026R00809,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1900 B-H 1h Mi10.jpg / page 30812934,1900 B-H 1h Mi10.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00810,SURF-CAW2026R00810,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1900 B-H 25h Mi17.jpg / page 31014769,1900 B-H 25h Mi17.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00811,SURF-CAW2026R00811,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1900 B-H 2h Mi11C.jpg / page 30812935,1900 B-H 2h Mi11C.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00812,SURF-CAW2026R00812,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1900 B-H 2kr Mi22.jpg / page 30816191,1900 B-H 2kr Mi22.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00813,SURF-CAW2026R00813,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1900 B-H 30h Zvornik Mi18.jpg / page 31014767,1900 B-H 30h Zvornik Mi18.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00814,SURF-CAW2026R00814,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1900 B-H 50h Mi20.jpg / page 30816190,1900 B-H 50h Mi20.jpg,surface_role_override_v1,
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00815,SURF-CAW2026R00815,support_packet_appendix_text,philatelic_or_stamp_like,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Wikimedia Commons file source / 1900 B-H 6h Mi14.jpg / page 30812936,1900 B-H 6h Mi14.jpg,surface_role_override_v1,
