capture_id,capture_file,source_title,object_year,exclusion_scope,reason,retain_as,source_record_url
CAW2026R03758,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Azerbaijan - 2011 - Colnect 387717 - Music - Dance Musical instruments .jpeg,2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Azerbaijan_-_2011_-_Colnect_387717_-_Music_-_Dance_Musical_instruments_.jpeg
CAW2026R03759,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Azerbaijan - 2011 - Colnect 387752 - The Treasury of the Customs Museum.jpeg,2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Azerbaijan_-_2011_-_Colnect_387752_-_The_Treasury_of_the_Customs_Museum.jpeg
CAW2026R03760,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,"Stamps of Azerbaijan, 2011-973.jpg",2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Azerbaijan,_2011-973.jpg"
CAW2026R03762,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,"Stamps of Latvia, 2011-11.jpg",2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Latvia,_2011-11.jpg"
CAW2026R03776,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,AACS 2024 holds Senior Enlisted Forum (8264163).jpg,2011,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:AACS_2024_holds_Senior_Enlisted_Forum_(8264163).jpg
CAW2026R03792,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,"Stamps of Kyrgyzstan, 2012-04.jpg",2012,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Kyrgyzstan,_2012-04.jpg"
CAW2026R03794,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Uzbek people from Afghanistan.jpg,2012,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Uzbek_people_from_Afghanistan.jpg
CAW2026R03796,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Azerbaijan - 2012 - Colnect 387785 - Europa 2012 - Visit to Azerbaijan.jpeg,2012,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Azerbaijan_-_2012_-_Colnect_387785_-_Europa_2012_-_Visit_to_Azerbaijan.jpeg
CAW2026R03797,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,"Stamps of Azerbaijan, 2012-1042-suvenir.jpg",2012,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Azerbaijan,_2012-1042-suvenir.jpg"
CAW2026R03799,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,"Stamps of Latvia, 2012-07.jpg",2012,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Latvia,_2012-07.jpg"
CAW2026R03812,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,"Stamps of Azerbaijan, 2012-1067-1068.jpg",2012,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Azerbaijan,_2012-1067-1068.jpg"
CAW2026R03825,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Mauritius stamp type PO1 Registration label.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Mauritius_stamp_type_PO1_Registration_label.jpg
CAW2026R03828,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,South Africa stamp type D6B.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:South_Africa_stamp_type_D6B.jpg
CAW2026R03829,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,South Africa stamp type PO2point1F.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:South_Africa_stamp_type_PO2point1F.jpg
CAW2026R03830,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,South Africa stamp type PO3point2.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:South_Africa_stamp_type_PO3point2.jpg
CAW2026R03831,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,South Africa stamp type TH-A12.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:South_Africa_stamp_type_TH-A12.jpg
CAW2026R03832,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,South Africa stamp type TH-A15.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:South_Africa_stamp_type_TH-A15.jpg
CAW2026R03833,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,South Africa stamp type TH-A16.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:South_Africa_stamp_type_TH-A16.jpg
CAW2026R03834,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,South Africa stamp type TH-D2.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:South_Africa_stamp_type_TH-D2.jpg
CAW2026R03840,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Arstanbap walnut forests on a postage stamp of Kyrgyzstan (2013).jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Arstanbap_walnut_forests_on_a_postage_stamp_of_Kyrgyzstan_(2013).jpg
CAW2026R03841,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,"Stamps of Kyrgyzstan, 2013-33.jpg",2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Kyrgyzstan,_2013-33.jpg"
CAW2026R03847,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,"Stamps of Latvia, 2013-06.jpg",2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Latvia,_2013-06.jpg"
CAW2026R03848,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Moldova - 2013 - Colnect 537483 - Personalised Postage Stamps II.jpeg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Moldova_-_2013_-_Colnect_537483_-_Personalised_Postage_Stamps_II.jpeg
CAW2026R03849,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Boletus satanas. Stamp of Macedonia.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Boletus_satanas._Stamp_of_Macedonia.jpg
CAW2026R03850,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Mushrooms. Stamps of Macedonia.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Mushrooms._Stamps_of_Macedonia.jpg
CAW2026R03861,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Indonesia - 2013 - Colnect 684540 - Cats Wildlife.jpeg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Indonesia_-_2013_-_Colnect_684540_-_Cats_Wildlife.jpeg
CAW2026R03910,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Moldova - 2014 - Colnect 537046 - Lamb and Traditional Easter.jpeg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Moldova_-_2014_-_Colnect_537046_-_Lamb_and_Traditional_Easter.jpeg
CAW2026R03915,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 05 (15337768936).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_05_(15337768936).jpg
CAW2026R03916,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 06 (15174254497) YUANYUAN MA (cropped).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_06_(15174254497)_YUANYUAN_MA_(cropped).jpg
CAW2026R03917,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 06 (15174254497).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_06_(15174254497).jpg
CAW2026R03918,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 08 (15174074510).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_08_(15174074510).jpg
CAW2026R03919,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 09 (15173999789).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_09_(15173999789).jpg
CAW2026R03920,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 10 (15357575501).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_10_(15357575501).jpg
CAW2026R03921,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 11 (15360751125).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_11_(15360751125).jpg
CAW2026R03922,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 13 (15174147268).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_13_(15174147268).jpg
CAW2026R03923,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 15 (15174195847).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_15_(15174195847).jpg
CAW2026R03924,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 17 (15337692596).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_17_(15337692596).jpg
CAW2026R03925,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 01 (15133232519).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_01_(15133232519).jpg
CAW2026R03926,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 02 (15296939336).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_02_(15296939336).jpg
CAW2026R03927,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 03 (15133429967).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_03_(15133429967).jpg
CAW2026R03928,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 04 (15319643442).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_04_(15319643442).jpg
CAW2026R03929,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 05 (15133226379).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_05_(15133226379).jpg
CAW2026R03930,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 06 (15133425887).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_06_(15133425887).jpg
CAW2026R03931,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 07 (15133266930).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_07_(15133266930).jpg
CAW2026R03932,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 09 (15319965555).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_09_(15319965555).jpg
CAW2026R03933,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 11 (15133419807).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_11_(15133419807).jpg
CAW2026R03934,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 12 (15319961365).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_12_(15319961365).jpg
CAW2026R03935,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 13 (15316807351).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_13_(15316807351).jpg
CAW2026R03936,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 14 (15133258670).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_14_(15133258670).jpg
CAW2026R03937,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 17 (15296919786).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_17_(15296919786).jpg
CAW2026R03938,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 18 (15296917466).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_18_(15296917466).jpg
CAW2026R03939,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Hockey 20 (15316797271).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Hockey_20_(15316797271).jpg
CAW2026R03940,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Gymnastics Rhythmic 14.jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Gymnastics_Rhythmic_14.jpg
CAW2026R03941,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Cricket 11 (15132024157).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Cricket_11_(15132024157).jpg
CAW2026R03945,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Albania - 2014 - Colnect 688361 - 2 - Musical instruments - back.jpeg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Albania_-_2014_-_Colnect_688361_-_2_-_Musical_instruments_-_back.jpeg
CAW2026R03963,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Moldova - 2014 - Colnect 536659 - Cimbalom.jpeg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Moldova_-_2014_-_Colnect_536659_-_Cimbalom.jpeg
CAW2026R03964,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Moldova - 2014 - Colnect 536660 - Cobza.jpeg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Moldova_-_2014_-_Colnect_536660_-_Cobza.jpeg
CAW2026R03972,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Beach Volleyball 20140920 05 (15109142878).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Beach_Volleyball_20140920_05_(15109142878).jpg
CAW2026R03977,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Korea South Asia Culture Ministers Meeting 11 (15538952516).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Korea_South_Asia_Culture_Ministers_Meeting_11_(15538952516).jpg
CAW2026R03982,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Cricket 01 (15317076002).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Cricket_01_(15317076002).jpg
CAW2026R03983,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Cricket 02 (15130710260).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Cricket_02_(15130710260).jpg
CAW2026R03984,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Cricket 03 (15314250371).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Cricket_03_(15314250371).jpg
CAW2026R03985,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Incheon AsianGames Women Cricket 04 (15294374606).jpg,2014,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Incheon_AsianGames_Women_Cricket_04_(15294374606).jpg
CAW2026R03990,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Stamp of Albania - 2014 - Colnect 688609 - Cradle Rrëshen.jpeg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamp_of_Albania_-_2014_-_Colnect_688609_-_Cradle_Rr%C3%ABshen.jpeg
CAW2026R04001,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Оторбаев Асанбек 2015.png,2015,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:%D0%9E%D1%82%D0%BE%D1%80%D0%B1%D0%B0%D0%B5%D0%B2_%D0%90%D1%81%D0%B0%D0%BD%D0%B1%D0%B5%D0%BA_2015.png
CAW2026R04002,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Таранчиев И. Почтовая марка.jpg,2015,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:%D0%A2%D0%B0%D1%80%D0%B0%D0%BD%D1%87%D0%B8%D0%B5%D0%B2_%D0%98._%D0%9F%D0%BE%D1%87%D1%82%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BC%D0%B0%D1%80%D0%BA%D0%B0.jpg
CAW2026R04012,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Korea Bulgaria Summit 10 (17629033812).jpg,2015,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Korea_Bulgaria_Summit_10_(17629033812).jpg
CAW2026R04013,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Korea Bulgaria Summit 15 (17011067413).jpg,2015,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Korea_Bulgaria_Summit_15_(17011067413).jpg
CAW2026R04126,capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,Koea China Japan Culture Meeting 01 (25678011264).jpg,2016,primary_object_success,Event/photo/memory documentation supports research context but is not a primary design object.,card_only,https://commons.wikimedia.org/wiki/File:Koea_China_Japan_Culture_Meeting_01_(25678011264).jpg
