capture_id,source_id,source_name,source_identifier,source_record_url,source_title,macro_region,country_or_region,image_presence_code,image_url_detected,quality_score,design_signal_score,design_signal_terms,authority_score,authority_tier,authority_terms,text_evidence_chars,risk_flags,surface_readiness,recommended_action,rights_boundary
NMIIC2026R0056,NMSS2026R0622,Biblioteca Pública Municipal de Ponedera,Q140043620,https://www.facebook.com/matilde.ponedera.7,"Biblio Ponedera (@matilde.ponedera.7) • Facebook, Connect with friends",Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t1.6435-1/110314324_585659802138934_1988631220981610949_n.jpg?stp=dst-jpg_tt6&cstp=mx1234x1234&ctp=s720x720&_nc_cat=109&ccb=1-7&_nc_sid=3ab345&_nc_ohc=ou2BYWxFhKsQ7kNvwHn-fTM&_nc_oc=AdoaFAt62Nn0yWYz13o0WCXuwXL10AqLd3LZnmdnjHM1n3wVjQtPul6Gq8hjUqyfo0c&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=n9qsGRf_4V5CRaXa4tNKtw&_nc_ss=7b20f&oh=00_Af_vSK7tW2fxqfCDjHnOHd_4vtaUc2SgX_FEXVz8G8Pj-Q&oe=6A4A71B3,4,0,,2,library,library,839,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0058,NMSS2026R0632,Biblioteca Pública Municipal de Riohacha Comuna 10,Q140039204,https://www.facebook.com/emmanuel.pichon.5836,BibliotecaDistrital Riohacha,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/577409679_1346867530562077_6203450083227242400_n.jpg?stp=dst-jpg_tt6&cstp=mx1536x2048&ctp=s960x960&_nc_cat=105&ccb=1-7&_nc_sid=3ab345&_nc_ohc=v6mFFxsDTOUQ7kNvwF2-xiZ&_nc_oc=AdqsjQuzYW6-xVAYqMrQZVXWH1qNbVL6-xg36i6T4SWuyXJvFPOCOXH2oyio1oSUZMg&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=2SJgzrGgNbNIR9w_8pbchg&_nc_ss=7b20f&oh=00_Af9n37CMHr5quBxMEh4ZdL7WNLh4LKDWVm9RU_eM9gKvxQ&oe=6A28C2E9,4,0,,2,library,library,701,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0059,NMSS2026R0630,Biblioteca Pública Municipal de Rio de Oro,Q140039229,https://www.facebook.com/biblioteca.riodeoro,"Biblioteca Mpal Rio de Oro (@biblioteca.riodeoro) • Facebook, Connect with friends",Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/449018231_3952307818326337_552612197027038940_n.jpg?stp=dst-jpg_tt6&cstp=mx2048x1536&ctp=s960x960&_nc_cat=109&ccb=1-7&_nc_sid=3ab345&_nc_ohc=fBbW4Uu91GUQ7kNvwERYhvm&_nc_oc=AdrC70FI8qblJ_W2wktTJAZ1HQtfjDmnGLXEDsPZezczgtz7R1ybwM_1pqf1S6_fKVk&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=hXWYC5DDmqiFC9uChX2x_g&_nc_ss=7b20f&oh=00_Af_1PFGpftCbeWUZU72Ch5UbUWuPQQFAiil3l96p8Xzgkw&oe=6A28C284,4,0,,2,library,library,865,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0060,NMSS2026R0634,Biblioteca Pública Municipal de Sabanas de San Ángel,Q140039153,https://www.facebook.com/bpmsabanasde.sanangel,Sabanas De San Ángel,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/442398452_1521390811775205_7734180769891137123_n.jpg?stp=dst-jpg_tt6&cstp=mx1792x1792&ctp=s720x720&_nc_cat=104&ccb=1-7&_nc_sid=3ab345&_nc_ohc=RsiEGX-NCSIQ7kNvwFD8Edk&_nc_oc=AdqdLRA6rfwrWJr60zMph5_uhfrU44Px6-THf-6_31gVjTpgTpUI0sZfhWMlWsQk3MA&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=6fJkPamYKIa2RWrcz2TYew&_nc_ss=7b20f&oh=00_Af8cVKcXHjV5ibBzu_9nRlVZBO-goC38opyTYKEv2m6XMg&oe=6A28A3C9,4,0,,2,library,library,660,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0061,NMSS2026R0647,Biblioteca Pública Municipal de San Pelayo,Q140027211,https://www.facebook.com/damaris.romero.52831,"Biblioteca Munipal De San Pelayo (@damaris.romero.52831) • Facebook, Connect with friends",Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/435494260_3818405105059372_7304454386047622641_n.jpg?stp=dst-jpg_tt6&cstp=mx543x553&ctp=s543x553&_nc_cat=111&ccb=1-7&_nc_sid=3ab345&_nc_ohc=qi7IYnYOeIUQ7kNvwFMcRqP&_nc_oc=Adr1YVGA-_CBpuUfnJFfszAYPyLWG1kORPG91hh55iv0EVTrJdpRzMOpMYK_DMVNIxE&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=B8NuwGrJCFIV5N0tc7p_ag&_nc_ss=7b20f&oh=00_Af-388DLulnVffzhry82Js_4tkLADEhx2H0kdcfTFYlh-Q&oe=6A28C356,4,0,,2,library,library,881,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0062,NMSS2026R0679,Biblioteca Pública Municipal del Municipio De Santuario,Q139958142,https://www.facebook.com/biblioteca.santuario?fref,Biblioteca Santuario,Eastern Europe,Caucasus,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/304765409_3349292892061696_3499532715560555115_n.jpg?stp=dst-jpg_tt6&cstp=mx751x751&ctp=s720x720&_nc_cat=100&ccb=1-7&_nc_sid=3ab345&_nc_ohc=LNb3uwVtMPoQ7kNvwFXwo_t&_nc_oc=AdrVOL9VG-bPM4Zm0tUf9ErlNCiZyJRSgETFZcFZMKMu6MsxOlKaQwCZCXz7DvNbPOs&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=0o4Ai9agcBq_VHgLg45u9Q&_nc_ss=7b20f&oh=00_Af8JNeR7pIGANz1hBO5dS1OcR6gXyMdgxPkbzscl_xyhPA&oe=6A28C750,4,0,,2,library,library,670,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0063,NMSS2026R0661,Biblioteca Pública Municipal de Turbaco,Q139989111,https://www.facebook.com/bibliotecaurbaco2021?_rdc=1&_rdr,Biblioteca Pública Municipal de Turbaco | Turbaco,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/437956101_917761627037176_4131372560408978441_n.jpg?stp=dst-jpg_tt6&cstp=mx430x422&ctp=s430x422&_nc_cat=104&ccb=1-7&_nc_sid=3ab345&_nc_ohc=sBw08WRtjG4Q7kNvwHGVYGj&_nc_oc=Adpk5tVdmpy1fT5CnhkWqyLmMuvpoQf0Jc8wRaeDSAhNKhSP0_7HvJIPzfNo7EAiUk4&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=lt_XznCBHCGok7JXKeo7oQ&_nc_ss=7b20f&oh=00_Af_g2X0mcPWmQJJmnep2TQBIEXoT8ETmwScvsUXzzVzcBg&oe=6A28C36E,4,0,,2,library,library,803,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0064,NMSS2026R0650,Biblioteca Pública Municipal de San Zenón,Q140026761,https://www.facebook.com/Biblioteca2020/,Biblioteca Pública Municipal de San Zenón,Latin America,Caribbean,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/379413050_728337509307585_4684208682829367253_n.jpg?stp=dst-jpg_tt6&cstp=mx960x960&ctp=s720x720&_nc_cat=102&ccb=1-7&_nc_sid=3ab345&_nc_ohc=jLC13oMRpR4Q7kNvwHFW61H&_nc_oc=AdqBUAX-j5vHWEurvj6fpFChJcyaal1WC72U0r46dCPkZEoDrCEh8tM2ZAkQYwFxGn0&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=cbiiZSgfci5Nxak8-TIxHw&_nc_ss=7b20f&oh=00_Af-noisi6r5llcJYCl3vh5BLtHotavqzc48E17Cy9kZpzQ&oe=6A28AF03,4,0,,2,library,library,738,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0068,NMSS2026R0729,Biblioteca Público Municipal José Armando Curbelo Pérez,Q139889260,https://www.facebook.com/AlcaldiaDeLaPrimavera/?mib,Alcaldía de La Primavera Vichada,Eastern Europe,Caucasus,IMG02,https://scontent-syd2-1.xx.fbcdn.net/v/t39.30808-1/589542781_1334375008702640_4324519910888038730_n.jpg?stp=dst-jpg_tt6&cstp=mx1722x1722&ctp=s720x720&_nc_cat=108&ccb=1-7&_nc_sid=3ab345&_nc_ohc=d07pzLlxnAkQ7kNvwGiWWY3&_nc_oc=AdoivU1TaK_Oud-Eu1G9LhI3V0vuSlhlJbF2VxcIZCfk-FZTEL-bVzWGE0sC0ae-CEQ&_nc_zt=24&_nc_ht=scontent-syd2-1.xx&_nc_gid=_xuoqU-XdpzYiO_JuE-YaA&_nc_ss=7b20f&oh=00_Af8VfCC0C2OgvCLabSPWI5G7lBF8uXY6eBZ5wPzInR6WTw&oe=6A28AFA3,4,0,,2,library,library,764,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0069,NMSS2026R0898,"Museo Nacional de Arte Moderno ""Carlos Mérida""",Q1403356,https://museocarlosmerida.org/,Daftar dan Login Situs Pkv Games Gampang Menang Resmi Terpercaya,Latin America,Caribbean,IMG02,https://museocarlosmerida.org/img/iconpkv.webp,0,0,,3,museum,museum,831,spam_or_seo_pollution; overbroad_country_or_region; missing_design_signal,quarantine_not_counted,exclude until source is replaced or manually repaired,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0070,NMSS2026R0892,Biblioteca - Mediateca del Centro Cultural del España en Guatemala,Q85726665,http://cceguatemala.org/archivos/servicios/biblioteca,CCE/G | Biblioteca,Latin America,Caribbean,IMG02,http://cceguatemala.org/wp-content/uploads/2021/01/P7A1958-1024x683.jpg,4,0,,2,library,library,947,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0074,NMSS2026R0942,Sharon Synagogue,Q12220580,https://mjp.org.pe/,Inicio | Museo Judío Perú,Latin America,Caribbean,IMG02,https://mjp.org.pe/images/og/home-og.jpg,0,0,,3,museum,museum,649,spam_or_seo_pollution; overbroad_country_or_region; missing_design_signal,quarantine_not_counted,exclude until source is replaced or manually repaired,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0079,NMSS2026R0078,Iran Open Data,Q97284376,https://iranopendata.org/fa/,مرکز داده‌های باز ایران,MENA,Iran,IMG02,https://iranopendata.org/res/get/cache/default/20eb30d497f43645e6b7eb550feb3782.webp,6,0,,2,library,library,636,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0080,NMSS2026R0966,101 Art Gallery,Q67782955,https://www.stefanbradl.com/,Mahjong Ways - Situs Slot Mahjong Gampang Menang & Akun Demo Gratis Hari Ini,Latin America,Caribbean,IMG02,https://kilat.digital/images/2025/07/20/81b5557c1791020abbf820c0ae61c28a.jpg,-2,0,,1,gallery,gallery,795,spam_or_seo_pollution; overbroad_country_or_region; missing_design_signal,quarantine_not_counted,exclude until source is replaced or manually repaired,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0081,NMSS2026R0193,data.gov.my,Q97062807,https://data.gov.my/,data.gov.my,Southeast Asia,Malaysia,IMG02,https://data.gov.my/static/images/og_en-GB.png,6,0,,2,library,library,518,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0082,NMSS2026R0416,Church of Saint Peter,Q516472,https://muze.gen.tr/,Muze Istanbul | İstanbul Museums Official Website,MENA,Turkey,IMG02,https://muze.gen.tr/img/maiden_tower_home.jpg,5,0,,3,museum,museum,667,generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0083,NMSS2026R0491,Tashkeel Dubai,Q22948684,https://tashkeel.org/,Tashkeel | Homepage‬,MENA,United Arab Emirates,IMG02,https://tashkeel.org/volumes/default/_1200x630_crop_center-center_82_none/Tashkeel-Social.png?mtime=1725901668,5,0,,1,gallery,gallery,657,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0084,NMSS2026R0271,دار العلم والعلماء,Q135481716,https://elm-olama.org/,الرئيسية - دار العلم والعلماء,MENA,Lebanon,IMG02,https://elm-olama.org/wp-content/uploads/2024/09/img10.jpg,6,0,,2,cultural_center,cultural center,859,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0085,NMSS2026R0470,Mondoir gallery,Q137641612,https://mondoir.art,Mondoir — The operating system for contemporary art,MENA,United Arab Emirates,IMG02,https://mondoir.art/api/og.png?title=Mondoir+%E2%80%94+The+operating+system+for+contemporary+art&eyebrow=MONDOIR&subtitle=Mondoir+%E2%80%94+the+operating+system+for+contemporary+art.+Value%2C+source%2C+acquire%2C+and+sell+original+art+across+web%2C+iOS%2C+and+AI+%28ChatGPT%2C+Custom+GPT%29.+Free+instant+valuation%2C+%24250+PDF+reports%2C+signed+insurance-grade+apprai...&theme=brand,5,0,,1,gallery,gallery,711,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0087,NMSS2026R0396,Aliwal Arts Centre,Q107803623,https://artshousegroup.sg/aac,Aliwal Arts Centre,Southeast Asia,Singapore,IMG02,https://artshousegroup.sg/images/support-us/support-us-og.jpg,7,1,festival,2,cultural_center,cultural center,614,low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0091,NMSS2026R0467,Q115931257,Q115931257,https://www.zurbaran.com.ar/,"Zurbarán, El Arte de los Argentinos - Inicio",Latin America,Caribbean,IMG02,https://www.zurbaran.com.ar/wp-content/uploads/2025/02/arte-yoast-seo.jpg,1,0,,1,gallery,gallery,693,qid_as_source_name; overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0094,NMSS2026R0129,Kuru Art Project,Q111912303,https://kuruart.com/,Kuru Art Project | Contemporary San Art,Africa,Botswana,IMG02,https://kuruart.com/wp-content/uploads/2024/02/Screen-Shot-2024-01-31-at-2.36.30-PM.png,5,0,,1,gallery,gallery,559,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0095,NMSS2026R0137,Maru-a-Pula School Library,Q117756522,https://www.maruapula.org/about-us/library/,Library - maru-a-pula school Library - maru-a-pula school,Africa,Botswana,IMG02,https://www.maruapula.org/wp-content/uploads/2021/11/Maru-a-pula-2019-10278.jpg,6,0,,2,library,library; school,956,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0096,NMSS2026R0010,Al-Maktaba Al-Shamela Al-Djazairiyya,Q131460547,https://shamela-dz.net/,المكتبة الجزائرية الشاملة – بإشراف الشيخ عمار رقبة الشرفي,Africa,Algeria,IMG02,https://s0.wp.com/i/blank.jpg,6,0,,2,library,library,614,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
