surface_id,capture_id,packet_id,parent_anchor_surface_id,proposed_relation_role,before_publication_role,after_publication_role,before_surface_type,after_surface_type,before_template_id,after_template_id,before_image_state,after_image_state,delta_status,title,source_name
SURF-CCT2026R02660,CCT2026R02660,PRSP003,SURF-CCT2026R02661,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,رستم و سهراب (پوستر).jpg,Wikimedia Commons file source / رستم و سهراب (پوستر).jpg / page 156060369
SURF-CRB2026V2R0445,CRB2026V2R0445,PRSP003,SURF-CCT2026R02661,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,News of Iran poster 1957-01-09 (2).jpg,Wikimedia Commons file source / News of Iran poster 1957-01-09 (2).jpg / page 135091018
SURF-CCT2026R02658,CCT2026R02658,PRSP003,SURF-CCT2026R02661,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Booseye Madar Poster.jpg,Wikimedia Commons file source / Booseye Madar Poster.jpg / page 158637322
SURF-CCT2026R02657,CCT2026R02657,PRSP003,SURF-CCT2026R02661,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,خون و شرف (پوستر).jpg,Wikimedia Commons file source / خون و شرف (پوستر).jpg / page 156020360
SURF-CAW2026R02531,CAW2026R02531,PRSP003,SURF-CCT2026R02661,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,News of Iran poster 1957-01-03.jpg,Wikimedia Commons file source / News of Iran poster 1957-01-03.jpg / page 135090975
SURF-COM1970R075,COM1970R075,PRSP004,SURF-CAW2026R02143,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,OCIAA-Como-Un-Solo-Hombre-Poster.jpg,Wikimedia Commons
SURF-COM1970R071,COM1970R071,PRSP004,SURF-CAW2026R02143,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Jugoslavia's merchant seamen fight….jpg,Wikimedia Commons
SURF-COM1970R084,COM1970R084,PRSP004,SURF-CAW2026R02143,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Uncle Sam and National flag of the United States art, from- United China Relief1 (cropped).jpg",Wikimedia Commons
SURF-COM1970R087,COM1970R087,PRSP004,SURF-CAW2026R02143,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,THE FLOOR IS FOR WALKING NOT TO BREAK A FALL - NARA - 515595.jpg,Wikimedia Commons
SURF-COM1970R085,COM1970R085,PRSP004,SURF-CAW2026R02143,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Absent without reason...Is this you^ - NARA - 513749.jpg,Wikimedia Commons
SURF-CCT2026R03373,CCT2026R03373,PRSP005,SURF-CCT2026R03371,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"New Zealand Railway poster - 'Great Place this Hermitage', Mt Cook c.1931 (10468981965).jpg","Wikimedia Commons file source / New Zealand Railway poster - 'Great Place this Hermitage', Mt Cook c.1931 (10468981965).jpg / page 51251003"
SURF-CCT2026R03366,CCT2026R03366,PRSP005,SURF-CCT2026R03371,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,New Zealand Railway poster - Lake Wanaka Scenic Trip by Train & Railway Motor c.1930 - c.1939 (10469018724).jpg,Wikimedia Commons file source / New Zealand Railway poster - Lake Wanaka Scenic Trip by Train & Railway Motor c.1930 - c.1939 (10469018724).jpg / page 51251047
SURF-CCT2026R03368,CCT2026R03368,PRSP005,SURF-CCT2026R03371,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,New Zealand Railway poster - Napier Carnival 1933 (10468988836).jpg,Wikimedia Commons file source / New Zealand Railway poster - Napier Carnival 1933 (10468988836).jpg / page 47037320
SURF-CCT2026R03364,CCT2026R03364,PRSP005,SURF-CCT2026R03371,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,New Zealand Railway poster - Easter By Rail 1930 (10468999094).jpg,Wikimedia Commons file source / New Zealand Railway poster - Easter By Rail 1930 (10468999094).jpg / page 47037329
SURF-CCT2026R03362,CCT2026R03362,PRSP005,SURF-CCT2026R03371,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,New Zealand Railway poster - Cheap Travel by Train 1930-1939 (10468990864).jpg,Wikimedia Commons file source / New Zealand Railway poster - Cheap Travel by Train 1930-1939 (10468990864).jpg / page 51250998
SURF-CCT2026R01413,CCT2026R01413,PRSP006,SURF-CCT2026R01416,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Karl Marks posteri.jpg,Wikimedia Commons file source / Karl Marks posteri.jpg / page 133654241
SURF-CCT2026R01417,CCT2026R01417,PRSP006,SURF-CCT2026R01416,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Poster of Azerbaijan 1923. On the repression of captalism.jpg,Wikimedia Commons file source / Poster of Azerbaijan 1923. On the repression of captalism.jpg / page 31642500
SURF-CAW2026R01500,CAW2026R01500,PRSP006,SURF-CCT2026R01416,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Poster of play Devil.jpg,Wikimedia Commons file source / Poster of play Devil.jpg / page 19416362
SURF-CAW2026R01676,CAW2026R01676,PRSP007,SURF-CCE2026R00328,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Miss Tarminah (1930s).jpg,Wikimedia Commons file source / Miss Tarminah (1930s).jpg / page 107235510
SURF-CCE2026R00329,CCE2026R00329,PRSP007,SURF-CCE2026R00328,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"S. Abdullah, His Master's Voice Advertisement, Surabaya (c 1930s).jpg","Wikimedia Commons file source / S. Abdullah, His Master's Voice Advertisement, Surabaya (c 1930s).jpg / page 62663544"
SURF-CRB2026V2R0664,CRB2026V2R0664,PRSP007,SURF-CCE2026R00328,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Pamphlet of Renée Chemet and Anca Seidlova's recital that was held in Japan in 1932.jpg,Wikimedia Commons file source / Pamphlet of Renée Chemet and Anca Seidlova's recital that was held in Japan in 1932.jpg / page 68531863
SURF-CRB2026V3R00193,CRB2026V3R00193,PRSP007,SURF-CCE2026R00328,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Lari-ka-mekah.jpg,Wikimedia Commons file source / Lari-ka-mekah.jpg / page 20940299
SURF-CCE2026R00327,CCE2026R00327,PRSP007,SURF-CCE2026R00328,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,De Stem Des Bloed 1930.JPG,Wikimedia Commons file source / De Stem Des Bloed 1930.JPG / page 24315666
SURF-CAW2026R03953,CAW2026R03953,PRSP008,SURF-CAW2026R03952,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Gradska galerija - Đorđe Stanić Izložba slika - plakat.jpg,Wikimedia Commons file source / Gradska galerija - Đorđe Stanić Izložba slika - plakat.jpg / page 153676827
SURF-CAW2026R03800,CAW2026R03800,PRSP008,SURF-CAW2026R03952,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Programska knjižica Izbiračica Koste Trifkovića, Balet po istoimenoj komediji, Srpsko narodno pozorište, Novi Sad.jpg","Wikimedia Commons file source / Programska knjižica Izbiračica Koste Trifkovića, Balet po istoimenoj komediji, Srpsko narodno pozorište, Novi Sad.jpg / page 75572295"
SURF-CCT2026R01755,CCT2026R01755,PRSP008,SURF-CAW2026R03952,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,DoktoratT.jpg,Wikimedia Commons file source / DoktoratT.jpg / page 36620333
SURF-CAW2026R02946,CAW2026R02946,PRSP009,SURF-CAW2026R02940,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Henry Swinburne - View of a City Harbor - B1977.14.4007 - Yale Center for British Art.jpg,Wikimedia Commons file source / Henry Swinburne - View of a City Harbor - B1977.14.4007 - Yale Center for British Art.jpg / page 113162586
SURF-CAW2026R02941,CAW2026R02941,PRSP009,SURF-CAW2026R02940,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Henry Swinburne - Osteria e Posta di Boccano - B1977.14.3892 - Yale Center for British Art.jpg,Wikimedia Commons file source / Henry Swinburne - Osteria e Posta di Boccano - B1977.14.3892 - Yale Center for British Art.jpg / page 113163305
SURF-CAW2026R02926,CAW2026R02926,PRSP009,SURF-CAW2026R02940,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Robert Mabon - A Native of Madagascar - B1977.14.22303 - Yale Center for British Art.jpg,Wikimedia Commons file source / Robert Mabon - A Native of Madagascar - B1977.14.22303 - Yale Center for British Art.jpg / page 113239123
SURF-CAW2026R02944,CAW2026R02944,PRSP009,SURF-CAW2026R02940,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Henry Swinburne - Sketch of al Monument - B1977.14.3905 - Yale Center for British Art.jpg,Wikimedia Commons file source / Henry Swinburne - Sketch of al Monument - B1977.14.3905 - Yale Center for British Art.jpg / page 113163187
SURF-CAW2026R02905,CAW2026R02905,PRSP009,SURF-CAW2026R02940,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Michel-Jean Cazabon - Sanfernando from the Sea - B1975.3.307 - Yale Center for British Art.jpg,Wikimedia Commons file source / Michel-Jean Cazabon - Sanfernando from the Sea - B1975.3.307 - Yale Center for British Art.jpg / page 112644175
SURF-CAW2026R03997,CAW2026R03997,PRSP010,SURF-CAW2026R04062,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Fst value of Ethiopian populations.PNG,Wikimedia Commons file source / Fst value of Ethiopian populations.PNG / page 53148612
SURF-CAW2026R04262,CAW2026R04262,PRSP010,SURF-CAW2026R04062,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Abdul-qader-al-rassam--title unknown.jpg,Wikimedia Commons file source / Abdul-qader-al-rassam--title unknown.jpg / page 70158165
SURF-CAW2026R01671,CAW2026R01671,PRSP011,SURF-CCT2026R03667,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"*A tourist poster of Konarak, from the 1930's.jpg","Wikimedia Commons file source / *A tourist poster of Konarak, from the 1930's.jpg / page 45412041"
SURF-CAW2026R01754,CAW2026R01754,PRSP011,SURF-CCT2026R03667,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Cover Science Magazine By Anjuman Taraqi Urdu.jpg,Wikimedia Commons file source / Cover Science Magazine By Anjuman Taraqi Urdu.jpg / page 54304022
SURF-CAW2026R01672,CAW2026R01672,PRSP011,SURF-CCT2026R03667,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Bharatiya Chitrakala (Telugu) By T.Rama Rao, 1930 book cover (page 1 crop).jpg","Wikimedia Commons file source / Bharatiya Chitrakala (Telugu) By T.Rama Rao, 1930 book cover (page 1 crop).jpg / page 163362677"
SURF-CAW2026R03502,CAW2026R03502,PRSP012,SURF-CCT2026R03197,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Qawāʻid al-imlāʼ (Majmaʻ Dimashq, 2004) Book Cover.jpg","Wikimedia Commons file source / Qawāʻid al-imlāʼ (Majmaʻ Dimashq, 2004) Book Cover.jpg / page 191686579"
SURF-CAW2026R03467,CAW2026R03467,PRSP012,SURF-CCT2026R03197,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Fi qadaya al-thaqafa (2002) book cover.jpg,Wikimedia Commons file source / Fi qadaya al-thaqafa (2002) book cover.jpg / page 189123644
SURF-CAW2026R03652,CAW2026R03652,PRSP013,SURF-CAW2026R03655,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Use of UDDT (""ecosan toilet"") in English (4224372323).jpg","Wikimedia Commons file source / Use of UDDT (""ecosan toilet"") in English (4224372323).jpg / page 36536533"
SURF-CAW2026R00416,CAW2026R00416,PRSP014,SURF-CCT2026R02561,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Carlos Alberto Castellanos - La dama del abanico.png,Wikimedia Commons file source / Carlos Alberto Castellanos - La dama del abanico.png / page 44642649
SURF-CAW2026R00394,CAW2026R00394,PRSP014,SURF-CCT2026R02561,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Pedro Figari - El Patio o Patio Unitario - Google Art Project.jpg,Wikimedia Commons file source / Pedro Figari - El Patio o Patio Unitario - Google Art Project.jpg / page 24007782
SURF-CAW2026R00447,CAW2026R00447,PRSP014,SURF-CCT2026R02561,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Batalla del Alto Palace.jpg,Wikimedia Commons file source / Batalla del Alto Palace.jpg / page 21657989
SURF-CAW2026R00418,CAW2026R00418,PRSP014,SURF-CCT2026R02561,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Pfeiffer - Voyage à Madagascar, 1881 (page 252 crop).jpg","Wikimedia Commons file source / Pfeiffer - Voyage à Madagascar, 1881 (page 252 crop).jpg / page 132343595"
SURF-CAW2026R00417,CAW2026R00417,PRSP014,SURF-CCT2026R02561,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Pfeiffer - Voyage à Madagascar, 1881 (page 182 crop).jpg","Wikimedia Commons file source / Pfeiffer - Voyage à Madagascar, 1881 (page 182 crop).jpg / page 132343100"
SURF-CRB2026V3R00039,CRB2026V3R00039,PRSP015,SURF-CCT2026R01299,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,KoreAm 2009-05-Cover.jpg,Wikimedia Commons file source / KoreAm 2009-05-Cover.jpg / page 12877276
SURF-CAW2026R03567,CAW2026R03567,PRSP015,SURF-CCT2026R01299,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Korean-church-train.jpg,Wikimedia Commons file source / Korean-church-train.jpg / page 4809077
SURF-CRB2026V3R00038,CRB2026V3R00038,PRSP015,SURF-CCT2026R01299,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,KoreAm 2009-01 Cover.jpg,Wikimedia Commons file source / KoreAm 2009-01 Cover.jpg / page 12876702
SURF-CAW2026R03514,CAW2026R03514,PRSP015,SURF-CCT2026R01299,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Korean.Folk.Village-Minsokchon-04.jpg,Wikimedia Commons file source / Korean.Folk.Village-Minsokchon-04.jpg / page 2667170
SURF-CCT2026R02652,CCT2026R02652,PRSP016,SURF-CCT2026R02654,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,مستی عشق (پوستر).jpg,Wikimedia Commons file source / مستی عشق (پوستر).jpg / page 156084562
SURF-CCT2026R02656,CCT2026R02656,PRSP016,SURF-CCT2026R02654,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,هفده روز به اعدام (پوستر).jpg,Wikimedia Commons file source / هفده روز به اعدام (پوستر).jpg / page 156086558
SURF-CRB2026V2R0443,CRB2026V2R0443,PRSP016,SURF-CCT2026R02654,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Peykar Poster (66).jpg,Wikimedia Commons file source / Peykar Poster (66).jpg / page 116912852
SURF-CRB2026V2R0442,CRB2026V2R0442,PRSP016,SURF-CCT2026R02654,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Peykar Poster (32).jpg,Wikimedia Commons file source / Peykar Poster (32).jpg / page 116912806
SURF-CRB2026V2R0441,CRB2026V2R0441,PRSP016,SURF-CCT2026R02654,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Peykar Poster (23).jpg,Wikimedia Commons file source / Peykar Poster (23).jpg / page 116912789
SURF-CRG2026R1223,CRG2026R1223,PRSP017,SURF-CRG2026R0987,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,The Swedish Angel & The Blimp - Wrestling Advertising Poster - 18 November 1944.jpg,Wikimedia Commons file source / The Swedish Angel & The Blimp - Wrestling Advertising Poster - 18 November 1944.jpg / page 78797406
SURF-CRG2026R1058,CRG2026R1058,PRSP017,SURF-CRG2026R0987,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,The Modern Secretary - NARA - 7280719 (page 11).jpg,Wikimedia Commons file source / The Modern Secretary - NARA - 7280719 (page 11).jpg / page 73777687
SURF-CRG2026R1030,CRG2026R1030,PRSP017,SURF-CRG2026R0987,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,A Brief History of the Typewriter - NARA - 7280709 (page 6).jpg,Wikimedia Commons file source / A Brief History of the Typewriter - NARA - 7280709 (page 6).jpg / page 73777597
SURF-CRG2026R1028,CRG2026R1028,PRSP017,SURF-CRG2026R0987,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,A Brief History of the Typewriter - NARA - 7280709 (page 1).jpg,Wikimedia Commons file source / A Brief History of the Typewriter - NARA - 7280709 (page 1).jpg / page 73777583
SURF-CAW2026R02110,CAW2026R02110,PRSP017,SURF-CRG2026R0987,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Radio Station W63NY, New York City, advertisement (May 25, 1942).gif","Wikimedia Commons file source / Radio Station W63NY, New York City, advertisement (May 25, 1942).gif / page 116208658"
SURF-CCT2026R03478,CCT2026R03478,PRSP018,SURF-CCT2026R03480,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Australian Poster(GN12058).jpg,Wikimedia Commons file source / Australian Poster(GN12058).jpg / page 86448698
SURF-CCT2026R03482,CCT2026R03482,PRSP018,SURF-CCT2026R03480,sub_under_packet_candidate,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,Australian Woman's Mirror 1933.jpg,Wikimedia Commons file source / Australian Woman's Mirror 1933.jpg / page 1011138
SURF-CRG2026R0725,CRG2026R0725,PRSP018,SURF-CCT2026R03480,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Walkabout, November 1934, cover image, ‘Head of Australian Aboriginal by E. O. Hoppé’ (Tasmanian Archive and Heritage Office, TAHO.jpg","Wikimedia Commons file source / Walkabout, November 1934, cover image, ‘Head of Australian Aboriginal by E. O. Hoppé’ (Tasmanian Archive and Heritage Office, TAHO.jpg / page 118338208"
SURF-CRG2026R0539,CRG2026R0539,PRSP018,SURF-CCT2026R03480,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,B-T-MFDF-AWA-brochure-CAHS-625.jpg,Wikimedia Commons file source / B-T-MFDF-AWA-brochure-CAHS-625.jpg / page 33981237
SURF-CCE2026R00351,CCE2026R00351,PRSP018,SURF-CCT2026R03480,packet_member_review,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied,"Workers, we've been fooled long enough! (cropped).jpg","Wikimedia Commons file source / Workers, we've been fooled long enough! (cropped).jpg / page 77622600"
