source_file,capture_id,surface_id,year,current_region,place_text,source_subjects,source_name,title,source_url,repair_hint
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R028,SURF-MX1970R028,1954,Unresolved region,,,Internet Archive / text and periodical collections,graphic design,https://archive.org/details/bwb_Y0-BTJ-958,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R029,SURF-MX1970R029,1960,Unresolved region,,,Internet Archive / text and periodical collections,graphic design : a creative approach,https://archive.org/details/graphicdesigncre0000unse,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R052,SURF-MX1970R052,1963,Unresolved region,,,Internet Archive / text and periodical collections,Commercial art techniques;: A practical self-instruction course and reference handbook,https://archive.org/details/commercialarttec0000sral,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R053,SURF-MX1970R053,1963,Unresolved region,,Industrial arts; Commercial art; Education,Internet Archive / text and periodical collections,"Senior high school curriculum guide, Commercial art 12, 22, 32",https://archive.org/details/shscgcommercialart63albe,review subjects: Industrial arts; Commercial art; Education
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R054,SURF-MX1970R054,1966,Unresolved region,,,Internet Archive / text and periodical collections,"Fell's Guide to commercial art,",https://archive.org/details/fellsguidetocomm0000royp,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R034,SURF-MX1970R034,1967,Unresolved region,,,Internet Archive / text and periodical collections,Alphabets and design: a text for beginning students in graphic design,https://archive.org/details/alphabetsdesignt0000mary,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R032,SURF-MX1970R032,1967,Unresolved region,,Franco Grignani,Internet Archive / text and periodical collections,"graphic design, issue n°28, 1967 – ‘Franco Grignani and his experimental graphics’ by Katzumie Masaru",https://archive.org/details/graphic-design-1967,review subjects: Franco Grignani
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R035,SURF-MX1970R035,1968,Unresolved region,,Graphic arts -- Technique; Graphic design (Typography),Internet Archive / text and periodical collections,Graphic design and reproduction techniques,https://archive.org/details/graphicdesignrep0000croy_x9q8,review subjects: Graphic arts -- Technique; Graphic design (Typography)
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R037,SURF-MX1970R037,1970,Unresolved region,,,Internet Archive / text and periodical collections,Graphic Design for the Computer Age; Visual Communication for all Media.,https://archive.org/details/micro_IA41153118_0683,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1880_records.csv,ER1830R004,SURF-ER1830R004,1863,Unresolved region,London,,Library of Congress loc.gov API,[Trade card for McKay Iron and Locomotive Works and an Arkansas railroad],https://www.loc.gov/pictures/item/2010646699/,review placeText: London
capture_batch_early_region_1830_1880_records.csv,ER1830R008,SURF-ER1830R008,1869,Unresolved region,Berlin,,Library of Congress loc.gov API,Gardner's photographic advertising card,https://www.loc.gov/pictures/item/2007675841/,review placeText: Berlin
capture_batch_early_region_1830_1880_records.csv,ER1830R017,SURF-ER1830R017,1880,Unresolved region,,,Library of Congress loc.gov API,"[Advertising card for play ""Deacon Crankett""]",https://www.loc.gov/pictures/item/2014646356/,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1880_records.csv,ER1830R018,SURF-ER1830R018,1880,Unresolved region,"England, 19th century",,Library of Congress loc.gov API,[Pearsall Photography Studio trade card],https://www.loc.gov/pictures/item/2010635174/,"review placeText: England, 19th century"
capture_batch_early_region_1830_1880_records.csv,ER1830R019,SURF-ER1830R019,1880,Unresolved region,,,Library of Congress loc.gov API,"[Santa with toys in a sleigh, drawn by reindeer, with a church on the right and another in the distance]",https://www.loc.gov/pictures/item/2015651615/,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1880_records.csv,ER1830R020,SURF-ER1830R020,1880,Unresolved region,,,Library of Congress loc.gov API,"[Ship at sea, under full sail, with five men in a rowboat under a partially obscured full moon]",https://www.loc.gov/pictures/item/2015651614/,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1880_records.csv,ER1830R021,SURF-ER1830R021,1880,Unresolved region,,,Library of Congress loc.gov API,[Winter outing with people riding in horse-drawn sleighs across a snow covered landscape toward a church in the distance],https://www.loc.gov/pictures/item/2015651618/,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1880_records.csv,ER1830R022,SURF-ER1830R022,1880,Unresolved region,,,Library of Congress loc.gov API,"[Winter scene with frozen waterwheel, a man with horse team and load of logs, and a church in the distance, under a full moon]",https://www.loc.gov/pictures/item/2015651616/,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1880_records.csv,ER1830R023,SURF-ER1830R023,1880,Unresolved region,,,Library of Congress loc.gov API,"[Winter scene with horse team hauling logs on a sledge past a windmill, with snow covered landscape, under a full moon]",https://www.loc.gov/pictures/item/2015651617/,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1930_records.csv,ER1830R024,SURF-ER1830R024,1884,Unresolved region,,,Library of Congress loc.gov API,Pluto,https://www.loc.gov/pictures/item/2010645617/,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1930_records.csv,ER1830R026,SURF-ER1830R026,1886,Unresolved region,,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Stoves--1880-1890."", ""title"": ""Stoves--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Bonnets--1880-1890."", ""title"": ""Bonnets--1880-1890.""}",Library of Congress loc.gov API,Acorn stoves and ranges,https://www.loc.gov/pictures/item/2004666589/,"review subjects: {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Stoves--1880-1890."", ""title"": ""Stoves--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related"
capture_batch_early_region_1830_1930_records.csv,ER1830R029,SURF-ER1830R029,1889,Unresolved region,,,Library of Congress loc.gov API,[Liebig's Extract of Meat Company trade card sets],https://www.loc.gov/pictures/item/2010646974/,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1930_records.csv,ER1830R030,SURF-ER1830R030,1890,Unresolved region,,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Washing%20powders--1890-1900."", ""title"": ""Washing powders--1890-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Cleaning--1890-1900."", ""title"": ""Cleaning--1890-1900.""}; {""link"":",Library of Congress loc.gov API,"Cats can, but Bon Ami can not scratch for it lacks grit",https://www.loc.gov/pictures/item/2015651602/,"review subjects: {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Washing%20powders--1890-1900."", ""title"": ""Washing powders--1890-1900.""}; {""link"": ""https://www.loc."
capture_batch_early_region_1830_1930_records.csv,ER1830R062,SURF-ER1830R062,1900,Unresolved region,,,Library of Congress loc.gov API,"Moore, crayon artist and photographer",https://www.loc.gov/pictures/item/2010645616/,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_early_region_1830_1930_records.csv,ER1830R063,SURF-ER1830R063,1902,Unresolved region,,Advertising cards--1900-1960.,Library of Congress loc.gov API,[Liebig Company trade cards],https://www.loc.gov/pictures/item/2020633675/,review subjects: Advertising cards--1900-1960.
capture_batch_early_region_1830_1930_records.csv,ER1830R077,SURF-ER1830R077,1930,Unresolved region,,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=United%20States."", ""title"": ""United States.""}",Library of Congress loc.gov API,Schools. Trade card image,https://www.loc.gov/pictures/item/2018750887/,"review subjects: {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=United%20States."", ""title"": ""United States.""}"
capture_batch_midcentury_1930_1970_records.csv,MC1930R010,SURF-MC1930R010,1936,Unresolved region,,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Books--1930-1940."", ""title"": ""Books--1930-1940.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Conservation%20%26%20restoration--1930-1940."", ""title"": ""Conservation & restoration--19",Library of Congress loc.gov API,A book mark would be better!,https://www.loc.gov/pictures/item/2011645389/,"review subjects: {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Books--1930-1940."", ""title"": ""Books--1930-1940.""}; {""link"": ""https://www.loc.gov/pictures/related/?"
capture_batch_midcentury_1930_1970_records.csv,MC1930R007,SURF-MC1930R007,1933,Unresolved region,,,The Met Open Access,Costume Ball Poster,https://www.metmuseum.org/art/collection/search/396097,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R071,SURF-MC1930R071,1963,Unresolved region,,,The Met Open Access,"Danza actual: Marilú Marini, Aida Laib, Ana Kamien",https://www.metmuseum.org/art/collection/search/841349,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R072,SURF-MC1930R072,1963,Unresolved region,,,The Met Open Access,Jewish Museum Poster,https://www.metmuseum.org/art/collection/search/346991,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R073,SURF-MC1930R073,1964,Unresolved region,,,The Met Open Access,"Danza, Primera aproximación",https://www.metmuseum.org/art/collection/search/841355,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R074,SURF-MC1930R074,1964,Unresolved region,,,The Met Open Access,Edgardo Giménez en la galería Rioboo,https://www.metmuseum.org/art/collection/search/841356,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R075,SURF-MC1930R075,1965,Unresolved region,,,The Met Open Access,"Carlos Squirru Produzca más, modifique su esqueleto",https://www.metmuseum.org/art/collection/search/841358,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R076,SURF-MC1930R076,1965,Unresolved region,,,The Met Open Access,Dalila Puzzovio La matabrujas de más calidad,https://www.metmuseum.org/art/collection/search/841359,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R078,SURF-MC1930R078,1965,Unresolved region,,,The Met Open Access,"Phone, for Life Magazine",https://www.metmuseum.org/art/collection/search/662369,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R081,SURF-MC1930R081,1967,Unresolved region,,,The Met Open Access,Arte 67,https://www.metmuseum.org/art/collection/search/841362,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R082,SURF-MC1930R082,1967,Unresolved region,,,The Met Open Access,"Edgardo Giménez, Edgardo Giménez, Edgardo Giménez",https://www.metmuseum.org/art/collection/search/841364,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R085,SURF-MC1930R085,1967,Unresolved region,,,The Met Open Access,Knoll International Poster,https://www.metmuseum.org/art/collection/search/711046,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R092,SURF-MC1930R092,1969,Unresolved region,,,The Met Open Access,Untitled (Green Goat),https://www.metmuseum.org/art/collection/search/841366,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R093,SURF-MC1930R093,1970,Unresolved region,,,The Met Open Access,Love (Butterfly),https://www.metmuseum.org/art/collection/search/841367,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R095,SURF-MC1930R095,1970,Unresolved region,,,The Met Open Access,Untitled (Fuera de caja proof),https://www.metmuseum.org/art/collection/search/841368,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_1930_1970_records.csv,MC1930R061,SURF-MC1930R061,1951,Unresolved region,Norway,Prints; Advertising; Posters,V&A Collections API,Norway: the Cradle of Skiing,https://collections.vam.ac.uk/item/O591858/,review placeText: Norway
capture_batch_image_ready_1931_1970_records.csv,IR1970R065,SURF-IR1970R065,1967,Unresolved region,Dallas,Prints; Posters,V&A Collections API,"Poster Show...Neiman Marcus, Dallas",https://collections.vam.ac.uk/item/O75374/,review placeText: Dallas
capture_batch_midcentury_1930_1970_records.csv,MC1930R091,SURF-MC1930R091,1969,Unresolved region,America,Posters,V&A Collections API,Dionne Warwick,https://collections.vam.ac.uk/item/O1257696/,review placeText: America
capture_batch_image_ready_1931_1970_records.csv,IR1970R001,SURF-IR1970R001,1931,Unresolved region,,Manufacturing and Industrial Facilities; Tuberculosis - Patients - Rehabilitation; Tuberculosis,Wellcome Collection Catalogue API,"A man happy to be returning to the factory after being cured of tuberculosis. Colour lithograph after W. Heaslip, 1931.",https://wellcomecollection.org/works/wvwxe4py,review subjects: Manufacturing and Industrial Facilities; Tuberculosis - Patients - Rehabilitation; Tuberculosis
capture_batch_image_ready_1931_1970_records.csv,IR1970R002,SURF-IR1970R002,1935,Unresolved region,,,Wellcome Collection Catalogue API,"Publications about the Experiment (not by GSW or IHP, for which see sections D & E respectively)",https://wellcomecollection.org/works/e3774kr4,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R007,SURF-IR1970R007,1936,Unresolved region,,,Wellcome Collection Catalogue API,Southall - Norwood,https://wellcomecollection.org/works/c3kyq3z9,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R005,SURF-IR1970R005,1937,Unresolved region,,,Wellcome Collection Catalogue API,Birth Control advertisements 1934-1937,https://wellcomecollection.org/works/v7j95msw,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R016,SURF-IR1970R016,1940,Unresolved region,,Tuberculosis; Seals and labels (Philately); Christmas; Carols,Wellcome Collection Catalogue API,"A tuberculosis stamp showing children singing Christmas carols; advertising the sale of tuberculosis stamps. Colour lithograph (?), 1940.",https://wellcomecollection.org/works/hdh9a7xw,review subjects: Tuberculosis; Seals and labels (Philately); Christmas; Carols
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R013,SURF-MX1970R013,1940,Unresolved region,,Syphilis; Swimming Pools; Blood - Analysis,Wellcome Collection Catalogue API,"Ten people at a swimming pool, one of whom will be infected with syphilis before the age of fifty. Lithograph after D. Fellnagel, 1940.",https://wellcomecollection.org/works/yc2p8ut8,review subjects: Syphilis; Swimming Pools; Blood - Analysis
capture_batch_image_ready_1931_1970_records.csv,IR1970R025,SURF-IR1970R025,1943,Unresolved region,,,Wellcome Collection Catalogue API,Letters between the Central Council for Health Education and J B S Haldane,https://wellcomecollection.org/works/ukaaax3z,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R005,SURF-MX1970R005,1945,Unresolved region,,,Wellcome Collection Catalogue API,"Notes, on `Houses vs Homes'",https://wellcomecollection.org/works/ed87mnjp,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R029,SURF-IR1970R029,1946,Unresolved region,,Tuberculosis - Diagnosis; Health,Wellcome Collection Catalogue API,"A young man and young woman who appear to be healthy, but may have latent tuberculosis; representing the need of a checkup for detection of tuberculosis. Colour lithograph by S. Hansen, ca. 1946.",https://wellcomecollection.org/works/tcygv989,review subjects: Tuberculosis - Diagnosis; Health
capture_batch_image_ready_1931_1970_records.csv,IR1970R032,SURF-IR1970R032,1948,Unresolved region,,Industrial safety; Ladders,Wellcome Collection Catalogue API,"Two men carrying a ladder. Colour lithograph, ca. 1948.",https://wellcomecollection.org/works/tfq7d8t5,review subjects: Industrial safety; Ladders
capture_batch_image_ready_1931_1970_records.csv,IR1970R014,SURF-IR1970R014,1949,Unresolved region,,Family recreation; Outdoor recreation; Exercise; Dogs,Wellcome Collection Catalogue API,A man and wife and their two children and dog climbing up a grassy knoll as exercise in the fresh air. Colour lithograph by Hulls.,https://wellcomecollection.org/works/kx4ecyev,review subjects: Family recreation; Outdoor recreation; Exercise; Dogs
capture_batch_image_ready_1931_1970_records.csv,IR1970R017,SURF-IR1970R017,1949,Unresolved region,,"Electric heating; Household appliances, Electric; Children's accidents - Prevention; Children - Books and reading",Wellcome Collection Catalogue API,"An electric fire protected by a guard, in front of which a little girl reads a picture book and a woman does some knitting. Colour process print after Jake and Joyce Jacobs.",https://wellcomecollection.org/works/zftnwty6,"review subjects: Electric heating; Household appliances, Electric; Children's accidents - Prevention; Children - Books and reading"
capture_batch_image_ready_1931_1970_records.csv,IR1970R018,SURF-IR1970R018,1949,Unresolved region,,Public baths; Industrial welfare; Stolberg,Wellcome Collection Catalogue API,"An old man and a boy taking a shower next to the swimming bath at Stolberg, North Rhine-Westphalia; advertising health benefits of baths and treatments available there for young and old. Colour lithograph after H. Lahaye, 194-.",https://wellcomecollection.org/works/ggdrmk5z,review subjects: Public baths; Industrial welfare; Stolberg
capture_batch_image_ready_1931_1970_records.csv,IR1970R015,SURF-IR1970R015,1950,Unresolved region,,Industrial accidents; Hoisting machinery,Wellcome Collection Catalogue API,"A rope slung carelessly round the hook of a hoist, not knotted, with a risk of slipping. Colour lithograph after L. Cusden ca. 1940-1950.",https://wellcomecollection.org/works/dbqh2537,review subjects: Industrial accidents; Hoisting machinery
capture_batch_image_ready_1931_1970_records.csv,IR1970R042,SURF-IR1970R042,1950,Unresolved region,,,Wellcome Collection Catalogue API,Poster,https://wellcomecollection.org/works/u5srsaya,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R044,SURF-IR1970R044,1950,Unresolved region,,"Physical Therapy Specialty; Therapeutics, Physiological; Thoracoplasty; Tuberculosis",Wellcome Collection Catalogue API,Thoracoplasty and apicolysis for pulmonary tuberculosis.,https://wellcomecollection.org/works/zjfcsnmm,"review subjects: Physical Therapy Specialty; Therapeutics, Physiological; Thoracoplasty; Tuberculosis"
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R023,SURF-MX1970R023,1950,Unresolved region,,,Wellcome Collection Catalogue API,"Various cases of discrimination against women doctors in advertising posts, etc.",https://wellcomecollection.org/works/mxbrbxtt,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R024,SURF-MX1970R024,1952,Unresolved region,,,Wellcome Collection Catalogue API,Newspaper clipping titled 'Hypnotism be forbidden?' from <i>Picture Post</i>,https://wellcomecollection.org/works/sn2cjdre,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R001,SURF-MX1970R001,1954,Unresolved region,,Child Welfare,Wellcome Collection Catalogue API,M0013647: Poster warning of health dangers to a child,https://wellcomecollection.org/works/rh6n7x3e,review subjects: Child Welfare
capture_batch_image_ready_1931_1970_records.csv,IR1970R049,SURF-IR1970R049,1955,Unresolved region,,,Wellcome Collection Catalogue API,Old filing list,https://wellcomecollection.org/works/xx9n6mbt,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R050,SURF-IR1970R050,1957,Unresolved region,,Hand - Wounds and injuries; Machinery - Safety appliances; Industrial accidents,Wellcome Collection Catalogue API,"A hand protected by a guard from getting caught in the cogwheels of a machine. Colour lithograph by H. Kominek, ca. 1957.",https://wellcomecollection.org/works/e92kxus2,review subjects: Hand - Wounds and injuries; Machinery - Safety appliances; Industrial accidents
capture_batch_image_ready_1931_1970_records.csv,IR1970R038,SURF-IR1970R038,1959,Unresolved region,,Fruit; Vegetables; Diet; Health Promotion,Wellcome Collection Catalogue API,Eat more fruit and keep fit / Retail Fruit Trade Federation Ltd.,https://wellcomecollection.org/works/hakxam6p,review subjects: Fruit; Vegetables; Diet; Health Promotion
capture_batch_image_ready_1931_1970_records.csv,IR1970R051,SURF-IR1970R051,1959,Unresolved region,,,Wellcome Collection Catalogue API,Posters,https://wellcomecollection.org/works/qpnqawjm,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R061,SURF-IR1970R061,1962,Unresolved region,,,Wellcome Collection Catalogue API,Diaphragms/caps,https://wellcomecollection.org/works/zceb8tgt,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R017,SURF-MX1970R017,1963,Unresolved region,,,Wellcome Collection Catalogue API,Local Government Reorganisation: Standing Committee on Public Health,https://wellcomecollection.org/works/qpx2rj2e,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R064,SURF-IR1970R064,1964,Unresolved region,,,Wellcome Collection Catalogue API,Services and products - marketing,https://wellcomecollection.org/works/y9wvcfmt,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R062,SURF-IR1970R062,1965,Unresolved region,,,Wellcome Collection Catalogue API,"Correspondence with LJ Witts (Chairman of the Sub-committee on Adverse Reactions of the Committee on Safety of Drugs), C Morgan Hall and others about the possible risks of antidepressant drugs",https://wellcomecollection.org/works/c7h6u693,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R046,SURF-IR1970R046,1965,Unresolved region,,,Wellcome Collection Catalogue API,Family Doctor,https://wellcomecollection.org/works/qszd35w4,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R004,SURF-MX1970R004,1965,Unresolved region,,Leprosy; Vaccination; Russia (Pre-1917),Wellcome Collection Catalogue API,Lepra / prokaza / izlechima / World Health Organization.,https://wellcomecollection.org/works/w3cycghx,review subjects: Leprosy; Vaccination; Russia (Pre-1917)
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R012,SURF-MX1970R012,1966,Unresolved region,,,Wellcome Collection Catalogue API,"Correspondence concerning the activities of the Committee on Safety of Drugs (the Dunlop Committee) and the Committee on the Classification of Proprietary Preparations (the Macgregor Committee): with the Ministry of Health, the press and pharmaceutical compani",https://wellcomecollection.org/works/sg2z6zvr,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R066,SURF-IR1970R066,1967,Unresolved region,,,Wellcome Collection Catalogue API,Speakers' Folder,https://wellcomecollection.org/works/g7ww3ujy,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R006,SURF-MX1970R006,1968,Unresolved region,,,Wellcome Collection Catalogue API,Copy extracts: `L' - Mrs Pearce (LHC) Correspondence between IHP and LHC [Lucy Crocker],https://wellcomecollection.org/works/w378b7bj,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R067,SURF-IR1970R067,1968,Unresolved region,,,Wellcome Collection Catalogue API,Domiciliary family planning services,https://wellcomecollection.org/works/g3kmvude,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R009,SURF-IR1970R009,1968,Unresolved region,,,Wellcome Collection Catalogue API,Offprints and papers by others,https://wellcomecollection.org/works/grndcubz,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R069,SURF-IR1970R069,1969,Unresolved region,,,Wellcome Collection Catalogue API,Birth Control after childbirth,https://wellcomecollection.org/works/cdjeuna7,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R071,SURF-IR1970R071,1969,Unresolved region,,,Wellcome Collection Catalogue API,General Birth Control information leaflets,https://wellcomecollection.org/works/vx9fp8we,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R072,SURF-IR1970R072,1969,Unresolved region,,,Wellcome Collection Catalogue API,Information leaflets,https://wellcomecollection.org/works/ygusya5z,manual geography review; unresolved candidate lacks controlled mapping
capture_batch_image_ready_1931_1970_records.csv,IR1970R054,SURF-IR1970R054,1969,Unresolved region,,Industrial safety; Safety shoes; Skiing; Snowmen,Wellcome Collection Catalogue API,"People on a skiing holiday with safe equipment; promoting use of iron-reinforced safety boots in the industrial workplace. Coloured lithograph by Atelier Börmel, 196- (?).",https://wellcomecollection.org/works/htem54px,review subjects: Industrial safety; Safety shoes; Skiing; Snowmen
capture_batch_image_ready_1931_1970_records.csv,IR1970R055,SURF-IR1970R055,1969,Unresolved region,,Traffic safety,Wellcome Collection Catalogue API,"People on motorbicycles and bicycles, shown against the grid of a radar screen, homing in on the centre, returning home in the traffic; representing the need for safe driving. Colour lithograph by Atelier Börmel, 196-.",https://wellcomecollection.org/works/u89u52h5,review subjects: Traffic safety
capture_batch_image_ready_1931_1970_records.csv,IR1970R073,SURF-IR1970R073,1969,Unresolved region,,,Wellcome Collection Catalogue API,The Nurse and Family Planning,https://wellcomecollection.org/works/nqfk334g,manual geography review; unresolved candidate lacks controlled mapping
