batch_file,capture_id,source_identifier,source_title,source_record_url,image_url_detected,source_place_text,date_start,date_end,object_family,authority_level,authority_score,release_cleaning_status,review_reasons,source_collection,source_rights_text,rights_basis
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00011,98422168,Stamp of Algeria - 1912 - Colnect 757144 - 1 - Valeur Declaree Type III - Yellowish Paper.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1912_-_Colnect_757144_-_1_-_Valeur_Declaree_Type_III_-_Yellowish_Paper.jpeg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Stamp_of_Algeria_-_1912_-_Colnect_757144_-_1_-_Valeur_Declaree_Type_III_-_Yellowish_Paper.jpeg,Africa / Algeria,1912,1912,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757144-Valeur_Declaree_Type_III_-_Yellowish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00012,98422175,Stamp of Algeria - 1912 - Colnect 757144 - 2 - Valeur Declaree Type III - Yellowish Paper - back.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1912_-_Colnect_757144_-_2_-_Valeur_Declaree_Type_III_-_Yellowish_Paper_-_back.jpeg,https://upload.wikimedia.org/wikipedia/commons/0/0b/Stamp_of_Algeria_-_1912_-_Colnect_757144_-_2_-_Valeur_Declaree_Type_III_-_Yellowish_Paper_-_back.jpeg,Africa / Algeria,1912,1912,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757144-Valeur_Declaree_Type_III_-_Yellowish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00013,98422180,Stamp of Algeria - 1912 - Colnect 757148 - Apport A La Gare - Bluish Paper.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1912_-_Colnect_757148_-_Apport_A_La_Gare_-_Bluish_Paper.jpeg,https://upload.wikimedia.org/wikipedia/commons/3/38/Stamp_of_Algeria_-_1912_-_Colnect_757148_-_Apport_A_La_Gare_-_Bluish_Paper.jpeg,Africa / Algeria,1912,1912,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757148-Apport_A_La_Gare_-_Bluish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00014,98422181,Stamp of Algeria - 1912 - Colnect 757150 - 1 - Livraison Par Expres.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1912_-_Colnect_757150_-_1_-_Livraison_Par_Expres.jpeg,https://upload.wikimedia.org/wikipedia/commons/e/ee/Stamp_of_Algeria_-_1912_-_Colnect_757150_-_1_-_Livraison_Par_Expres.jpeg,Africa / Algeria,1912,1912,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757150-Livraison_Par_Expres-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00015,98422187,Stamp of Algeria - 1912 - Colnect 757150 - 2 - Livraison Par Expres - back.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1912_-_Colnect_757150_-_2_-_Livraison_Par_Expres_-_back.jpeg,https://upload.wikimedia.org/wikipedia/commons/2/21/Stamp_of_Algeria_-_1912_-_Colnect_757150_-_2_-_Livraison_Par_Expres_-_back.jpeg,Africa / Algeria,1912,1912,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757150-Livraison_Par_Expres-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00016,98422194,Stamp of Algeria - 1916 - Colnect 757145 - 1 - Valeur Declaree Type IV - Yellowish Paper.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1916_-_Colnect_757145_-_1_-_Valeur_Declaree_Type_IV_-_Yellowish_Paper.jpeg,https://upload.wikimedia.org/wikipedia/commons/d/d0/Stamp_of_Algeria_-_1916_-_Colnect_757145_-_1_-_Valeur_Declaree_Type_IV_-_Yellowish_Paper.jpeg,Africa / Algeria,1916,1916,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757145-Valeur_Declaree_Type_IV_-_Yellowish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00017,98422197,Stamp of Algeria - 1916 - Colnect 757145 - 2 - Valeur Declaree Type IV - Yellowish Paper - back.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1916_-_Colnect_757145_-_2_-_Valeur_Declaree_Type_IV_-_Yellowish_Paper_-_back.jpeg,https://upload.wikimedia.org/wikipedia/commons/1/12/Stamp_of_Algeria_-_1916_-_Colnect_757145_-_2_-_Valeur_Declaree_Type_IV_-_Yellowish_Paper_-_back.jpeg,Africa / Algeria,1916,1916,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757145-Valeur_Declaree_Type_IV_-_Yellowish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00018,98422202,Stamp of Algeria - 1918 - Colnect 757141 - 1 - Valeur Declaree Type I - Yellowish Paper.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1918_-_Colnect_757141_-_1_-_Valeur_Declaree_Type_I_-_Yellowish_Paper.jpeg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Stamp_of_Algeria_-_1918_-_Colnect_757141_-_1_-_Valeur_Declaree_Type_I_-_Yellowish_Paper.jpeg,Africa / Algeria,1918,1918,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757141-Valeur_Declaree_Type_I_-_Yellowish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00019,98422204,Stamp of Algeria - 1918 - Colnect 757141 - 2 - Valeur Declaree Type I - Yellowish Paper - back.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1918_-_Colnect_757141_-_2_-_Valeur_Declaree_Type_I_-_Yellowish_Paper_-_back.jpeg,https://upload.wikimedia.org/wikipedia/commons/3/3e/Stamp_of_Algeria_-_1918_-_Colnect_757141_-_2_-_Valeur_Declaree_Type_I_-_Yellowish_Paper_-_back.jpeg,Africa / Algeria,1918,1918,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757141-Valeur_Declaree_Type_I_-_Yellowish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00020,98422213,Stamp of Algeria - 1918 - Colnect 851766 - Type Recouvrements Overprinted in Violet.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1918_-_Colnect_851766_-_Type_Recouvrements_Overprinted_in_Violet.jpeg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Stamp_of_Algeria_-_1918_-_Colnect_851766_-_Type_Recouvrements_Overprinted_in_Violet.jpeg,Africa / Algeria,1918,1918,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/851766-Type_Recouvrements_Overprinted_in_Violet-Taxe-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00021,98422220,Stamp of Algeria - 1920 - Colnect 757147 - 1 - Apport A La Gare - Bluish Paper.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1920_-_Colnect_757147_-_1_-_Apport_A_La_Gare_-_Bluish_Paper.jpeg,https://upload.wikimedia.org/wikipedia/commons/e/ec/Stamp_of_Algeria_-_1920_-_Colnect_757147_-_1_-_Apport_A_La_Gare_-_Bluish_Paper.jpeg,Africa / Algeria,1920,1920,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757147-Apport_A_La_Gare_-_Bluish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00022,98422225,Stamp of Algeria - 1920 - Colnect 757147 - 2 - Apport A La Gare - Bluish Paper - back.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1920_-_Colnect_757147_-_2_-_Apport_A_La_Gare_-_Bluish_Paper_-_back.jpeg,https://upload.wikimedia.org/wikipedia/commons/5/59/Stamp_of_Algeria_-_1920_-_Colnect_757147_-_2_-_Apport_A_La_Gare_-_Bluish_Paper_-_back.jpeg,Africa / Algeria,1920,1920,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757147-Apport_A_La_Gare_-_Bluish_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00023,98422228,Stamp of Algeria - 1921 - Colnect 757142 - 1 - Valeur Declaree Type I - White Paper.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1921_-_Colnect_757142_-_1_-_Valeur_Declaree_Type_I_-_White_Paper.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/f2/Stamp_of_Algeria_-_1921_-_Colnect_757142_-_1_-_Valeur_Declaree_Type_I_-_White_Paper.jpeg,Africa / Algeria,1921,1921,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/757142-Valeur_Declaree_Type_I_-_White_Paper-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00024,98422239,Stamp of Algeria - 1921 - Colnect 851767 - Colis Postal.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1921_-_Colnect_851767_-_Colis_Postal.jpeg,https://upload.wikimedia.org/wikipedia/commons/5/59/Stamp_of_Algeria_-_1921_-_Colnect_851767_-_Colis_Postal.jpeg,Africa / Algeria,1921,1921,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/851767-Colis_Postal-Apport_%C3%A0_la_Gare-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00025,98422242,Stamp of Algeria - 1921 - Colnect 851768 - Colis Postal.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1921_-_Colnect_851768_-_Colis_Postal.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/fc/Stamp_of_Algeria_-_1921_-_Colnect_851768_-_Colis_Postal.jpeg,Africa / Algeria,1921,1921,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/851768-Colis_Postal-Apport_%C3%A0_la_Gare-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00026,98422468,Stamp of Algeria - 1925 - Colnect 192896 - Type Blanc.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1925_-_Colnect_192896_-_Type_Blanc.jpeg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Stamp_of_Algeria_-_1925_-_Colnect_192896_-_Type_Blanc.jpeg,Africa / Algeria,1925,1925,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/192896-Type_Blanc-Definitives-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00027,98422476,Stamp of Algeria - 1925 - Colnect 192899 - Type Pasteur.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1925_-_Colnect_192899_-_Type_Pasteur.jpeg,https://upload.wikimedia.org/wikipedia/commons/1/10/Stamp_of_Algeria_-_1925_-_Colnect_192899_-_Type_Pasteur.jpeg,Africa / Algeria,1925,1925,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/192899-Type_Pasteur-Definitives-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00028,98422479,Stamp of Algeria - 1925 - Colnect 192901 - Type Pasteur.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1925_-_Colnect_192901_-_Type_Pasteur.jpeg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Stamp_of_Algeria_-_1925_-_Colnect_192901_-_Type_Pasteur.jpeg,Africa / Algeria,1925,1925,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/192901-Type_Pasteur-Definitives-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00029,98422486,Stamp of Algeria - 1925 - Colnect 192902 - Type Semeuse.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1925_-_Colnect_192902_-_Type_Semeuse.jpeg,https://upload.wikimedia.org/wikipedia/commons/2/25/Stamp_of_Algeria_-_1925_-_Colnect_192902_-_Type_Semeuse.jpeg,Africa / Algeria,1925,1925,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/192902-Type_Semeuse-Definitives-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00030,98422940,Stamp of Algeria - 1927 - Colnect 192524 - Mosque of Sidi Abd er Rahman.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1927_-_Colnect_192524_-_Mosque_of_Sidi_Abd_er_Rahman.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Stamp_of_Algeria_-_1927_-_Colnect_192524_-_Mosque_of_Sidi_Abd_er_Rahman.jpeg,Africa / Algeria,1927,1927,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/192524-Mosque_of_Sidi_Abd_er-Rahman-Definitives-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00031,98423195,Stamp of Algeria - 1927 - Colnect 910281 - 1 - Overlooking the Bay of Algiers.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1927_-_Colnect_910281_-_1_-_Overlooking_the_Bay_of_Algiers.jpeg,https://upload.wikimedia.org/wikipedia/commons/6/67/Stamp_of_Algeria_-_1927_-_Colnect_910281_-_1_-_Overlooking_the_Bay_of_Algiers.jpeg,Africa / Algeria,1927,1927,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/910281-Overlooking_the_Bay_of_Algiers-Charity_issue_for_Wounded_Soldiers_in_Morrocan_war-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00032,98423367,Stamp of Algeria - 1930 - Colnect 900829 - North Africa International Philatelic Exposition Algiers.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1930_-_Colnect_900829_-_North_Africa_International_Philatelic_Exposition_Algiers.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Stamp_of_Algeria_-_1930_-_Colnect_900829_-_North_Africa_International_Philatelic_Exposition_Algiers.jpeg,Africa / Algeria,1930,1930,postage_stamp,institutional_or_education_context,94,release_ready,,https://colnect.com/en/stamps/stamp/900829-North_Africa_International_Philatelic_Exposition_Algiers-Port_dAlger_en_1830-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00033,98423371,Stamp of Algeria - 1930 - Colnect 900830 - North Africa International Philatelic Exposition Algiers.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1930_-_Colnect_900830_-_North_Africa_International_Philatelic_Exposition_Algiers.jpeg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Stamp_of_Algeria_-_1930_-_Colnect_900830_-_North_Africa_International_Philatelic_Exposition_Algiers.jpeg,Africa / Algeria,1930,1930,postage_stamp,institutional_or_education_context,94,release_ready,,https://colnect.com/en/stamps/stamp/900830-North_Africa_International_Philatelic_Exposition_Algiers-Port_dAlger_en_1830-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00034,98423388,Stamp of Algeria - 1931 - Colnect 1011823 - Type Duval.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1931_-_Colnect_1011823_-_Type_Duval.jpeg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Stamp_of_Algeria_-_1931_-_Colnect_1011823_-_Type_Duval.jpeg,Africa / Algeria,1931,1931,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/1011823-Type_Duval-Taxe-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00035,98423393,Stamp of Algeria - 1931 - Colnect 192981 - Type Recouvrements.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1931_-_Colnect_192981_-_Type_Recouvrements.jpeg,https://upload.wikimedia.org/wikipedia/commons/0/04/Stamp_of_Algeria_-_1931_-_Colnect_192981_-_Type_Recouvrements.jpeg,Africa / Algeria,1931,1931,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/192981-Type_Recouvrements-Taxe-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00036,98423397,Stamp of Algeria - 1932 - Colnect 192983 - Type Recouvrements.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1932_-_Colnect_192983_-_Type_Recouvrements.jpeg,https://upload.wikimedia.org/wikipedia/commons/2/2e/Stamp_of_Algeria_-_1932_-_Colnect_192983_-_Type_Recouvrements.jpeg,Africa / Algeria,1932,1932,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/192983-Type_Recouvrements-Taxe-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00037,66085488,FRA-TOM-ALG 1936 MiNr0103 mt B002.jpg,https://commons.wikimedia.org/wiki/File:FRA-TOM-ALG_1936_MiNr0103_mt_B002.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/FRA-TOM-ALG_1936_MiNr0103_mt_B002.jpg,Africa / Algeria,1936,1936,postage_stamp,commons_open_file_with_extra_source,89,release_ready,,scan of original,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00038,98423406,Stamp of Algeria - 1936 - Colnect 171162 - Sahara Desert.jpeg,https://commons.wikimedia.org/wiki/File:Stamp_of_Algeria_-_1936_-_Colnect_171162_-_Sahara_Desert.jpeg,https://upload.wikimedia.org/wikipedia/commons/0/07/Stamp_of_Algeria_-_1936_-_Colnect_171162_-_Sahara_Desert.jpeg,Africa / Algeria,1936,1936,postage_stamp,structured_catalog_source_link,92,release_ready,,https://colnect.com/en/stamps/stamp/171162-Sahara_Desert-Landscapes_and_Buildings_-_1936-Algeria,Wikimedia Commons open-license metadata: Public domain.,Wikimedia Commons open-license metadata: Public domain.
