surface_id,source_record_id,source_record_url,title,best_image_state,weighted_gap_points,local_record_found,local_capture_id,local_record_file,local_image_state,local_rights_review_required,license_url_detected,license_signal,rights_signal,future_action,upgrade_recommendation,automatic_upgrade_allowed,image_url_detected_excerpt,rights_basis_excerpt,source_notes_excerpt
SURF-MX1970R049,commercialarttec00maur,https://archive.org/details/commercialarttec00maur,Commercial art techniques : a practical self-instruction course and reference handbook. Over 500 illus. of methods and procedures,IMG02,0.45,true,MX1970R049,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/commercialarttec00maur,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R052,commercialarttec0000sral,https://archive.org/details/commercialarttec0000sral,Commercial art techniques;: A practical self-instruction course and reference handbook,IMG02,0.45,true,MX1970R052,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/commercialarttec0000sral,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-LPC2026R041,1991-08-compute-magazine,https://archive.org/details/1991-08-compute-magazine,Compute! Magazine Issue 132,IMG02,0.45,true,LPC2026R041,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/1991-08-compute-magazine,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R042,1992-04-compute-magazine,https://archive.org/details/1992-04-compute-magazine,Compute! Magazine Issue 139,IMG02,0.45,true,LPC2026R042,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/1992-04-compute-magazine,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R043,1993-01-compute-magazine,https://archive.org/details/1993-01-compute-magazine,Compute! Magazine Issue 148,IMG02,0.45,true,LPC2026R043,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/1993-01-compute-magazine,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R044,1993-04-compute-magazine,https://archive.org/details/1993-04-compute-magazine,Compute! Magazine Issue 151,IMG02,0.45,true,LPC2026R044,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/1993-04-compute-magazine,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R045,1993-10-compute-magazine,https://archive.org/details/1993-10-compute-magazine,Compute! Magazine Issue 157,IMG02,0.45,true,LPC2026R045,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/1993-10-compute-magazine,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R046,1993-11-compute-magazine,https://archive.org/details/1993-11-compute-magazine,Compute! Magazine Issue 158,IMG02,0.45,true,LPC2026R046,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/1993-11-compute-magazine,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R047,1993-12-compute-magazine,https://archive.org/details/1993-12-compute-magazine,Compute! Magazine Issue 159,IMG02,0.45,true,LPC2026R047,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/1993-12-compute-magazine,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R090,create-gui-python,https://archive.org/details/create-gui-python,Create Graphical User Interfaces with Python,IMG02,0.45,true,LPC2026R090,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/create-gui-python,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R063,DesignPlexMagazineNo.12GraphicsGoAroundTheWorldWideWeb,https://archive.org/details/DesignPlexMagazineNo.12GraphicsGoAroundTheWorldWideWeb,Design Plex Magazine No. 12 - Feature: Graphics Go Around The World (Wide Web) (December 1999),IMG02,0.45,true,LPC2026R063,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/DesignPlexMagazineNo.12GraphicsGoAroundTheWorldWideWeb,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R033,designevaluation25clin,https://archive.org/details/designevaluation25clin,Design and evaluation of computer/human interfaces : issues for librarians and information scientists,IMG02,0.45,true,LPC2026R033,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/designevaluation25clin,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R061,Design_Elements_Understanding_the_rules_and_knowing_when_to_break_them_2nd_Editi,https://archive.org/details/Design_Elements_Understanding_the_rules_and_knowing_when_to_break_them_2nd_Editi,Design elements : a graphic style manual : understanding the rules and knowing when to break them,IMG02,0.45,true,LPC2026R061,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/Design_Elements_Understanding_the_rules_and_knowing_when_to_break_them_2nd_Editi,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R048,designing-for-emotion,https://archive.org/details/designing-for-emotion,Designing for emotion,IMG02,0.45,true,LPC2026R048,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/designing-for-emotion,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R095,dontmakemethinkr0000krug,https://archive.org/details/dontmakemethinkr0000krug,"Don't make me think, revisited : a common sense approach to Web usability",IMG02,0.45,true,LPC2026R095,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/dontmakemethinkr0000krug,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-MX1970R051,drawfinec00erns,https://archive.org/details/drawfinec00erns,"Drawing the line, fine and commercial art",IMG02,0.45,true,MX1970R051,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/drawfinec00erns,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R054,fellsguidetocomm0000royp,https://archive.org/details/fellsguidetocomm0000royp,"Fell's Guide to commercial art,",IMG02,0.45,true,MX1970R054,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/fellsguidetocomm0000royp,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R033,funktionundihred0000stan,https://archive.org/details/funktionundihred0000stan,Funktion und ihre Darstellung in der Werbegrafik ; die Sichtbarmachung unsichbarer Vorgänge. : Visual presentation of invisible processes ; how to illustrate invisible processes in graphic design. La fonction et sa représentation dans le dessin publicitaire ; concrétisation des processus invisibles,IMG02,0.45,true,MX1970R033,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/funktionundihred0000stan,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-LPC2026R064,Future.Sex.Issue.02,https://archive.org/details/Future.Sex.Issue.02,Future Sex - Issue 02,IMG02,0.45,true,LPC2026R064,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/Future.Sex.Issue.02,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R065,Future.Sex.Issue.03,https://archive.org/details/Future.Sex.Issue.03,Future Sex - Issue 03,IMG02,0.45,true,LPC2026R065,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/Future.Sex.Issue.03,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R057,Future.Sex.Issue.05,https://archive.org/details/Future.Sex.Issue.05,Future Sex - Issue 05,IMG02,0.45,true,LPC2026R057,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/Future.Sex.Issue.05,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R066,Future.Sex.Issue.01,https://archive.org/details/Future.Sex.Issue.01,Future Sex Issue 1,IMG02,0.45,true,LPC2026R066,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/Future.Sex.Issue.01,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R067,Future.Sex.Issue.04,https://archive.org/details/Future.Sex.Issue.04,Future Sex Issue 4,IMG02,0.45,true,LPC2026R067,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/Future.Sex.Issue.04,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R068,Future.Sex.Issue.06,https://archive.org/details/Future.Sex.Issue.06,Future Sex Issue 6,IMG02,0.45,true,LPC2026R068,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/Future.Sex.Issue.06,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R069,Future.Sex.Issue.07,https://archive.org/details/Future.Sex.Issue.07,Future Sex Issue 7,IMG02,0.45,true,LPC2026R069,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/Future.Sex.Issue.07,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-MX1970R026,bwb_S0-EBS-482,https://archive.org/details/bwb_S0-EBS-482,Graphic Design,IMG02,0.45,true,MX1970R026,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/bwb_S0-EBS-482,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R037,micro_IA41153118_0683,https://archive.org/details/micro_IA41153118_0683,Graphic Design for the Computer Age; Visual Communication for all Media.,IMG02,0.45,true,MX1970R037,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/micro_IA41153118_0683,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R027,graphicdesignwit0000jlew,https://archive.org/details/graphicdesignwit0000jlew,"Graphic Design with special reference to Lettering, Typography and Illustration",IMG02,0.45,true,MX1970R027,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesignwit0000jlew,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R030,graphicdesigncre0000bara,https://archive.org/details/graphicdesigncre0000bara,Graphic design : a creative approach,IMG02,0.45,true,MX1970R030,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesigncre0000bara,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R036,graphicdesigncan0000soci,https://archive.org/details/graphicdesigncan0000soci,Graphic design Canada; Graphisme canadien. --,IMG02,0.45,true,MX1970R036,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesigncan0000soci,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R035,graphicdesignrep0000croy_x9q8,https://archive.org/details/graphicdesignrep0000croy_x9q8,Graphic design and reproduction techniques,IMG02,0.45,true,MX1970R035,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesignrep0000croy_x9q8,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-LPC2026R051,graphicdesignfor00whit,https://archive.org/details/graphicdesignfor00whit,Graphic design for the electronic age,IMG02,0.45,true,LPC2026R051,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesignfor00whit,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R083,graphicdesignsch0000dabn,https://archive.org/details/graphicdesignsch0000dabn,Graphic design school : a foundation course in the principles and practices of graphic design,IMG02,0.45,true,LPC2026R083,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesignsch0000dabn,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R073,graphicdesignsol0000land,https://archive.org/details/graphicdesignsol0000land,Graphic design solutions,IMG02,0.45,true,LPC2026R073,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesignsol0000land,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-MX1970R031,graphicdesignvis0000flet,https://archive.org/details/graphicdesignvis0000flet,Graphic design: visual comparisons,IMG02,0.45,true,MX1970R031,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesignvis0000flet,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-MX1970R025,graphicdesignlib0000frie,https://archive.org/details/graphicdesignlib0000frie,Graphic design; a library of old and new masters in the graphic arts,IMG02,0.45,true,MX1970R025,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/graphicdesignlib0000frie,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-LPC2026R100,html-css_202402,https://archive.org/details/html-css_202402,HTML CSS,IMG02,0.45,true,LPC2026R100,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/html-css_202402,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R058,pdfy-Cj2ZiIXHRr7NZ6Ro,https://archive.org/details/pdfy-Cj2ZiIXHRr7NZ6Ro,HTML5 and CSS3 Responsive Web Design Cookbook.pdf (PDFy mirror),IMG02,0.45,true,LPC2026R058,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/pdfy-Cj2ZiIXHRr7NZ6Ro,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R091,hightimes1974-2018,https://archive.org/details/hightimes1974-2018,"High Times (1974-2018, various)",IMG02,0.45,true,LPC2026R091,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/hightimes1974-2018,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-MX1970R042,in.ernet.dli.2015.166701,https://archive.org/details/in.ernet.dli.2015.166701,How To Draw Comics And Commercial Art,IMG02,0.45,true,MX1970R042,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/in.ernet.dli.2015.166701,"Internet Archive item is valuable for discovery/text, but item-level image reuse is mixed or unclear.",Internet Archive metadata record.
SURF-LPC2026R084,os2devmag,https://archive.org/details/os2devmag,IBM OS2 Developer Magazine,IMG02,0.45,true,LPC2026R084,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/os2devmag,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R099,krotch7_digitial2_colorcorrect,https://archive.org/details/krotch7_digitial2_colorcorrect,KROTCH Zine (Issue 7),IMG02,0.45,true,LPC2026R099,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/krotch7_digitial2_colorcorrect,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
SURF-LPC2026R054,koleksizine,https://archive.org/details/koleksizine,Koleksi Zine Punk Rock,IMG02,0.45,true,LPC2026R054,data/capture_batch_late_period_coverage_1970_2026_records.csv,IMG02,true,,no_explicit_license_url,no_explicit_item_license_url,archive_item_license_probe_required,no_upgrade,false,https://archive.org/services/img/koleksizine,"Internet Archive exposes a source-hosted item thumbnail. This is treated as source-viewer evidence, not a local reusable image.","Internet Archive text record; use as source-return context and reading support, not as a definitive object-rights authority."
