capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date
ER1830R011,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2008677258,https://www.loc.gov/pictures/item/2008677258/,"Use Getz cockroach and bed bug exterminators, sold by all druggists I sink I tan hit it.",,[between 1870 and 1890],1870,,,1 print :,1 print : chromolithograph.,cph; diof; pp,Advertising trade card shows a small child with baseball bat about to attempt hitting a thrown baseball.,"Title from item.; ""General Office: 323 Olive Street, St. Louis, MO.""; Forms part of: Samuel Rosenberg collection (Library of Congress).","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Baseball--1870-1890."", ""title"": ""Baseball--1870-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Pest%20control--Missouri--Saint%20Louis--1870-1890."", ""title"": ""Pest control--Missouri--Saint Louis--1870-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Children--1870-1890."", ""title"": ""Children--1870-1890.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/18400/18408_150px.jpg,false,https://www.loc.gov/pictures/item/2008677258/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R012,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=chromolithograph&page_size=50&page=1,captured,O630782,https://collections.vam.ac.uk/item/O630782/,"Chromolithograph, copy after The Crucifixion, Fra Angelico in the Museo di San Marco (Florence)","Angelico, Fra",1872,1872,,great britain,Chromolithograph,,V&A Collections,"Chromolithograph, copy after The Crucifixion , Fra Angelico in the Museo di San Marco (Florence), printed by Hangard Mauge from a watercolour by Christian Schultz, Arundel Society chromolithograph, 1872",Chromolithography,Biblical Imagery; Christianity; Copies and Facsimilies,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1930_raw/vam_search_trade-card.json,2026-05-30
ER1830R013,ER04,early_region_open_museum_print_records,SRC022,Cleveland Museum Open Access API,https://openaccess-api.clevelandart.org/api/artworks/?q=poster&has_image=1&limit=50,captured,1926.297,https://clevelandart.org/art/1926.297,Perched upon a Bust of Pallas,"Édouard Manet (French, 1832–1883)",1875,1875,1875,"France, 19th century",Print,lithograph,PR - Lithograph,"Edouard Manet created this lithograph for his friend Stephane Mallarmé’s 1875 French translation of American writer Edgar Allan Poe’s classic poem “The Raven” (1845) about a man mourning his deceased love who is visited by a raven that repeatedly cries, “Nevermore.” Mallarmé’s edition is considered one of the first modern livres d’artistes —books created specifically as works of visual art. Manet created four full-page illustrations, including the scene in which the raven stares at the narrator from the top of…",,,Cleveland Museum API share_license_status=CC0.,,Cleveland Museum API share_license_status=CC0.,IMG03,Cleveland Museum API share_license_status=CC0.,IMG03: Cleveland Museum API share_license_status=CC0.,high,true,Open image display candidate; keep source credit and source return visible.,open_image_frame,https://openaccess-cdn.clevelandart.org/1926.297/1926.297_web.jpg,false,https://openaccess-cdn.clevelandart.org/1926.297/1926.297_web.jpg,false,,data/capture_batch_early_region_1830_1930_raw/cleveland_search_trade-card.json,2026-05-30
ER1830R014,ER04,early_region_open_museum_print_records,SRC022,Cleveland Museum Open Access API,https://openaccess-api.clevelandart.org/api/artworks/?q=poster&has_image=1&limit=50,captured,1923.215,https://clevelandart.org/art/1923.215,Raven's Head in Profile,"Édouard Manet (French, 1832–1883)",1875,1875,1875,"France, 19th century",Print,lithograph,PR - Lithograph,"Edouard Manet created this lithograph for his friend Stephane Mallarmé’s 1875 French translation of American writer Edgar Allan Poe’s classic poem “The Raven” (1845) about a man mourning his deceased love who is visited by a raven that repeatedly cries, “Nevermore.” Mallarmé’s edition is considered one of the first modern livres d’artistes —books created specifically as works of visual art. Manet created four full-page illustrations, including the scene in which the raven stares at the narrator from the top of…",,Le Corbeau (Tête de profil),Cleveland Museum API share_license_status=CC0.,,Cleveland Museum API share_license_status=CC0.,IMG03,Cleveland Museum API share_license_status=CC0.,IMG03: Cleveland Museum API share_license_status=CC0.,high,true,Open image display candidate; keep source credit and source return visible.,open_image_frame,https://openaccess-cdn.clevelandart.org/1923.215/1923.215_web.jpg,false,https://openaccess-cdn.clevelandart.org/1923.215/1923.215_web.jpg,false,,data/capture_batch_early_region_1830_1930_raw/cleveland_search_trade-card.json,2026-05-30
ER1830R015,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,99614267,https://www.loc.gov/pictures/item/99614267/,Indian trading [6 illustrations: 1. trader's store; 2. 2 en route; 3. preparing for trade; 4. the trading post and fort; 5. return from trading; 6. dissatisfaction - (Indian beating his wife)],,1876.,1876,,,1 print :,1 print : wood engraving.,cph; diof; illnews; pp; ppminload,,"Wood engraving from drawings by W.M. Cary.; Illus. in: Harper's Weekly, v. 20, (1876 April 1), p. 272.; Title and other information transcribed from caption card.; Caption card tracings: Indians ; Forts; Trading; Publ. Ind.",,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b30000/3b32000/3b32400/3b32445_150px.jpg,false,https://www.loc.gov/pictures/item/99614267/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R016,ER04,early_region_open_museum_print_records,SRC022,Cleveland Museum Open Access API,https://openaccess-api.clevelandart.org/api/artworks/?q=poster&has_image=1&limit=50,captured,2022.78,https://clevelandart.org/art/2022.78,Street Advertising,"John Thomson (British, 1837–1921)",1876–77,1876,1877,"England, 19th century",Photograph,woodburytype,PH - British 19th Century,"The poster being pasted up by the two men in the late 1870s is an ad for Mme. Tussaud’s London, a museum of wax figures that is still in business today. The image was part of John Thomson’s publication Street Life in London , a group of essays and photographsthat was one of the first published compilations of social documentary photographs. It holds a place of honor in the histories of photography, the book, ethnology, and sociology.","(John Cleary Gallery, Houston, TX); Del Zogg, Concord, NC, given to The Cleveland Museum of Art; The Cleveland Museum of Art, Cleveland, OH",,Cleveland Museum API share_license_status=CC0.,,Cleveland Museum API share_license_status=CC0.,IMG03,Cleveland Museum API share_license_status=CC0.,IMG03: Cleveland Museum API share_license_status=CC0.,high,true,Open image display candidate; keep source credit and source return visible.,open_image_frame,https://openaccess-cdn.clevelandart.org/2022.78/2022.78_web.jpg,false,https://openaccess-cdn.clevelandart.org/2022.78/2022.78_web.jpg,false,,data/capture_batch_early_region_1830_1930_raw/cleveland_search_trade-card.json,2026-05-30
ER1830R017,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=advertising+card&fo=json&c=50,captured,2014646356,https://www.loc.gov/pictures/item/2014646356/,"[Advertising card for play ""Deacon Crankett""]","Mead, Larkin G. (Larkin Goldsmith), 1835-1910",[between 1880 and 1882],1880,,,1 print :,"1 print : lithograph mounted on calendar ; irregular sheet 12 x 11 cm, on page 20 x 13 cm.",cph; diof; pp,,,Theatrical productions--1880-1890.; Infants--1880-1890.; Advertising cards--American--1880-1890.; Lithographs--Color--1880-1890.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ds/05500/05515_150px.jpg,false,https://www.loc.gov/pictures/item/2014646356/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R018,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2010635174,https://www.loc.gov/pictures/item/2010635174/,[Pearsall Photography Studio trade card],,1880.,1880,,,1 item.,1 item.,iuc; minload; pp,,Collection stored on site. Containers include: 1 AAA size container (partial).; Copyright by F. Todd; Creators include: G. Frank E. Pearsall.; Media includes: 1 Other visual material : Printed card; 4 1/8 x 3 1/4 in..; This catalog record contains preliminary data.; Title devised by Library staff.; Gift; Greg Drake; (PR 13 CN 2005:087); export ME,,LOC search row does not expose a usable image in this capture.,,LOC search row does not expose a usable image in this capture.,IMG04,LOC search row does not expose a usable image in this capture.,IMG04: LOC search row does not expose a usable image in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010635174/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R019,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651615,https://www.loc.gov/pictures/item/2015651615/,"[Santa with toys in a sleigh, drawn by reindeer, with a church on the right and another in the distance]",,[between 1880 and 1890],1880,,,1 print :,1 print : color wood engraving ; sheet 7 x 11.3 cm.,cph; diof; pp,"Print shows a Victorian trade card from a series of Christmas scenes with space for text advertising a particular product or service. For an example of how these cards were used for advertising, see: LOT 14100, no. 515.",Title devised by Library staff.; (DLC/PP-2001:068).; Forms part of: Marian S. Carson collection at the Library of Congress.,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Christmas--1880-1890."", ""title"": ""Christmas--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Santa%20Claus--1880-1890."", ""title"": ""Santa Claus--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Sleds%20%26%20sleighs--1880-1890."", ""title"": ""Sleds & sleighs--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Reindeer--1880-1890."", ""title"": ""Reindeer--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Night--1880-1890."", ""title"": ""Night--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Snow--1880-1890."", ""title"": ""Snow--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Winter--1880-1890."", ""title"": ""Winter--1880-1890.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40208_150px.jpg,false,https://www.loc.gov/pictures/item/2015651615/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R020,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651614,https://www.loc.gov/pictures/item/2015651614/,"[Ship at sea, under full sail, with five men in a rowboat under a partially obscured full moon]",,[between 1880 and 1900],1880,,,1 print :,1 print : color wood engraving ; sheet 11.3 x 6.8 cm.,cph; diof; pp,"Print shows a Victorian trade card from a series of nautical scenes with space for text advertising a particular product or service. For an example of how these cards were used for advertising, see: LOT 14100, no. 515.",Title devised by Library staff.; (DLC/PP-2001:068).; Forms part of: Marian S. Carson collection at the Library of Congress.,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Sailing%20ships--1880-1900."", ""title"": ""Sailing ships--1880-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Rowboats--1880-1900."", ""title"": ""Rowboats--1880-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Moon--1880-1900."", ""title"": ""Moon--1880-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Night--1880-1900."", ""title"": ""Night--1880-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Ocean%20travel--1880-1900."", ""title"": ""Ocean travel--1880-1900.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Seas--1880-1900."", ""title"": ""Seas--1880-1900.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/39600/39629_150px.jpg,false,https://www.loc.gov/pictures/item/2015651614/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
ER1830R021,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651618,https://www.loc.gov/pictures/item/2015651618/,[Winter outing with people riding in horse-drawn sleighs across a snow covered landscape toward a church in the distance],,[between 1880 and 1890],1880,,,1 print :,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,cph; diof; pp,"Print shows a Victorian trade card from a series of winter scenes with space for text advertising a particular product or service. For an example of how these cards were used for advertising, see: LOT 14100, no. 515.","Title devised by Library staff.; Signed on lower left with monogram of S within an open circle.; Possibly a proof; it appears to lack additional white coloring that is present on: LOT 14100, no. 515.; (DLC/PP-2001:068).; Forms part of: Marian S. Carson collection at the Library of Congress.","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Churches--1880-1890."", ""title"": ""Churches--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Horse%20teams--1880-1890."", ""title"": ""Horse teams--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Sleds%20%26%20sleighs--1880-1890."", ""title"": ""Sleds & sleighs--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Night--1880-1890."", ""title"": ""Night--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Snow--1880-1890."", ""title"": ""Snow--1880-1890.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Winter--1880-1890."", ""title"": ""Winter--1880-1890.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40211_150px.jpg,false,https://www.loc.gov/pictures/item/2015651618/,false,,data/capture_batch_early_region_1830_1930_raw/loc_search_trade-card.json,2026-05-30
