candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,http_status,final_url,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,adapter_hint,recommended_image_policy_next,recommended_text_policy_next,rights_risk,capture_priority_next,probe_status,failure_reason,raw_probe_path,access_date,notes
CSS0011,Are.na Design History Channels,Global,Platform discovery,Transnational,social bookmarking / research platform,platform,Static JS App / API,https://www.are.na/,200,https://www.are.na/,text/html; charset=utf-8,90822,Are.na Are.na Are.na Are.na Are.na,Are.na is a platform for connecting ideas and building knowledge.,IIIF;JSON-LD;GraphQL;Static JS App,"IIIF:rel=""manifest"";JSON-LD:application/ld+json;GraphQL:__typename;Static JS App:_next/static",discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,link graph and topic discovery,discovery_only_platform;iiif_is_viewer_not_reuse,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0011.html.txt,2026-06-05,"Use only to find original sources, not as archive evidence."
CSS0012,Behance,Global,Platform discovery,Transnational,portfolio platform,platform,API / Static JS App,https://www.behance.net/,200,https://www.behance.net/,text/html; charset=utf-8,180000,"Search Projects :: Photos, videos, logos, illustrations and branding :: Behance",Behance is the world's largest creative network for showcasing and discovering creative work,IIIF;RSS/Atom;Static JS App,IIIF:manifest.json;RSS/Atom:application/rss+xml;Static JS App:vite,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,project title/creator/date/tag signal only,discovery_only_platform;iiif_is_viewer_not_reuse,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0012.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0013,Pinterest,Global,Platform discovery,Transnational,visual bookmarking platform,platform,API / HTML,https://www.pinterest.com/,200,https://au.pinterest.com/,text/html; charset=utf-8,180000,Pinterest,"Discover recipes, home ideas, style inspiration and other ideas to try.",IIIF;ArchiveSpace/EAD;RSS/Atom,"IIIF:manifest.json;ArchiveSpace/EAD:ead3;RSS/Atom:rel=""alternate""",discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,outbound link/source discovery,discovery_only_platform;iiif_is_viewer_not_reuse,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0013.html.txt,2026-06-05,"Use sparingly for source discovery, not item evidence."
CSS0014,Cargo Sites,Global,Independent web,Transnational,portfolio hosting family,platform / independent sites,Cargo / HTML,https://cargo.site/,200,https://cargo.site/,text/html; charset=utf-8,8559,Cargo,Site builder for designers and artists,Static JS App,Static JS App:window.__,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,project metadata where public and permitted,discovery_only_platform,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0014.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0015,Tumblr Design Archive Discovery,Global,Platform discovery,Transnational,blog platform,platform,API / RSS / HTML,https://www.tumblr.com/,200,https://www.tumblr.com/,text/html; charset=utf-8,118758,Trending topics on Tumblr,"Explore trending topics on Tumblr. See all of the GIFs, fan art, and general conversation about the internet’s favorite things.",IIIF;WordPress REST;Static JS App,IIIF:manifest.json;WordPress REST:wp-content;Static JS App:window.__,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,tag/source link discovery,discovery_only_platform;iiif_is_viewer_not_reuse,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0015.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0016,JAGDA,East Asia,Japan,Japan,professional association,professional association,Static JS App / HTML,https://www.jagda.or.jp/,200,https://www.jagda.or.jp/,text/html; charset=UTF-8,33829,公益社団法人日本グラフィックデザイン協会（JAGDA）,グラフィックデザイナーによる団体。設立趣旨・概要、イベント案内とニュース。,WordPress REST,WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG04 text/source registry; no image frame unless item-level visual record is found,institutional description and event text,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0016.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0017,Tokyo Type Directors Club,East Asia,Japan,Japan,professional association / awards,professional association,Static JS App / HTML,https://tokyotypedirectorsclub.org/,200,https://tokyotypedirectorsclub.org/,text/html; charset=UTF-8,55526,Tokyo TDC,Tokyo Type Directors Club,JSON-LD;WordPress REST,JSON-LD:schema.org;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG04 text/source registry; no image frame unless item-level visual record is found,source/event text extraction,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0017.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0018,Tokyo ADC,East Asia,Japan,Japan,professional association / awards,professional association,Static JS App / HTML,https://www.tokyoadc.com/,200,https://www.tokyoadc.com/new/,text/html,5290,ADC,,,,html_source_probe_then_manual_rules,IMG04 text/source registry; no image frame unless item-level visual record is found,history/event text extraction,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0018.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0019,Ginza Graphic Gallery,East Asia,Japan,Japan,exhibition archive,gallery / institution,Static JS App / HTML,https://www.dnpfcp.jp/gallery/ggg/,200,https://www.dnpfcp.jp/gallery/ggg/,text/html,12990,ギンザ・グラフィック・ギャラリー,ギンザ・グラフィック・ギャラリー（ginza graphic gallery）は、展覧会やレクチャーの開催、gggBooks等の出版活動を継続し、多くの方々にグラフィックデザインの素晴らしさと出会う機会をご提供しています。,,,html_source_probe_then_manual_rules,IMG04 text/source registry; no image frame unless item-level visual record is found,exhibition text and designer extraction,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0019.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0020,ddd Gallery,East Asia,Japan,Japan,exhibition archive,gallery / institution,Static JS App / HTML,https://www.dnpfcp.jp/gallery/ddd/,200,https://www.dnpfcp.jp/gallery/ddd/,text/html,13384,京都dddギャラリー,京都dddギャラリーは、関西の数少ないグラフィックデザイン専門ギャラリーのひとつとして展覧会やレクチャーの活動を行っています。,,,html_source_probe_then_manual_rules,IMG04 text/source registry; no image frame unless item-level visual record is found,exhibition text extraction,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0020.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0021,DNP Graphic Design Archives,East Asia,Japan,Japan,design archive,institutional archive,HTML / collection pages,https://www.dnpfcp.jp/gallery/archives/,404,https://www.dnpfcp.jp/gallery/archives/,text/html; charset=iso-8859-1,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,http_error,HTTP Error 404: Not Found,,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0022,Seoul Design Foundation / DDP,East Asia,Korea,South Korea,design institution,public design institution,Static JS App / HTML,https://www.ddp.or.kr/,200,https://ddp.or.kr/?menuno=228,text/html;charset=utf-8,116464,DDP - 메인페이지 > DDP(KOR),,,,static_js_or_html_probe,IMG04 text/source registry; no image frame unless item-level visual record is found,event and exhibition text extraction,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0022.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0023,Korea Design Foundation / Design DB,East Asia,Korea,South Korea,design database / institution,public design institution,HTML / Static JS App,https://www.designdb.com/,200,https://www.designdb.com/?menuno=668,text/html;charset=utf-8,176394,"세상의 디자인을 만나다, 디자인DB 디자인DB_실시간_삭제금지 > 디자인DB","연간 100만 명 이상 방문, 총 콘텐츠 수 36만 건의 국내 최대 디자인정보 포털사이트. 실시간 업데이트 되는 디자인 및 산업 전반 트렌드와 이슈, 글로벌 시장변화, 소비자동향 등 디자이너를 위한 모든 정보를 제공합니다.",,,html_source_probe_then_manual_rules,IMG04 text/source registry; no image frame unless item-level visual record is found,article/source text extraction,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0023.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0024,National Library of Korea Digital Collections,East Asia,Korea,South Korea,national library digital collection,national institution,OAI-PMH / HTML,https://www.nl.go.kr/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,TimeoutError: The read operation timed out,,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0025,Taiwan Design Research Institute,East Asia,Taiwan,Taiwan,design institution,public design institution,Static JS App / HTML,https://www.tdri.org.tw/,200,https://www.tdri.org.tw/zh-TW,text/html; charset=utf-8,45439,台灣設計研究院 - TDRI,財團法人台灣設計研究院將運用「設計力」整合政府跨部會的資源，讓設計成為我國重要施政價值與國家戰略，期許引領產業和社會永續發展，並增進國民生活價值。TDRI將協助政府擬定國家設計政策，提升政府施政效能，同時透過跨領域的知識整合，讓政府導入設計思維，以設計驅動企業賦能，在臺灣打造設計領先型企業。,JSON-LD,JSON-LD:schema.org,html_jsonld_adapter,IMG04 text/source registry; no image frame unless item-level visual record is found,text/context extraction,standard_rights_review,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0025.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0026,Taiwan Cultural Memory Bank,East Asia,Taiwan,Taiwan,cultural heritage database,public cultural platform,Static JS App / API,https://memory.culture.tw/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0027,M+ Collections,East Asia,Hong Kong,Hong Kong,museum collection,museum,Static JS App / API-like,https://www.mplus.org.hk/en/collection/,200,https://www.mplus.org.hk/en/collection/,text/html; charset=utf-8,180000,Explore the M+ Collections Online | M+ Museum,Discover some of the world’s foremost collections of twentieth- and twenty-first-century visual culture.,RSS/Atom;GraphQL;Static JS App,"RSS/Atom:rel=""alternate"";GraphQL:graphql;Static JS App:window.__",graphql_schema_probe_then_adapter,IMG00/IMG02 after item rights review; no automatic thumbnail upgrade,object metadata and curatorial text,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0027.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0028,DesignSingapore Council,Southeast Asia,Singapore,Singapore,design institution,public design institution,HTML / Static JS App,https://designsingapore.org/,200,https://designsingapore.org/,text/html; charset=UTF-8,57774,DesignSingapore Council,,JSON-LD;WordPress REST,JSON-LD:application/ld+json;WordPress REST:wp-content,wordpress_rest_or_html_adapter,IMG04 text/source registry; no image frame unless item-level visual record is found,report/profile text extraction,standard_rights_review,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0028.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0029,National Library Board Singapore / BiblioAsia,Southeast Asia,Singapore,Singapore,library publication / heritage text,national institution,HTML / Search,https://biblioasia.nlb.gov.sg/,200,https://biblioasia.nlb.gov.sg/,text/html,180000,Home | BiblioAsia,"BiblioAsia features the history, culture and heritage of Singapore within the larger Asian context. It is produced by the National Library of Singapore.",Static JS App,Static JS App:_next/static,headless_metadata_probe_only,IMG04 text/source registry; no image frame unless item-level visual record is found,essay citation extraction,standard_rights_review,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0029.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0030,Roots.sg,Southeast Asia,Singapore,Singapore,heritage portal / collection,public cultural institution,Static JS App / API-like,https://www.roots.gov.sg/,200,https://www.roots.gov.sg/,text/html; charset=utf-8,96417,Roots,Roots,Static JS App,Static JS App:_next/static,headless_metadata_probe_only,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,object/article metadata extraction,standard_rights_review,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0030.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0031,Malaysian Design Archive,Southeast Asia,Malaysia,Malaysia,community/critical design archive,independent archive,HTML / Static JS App,https://www.malaysiadesignarchive.org/,200,https://www.malaysiadesignarchive.org/,text/html; charset=UTF-8,45398,Home | Malaysia Design Archive,"Malaysia Design Archive is a visual culture archive dedicated to the preservation, research, and promotion of Malaysia's visual history.",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG00/IMG02 after item rights review; no automatic thumbnail upgrade,essay and record text extraction,community_or_cultural_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0031.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0032,Grafis Nusantara,Southeast Asia,Indonesia,Indonesia,graphic archive / design history,independent archive,Static JS App / HTML,https://grafisnusantara.com/,200,https://grafisnusantara.com/,text/html; charset=UTF-8,61043,Home - Grafis Nusantara,"is an Indonesian sticker and label archive aiming to demystify Indonesian visual culture. We challenge traditional, institutionalised archiving practices through social curation and collaborative efforts.",IIIF;RSS/Atom;JSON-LD;WordPress REST,"IIIF:manifest.json;RSS/Atom:rel=""alternate"";JSON-LD:application/ld+json;WordPress REST:wp-json",iiif_manifest_adapter,IMG02 source-hosted viewer candidate; IMG03 only with record-level open license,archive text and source links,iiif_is_viewer_not_reuse,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0032.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0033,IVAA Indonesian Visual Art Archive,Southeast Asia,Indonesia,Indonesia,visual art archive,independent archive,Archive / HTML,https://ivaa-online.org/,403,https://ivaa-online.org/,text/html; charset=UTF-8,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,http_error,HTTP Error 403: Forbidden,,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0034,ASEAN Digital Library,Southeast Asia,ASEAN,Southeast Asia,regional digital library,regional library network,Search / IIIF possible,https://www.aseanlibrary.org/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0035,VietGD,Southeast Asia,Vietnam,Vietnam / diaspora,design history platform,independent/community,HTML / Static JS App,https://vietgd.com/,200,https://vietgd.com/,text/html; charset=utf-8,998,Vietnamese Graphic Design,,,,discovery_signal_only_no_item_image_ingest,IMG00 discovery-only; resolve original source before public image display,article/project text extraction,discovery_only_platform;community_or_cultural_review,P2 discovery lead queue,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0035.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0036,Thai Graphic Design Century,Southeast Asia,Thailand,Thailand,publication / archive project,independent/research,HTML / Publication,https://thaigraphicdesignhistory.com/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,Useful source family despite not being post-1990 object material.
CSS0037,Design Center of the Philippines,Southeast Asia,Philippines,Philippines,design institution,public design institution,HTML / Static JS App,https://designcenter.gov.ph/,200,https://www.designcenter.gov.ph/,text/html; charset=utf-8,60097,Design Center of the Philippines,"We effect positive change through design. UPRC Building, 315 Sen Gil J. Puyat Avenue Makati, 1209 Metro Manila, Philippines",,,html_source_probe_then_manual_rules,IMG04 text/source registry; no image frame unless item-level visual record is found,event/report text,standard_rights_review,P1 text/source enrichment,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0037.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0038,CIViC Archive,South Asia,India,India,popular visual culture archive,independent/research archive,HTML / Search,https://civicarchives.org/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0039,Priya Paul Collection,South Asia,India,India,popular visual culture collection,private collection / public platform,Google Arts / HTML,https://artsandculture.google.com/partner/priya-paul-collection,200,https://artsandculture.google.com/partner/priya-paul-collection,text/html; charset=utf-8,180000,"Priya Paul Collection, New Delhi, India — Google Arts & Culture",The Maya Mahal exhibition comprises of a selection of film memorabilia from the Priya Paul Collection. The exhibition was curated by Debashree Mukherjee an...,IIIF;JSON-LD;Static JS App,"IIIF:rel=""manifest"";JSON-LD:application/ld+json;Static JS App:window.__",iiif_manifest_adapter,IMG02 source-hosted viewer candidate; IMG03 only with record-level open license,record metadata/context text,iiif_is_viewer_not_reuse,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0039.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0040,Tasveer Ghar,South Asia,India / South Asia,South Asia,visual culture archive,scholarly/community archive,HTML / Google Arts,https://tasveerghar.net/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [Errno 54] Connection reset by peer>,,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0041,Design Dashtahjaat,South Asia,Pakistan,Pakistan,graphic design archive,independent/community,HTML / Static JS App,https://designdashtahjaat.com/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0042,SADAA,South Asia,Diaspora,South Asian diaspora,diaspora arts archive,nonprofit archive,HTML / Collection,https://www.sadaa.org/,200,https://sadaa.org/,text/html;charset=utf-8,90191,Sadaa,,IIIF,"IIIF:rel=""manifest""",iiif_manifest_adapter,IMG02 source-hosted viewer candidate; IMG03 only with record-level open license,archive description and source text,iiif_is_viewer_not_reuse,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0042.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0043,Arabic Design Archive,MENA,Arab world,Egypt / Arab world,graphic design archive,independent archive,Static JS App / HTML,https://arabicdesignarchive.com/,200,https://arabicdesignarchive.com/,text/html; charset=utf-8,180000,The Arabic Design Archive | Arabic Design Archive,"ADA is a non-profit initiative that seeks to enable knowledge production about Arabic design and its history through a framework of collecting, digitizing, and displaying. ADA aims to provide an open and accessible platform for graphic…",IIIF;Static JS App,"IIIF:rel=""manifest"";Static JS App:_next/static",iiif_manifest_adapter,IMG02 source-hosted viewer candidate; IMG03 only with record-level open license,record text and relation extraction,iiif_is_viewer_not_reuse,P1 adapter build,ok,,data/contemporary_source_scan_probe_1990_2026_v2_raw/CSS0043.html.txt,2026-06-05,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
