source_file,capture_id,surface_id,year,region,image_state,source_name,title,source_url,input_review_type,review_class,suggested_action,surface_disposition_override,decision_type,confidence,override_basis,guardrail
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00215,SURF-CAW2026R00215,1854,Morocco,IMG03,Wikimedia Commons file source / C188a815 01.jpg / page 175426882,C188a815 01.jpg,https://commons.wikimedia.org/wiki/File:C188a815_01.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00225,SURF-CAW2026R00225,1858,Morocco,IMG03,Wikimedia Commons file source / C188a713 07.jpg / page 159690681,C188a713 07.jpg,https://commons.wikimedia.org/wiki/File:C188a713_07.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00226,SURF-CAW2026R00226,1859,Croatia,IMG03,Wikimedia Commons file source / Sissek 1859 Sisak.jpg / page 22464581,Sissek 1859 Sisak.jpg,https://commons.wikimedia.org/wiki/File:Sissek_1859_Sisak.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00227,SURF-CAW2026R00227,1859,Romania,IMG03,Wikimedia Commons file source / 1859 Frek 2kr Transylvania.jpg / page 25102167,1859 Frek 2kr Transylvania.jpg,https://commons.wikimedia.org/wiki/File:1859_Frek_2kr_Transylvania.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00229,SURF-CAW2026R00229,1859,Morocco,IMG03,Wikimedia Commons file source / Centinela a caballo - Ulpiano Checa.JPG / page 7891902,Centinela a caballo - Ulpiano Checa.JPG,https://commons.wikimedia.org/wiki/File:Centinela_a_caballo_-_Ulpiano_Checa.JPG,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00245,SURF-CAW2026R00245,1862,Ukraine,IMG03,"Wikimedia Commons file source / ARKIVET Peace and Human Rights Centre Kristiansand Norway. Museum WWII Exhibition. Gestapo office during Nazi Germany occupation. Kontoret. Door, desk made 1935, National swastika flag,...","ARKIVET Peace and Human Rights Centre Kristiansand Norway. Museum WWII Exhibition. Gestapo office during Nazi Germany occupation. Kontoret. Door, desk made 1935, National swastika flag, etc (2023) IMG 3538.jpg","https://commons.wikimedia.org/wiki/File:ARKIVET_Peace_and_Human_Rights_Centre_Kristiansand_Norway._Museum_WWII_Exhibition._Gestapo_office_during_Nazi_Germany_occupation._Kontoret._Door,_desk_made_1935,_National_swastika_flag,_etc_(2023)_IMG_3538.jpg",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00246,SURF-CAW2026R00246,1862,Ukraine,IMG03,Wikimedia Commons file source / ARKIVET Peace and Human Rights Centre Kristiansand Norway. Museum WWII Exhibition. Gestapo office. 3-rotor Enigma cipher machine 1936. During occupation by Nazi Germany. Desk 1935 Hitler...,ARKIVET Peace and Human Rights Centre Kristiansand Norway. Museum WWII Exhibition. Gestapo office. 3-rotor Enigma cipher machine 1936. During occupation by Nazi Germany. Desk 1935 Hitler poster by Knirr National swastika flag (2023) B.jpg,https://commons.wikimedia.org/wiki/File:ARKIVET_Peace_and_Human_Rights_Centre_Kristiansand_Norway._Museum_WWII_Exhibition._Gestapo_office._3-rotor_Enigma_cipher_machine_1936._During_occupation_by_Nazi_Germany._Desk_1935_Hitler_poster_by_Knirr_National_swastika_flag_(2023)_B.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00249,SURF-CAW2026R00249,1863,Romania,IMG03,Wikimedia Commons file source / 1863 LV 2soldi JBRAILA MiLV14.jpg / page 31583895,1863 LV 2soldi JBRAILA MiLV14.jpg,https://commons.wikimedia.org/wiki/File:1863_LV_2soldi_JBRAILA_MiLV14.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00251,SURF-CAW2026R00251,1863,Egypt,IMG03,Wikimedia Commons file source / 1863 LV 15soldi Alexandrien MiLV18.jpg / page 31583896,1863 LV 15soldi Alexandrien MiLV18.jpg,https://commons.wikimedia.org/wiki/File:1863_LV_15soldi_Alexandrien_MiLV18.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00252,SURF-CAW2026R00252,1863,Morocco,IMG03,Wikimedia Commons file source / C188b177 10.jpg / page 175845101,C188b177 10.jpg,https://commons.wikimedia.org/wiki/File:C188b177_10.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00253,SURF-CAW2026R00253,1864,India,IMG03,Wikimedia Commons file source / Senate House University of Madras Chennai India.jpg / page 138292658,Senate House University of Madras Chennai India.jpg,https://commons.wikimedia.org/wiki/File:Senate_House_University_of_Madras_Chennai_India.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00256,SURF-CAW2026R00256,1864,Romania,IMG03,Wikimedia Commons file source / 1864 LV 15soldi BucarestRec LV27.jpg / page 31583897,1864 LV 15soldi BucarestRec LV27.jpg,https://commons.wikimedia.org/wiki/File:1864_LV_15soldi_BucarestRec_LV27.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00259,SURF-CAW2026R00259,1864,Palestine / transnational,IMG03,Wikimedia Commons file source / 1864 KK 15soldi Jaffa MiV23.jpg / page 31620605,1864 KK 15soldi Jaffa MiV23.jpg,https://commons.wikimedia.org/wiki/File:1864_KK_15soldi_Jaffa_MiV23.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00261,SURF-CAW2026R00261,1864,Turkey,IMG03,Wikimedia Commons file source / 1864 LV 10soldi Lloyd A Costantinopoli MiV22.jpg / page 31508886,1864 LV 10soldi Lloyd A Costantinopoli MiV22.jpg,https://commons.wikimedia.org/wiki/File:1864_LV_10soldi_Lloyd_A_Costantinopoli_MiV22.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00305,SURF-CAW2026R00305,1867,Slovenia,IMG03,Wikimedia Commons file source / 1867 Newspaper Ferchenbauer type IIa Tolmein.jpg / page 27230689,1867 Newspaper Ferchenbauer type IIa Tolmein.jpg,https://commons.wikimedia.org/wiki/File:1867_Newspaper_Ferchenbauer_type_IIa_Tolmein.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00312,SURF-CAW2026R00312,1869,Ethiopia,IMG03,Wikimedia Commons file source / 1869 Marees Philippus und Kaemmerer anagoria.JPG / page 18727914,1869 Marees Philippus und Kaemmerer anagoria.JPG,https://commons.wikimedia.org/wiki/File:1869_Marees_Philippus_und_Kaemmerer_anagoria.JPG,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00320,SURF-CAW2026R00320,1870,Peru,IMG03,"Wikimedia Commons file source / 'California Pepper Tree' by Edward Edmondson, Jr., Dayton Art Institute.JPG / page 21666167","'California Pepper Tree' by Edward Edmondson, Jr., Dayton Art Institute.JPG","https://commons.wikimedia.org/wiki/File:%27California_Pepper_Tree%27_by_Edward_Edmondson,_Jr.,_Dayton_Art_Institute.JPG",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00322,SURF-CAW2026R00322,1871,Madagascar,IMG03,Wikimedia Commons file source / Pacific States Telephone Bldg-4.jpg / page 28516108,Pacific States Telephone Bldg-4.jpg,https://commons.wikimedia.org/wiki/File:Pacific_States_Telephone_Bldg-4.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00328,SURF-CAW2026R00328,1872,Egypt,IMG03,Wikimedia Commons file source / 1872 2piastre Egypte Cairo T III Yv18 SG32.jpg / page 63067263,1872 2piastre Egypte Cairo T III Yv18 SG32.jpg,https://commons.wikimedia.org/wiki/File:1872_2piastre_Egypte_Cairo_T_III_Yv18_SG32.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00334,SURF-CAW2026R00334,1874,Slovenia,IMG03,Wikimedia Commons file source / 1874ca Trifail 5kr Trbovlje.jpg / page 29862634,1874ca Trifail 5kr Trbovlje.jpg,https://commons.wikimedia.org/wiki/File:1874ca_Trifail_5kr_Trbovlje.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00335,SURF-CAW2026R00335,1874,Slovenia,IMG03,Wikimedia Commons file source / 1883 Schönstein 10kr Sostanj.jpg / page 29862635,1883 Schönstein 10kr Sostanj.jpg,https://commons.wikimedia.org/wiki/File:1883_Sch%C3%B6nstein_10kr_Sostanj.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00338,SURF-CAW2026R00338,1874,Ukraine,IMG03,Wikimedia Commons file source / Nowoselitza 1874 Bucovina (Ukraine).jpg / page 22609901,Nowoselitza 1874 Bucovina (Ukraine).jpg,https://commons.wikimedia.org/wiki/File:Nowoselitza_1874_Bucovina_(Ukraine).jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00361,SURF-CAW2026R00361,1879,Bosnia and Herzegovina,IMG03,Wikimedia Commons file source / 1879 B-H 10kr litho Mi5I.jpg / page 30801052,1879 B-H 10kr litho Mi5I.jpg,https://commons.wikimedia.org/wiki/File:1879_B-H_10kr_litho_Mi5I.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00362,SURF-CAW2026R00362,1879,Bosnia and Herzegovina,IMG03,Wikimedia Commons file source / 1879 B-H 3kr litho Mi3I.jpg / page 30801051,1879 B-H 3kr litho Mi3I.jpg,https://commons.wikimedia.org/wiki/File:1879_B-H_3kr_litho_Mi3I.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00363,SURF-CAW2026R00363,1879,Bosnia and Herzegovina,IMG03,Wikimedia Commons file source / 1884 B-H 10kr Sarajevo Mi5I.jpg / page 30914816,1884 B-H 10kr Sarajevo Mi5I.jpg,https://commons.wikimedia.org/wiki/File:1884_B-H_10kr_Sarajevo_Mi5I.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00364,SURF-CAW2026R00364,1879,Bosnia and Herzegovina,IMG03,Wikimedia Commons file source / Bosnia 1879 1kr Steindruck.jpg / page 24801430,Bosnia 1879 1kr Steindruck.jpg,https://commons.wikimedia.org/wiki/File:Bosnia_1879_1kr_Steindruck.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00365,SURF-CAW2026R00365,1879,Bosnia and Herzegovina,IMG03,Wikimedia Commons file source / Bosnia 1879 25kr Steindruck.jpg / page 24801429,Bosnia 1879 25kr Steindruck.jpg,https://commons.wikimedia.org/wiki/File:Bosnia_1879_25kr_Steindruck.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00391,SURF-CAW2026R00391,1880,Latin America,IMG03,Wikimedia Commons file source / 1885 Paraguay 2Centavos Mi16y.jpg / page 33214819,1885 Paraguay 2Centavos Mi16y.jpg,https://commons.wikimedia.org/wiki/File:1885_Paraguay_2Centavos_Mi16y.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00419,SURF-CAW2026R00419,1881,United Arab Emirates,IMG03,Wikimedia Commons file source / First locomotives used on the Nfl Railway were tiny! (27496067892).jpg / page 59903651,First locomotives used on the Nfl Railway were tiny! (27496067892).jpg,https://commons.wikimedia.org/wiki/File:First_locomotives_used_on_the_Nfl_Railway_were_tiny!_(27496067892).jpg,event_photo_or_context_image,event_or_photo_language,manual_keep_or_card_review,,manual_review_only,low,event_or_photo_language: photograph of,Event/photo language overlaps with design evidence; no automatic demotion.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00429,SURF-CAW2026R00429,1882,Bosnia and Herzegovina,IMG03,Wikimedia Commons file source / 1882 Bosnie 25kr Banjaluka.jpg / page 26931264,1882 Bosnie 25kr Banjaluka.jpg,https://commons.wikimedia.org/wiki/File:1882_Bosnie_25kr_Banjaluka.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00454,SURF-CAW2026R00454,1883,Thailand,IMG03,Wikimedia Commons file source / Thai stamp 1st sio.jpg / page 213515,Thai stamp 1st sio.jpg,https://commons.wikimedia.org/wiki/File:Thai_stamp_1st_sio.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00495,SURF-CAW2026R00495,1887,South Africa,IMG03,Wikimedia Commons file source / Sud Afrikanischer Volks-kalender 1887 cover.jpg / page 137948460,Sud Afrikanischer Volks-kalender 1887 cover.jpg,https://commons.wikimedia.org/wiki/File:Sud_Afrikanischer_Volks-kalender_1887_cover.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00498,SURF-CAW2026R00498,1887,Latin America,IMG03,Wikimedia Commons file source / 1887 Guatemala 2C Yv45.jpg / page 31900873,1887 Guatemala 2C Yv45.jpg,https://commons.wikimedia.org/wiki/File:1887_Guatemala_2C_Yv45.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: Stamp,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00513,SURF-CAW2026R00513,1887,Uruguay,IMG03,"Wikimedia Commons file source / 'Saltimbanques' by Emile Bernard, 1887.JPG / page 65560868","'Saltimbanques' by Emile Bernard, 1887.JPG","https://commons.wikimedia.org/wiki/File:%27Saltimbanques%27_by_Emile_Bernard,_1887.JPG",event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00565,SURF-CAW2026R00565,1889,Tanzania,IMG03,Wikimedia Commons file source / Endymion.jpeg / page 26893447,Endymion.jpeg,https://commons.wikimedia.org/wiki/File:Endymion.jpeg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00590,SURF-CAW2026R00590,1890,Democratic Republic of the Congo,IMG03,Wikimedia Commons file source / PM 110502 Liebig Chromos.jpg / page 69124801,PM 110502 Liebig Chromos.jpg,https://commons.wikimedia.org/wiki/File:PM_110502_Liebig_Chromos.jpg,event_photo_or_context_image,weak_context_or_profile_image,card_support_candidate,card,apply_card_demotion,high,weak_context_or_profile_image: Own work,Weak profile/own-work/context image; keep source visible but remove main-sheet claim.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00593,SURF-CAW2026R00593,1890,Slovenia,IMG03,Wikimedia Commons file source / Tschernembl 1897 Cernomiel.jpg / page 22312422,Tschernembl 1897 Cernomiel.jpg,https://commons.wikimedia.org/wiki/File:Tschernembl_1897_Cernomiel.jpg,event_photo_or_context_image,philatelic_or_stamp_like,card_support_review,support_packet_appendix_text,apply_subsheet_demotion,medium,philatelic_or_stamp_like: postage,Stamp/philatelic-like rows need support-packet treatment unless later reviewed as strong design objects.
