sha256,byte_size,file_count,paths
37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,3,32,"[""data/capture_batch_edge_wordpress_1970_2026_raw/another_graphic_posts_editorial.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/another_graphic_posts_identity.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/another_graphic_posts_poster.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/another_graphic_posts_typography.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/another_graphic_product_asia.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/another_graphic_product_editorial.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/bophana_audiovisual_resource_center_media_6979.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/designsingapore_council_posts_graphic_design.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/designsingapore_council_posts_identity.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/designsingapore_council_posts_poster.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/designsingapore_council_posts_publication.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/designsingapore_council_posts_typography.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/grafis_nusantara_posts_label.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/grafis_nusantara_posts_packaging.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/grafis_nusantara_posts_poster.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/grafis_nusantara_posts_sticker.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/grafis_nusantara_posts_typography.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/jagda_posts_exhibition.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/jagda_posts_graphic_design.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/jagda_posts_identity.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/jagda_posts_poster.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/jagda_posts_typography.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/tokyo_tdc_posts_award.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/tokyo_tdc_posts_design.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/tokyo_tdc_posts_exhibition.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/tokyo_tdc_posts_poster.json"",""data/capture_batch_edge_wordpress_1970_2026_raw/tokyo_tdc_posts_typography.json"",""data/capture_batch_independent_asia_1990_2026_raw/malaysia_design_archive_item_typography.json"",""data/capture_batch_independent_asia_1990_2026_raw/malaysia_design_archive_media_17873.json"",""data/capture_batch_independent_asia_1990_2026_raw/malaysia_design_archive_media_25528.json"",""data/capture_batch_source_breadth_1970_2026_raw/esc001_wp_dise_o.json"",""data/capture_batch_source_breadth_1970_2026_raw/esc001_wp_publicidad.json""]"
38624ba8e563ada65bc54a5cd1c9261cac664bfbff394dfe065a41e101e4f6c7,82,2,"[""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/performance/scale-2000-analyzed-fixture.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/performance/scale-2000-fixture.txt""]"
3873486dd16f42f3bc7a0bd2a77065f71837ba902bcba9e5b7e58d4b1554c0cf,46461,2,"[""data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0031.html.txt"",""data/global_edge_discovery_probe_v1_raw/GED0031.html.txt""]"
3dd5231f87f94f9c1bc8a48b4f83bb7c9093d433aa8e419dc2a36fab183b3712,106435,2,"[""data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_local_posters_search_3.json"",""data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_local_posters_search_4.json""]"
3ef311d53f062afc7a364b3eb76dc5d3beb008c6edbc565c41767db89f4a9cfb,2109,2,"[""data/capture_batch_image_ready_1931_1970_raw/met_object_841356.json"",""data/capture_batch_midcentury_1930_1970_raw/met_object_841356.json""]"
3ef38735dec3de368a9bc11c46e729245a76538beece3572ed4a1c2fb692ec75,65,4,"[""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/schema-hash-after-attempt4.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/schema-hash-after-smoke.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/schema-hash-before-smoke.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/replay/template-schema-hash.txt""]"
3f048619d5e28bf4033f7a2cc8b865fbe42b349fbf3847e3ebbffe00d1b24b0a,6400,2,"[""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_e4a68a82-b488-42da-92f5-8c41ff6e9953.json"",""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_posters_manifest_e4a68a82-b488-42da-92f5-8c41ff6e9953.json""]"
406cb2f67108ef47e9b1e26bc2ce1904d51d3a7b297bb10321e73798fdeb5784,6926,2,"[""data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_civil_rights_visual_material_GSB_2143.json"",""data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_local_posters_GSB_2143.json""]"
4201926fec37a380e38bfb7d54b12600e4ac64e12a2838006a5b0a2eb7346b17,6252,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_object_O129149.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_object_O129149.json""]"
4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865,2,3,"[""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/api-attempt2-exit-code.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/api-attempt3-exit-code.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/api-exit-code.txt""]"
45217365c8630b81c31c7409f64c0dcd6f8ed182e4a163c727bad4be1df04181,80632,2,"[""data/capture_batch_early_region_1830_1880_raw/vam_search_chromolithograph.json"",""data/capture_batch_early_region_1830_1930_raw/vam_search_chromolithograph.json""]"
4648c7fd9e244bf8350274b6d4335b6458d99b8bbaeee51b7b5862fff2d1b830,8613,2,"[""data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0014.html.txt"",""data/global_edge_discovery_probe_v1_raw/GED0078.html.txt""]"
47039cf625d896d6760be4ec7827d92a19cbf2534c26d665ede22a998a8b67f6,5644,2,"[""data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0063.html.txt"",""data/global_edge_discovery_probe_v1_raw/GED0068.html.txt""]"
4844fdce1e2b011b7f0d53abd1a3cd27bb6ae7ca92d3616d749b5b5f707c80b0,13043,2,"[""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_b14f6ff8-a17a-4af5-a144-1c4d90c4cc9d.json"",""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_posters_manifest_b14f6ff8-a17a-4af5-a144-1c4d90c4cc9d.json""]"
4927d00364cdb1195ac18cc88262166a36791e29292e4e5f7d26bf55162bbaba,6410,2,"[""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_8cc9b71f-4b4b-4531-aea4-05ece60f5c2a.json"",""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_posters_manifest_8cc9b71f-4b4b-4531-aea4-05ece60f5c2a.json""]"
4a4f7378eb74c581cde25e2cd5de7fff6917de68d0226a3fbbb6067d3a6a1ff8,6507,2,"[""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_5ec0fd51-6cef-447c-84b4-1deebaecc97e.json"",""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_posters_manifest_5ec0fd51-6cef-447c-84b4-1deebaecc97e.json""]"
4be178ad951ffd72a9b0c3fc2dc1bf218102c49f65387ea41a41b88ce9d28d30,65,10,"[""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.postfix.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.postfix.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.postfix.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.postfix.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.postfix.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.postfix.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.postfix.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.postfix.schema-hash.stdout.log""]"
4f293487d7d5d3ff64db3aabc154091c279bcad3fc4c2e06f4745e16a50c9138,90895254,4,"[""data/public_surface_mock_v0.json"",""frontend/public/data/public_surface_mock_v0.json"",""frontend/src/data/public_surface_mock_v0.json"",""generated/public_surfaces_v1.json""]"
4f51f69a414a5ea4ad2e8a25ac6c7ea7309462c40da3b085d72a485a8d453136,2106,2,"[""data/capture_batch_image_ready_1931_1970_raw/met_object_149754.json"",""data/capture_batch_midcentury_1930_1970_raw/met_object_149754.json""]"
52975041e2a86c9b9398636451b76ba816fbeb1784a5a54c70370adab1de09f5,2123,2,"[""data/capture_batch_image_ready_1931_1970_raw/met_object_841364.json"",""data/capture_batch_midcentury_1930_1970_raw/met_object_841364.json""]"
56934b137a0ad9bc71d39a557c0e8e83a3843d5df8a4087ab78819a7dfd9228f,153408,3,"[""data/capture_batch_early_region_1830_1880_raw/cleveland_search_poster.json"",""data/capture_batch_early_region_1830_1930_raw/cleveland_search_poster.json"",""data/capture_batch_image_ready_1931_1970_raw/cleveland_search_poster.json""]"
571e7440b406317c4562971e22ab742f22bb71f24e7ddf342b9b9ecd3d72878d,4745,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_object_O1257696.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_object_O1257696.json""]"
5721342d77e4ea03eb44efce30205c9a25e7af51623079ad4dab9c2001360b9a,2096,2,"[""data/capture_batch_image_ready_1931_1970_raw/met_object_841355.json"",""data/capture_batch_midcentury_1930_1970_raw/met_object_841355.json""]"
5b57610856e52a432d9789d374ea0d3fe7eb05ab9324abeb490d582f08d9e983,8183,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_object_O199702.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_object_O199702.json""]"
5ff08511717092d2c8bff7a8e777d2fbd6881bdfc89d99f0f310492d222f5d4f,65,11,"[""docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/02_P1_RIGHTS_LEAF_PRE_FIX_250.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/07_P1_DELIVERY_PRE_FIX_50.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.base.schema-hash.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.base.schema-hash.stdout.log""]"
61e2f99046c55faa461713f4b841c8fcb5e1ad6740d691938188a4a1ed785d67,2088,2,"[""data/capture_batch_image_ready_1931_1970_raw/met_object_841367.json"",""data/capture_batch_midcentury_1930_1970_raw/met_object_841367.json""]"
623345a3b5a8d632fbdcd0336d99768ecac50b12212dffdd9ddd91e87748ec8c,6404,2,"[""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_710ce9ec-6212-4cdf-b4f8-eadbc0d39a26.json"",""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_posters_manifest_710ce9ec-6212-4cdf-b4f8-eadbc0d39a26.json""]"
6279f52018c54ac7170f170a4c8700e9490a264a6f33b7c6b65a0696d167a228,180014,2,"[""data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0001.html.txt"",""data/global_edge_discovery_probe_v1_raw/GED0071.html.txt""]"
6732c46faf38d90f5df47ded0a95e6b8217f063990b5e466c1ddb763fd96c8f8,17224,2,"[""data/global_edge_discovery_probe_v1_raw/GED0065.html.txt"",""data/source_candidate_probe_v1_raw/SEM021.html.txt""]"
68a9625bdeb7a4b7da6eb978ef51638a4b9818bd42b10d07e4fc8e3f73d7a055,6782,2,"[""data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_labor_union_print_culture_IAM_81359.json"",""data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_local_posters_IAM_81359.json""]"
6a78a8c70ad020dada71a2a5b4494d040b5efd1faf4322d5962d76fc40f0ae60,10738,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_object_O1275009.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_object_O1275009.json""]"
6a8417e08148625b36bb7d0631761aa172c61df94a5c3ad2fa95885a739cf388,180000,2,"[""data/source_probe_edge_v2_raw/ESV244.html.txt"",""data/source_probe_independent_asia_v1_raw/IAS001.html.txt""]"
6bce9116ce93b97114e49c432bab906c147265ba499649979e2efe4d9714853a,2155,2,"[""data/capture_batch_image_ready_1931_1970_raw/met_object_711046.json"",""data/capture_batch_midcentury_1930_1970_raw/met_object_711046.json""]"
6c0fdfbfd524e71c362babcfafc3e206fec999113ec3bba89bb7d00c071f24b1,6603,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_object_O1034418.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_object_O1034418.json""]"
6c5abc448c023cc62de9944a8b548b727a76008df5c86d53ca8ea93d200cc704,82418,4,"[""data/capture_batch_early_region_1830_1880_raw/vam_search_poster.json"",""data/capture_batch_early_region_1830_1930_raw/vam_search_poster.json"",""data/capture_batch_image_ready_1931_1970_raw/vam_search_poster.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_search_poster.json""]"
6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,114,3,"[""data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0062.html.txt"",""data/global_edge_discovery_probe_v1_raw/GED0058.html.txt"",""data/global_edge_discovery_probe_v1_raw/GED0063.html.txt""]"
6f659570d01bbbd26a3b5f5d8219f20cbdbb0645755fbd78bdd83ae4477f93fc,84,2,"[""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/full-projection-a/fixture.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/full-projection-b/fixture.txt""]"
6fcc12866e11d904f4694920c36ce6b7faefea5fab85c0251e70cddde30ef4aa,39756,2,"[""docs/qa/screenshots/round10-mobile-region-stack-after-swipe.jpg"",""docs/qa/screenshots/round10-mobile-region-stack-before-swipe.jpg""]"
71b8522e39f8585c5eded7050d46ef8e7af0774dea641813a9ddc75a775bd704,29931,2,"[""data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_local_posters_search_1.json"",""data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_local_posters_search_2.json""]"
72af4793b3a7723d37085ec424fa49f26bddf56be8c66c4c26639331bbe24fc5,2077,2,"[""data/capture_batch_image_ready_1931_1970_raw/met_object_841362.json"",""data/capture_batch_midcentury_1930_1970_raw/met_object_841362.json""]"
72eee455e49987820ffab173d7aa9a302a9ca54deb2f0df8cad9faae201319d0,6436,2,"[""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_d540d3f5-d9cf-44dc-ba6c-fae1c615c3ff.json"",""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_posters_manifest_d540d3f5-d9cf-44dc-ba6c-fae1c615c3ff.json""]"
734f8c4c964960f258fa278b6259461292c04e976fd84412190f8336839fe0f0,46132,2,"[""data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0061.html.txt"",""data/global_edge_discovery_probe_v1_raw/GED0062.html.txt""]"
779aa22a1e6253f9fe763981be929d5452a49d19cd227b2e3780a50863552898,5441,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_object_O201369.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_object_O201369.json""]"
7815d5eb9bc666375bd1fe9c91b488f7e3f879f51a51970f767a8a8a6908d8de,1749122,2,"[""docs/audits/v49-api-read-contract-closure/raw/fresh-c/reconciliation/quarantined-stable-ids.tsv"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/reconciliation/quarantined-stable-ids.tsv""]"
78280e51ae51e4ad63f53f219a600142de0907682b50533fa4dbacd3e2e583a4,7411,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_object_O587474.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_object_O587474.json""]"
7cc5db7e2061e2b0d7c954a049a7bf919bf32d0125bce4b24fc9bdbd1bf0f2ca,129036,2,"[""data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0056.html.txt"",""data/global_edge_discovery_probe_v1_raw/GED0042.html.txt""]"
7ddfc91ff036a1e205dd5613d8912074ae6335f6cce4e0b5105dc8c5a5254b91,2803,2,"[""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_a3034f38-bb51-4efd-a595-32cc0228dfd7.json"",""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_posters_manifest_a3034f38-bb51-4efd-a595-32cc0228dfd7.json""]"
8368a78e5821e1366cba7e5e2f6e2f0514c759ce5808a3ec2e52ab97ab02e048,2306,2,"[""data/capture_batch_image_ready_1931_1970_raw/met_object_346991.json"",""data/capture_batch_midcentury_1930_1970_raw/met_object_346991.json""]"
84179bad25c0621e620c1ec6f92c9daae4afb7153b045a768874d003872405cc,815,2,"[""data/capture_batch_loc_deep_image_ready_1931_1970_records.csv"",""data/capture_batch_wikimedia_commons_deep_image_ready_1830_1970_records.csv""]"
847694db50891b09c8bc970c9bd5decb748cda5685b8ac9c7c4b030d823fbbae,6284,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_object_O696519.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_object_O696519.json""]"
85b8d37f2c6a54e2fa9b1af3b2818bda12b2d50f34193e68163cc633b47d29c0,76948,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_search_travel-poster.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_search_travel-poster.json""]"
85f8934235a52bbade432f09ad661807490c34a8000714a4059f308c00fb9932,13397,2,"[""data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0020.html.txt"",""data/global_edge_discovery_probe_v1_raw/GED0016.html.txt""]"
87fe972d50492fac21345fddad9bf7b899a3792a92669b81f4fe29f414b5e9cf,8432,2,"[""data/capture_batch_image_ready_1931_1970_raw/vam_object_O199710.json"",""data/capture_batch_midcentury_1930_1970_raw/vam_object_O199710.json""]"
88e21e8ead7ef9c1ddcfc07eadb4bb7f36e9de79b03441afeb2b2c0071e83e1c,6397,2,"[""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_687eed29-733c-46a7-97f5-4c25d9ada5d0.json"",""data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_posters_manifest_687eed29-733c-46a7-97f5-4c25d9ada5d0.json""]"
8a8414fec988cb0abe91d67fdd16d07ce25127b822e490b95700c4acf51cfaed,2093,2,"[""data/capture_batch_image_ready_1931_1970_raw/met_object_841366.json"",""data/capture_batch_midcentury_1930_1970_raw/met_object_841366.json""]"
8c584b485ebd27335e20512807f847fdd47c089e5afc880a316bce0ce9d36d0b,37663,2,"[""docs/qa/screenshots/round11-mobile-trace-constellation-selected.png"",""docs/qa/screenshots/round9-mobile-evidence-selected.jpg""]"
8f60b66f0696a8dfbba9f83cb4687e4466cd6e9257e76c14b1cac5da42fe38aa,40654,2,"[""docs/qa/screenshots/round8-mobile-trace-two-level-controls.jpg"",""docs/qa/screenshots/round9-mobile-object-current.jpg""]"
8f99f0806494baec749ae76ab120b845f3fc09d87be2470829982695cfb35d30,4246,2,"[""docs/audits/v49-phase2b-performance/evidence/P4_FRESH_A_VERIFY.json"",""docs/audits/v49-phase2b-performance/evidence/P5_FRESH_B_VERIFY.json""]"
