case_id	phase	method	path	expected_status	actual_status	outcome	latency_ms	response_bytes	response_sha256	error
C01-W00-R0051	CONCURRENCY_C1	GET	/api/trace/v3/exploration/incidences	200	200	PASS	1.584916	711	d9abfe7c888de54a767bf8acd5d628aeaafe94f02988d127fafdb5f7c19cf6e5	
C01-W00-R0052	CONCURRENCY_C1	GET	/api/trace/v3/exploration/navigation-states	200	200	PASS	1.473709	718	624ee202b32e3ded7bd22d1be93401b6e20f864e8621e20bd341f8821f093959	
C01-W00-R0053	CONCURRENCY_C1	GET	/api/trace/v3/exploration/scopes	200	200	PASS	1.220541	707	8b14a489448a1984cfb15fba343a204fafb96965836e0580734e30c3e02f3373	
C01-W00-R0054	CONCURRENCY_C1	GET	/api/trace/v3/exploration/transitions	200	200	PASS	1.230334	712	139abdc791c497981ca0f31b41b09d19a2be583e770b5b9e6f36f7a9d13b434a	
C01-W00-R0055	CONCURRENCY_C1	GET	/api/trace/v3/exploration/workflows	200	200	PASS	1.498125	710	fd65affe0a08cd2ec3b774b6838cd8f49b143392f4d49090467757d3f1026191	
C01-W00-R0056	CONCURRENCY_C1	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	1.983459	725	4dd78134dc4f23e63725e4caeda97ef2bfc1754f5f2aff51942d11c02123691a	
C01-W00-R0057	CONCURRENCY_C1	GET	/api/trace/v3/exploration/associations	200	200	PASS	1.471750	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C01-W00-R0058	CONCURRENCY_C1	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	1.263833	2189	a79789043f67fc313292921d4c5d34d25c4abad09138eb94562035770a69e65d	
C01-W00-R0059	CONCURRENCY_C1	GET	/api/trace/v3/exploration/capabilities	200	200	PASS	1.332667	4005	01eac840347efa58ff68d4431a463f7d7dd610dacc575ad788217bbd1b9cacab	
C01-W00-R0060	CONCURRENCY_C1	GET	/api/trace/v3/exploration/composition-coherence-reviews	200	200	PASS	1.797833	730	da7e8e19cca6598183e902d6f684920ccdc423cf300a4ed8990c211b1e292bbc	
C01-W00-R0061	CONCURRENCY_C1	GET	/api/trace/v3/exploration/compositions	200	200	PASS	1.643542	713	dd1373bde067964b9bd52ce2ddfcb828999bb077e5e42dd15f348304f0ca70a1	
C01-W00-R0062	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concept-senses	200	200	PASS	1.265041	715	75cadf84c5a950188e711430d8292660a7c54e01575953995ce43972632429f4	
C01-W00-R0063	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concepts	200	200	PASS	1.168750	709	05943d3a95d4227edfc1c8c82c6a546b41d5da382d423934b81bb517d2a0eb5d	
C01-W00-R0064	CONCURRENCY_C1	GET	/api/trace/v3/exploration/exports	200	200	PASS	1.077667	708	631fc5c6cd72a4902047dddd789da4e136d6b7123bb5d12b025e9336adbc81a8	
C01-W00-R0065	CONCURRENCY_C1	GET	/api/trace/v3/exploration/incidences	200	200	PASS	1.391125	711	d9abfe7c888de54a767bf8acd5d628aeaafe94f02988d127fafdb5f7c19cf6e5	
C01-W00-R0066	CONCURRENCY_C1	GET	/api/trace/v3/exploration/navigation-states	200	200	PASS	1.567333	718	624ee202b32e3ded7bd22d1be93401b6e20f864e8621e20bd341f8821f093959	
C01-W00-R0067	CONCURRENCY_C1	GET	/api/trace/v3/exploration/scopes	200	200	PASS	1.932958	707	8b14a489448a1984cfb15fba343a204fafb96965836e0580734e30c3e02f3373	
C01-W00-R0068	CONCURRENCY_C1	GET	/api/trace/v3/exploration/transitions	200	200	PASS	1.376541	712	139abdc791c497981ca0f31b41b09d19a2be583e770b5b9e6f36f7a9d13b434a	
C01-W00-R0069	CONCURRENCY_C1	GET	/api/trace/v3/exploration/workflows	200	200	PASS	1.242500	710	fd65affe0a08cd2ec3b774b6838cd8f49b143392f4d49090467757d3f1026191	
C01-W00-R0070	CONCURRENCY_C1	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	1.102292	725	4dd78134dc4f23e63725e4caeda97ef2bfc1754f5f2aff51942d11c02123691a	
C01-W00-R0071	CONCURRENCY_C1	GET	/api/trace/v3/exploration/associations	200	200	PASS	1.487375	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C01-W00-R0072	CONCURRENCY_C1	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	2.136333	2189	a79789043f67fc313292921d4c5d34d25c4abad09138eb94562035770a69e65d	
C01-W00-R0073	CONCURRENCY_C1	GET	/api/trace/v3/exploration/capabilities	200	200	PASS	1.863250	4005	01eac840347efa58ff68d4431a463f7d7dd610dacc575ad788217bbd1b9cacab	
C01-W00-R0074	CONCURRENCY_C1	GET	/api/trace/v3/exploration/composition-coherence-reviews	200	200	PASS	1.487750	730	da7e8e19cca6598183e902d6f684920ccdc423cf300a4ed8990c211b1e292bbc	
C01-W00-R0075	CONCURRENCY_C1	GET	/api/trace/v3/exploration/compositions	200	200	PASS	1.376208	713	dd1373bde067964b9bd52ce2ddfcb828999bb077e5e42dd15f348304f0ca70a1	
C01-W00-R0076	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concept-senses	200	200	PASS	1.515125	715	75cadf84c5a950188e711430d8292660a7c54e01575953995ce43972632429f4	
C01-W00-R0077	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concepts	200	200	PASS	1.719541	709	05943d3a95d4227edfc1c8c82c6a546b41d5da382d423934b81bb517d2a0eb5d	
C01-W00-R0078	CONCURRENCY_C1	GET	/api/trace/v3/exploration/exports	200	200	PASS	1.873208	708	631fc5c6cd72a4902047dddd789da4e136d6b7123bb5d12b025e9336adbc81a8	
C01-W00-R0079	CONCURRENCY_C1	GET	/api/trace/v3/exploration/incidences	200	200	PASS	1.319042	711	d9abfe7c888de54a767bf8acd5d628aeaafe94f02988d127fafdb5f7c19cf6e5	
C01-W00-R0080	CONCURRENCY_C1	GET	/api/trace/v3/exploration/navigation-states	200	200	PASS	2.117834	718	624ee202b32e3ded7bd22d1be93401b6e20f864e8621e20bd341f8821f093959	
C01-W00-R0081	CONCURRENCY_C1	GET	/api/trace/v3/exploration/scopes	200	200	PASS	1.870667	707	8b14a489448a1984cfb15fba343a204fafb96965836e0580734e30c3e02f3373	
C01-W00-R0082	CONCURRENCY_C1	GET	/api/trace/v3/exploration/transitions	200	200	PASS	1.248708	712	139abdc791c497981ca0f31b41b09d19a2be583e770b5b9e6f36f7a9d13b434a	
C01-W00-R0083	CONCURRENCY_C1	GET	/api/trace/v3/exploration/workflows	200	200	PASS	1.198208	710	fd65affe0a08cd2ec3b774b6838cd8f49b143392f4d49090467757d3f1026191	
C01-W00-R0084	CONCURRENCY_C1	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	1.250375	725	4dd78134dc4f23e63725e4caeda97ef2bfc1754f5f2aff51942d11c02123691a	
C01-W00-R0085	CONCURRENCY_C1	GET	/api/trace/v3/exploration/associations	200	200	PASS	1.442375	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C01-W00-R0086	CONCURRENCY_C1	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	1.472833	2189	a79789043f67fc313292921d4c5d34d25c4abad09138eb94562035770a69e65d	
C01-W00-R0087	CONCURRENCY_C1	GET	/api/trace/v3/exploration/capabilities	200	200	PASS	1.650042	4005	01eac840347efa58ff68d4431a463f7d7dd610dacc575ad788217bbd1b9cacab	
C01-W00-R0088	CONCURRENCY_C1	GET	/api/trace/v3/exploration/composition-coherence-reviews	200	200	PASS	2.179417	730	da7e8e19cca6598183e902d6f684920ccdc423cf300a4ed8990c211b1e292bbc	
C01-W00-R0089	CONCURRENCY_C1	GET	/api/trace/v3/exploration/compositions	200	200	PASS	1.583792	713	dd1373bde067964b9bd52ce2ddfcb828999bb077e5e42dd15f348304f0ca70a1	
C01-W00-R0090	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concept-senses	200	200	PASS	1.451166	715	75cadf84c5a950188e711430d8292660a7c54e01575953995ce43972632429f4	
C01-W00-R0091	CONCURRENCY_C1	GET	/api/trace/v3/exploration/concepts	200	200	PASS	2.666208	709	05943d3a95d4227edfc1c8c82c6a546b41d5da382d423934b81bb517d2a0eb5d	
C01-W00-R0092	CONCURRENCY_C1	GET	/api/trace/v3/exploration/exports	200	200	PASS	1.728375	708	631fc5c6cd72a4902047dddd789da4e136d6b7123bb5d12b025e9336adbc81a8	
C01-W00-R0093	CONCURRENCY_C1	GET	/api/trace/v3/exploration/incidences	200	200	PASS	1.398167	711	d9abfe7c888de54a767bf8acd5d628aeaafe94f02988d127fafdb5f7c19cf6e5	
C01-W00-R0094	CONCURRENCY_C1	GET	/api/trace/v3/exploration/navigation-states	200	200	PASS	1.164500	718	624ee202b32e3ded7bd22d1be93401b6e20f864e8621e20bd341f8821f093959	
C01-W00-R0095	CONCURRENCY_C1	GET	/api/trace/v3/exploration/scopes	200	200	PASS	1.168292	707	8b14a489448a1984cfb15fba343a204fafb96965836e0580734e30c3e02f3373	
C01-W00-R0096	CONCURRENCY_C1	GET	/api/trace/v3/exploration/transitions	200	200	PASS	1.387708	712	139abdc791c497981ca0f31b41b09d19a2be583e770b5b9e6f36f7a9d13b434a	
C01-W00-R0097	CONCURRENCY_C1	GET	/api/trace/v3/exploration/workflows	200	200	PASS	1.836333	710	fd65affe0a08cd2ec3b774b6838cd8f49b143392f4d49090467757d3f1026191	
C01-W00-R0098	CONCURRENCY_C1	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	2.375042	725	4dd78134dc4f23e63725e4caeda97ef2bfc1754f5f2aff51942d11c02123691a	
C01-W00-R0099	CONCURRENCY_C1	GET	/api/trace/v3/exploration/associations	200	200	PASS	1.630708	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C05-W00-R0000	CONCURRENCY_C5	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	2.440875	725	4dd78134dc4f23e63725e4caeda97ef2bfc1754f5f2aff51942d11c02123691a	
C05-W00-R0001	CONCURRENCY_C5	GET	/api/trace/v3/exploration/associations	200	200	PASS	5.956500	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C05-W00-R0002	CONCURRENCY_C5	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	5.552959	2189	a79789043f67fc313292921d4c5d34d25c4abad09138eb94562035770a69e65d	
C05-W00-R0003	CONCURRENCY_C5	GET	/api/trace/v3/exploration/capabilities	200	200	PASS	4.326416	4005	01eac840347efa58ff68d4431a463f7d7dd610dacc575ad788217bbd1b9cacab	
C05-W00-R0004	CONCURRENCY_C5	GET	/api/trace/v3/exploration/composition-coherence-reviews	200	200	PASS	6.374542	730	da7e8e19cca6598183e902d6f684920ccdc423cf300a4ed8990c211b1e292bbc	
C05-W00-R0005	CONCURRENCY_C5	GET	/api/trace/v3/exploration/compositions	200	200	PASS	4.756875	713	dd1373bde067964b9bd52ce2ddfcb828999bb077e5e42dd15f348304f0ca70a1	
C05-W00-R0006	CONCURRENCY_C5	GET	/api/trace/v3/exploration/concept-senses	200	200	PASS	5.474750	715	75cadf84c5a950188e711430d8292660a7c54e01575953995ce43972632429f4	
C05-W00-R0007	CONCURRENCY_C5	GET	/api/trace/v3/exploration/concepts	200	200	PASS	8.287750	709	05943d3a95d4227edfc1c8c82c6a546b41d5da382d423934b81bb517d2a0eb5d	
C05-W00-R0008	CONCURRENCY_C5	GET	/api/trace/v3/exploration/exports	200	200	PASS	6.444542	708	631fc5c6cd72a4902047dddd789da4e136d6b7123bb5d12b025e9336adbc81a8	
C05-W00-R0009	CONCURRENCY_C5	GET	/api/trace/v3/exploration/incidences	200	200	PASS	6.100834	711	d9abfe7c888de54a767bf8acd5d628aeaafe94f02988d127fafdb5f7c19cf6e5	
C05-W00-R0010	CONCURRENCY_C5	GET	/api/trace/v3/exploration/navigation-states	200	200	PASS	4.179125	718	624ee202b32e3ded7bd22d1be93401b6e20f864e8621e20bd341f8821f093959	
C05-W00-R0011	CONCURRENCY_C5	GET	/api/trace/v3/exploration/scopes	200	200	PASS	5.182500	707	8b14a489448a1984cfb15fba343a204fafb96965836e0580734e30c3e02f3373	
C05-W00-R0012	CONCURRENCY_C5	GET	/api/trace/v3/exploration/transitions	200	200	PASS	6.640791	712	139abdc791c497981ca0f31b41b09d19a2be583e770b5b9e6f36f7a9d13b434a	
C05-W00-R0013	CONCURRENCY_C5	GET	/api/trace/v3/exploration/workflows	200	200	PASS	3.453500	710	fd65affe0a08cd2ec3b774b6838cd8f49b143392f4d49090467757d3f1026191	
C05-W00-R0014	CONCURRENCY_C5	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	4.827792	725	4dd78134dc4f23e63725e4caeda97ef2bfc1754f5f2aff51942d11c02123691a	
C05-W00-R0015	CONCURRENCY_C5	GET	/api/trace/v3/exploration/associations	200	200	PASS	4.157333	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C05-W00-R0016	CONCURRENCY_C5	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	6.938792	2189	a79789043f67fc313292921d4c5d34d25c4abad09138eb94562035770a69e65d	
C05-W00-R0017	CONCURRENCY_C5	GET	/api/trace/v3/exploration/capabilities	200	200	PASS	4.279083	4005	01eac840347efa58ff68d4431a463f7d7dd610dacc575ad788217bbd1b9cacab	
C05-W00-R0018	CONCURRENCY_C5	GET	/api/trace/v3/exploration/composition-coherence-reviews	200	200	PASS	3.972792	730	da7e8e19cca6598183e902d6f684920ccdc423cf300a4ed8990c211b1e292bbc	
C05-W00-R0019	CONCURRENCY_C5	GET	/api/trace/v3/exploration/compositions	200	200	PASS	5.795917	713	dd1373bde067964b9bd52ce2ddfcb828999bb077e5e42dd15f348304f0ca70a1	
C05-W01-R0000	CONCURRENCY_C5	GET	/api/trace/v3/exploration/associations	200	200	PASS	5.278417	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C05-W01-R0001	CONCURRENCY_C5	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	4.894875	2189	a79789043f67fc313292921d4c5d34d25c4abad09138eb94562035770a69e65d	
C05-W01-R0002	CONCURRENCY_C5	GET	/api/trace/v3/exploration/capabilities	200	200	PASS	5.489334	4005	01eac840347efa58ff68d4431a463f7d7dd610dacc575ad788217bbd1b9cacab	
C05-W01-R0003	CONCURRENCY_C5	GET	/api/trace/v3/exploration/composition-coherence-reviews	200	200	PASS	5.479375	730	da7e8e19cca6598183e902d6f684920ccdc423cf300a4ed8990c211b1e292bbc	
C05-W01-R0004	CONCURRENCY_C5	GET	/api/trace/v3/exploration/compositions	200	200	PASS	5.170458	713	dd1373bde067964b9bd52ce2ddfcb828999bb077e5e42dd15f348304f0ca70a1	
C05-W01-R0005	CONCURRENCY_C5	GET	/api/trace/v3/exploration/concept-senses	200	200	PASS	5.551375	715	75cadf84c5a950188e711430d8292660a7c54e01575953995ce43972632429f4	
C05-W01-R0006	CONCURRENCY_C5	GET	/api/trace/v3/exploration/concepts	200	200	PASS	5.882167	709	05943d3a95d4227edfc1c8c82c6a546b41d5da382d423934b81bb517d2a0eb5d	
C05-W01-R0007	CONCURRENCY_C5	GET	/api/trace/v3/exploration/exports	200	200	PASS	7.773583	708	631fc5c6cd72a4902047dddd789da4e136d6b7123bb5d12b025e9336adbc81a8	
C05-W01-R0008	CONCURRENCY_C5	GET	/api/trace/v3/exploration/incidences	200	200	PASS	7.337375	711	d9abfe7c888de54a767bf8acd5d628aeaafe94f02988d127fafdb5f7c19cf6e5	
C05-W01-R0009	CONCURRENCY_C5	GET	/api/trace/v3/exploration/navigation-states	200	200	PASS	4.454000	718	624ee202b32e3ded7bd22d1be93401b6e20f864e8621e20bd341f8821f093959	
C05-W01-R0010	CONCURRENCY_C5	GET	/api/trace/v3/exploration/scopes	200	200	PASS	4.270041	707	8b14a489448a1984cfb15fba343a204fafb96965836e0580734e30c3e02f3373	
C05-W01-R0011	CONCURRENCY_C5	GET	/api/trace/v3/exploration/transitions	200	200	PASS	6.118208	712	139abdc791c497981ca0f31b41b09d19a2be583e770b5b9e6f36f7a9d13b434a	
C05-W01-R0012	CONCURRENCY_C5	GET	/api/trace/v3/exploration/workflows	200	200	PASS	5.518333	710	fd65affe0a08cd2ec3b774b6838cd8f49b143392f4d49090467757d3f1026191	
C05-W01-R0013	CONCURRENCY_C5	GET	/api/trace/v3/exploration/association-realizations	200	200	PASS	3.387042	725	4dd78134dc4f23e63725e4caeda97ef2bfc1754f5f2aff51942d11c02123691a	
C05-W01-R0014	CONCURRENCY_C5	GET	/api/trace/v3/exploration/associations	200	200	PASS	5.131000	713	ec21eedebf5f2f148d12e05480e7d81a0026a169ea028e9a5ab145187f85b998	
C05-W01-R0015	CONCURRENCY_C5	GET	/api/trace/v3/exploration/baseline/reconciliation	200	200	PASS	4.205834	2189	a79789043f67fc313292921d4c5d34d25c4abad09138eb94562035770a69e65d	
