capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date
ER1830R011,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=chromolithograph&page_size=50&page=1,captured,O1025941,https://collections.vam.ac.uk/item/O1025941/,"Chromolithograph, copy after The Transfiguration, Fra Angelico in the Museo di San Marco (Florence)","Angelico, Fra",1870,1870,,great britain,Chromolithograph,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1880_raw/vam_search_trade-card.json,2026-05-30
ER1830R012,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2008677258,https://www.loc.gov/pictures/item/2008677258/,"Use Getz cockroach and bed bug exterminators, sold by all druggists I sink I tan hit it.",,[between 1870 and 1890],1870,,,1 print :,1 print : chromolithograph.,cph; diof; pp,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/18400/18408_150px.jpg,false,https://www.loc.gov/pictures/item/2008677258/,false,,data/capture_batch_early_region_1830_1880_raw/loc_search_trade-card.json,2026-05-30
ER1830R013,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=chromolithograph&page_size=50&page=1,captured,O630782,https://collections.vam.ac.uk/item/O630782/,"Chromolithograph, copy after The Crucifixion, Fra Angelico in the Museo di San Marco (Florence)","Angelico, Fra",1872,1872,,great britain,Chromolithograph,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1880_raw/vam_search_trade-card.json,2026-05-30
ER1830R014,ER02,early_region_design_museum_print_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=chromolithograph&page_size=50&page=1,captured,O1025946,https://collections.vam.ac.uk/item/O1025946/,"Copy after the painting The Visitation (The meeting of Mary and Elizabeth), Mariotto Albertinelli, Uffizi, Florence.","Mariannecci, Cesari",1875,1875,,Florence,Chromolithograph,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_early_region_1830_1880_raw/vam_search_trade-card.json,2026-05-30
ER1830R015,ER04,early_region_open_museum_print_records,SRC022,Cleveland Museum Open Access API,https://openaccess-api.clevelandart.org/api/artworks/?q=poster&has_image=1&limit=50,captured,1926.297,https://clevelandart.org/art/1926.297,Perched upon a Bust of Pallas,"Édouard Manet (French, 1832–1883)",1875,1875,1875,"France, 19th century",Print,lithograph,PR - Lithograph,Cleveland Museum API share_license_status=CC0.,,Cleveland Museum API share_license_status=CC0.,IMG03,Cleveland Museum API share_license_status=CC0.,IMG03: Cleveland Museum API share_license_status=CC0.,high,true,Open image display candidate; keep source credit and source return visible.,open_image_frame,https://openaccess-cdn.clevelandart.org/1926.297/1926.297_web.jpg,false,https://openaccess-cdn.clevelandart.org/1926.297/1926.297_web.jpg,false,,data/capture_batch_early_region_1830_1880_raw/cleveland_search_trade-card.json,2026-05-30
ER1830R016,ER04,early_region_open_museum_print_records,SRC022,Cleveland Museum Open Access API,https://openaccess-api.clevelandart.org/api/artworks/?q=poster&has_image=1&limit=50,captured,1923.215,https://clevelandart.org/art/1923.215,Raven's Head in Profile,"Édouard Manet (French, 1832–1883)",1875,1875,1875,"France, 19th century",Print,lithograph,PR - Lithograph,Cleveland Museum API share_license_status=CC0.,,Cleveland Museum API share_license_status=CC0.,IMG03,Cleveland Museum API share_license_status=CC0.,IMG03: Cleveland Museum API share_license_status=CC0.,high,true,Open image display candidate; keep source credit and source return visible.,open_image_frame,https://openaccess-cdn.clevelandart.org/1923.215/1923.215_web.jpg,false,https://openaccess-cdn.clevelandart.org/1923.215/1923.215_web.jpg,false,,data/capture_batch_early_region_1830_1880_raw/cleveland_search_trade-card.json,2026-05-30
ER1830R017,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,99614267,https://www.loc.gov/pictures/item/99614267/,Indian trading [6 illustrations: 1. trader's store; 2. 2 en route; 3. preparing for trade; 4. the trading post and fort; 5. return from trading; 6. dissatisfaction - (Indian beating his wife)],,1876.,1876,,,1 print :,1 print : wood engraving.,cph; diof; illnews; pp; ppminload,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b30000/3b32000/3b32400/3b32445_150px.jpg,false,https://www.loc.gov/pictures/item/99614267/,false,,data/capture_batch_early_region_1830_1880_raw/loc_search_trade-card.json,2026-05-30
ER1830R018,ER04,early_region_open_museum_print_records,SRC022,Cleveland Museum Open Access API,https://openaccess-api.clevelandart.org/api/artworks/?q=poster&has_image=1&limit=50,captured,2022.78,https://clevelandart.org/art/2022.78,Street Advertising,"John Thomson (British, 1837–1921)",1876–77,1876,1877,"England, 19th century",Photograph,woodburytype,PH - British 19th Century,Cleveland Museum API share_license_status=CC0.,,Cleveland Museum API share_license_status=CC0.,IMG03,Cleveland Museum API share_license_status=CC0.,IMG03: Cleveland Museum API share_license_status=CC0.,high,true,Open image display candidate; keep source credit and source return visible.,open_image_frame,https://openaccess-cdn.clevelandart.org/2022.78/2022.78_web.jpg,false,https://openaccess-cdn.clevelandart.org/2022.78/2022.78_web.jpg,false,,data/capture_batch_early_region_1830_1880_raw/cleveland_search_trade-card.json,2026-05-30
ER1830R019,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2010635174,https://www.loc.gov/pictures/item/2010635174/,[Pearsall Photography Studio trade card],,1880.,1880,,,1 item.,1 item.,iuc; minload; pp,LOC search row does not expose a usable image in this capture.,,LOC search row does not expose a usable image in this capture.,IMG04,LOC search row does not expose a usable image in this capture.,IMG04: LOC search row does not expose a usable image in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010635174/,false,,data/capture_batch_early_region_1830_1880_raw/loc_search_trade-card.json,2026-05-30
ER1830R020,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651615,https://www.loc.gov/pictures/item/2015651615/,"[Santa with toys in a sleigh, drawn by reindeer, with a church on the right and another in the distance]",,[between 1880 and 1890],1880,,,1 print :,1 print : color wood engraving ; sheet 7 x 11.3 cm.,cph; diof; pp,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40208_150px.jpg,false,https://www.loc.gov/pictures/item/2015651615/,false,,data/capture_batch_early_region_1830_1880_raw/loc_search_trade-card.json,2026-05-30
ER1830R021,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651614,https://www.loc.gov/pictures/item/2015651614/,"[Ship at sea, under full sail, with five men in a rowboat under a partially obscured full moon]",,[between 1880 and 1900],1880,,,1 print :,1 print : color wood engraving ; sheet 11.3 x 6.8 cm.,cph; diof; pp,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/39600/39629_150px.jpg,false,https://www.loc.gov/pictures/item/2015651614/,false,,data/capture_batch_early_region_1830_1880_raw/loc_search_trade-card.json,2026-05-30
ER1830R022,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651616,https://www.loc.gov/pictures/item/2015651616/,"[Winter scene with frozen waterwheel, a man with horse team and load of logs, and a church in the distance, under a full moon]",,[between 1880 and 1890],1880,,,1 print :,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,cph; diof; pp,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40209_150px.jpg,false,https://www.loc.gov/pictures/item/2015651616/,false,,data/capture_batch_early_region_1830_1880_raw/loc_search_trade-card.json,2026-05-30
ER1830R023,ER03,early_region_public_print_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=trade+card&fo=json&c=50,captured,2015651617,https://www.loc.gov/pictures/item/2015651617/,"[Winter scene with horse team hauling logs on a sledge past a windmill, with snow covered landscape, under a full moon]",,[between 1880 and 1890],1880,,,1 print :,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,cph; diof; pp,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/40200/40210_150px.jpg,false,https://www.loc.gov/pictures/item/2015651617/,false,,data/capture_batch_early_region_1830_1880_raw/loc_search_trade-card.json,2026-05-30
