scope	path	tracked_status	ignored_status	size_bytes	mtime_utc	mime_or_signature	source_owner	authority_role	recovery_reference	classification	reason	proposed_action	duplicate_group	content_identity_basis	sha256_if_confirmed_candidate	deletion_risk
PROTECTED_DIRTY_MAIN	Archive/AI/research-notes/LOCAL_WEBLLM_RAG_FEASIBILITY_v0.md	UNTRACKED	NO	15546	2026-07-28T04:28:53.510924Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0037	sha256:28a3c783ba2d112a83c46af3da44fbf1e7296b92d4fbea198f52e4db0b83ec99; from SIZECAND-0124	28a3c783ba2d112a83c46af3da44fbf1e7296b92d4fbea198f52e4db0b83ec99	HIGH
PROTECTED_DIRTY_MAIN	Archive/AI/research-notes/WEBGPU_WEBLLM_RAG_RESEARCH_BRANCH_BRIEF_v0.md	UNTRACKED	NO	13729	2026-07-28T04:28:53.511346Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/README.md	UNTRACKED	NO	1228	2026-07-28T05:06:12.985502Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/active-linear-object-system/implementation/ObjectPage.tsx	UNTRACKED	NO	10269	2026-07-28T04:48:49.670450Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0045	sha256:37395ae09b6e1db1d66aa84ad2d0b43b85cd559ac28efdaf702b701c4acef7e0; from SIZECAND-0337	37395ae09b6e1db1d66aa84ad2d0b43b85cd559ac28efdaf702b701c4acef7e0	HIGH
PROTECTED_DIRTY_MAIN	Design/active-linear-object-system/implementation/globals-linear-object-snapshot.css	UNTRACKED	NO	316221	2026-07-28T04:52:20.078721Z	extension:text/css	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/active-linear-object-system/implementation/object-page-preset.ts	UNTRACKED	NO	4012	2026-07-28T04:51:49.556098Z	extension:text/typescript	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0156	sha256:e90e6e5e5f4e474503eae9f1fa6486e156ce4ece9aebd3a950a5611856bdce48; from SIZECAND-1231	e90e6e5e5f4e474503eae9f1fa6486e156ce4ece9aebd3a950a5611856bdce48	HIGH
PROTECTED_DIRTY_MAIN	Design/active-linear-object-system/implementation/page.tsx	UNTRACKED	NO	1233	2026-07-28T04:48:49.670990Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round01/REVIEW_v1.md	UNTRACKED	NO	3038	2026-07-29T05:15:50.987590Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round01/audit-sample-200-v1.csv	UNTRACKED	NO	63128	2026-07-29T05:01:28.398555Z	extension:text/csv	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round01/audit-sample-200-v1.json	UNTRACKED	NO	101087	2026-07-29T05:01:28.399452Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round01/browser-audit-200-final-v1.json	UNTRACKED	NO	462179	2026-07-29T05:11:47.290217Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round01/coverage-summary-v1.json	UNTRACKED	NO	459	2026-07-29T05:01:28.398240Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round02/REVIEW_v2.md	UNTRACKED	NO	1612	2026-07-29T05:48:43.601454Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round02/mobile-length-audit-200-final-v2.json	UNTRACKED	NO	209358	2026-07-29T05:47:19.739286Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round03/REVIEW_v3.md	UNTRACKED	NO	3160	2026-07-29T07:12:28.028178Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round03/audit-sample-256-v3.csv	UNTRACKED	NO	88005	2026-07-29T07:49:08.748452Z	extension:text/csv	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round03/audit-sample-256-v3.json	UNTRACKED	NO	129545	2026-07-29T07:49:08.749357Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round03/browser-audit-256-final-v3.json	UNTRACKED	NO	892	2026-07-29T07:12:27.219432Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round03/coverage-summary-v3.json	UNTRACKED	NO	471	2026-07-29T07:49:08.745205Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round03/image-load-audit-256-v3.json	UNTRACKED	NO	911	2026-07-29T07:12:27.682166Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round03/title-normalization-audit-v3.json	UNTRACKED	NO	15311	2026-07-29T07:49:10.966256Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round04/COVERAGE_GAP_REVIEW_v4.md	UNTRACKED	NO	4790	2026-07-29T08:08:11.099232Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round04/REVIEW_v4.md	UNTRACKED	NO	7249	2026-07-29T08:10:23.450839Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round04/browser-audit-256-final-v4.json	UNTRACKED	NO	1744	2026-07-29T08:04:42.305947Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round04/coverage-gaps-13680-v4.json	UNTRACKED	NO	2392341	2026-07-29T08:08:11.098684Z	extension:application/json	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round04/coverage-gaps-by-period-v4.csv	UNTRACKED	NO	719	2026-07-29T08:08:11.099139Z	extension:text/csv	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round04/coverage-gaps-by-region-v4.csv	UNTRACKED	NO	5144	2026-07-29T08:08:11.099018Z	extension:text/csv	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round04/desktop-decoration-spacing-proof-v4.png	UNTRACKED	NO	77779	2026-07-29T07:53:11.498568Z	signature:image/jpeg;JPEG	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/content-coverage-round04/mobile-collapsed-reading-proof-v4.png	UNTRACKED	NO	33703	2026-07-29T07:53:12.169835Z	signature:image/jpeg;JPEG	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/interaction-planning/PAGE_CONTENT_CONTROL_CONTRACT_v1.md	UNTRACKED	NO	6192	2026-07-28T05:47:35.618855Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/interaction-planning/PAGE_FUNCTION_BUTTON_AUDIT_v1.md	UNTRACKED	NO	7203	2026-07-28T05:48:49.382096Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/interaction-planning/control-classification-v1.csv	UNTRACKED	NO	12747	2026-07-28T05:49:28.407765Z	extension:text/csv	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/interaction-planning/current-control-inventory-raw-v1.csv	UNTRACKED	NO	9294	2026-07-28T05:49:00.236269Z	extension:text/csv	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement				HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/appendix/APPENDIX_LAYOUT_CONSTRAINTS.md	UNTRACKED	NO	5560	2026-07-28T04:28:53.265943Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0043	sha256:2b51500a2f8f9361b2f8b90a4f1933b1b811e7c5d1f86ff37d790d6cdd6540b3; from SIZECAND-0520	2b51500a2f8f9361b2f8b90a4f1933b1b811e7c5d1f86ff37d790d6cdd6540b3	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/appendix/AppendixLab.tsx	UNTRACKED	NO	16741	2026-07-28T04:28:53.266235Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0028	sha256:e826943173c62bef8ceb2b386a00b4293e270d4ad202141e242dbe8aca0a7af6; from SIZECAND-0063	e826943173c62bef8ceb2b386a00b4293e270d4ad202141e242dbe8aca0a7af6	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/bookmarks/BookmarkLab.tsx	UNTRACKED	NO	10444	2026-07-28T04:28:53.266706Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0044	sha256:8b64390aeabfe2c122b04d7d88d801dbbf4400735ed05a97374e2f93cdd36338; from SIZECAND-0332	8b64390aeabfe2c122b04d7d88d801dbbf4400735ed05a97374e2f93cdd36338	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/cards/CARD_LAYOUT_CONSTRAINTS.md	UNTRACKED	NO	10948	2026-07-28T04:28:53.267320Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0031	sha256:02d9377b210aa708018b678447005c85957b70e6acb5fcba44e591699cd850d8; from SIZECAND-0112	02d9377b210aa708018b678447005c85957b70e6acb5fcba44e591699cd850d8	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/cards/CardLab.tsx	UNTRACKED	NO	26107	2026-07-28T04:28:53.267629Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0019	sha256:5af403300d25ce9b90382072596eb74f33b9872fbd2ce77fe05d273173a710f6; from SIZECAND-0048	5af403300d25ce9b90382072596eb74f33b9872fbd2ce77fe05d273173a710f6	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/main-sheets/MAIN_SHEET_RULES.md	UNTRACKED	NO	2597	2026-07-28T04:28:53.268280Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0142	sha256:24f7c32e9c1491a584ce4b70c6946559728c53b7adda8bb1098c5eb2517e04d0; from SIZECAND-1233	24f7c32e9c1491a584ce4b70c6946559728c53b7adda8bb1098c5eb2517e04d0	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/main-sheets/MainSheetLab.tsx	UNTRACKED	NO	15526	2026-07-28T04:28:53.268591Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0029	sha256:2c2fd05b563196e068ce8a724b6d969628394c998f4d49312c3d26133b76e586; from SIZECAND-0066	2c2fd05b563196e068ce8a724b6d969628394c998f4d49312c3d26133b76e586	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/reader/LeafFrame.tsx	UNTRACKED	NO	2559	2026-07-28T04:28:53.269269Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0148	sha256:a7726ba872a556c121f8dff767f6e8eebfaf12f1cd1ccd9187183f9077f0cae9; from SIZECAND-1234	a7726ba872a556c121f8dff767f6e8eebfaf12f1cd1ccd9187183f9077f0cae9	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/reader/Reader.tsx	UNTRACKED	NO	30272	2026-07-28T04:28:53.269019Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0016	sha256:32bc8e6eb3948795e28f6a466c40cef1d7df9cc087e08dbd7f38acb08f7bc2de; from SIZECAND-0035	32bc8e6eb3948795e28f6a466c40cef1d7df9cc087e08dbd7f38acb08f7bc2de	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/reading-notes/READING_NOTE_RULES.md	UNTRACKED	NO	2683	2026-07-28T04:28:53.269963Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0134	sha256:c6cf94b1c1001c82243d327c80dd9a02b63ce95bc61f6531fb51028a4616d726; from SIZECAND-1230	c6cf94b1c1001c82243d327c80dd9a02b63ce95bc61f6531fb51028a4616d726	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/reading-notes/ReadingNoteLab.tsx	UNTRACKED	NO	13336	2026-07-28T04:28:53.270238Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0041	sha256:14aa2ed7e14ec3232f0f4e6b576d79b4f86bb1163b132ef039b61d9c0b8d88f6; from SIZECAND-0198	14aa2ed7e14ec3232f0f4e6b576d79b4f86bb1163b132ef039b61d9c0b8d88f6	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/slips/SOURCE_SLIP_RULES.md	UNTRACKED	NO	1542	2026-07-28T04:28:53.271073Z	extension:text/markdown	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0167	sha256:2940b86da426166b148193e74f49979e18b2adfa7ec90b96a83115460d6eaf94; from SIZECAND-1264	2940b86da426166b148193e74f49979e18b2adfa7ec90b96a83115460d6eaf94	HIGH
PROTECTED_DIRTY_MAIN	Design/legacy-container-system/implementation/components/slips/SlipLab.tsx	UNTRACKED	NO	7312	2026-07-28T04:28:53.270692Z	extension:text/tsx	research/design owner	UNTRACKED_RESEARCH_DESIGN_EVIDENCE	protected-main baseline 2026-08-10; no tracked recovery proven	ARCHIVE_READ_ONLY	untracked artifact has potential evidentiary value	manifest and assign ownership before archival movement	SHA256DUP-0038	sha256:cfb838753854a3fb4b6ad1bb0a22dcd161b7e87189ab4a5efc0e8f6c4e882121; from SIZECAND-0305	cfb838753854a3fb4b6ad1bb0a22dcd161b7e87189ab4a5efc0e8f6c4e882121	HIGH
