input_ordinal	surface_id	legacy_surface_ledger_id	source_record_id	archive_object_id	import_disposition	reason_code	corpus_disposition	fail_closed_delta_id
70	SURF-CCT2026R00615	208172e1-bdb0-5781-afaf-f934d00cf89f	768d3bdd-635b-52c0-959e-84a6a0547155	e8cd3bbe-5f5c-5b29-b709-be6f2905eda1	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	b8d83f99-635c-5fca-9353-cb1e4ac74729
71	SURF-GAX1970R002	bcd7c81a-7d18-5876-b2a5-d792637e7970	baf53e88-a0c9-51ad-992a-683c4fdc6789	1365da14-6573-5139-8a5e-5c269db8d774	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	e8031344-2303-5da6-b3ef-fa86315d1c5c
77	SURF-CSPTRACE2026R0085	b6c8982d-10c2-53c1-8622-ba5b11171d68	acff1557-ed44-5612-b56a-4c9a12366520	a9c47fb8-a678-5ce7-a65a-0e8ce1292607	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	59f99f3f-92f2-517b-91c6-6b6ba7d1f274
78	SURF-GA1970R001	970144a1-3d50-514b-adb7-0101eea62954	7aa32c05-e643-5099-bdb6-23cac63afda8	1c83ce83-930c-5156-9dbf-b7e03bb2c9a0	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	ca410369-229e-5e8e-b777-f902c140a995
80	SURF-GAX1970R003	7edd9764-b194-5f66-aed6-db35b2ee1fdd	1ab88922-0397-5295-a29f-306962786a49	64b53fa8-7289-5acd-afee-01c4519d2536	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	d643591c-2795-5906-bb43-c2310134a364
83	SURF-CAW2026R00117	877d9617-35a8-50eb-b5cc-99944fe9f776	fe217049-6a63-56a9-a052-4db75b4e951e	ede256db-a1d1-5e51-8615-85a6b964911d	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	eafa5b43-085e-54f7-9076-672cff6458d6
84	SURF-CSPTRACE2026R0088	80982a98-1338-5e53-bfa1-84feed1f781c	9e031acc-009c-5b27-bc63-9d79f653ba91	7fdf8648-ab10-5658-bc02-5484a099a86d	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	c561d248-2bca-58f1-9404-9fa515915b42
85	SURF-CSPTRACE2026R0090	7c832a2a-62ef-5c6a-9fe8-4e0d5ba5b2aa	bb4471bb-d0cf-51bb-8be3-e30c054a9b8a	fb495fbb-8d72-5b5e-a5a7-b1e0c3846045	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	2b710726-fe41-58e5-9ef6-44f4a5dc47a9
88	SURF-GAX1970R004	2ebb90df-c38b-5bee-be12-56614fa741c1	dfd16e0c-8997-554a-93ca-091c63eb79fd	20f00079-192c-524f-a831-f1a46f4e9ab3	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	fb959cff-248d-528d-abd9-31c74ac96278
89	SURF-CCT2026R03606	c2e10c4b-0a28-5f77-81af-5f778735139d	0006533e-95db-5c1a-812b-dde20ac10058	a0cfca3a-27b8-5523-a217-3b13eca966db	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	98f770fe-47ae-5624-b9d3-96286bbb24cc
90	SURF-CAW2026R00134	485130b5-0b77-5fe3-bf71-99568f09e51e	3e8a04cc-8f0e-5d06-8047-571301e431c6	edb68c6b-5edd-5b2a-9e10-2348f7378a46	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	ddcea21b-e5b5-575a-b13d-e5f996210b34
91	SURF-CAW2026R00135	f352913a-ec12-5f73-9ac0-0e2c5d7b5410	c17364b0-5f04-5a38-80a1-5abab8a4b24d	9786b71d-4904-549c-a9c0-612a8c8799a1	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	324b4fd4-0a67-57df-91f9-1f75da069d5b
92	SURF-CCE2026R00004	a64c94c1-e775-5265-b61d-81497931f309	c23be827-7b41-5039-9205-d0b1c2f9b2fa	2095945e-55cf-5785-8bfc-f0bda8ea397f	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	51e92089-e568-5c39-b2e7-29e3c2fc012a
93	SURF-CCT2026R03607	04360682-5417-522a-853c-303e9590aa93	c6af5e6c-99d9-5f96-b354-9b2f31011472	efa7c90d-af2b-56b3-b1e7-f73ec60a71b1	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	28d07322-6be2-58cd-ac58-47f54c2a3796
94	SURF-CCT2026R03608	b73e5724-f751-5138-ac55-bcee123874bd	bd621073-5477-5297-b9fe-10cfb766bb4f	a71c7218-dfde-586c-a179-a73c999c21dd	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	5e5c8195-df03-545d-851a-af4d4eb98799
95	SURF-CCT2026R03609	d4305230-bdfb-5e98-bd49-4262d4b5a6ca	3b26f335-b347-50ac-bfcd-67a7bf09cbee	67b73f2c-12e6-5b58-8118-55716fa21ce9	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	5eea9896-5524-5634-87ac-011ec46d4730
97	SURF-GAX1970R005	1507e4fe-25a1-5d32-bf30-2dbd0e6f27a3	884acfa1-d16a-56b4-9a9a-de78f7e98ab9	05b771e9-0ede-57eb-abe9-a3c9b72fbd7a	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	d34cd3d9-022b-52fd-8987-51767f2e2b04
98	SURF-SI1970R002	2fadbf57-a070-56df-8e0f-47698be63ceb	bf892f07-f20c-568b-8f65-36fc715dd027	6c60b48d-1be7-55ee-b152-4b309646cc1f	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	0f4382e4-62ba-5067-b25c-ab5387d42345
100	SURF-CAW2026R00138	4efca11b-9999-5cba-82d1-2903edd55170	27617be5-ef9f-5d84-8446-2005a714003d	cb00fff5-f272-59e1-8449-de5d55cc915e	held	MISSING_EXPLICIT_EVIDENCE_TIER	held	579469df-ee58-5d8f-97b4-70824cea7ee9
105	SURF-CGS2026R0908	49fa6835-ce0a-5b05-b834-a505675cc944	b7d049f5-107d-5e75-b5e8-1707ef39c845	3be99e61-7302-58f1-89cc-d774116a379a	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	6b5f10de-8aef-5ae9-8153-48ea1effefaf
106	SURF-CRB2026V2R0657	86cdafef-dd9b-52bd-bb18-ce0d813e02ce	9c573ce9-45b3-5271-8934-e1fc32d05cbe	bbb349c3-4cbb-51ce-8661-f0f6c5ca2e9e	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	1559faf2-924a-56a3-8a96-3ab32cd3934d
107	SURF-GA1970R002	5d0a19e7-b9f5-51b6-a254-0aae86ee5265	c27c4967-6f9f-5cc3-85a2-5218fadacfca	30d5b9a0-b1eb-5f54-b4d7-77321c3b41f2	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	69b46eff-262f-596e-87c5-d9c729c5ec11
108	SURF-GA1970R003	8d3b5782-31ce-56ea-88bd-19f694813425	a74f6fa3-1a46-5619-b840-f91733aed027	55b6eb67-8efb-52de-b57f-afbcb92ecabb	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	3cd9559b-1f52-5757-a769-a6829f784c1f
109	SURF-GAX1970R006	7912f326-95ef-5a5a-b6dd-f54ecd9651ad	4ddb7ab6-5dcd-546e-9d63-eb61aaefeb31	7271861d-fc3f-545a-bca2-db9980f4660c	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	06a5defa-1a8f-53de-901d-488c327d3aae
112	SURF-CCE2026R00005	9b4ffdcb-55ff-5656-a272-4387f00e2bb7	491f4c80-499f-5ec3-9883-f27572a8cab4	e71c5f1e-2782-58cf-a7be-04911b31d04e	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	3856030b-a2a6-57e6-b901-4528c85a2f55
113	SURF-GAX1970R007	9d208a9d-8034-5b31-bdef-06be616aa021	22e4c574-cdf3-53d4-8051-3365e48960d6	02b777a2-9a5c-5e16-a81e-1c5ac2770833	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	8eed780d-97cf-50b0-bdf2-1217e28961d9
117	SURF-GAX1970R008	7981599c-aa66-5f7d-981a-372520db1879	2ee6eb6f-6180-55ab-940a-f5c71f52d5ea	2bd70663-856d-5607-85b0-fc2ee2e8a0a5	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	25f691e1-b5ba-5c8f-b979-ef28155f5689
122	SURF-GAX1970R009	de4b524a-0834-5a9d-9fd4-1ad015ae4665	c26d8dc7-58f0-525b-b93f-fc682fe928c1	8c9de0f4-660a-5631-b95d-ad7ca3c7c998	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	111c20cc-47af-56c0-8ec5-70e12ff477de
125	SURF-CCE2026R00007	8df2b8bb-b7ec-53f7-9362-cd8a3b41f5dd	b657a3b6-4677-5be9-b138-f9eee9d66aa2	535645c4-69ef-5608-9ea0-f82504938442	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	f9a36eaa-95a8-5072-8361-d9c362581d8b
126	SURF-CGS2026R0909	8d233823-9190-5de6-981d-6080fdcbf158	540c9155-1e6a-5ff3-9e27-96712db59faf	cc322048-b6be-5674-8455-50e52e94e458	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	b7f58f62-0a36-5c38-a0a9-45e3bd6c3be8
127	SURF-CGS2026R0910	0e0fd458-20b0-5a1e-9f67-66131ad86ce6	ed03e50d-4a14-5add-ab30-300294ee0ab4	1eab06e5-4f57-5dbb-a0af-039024a3a997	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	9d637e57-64a6-584e-be37-eb95fbbbb1c4
128	SURF-CGS2026R0911	80497d23-5340-5af0-b720-96e7f37dee22	73837292-38e9-5456-9370-9a73f8759829	b7f8c3c8-47fe-53d3-b62e-823488ee87bc	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	6625d197-2503-5bec-8d44-f1221804cf05
129	SURF-CGS2026R0912	98cac266-5a95-5b6f-8ea7-7a0a6b173c89	d2149942-1e0d-5f61-8917-ef93b25b36c0	5662b0a6-825c-5e05-bd1c-b34e705fb1af	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	7f75568c-69fa-5a55-b800-4ba1b84bedb2
130	SURF-CGS2026R0913	f1e2eb11-501f-5c55-8553-cd53d00c0983	2cbb155d-516f-5b66-8933-f1a5c5fd32df	ce805330-f3d4-5960-82f9-da740badad93	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	b4931f59-f960-5758-986b-2de400d22303
131	SURF-CGS2026R0914	3a8aa4c3-5774-57e8-9753-7813673b900e	e07b4b99-1a23-56c0-984e-375ac0d4cf04	5e617710-5166-579d-99e7-75d1fe7f1ba8	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	fb83b5a7-260a-55a0-ae93-d3b5752cd982
132	SURF-CGS2026R0915	7fd3841f-dad7-5cfd-81d6-0ef36fcd3c1a	0ddbee2e-4e11-54c4-a92d-ce8cbd2922aa	461857d1-f6a9-5f74-8958-771e52c301af	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	d6847306-585d-5f5b-9ef3-d554b11f5f9a
133	SURF-CGS2026R0916	3a051ef8-ed3c-5450-9b5c-d8eaae3dad7d	82ae716b-2ca8-5e66-9732-cb09236ce48a	2eb74b7e-27db-54d9-97f6-8c97f2f0b46e	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	2514f18a-43cc-53da-a025-4559dbb9d1dc
134	SURF-CGS2026R0917	bb12c8fb-1d69-5513-b239-d976ee228671	9377b0e7-ce86-5bdf-9b45-87f06cb6ac77	72a9a30c-f1ed-5f00-ab03-695f7523fbd5	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	cf52f289-f79c-5c1b-8b9a-0a1fd63e5842
135	SURF-CGS2026R0918	f7349593-a352-512f-ac9c-8cb05870b17b	7ac4af36-909e-5ed2-8341-668b263d2f43	bee18708-8a0f-57e8-9d1a-f91b01f859b9	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	2e5a17f5-1382-5765-b335-d6ee9eaa3719
136	SURF-CGS2026R0919	3e747f96-2947-5e2a-9405-9d325a5716a0	3e964fc4-6cfe-5a92-86ac-16f3b217d246	0881ec38-80fa-5d59-a94f-cb7f4bc13149	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	e9e85318-8838-540c-804b-bd245a5d4a81
137	SURF-CGS2026R0920	f03acda2-13d1-5cfc-828a-1ce014319772	8e99d09a-1e1d-558d-a6c8-43886ae1b7de	f0367195-5157-5430-988e-38f8ed0d6599	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	45c58e75-6e6d-53e3-b12c-5fb2287e2acd
138	SURF-CGS2026R0921	119aff58-f64f-5dc5-abe4-4d90522183a9	8c46fb29-9028-5d04-a9c5-c08c59206eee	27f239a3-58d6-5dbc-83b1-cac9e649f166	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	45635cd7-8cc3-5181-9ef7-1f8a7313acfd
139	SURF-CGS2026R0922	8dc5f047-4e84-5b49-b14c-41e187feaef2	cebb9113-ba1f-59c1-9139-f45f5c5b2dee	38650b80-d507-5325-b9d6-5622f4bd4ca6	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	0b70914d-fc41-519b-9547-c8cb03a3afbc
140	SURF-CGS2026R0923	88d4392e-05e1-5dc5-a287-73475aa9c2cb	07fda2e5-3221-55c7-a846-95cf7e0bc925	ed60d323-681c-5953-8caf-0f1910794b78	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	6041c436-ed22-5c26-8e19-27eace7c92b9
141	SURF-CGS2026R0924	3031b496-f4d2-56b8-b074-32356326cfb2	02090235-a9c3-5de7-a150-636905451eb5	c36d51c3-5e4e-5e29-86a9-f7d9762c6370	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	339955a5-0c3f-5a79-bed4-14642afa1d1b
142	SURF-CGS2026R0925	3c02ef63-ceb6-5b69-bb37-ffc689e3418c	42ab2e08-5ece-5639-8ac7-10739b44ac3a	ca7de863-a947-5f9d-b567-bedffc93b905	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	dce4dcdf-574b-5228-8103-df56b614d82e
143	SURF-CGS2026R0926	1e1d5640-8f62-5cf3-95ff-3500d7157b28	d4bd2755-ce6c-5681-9989-8d3afac9425c	1f438067-e5ad-563c-b460-35d00f44a2e1	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	447b71b5-2ed2-5c7f-b895-8ab16d7d175d
144	SURF-CGS2026R0927	e6071fe8-f037-5b7b-acba-d7ed261dc217	2c61bc9c-3e17-58a3-a8ee-73342de6e0d4	594a2242-bb47-5856-9662-26e47fe9f64d	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held	57678cf8-a6ac-5669-b01e-b2c58c4c0620
